Mar. 9, 2025   00:58:08
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp169_r20_3/2025-03-03-exp914\exp914deposition-2025-03-09t00_52_47-deposition\exp914deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 154
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.983e-3
2.000e-1, 3.966e-3
3.000e-1, 3.945e-3
4.000e-1, 3.935e-3
5.000e-1, 3.932e-3
6.000e-1, 3.927e-3
7.000e-1, 3.924e-3
8.000e-1, 3.922e-3
9.000e-1, 3.898e-3
1.000e+0, 3.901e-3
1.100e+0, 3.925e-3
1.200e+0, 3.939e-3
1.300e+0, 3.952e-3
1.400e+0, 3.945e-3
1.500e+0, 3.956e-3
1.600e+0, 3.929e-3
1.700e+0, 3.926e-3
1.800e+0, 3.955e-3
1.900e+0, 3.967e-3
2.000e+0, 3.985e-3
2.100e+0, 3.995e-3
2.200e+0, 4.004e-3
2.300e+0, 4.015e-3
2.400e+0, 4.014e-3
2.500e+0, 4.017e-3
2.600e+0, 4.022e-3
2.700e+0, 4.035e-3
2.800e+0, 4.056e-3
2.900e+0, 4.074e-3
3.000e+0, 4.073e-3
3.100e+0, 4.073e-3
3.200e+0, 4.076e-3
3.300e+0, 4.083e-3
3.400e+0, 4.087e-3
3.500e+0, 4.092e-3
3.600e+0, 4.094e-3
3.700e+0, 4.092e-3
3.800e+0, 4.094e-3
3.900e+0, 4.097e-3
4.000e+0, 4.101e-3
4.100e+0, 4.109e-3
4.200e+0, 4.106e-3
4.300e+0, 4.111e-3
4.400e+0, 4.115e-3
4.500e+0, 4.126e-3
4.600e+0, 4.127e-3
4.700e+0, 4.115e-3
4.800e+0, 4.106e-3
4.900e+0, 4.098e-3
5.000e+0, 4.099e-3
5.100e+0, 4.103e-3
5.200e+0, 4.113e-3
5.300e+0, 4.111e-3
5.400e+0, 4.123e-3
5.500e+0, 4.130e-3
5.600e+0, 4.147e-3
5.700e+0, 4.167e-3
5.800e+0, 4.177e-3
5.900e+0, 4.189e-3
6.000e+0, 4.174e-3
6.100e+0, 4.162e-3
6.200e+0, 4.157e-3
6.300e+0, 4.147e-3
6.400e+0, 4.149e-3
6.500e+0, 4.156e-3
6.600e+0, 4.161e-3
6.700e+0, 4.182e-3
6.800e+0, 4.186e-3
6.900e+0, 4.184e-3
7.000e+0, 4.178e-3
7.100e+0, 4.181e-3
7.200e+0, 4.170e-3
7.300e+0, 4.165e-3
7.400e+0, 4.166e-3
7.500e+0, 4.174e-3
7.600e+0, 4.176e-3
7.700e+0, 4.193e-3
7.800e+0, 4.213e-3
7.900e+0, 4.227e-3
8.000e+0, 4.237e-3
8.100e+0, 4.244e-3
8.200e+0, 4.242e-3
8.300e+0, 4.235e-3
8.400e+0, 4.221e-3
8.500e+0, 4.227e-3
8.600e+0, 4.237e-3
8.700e+0, 4.251e-3
8.800e+0, 4.247e-3
8.900e+0, 4.233e-3
9.000e+0, 4.221e-3
9.100e+0, 4.201e-3
9.200e+0, 4.196e-3
9.300e+0, 4.201e-3
9.400e+0, 4.210e-3
9.500e+0, 4.190e-3
9.600e+0, 4.180e-3
9.700e+0, 4.181e-3
9.800e+0, 4.193e-3
9.900e+0, 4.210e-3
1.000e+1, 4.228e-3
1.010e+1, 4.241e-3
1.020e+1, 4.262e-3
1.030e+1, 4.282e-3
1.040e+1, 4.273e-3
1.050e+1, 4.251e-3
1.060e+1, 4.246e-3
1.070e+1, 4.250e-3
1.080e+1, 4.256e-3
1.090e+1, 4.261e-3
1.100e+1, 4.261e-3
1.110e+1, 4.273e-3
1.120e+1, 4.281e-3
1.130e+1, 4.287e-3
1.140e+1, 4.280e-3
1.150e+1, 4.287e-3
1.160e+1, 4.291e-3
1.170e+1, 4.295e-3
1.180e+1, 4.308e-3
1.190e+1, 4.312e-3
1.200e+1, 4.317e-3
1.210e+1, 4.320e-3
1.220e+1, 4.328e-3
1.230e+1, 4.346e-3
1.240e+1, 4.343e-3
1.250e+1, 4.342e-3
1.260e+1, 4.340e-3
1.270e+1, 4.352e-3
1.280e+1, 4.364e-3
1.290e+1, 4.375e-3
1.300e+1, 4.362e-3
1.310e+1, 4.358e-3
1.320e+1, 4.356e-3
1.330e+1, 4.356e-3
1.340e+1, 4.369e-3
1.350e+1, 4.376e-3
1.360e+1, 4.381e-3
1.370e+1, 4.393e-3
1.380e+1, 4.398e-3
1.390e+1, 4.401e-3
1.400e+1, 4.398e-3
1.410e+1, 4.399e-3
1.420e+1, 4.415e-3
1.430e+1, 4.428e-3
1.440e+1, 4.437e-3
1.450e+1, 4.432e-3
1.460e+1, 4.411e-3
1.470e+1, 4.403e-3
1.480e+1, 4.412e-3
1.490e+1, 4.410e-3
1.500e+1, 4.407e-3
1.510e+1, 4.415e-3
1.520e+1, 4.437e-3
1.530e+1, 4.436e-3
1.540e+1, 4.451e-3
1.550e+1, 4.468e-3
1.560e+1, 4.490e-3
1.570e+1, 4.495e-3
1.580e+1, 4.508e-3
1.590e+1, 4.509e-3
1.600e+1, 4.504e-3
1.610e+1, 4.500e-3
1.620e+1, 4.505e-3
