Sept. 27, 2024   05:03:47
Amperometric i-t Curve
File: c:/users/guazh/data/20240922_batch_417_500/2024-09-22-exp460\exp460deposition-2024-09-27t04_58_57-deposition\exp460deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 120
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 19.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 9.917e-4
2.000e-1, 9.891e-4
3.000e-1, 9.852e-4
4.000e-1, 9.795e-4
5.000e-1, 9.739e-4
6.000e-1, 9.673e-4
7.000e-1, 9.596e-4
8.000e-1, 9.527e-4
9.000e-1, 9.447e-4
1.000e+0, 9.354e-4
1.100e+0, 9.279e-4
1.200e+0, 9.238e-4
1.300e+0, 9.223e-4
1.400e+0, 9.195e-4
1.500e+0, 9.141e-4
1.600e+0, 9.069e-4
1.700e+0, 8.991e-4
1.800e+0, 8.909e-4
1.900e+0, 8.822e-4
2.000e+0, 8.749e-4
2.100e+0, 8.689e-4
2.200e+0, 8.632e-4
2.300e+0, 8.590e-4
2.400e+0, 8.550e-4
2.500e+0, 8.500e-4
2.600e+0, 8.456e-4
2.700e+0, 8.413e-4
2.800e+0, 8.369e-4
2.900e+0, 8.338e-4
3.000e+0, 8.306e-4
3.100e+0, 8.268e-4
3.200e+0, 8.230e-4
3.300e+0, 8.200e-4
3.400e+0, 8.170e-4
3.500e+0, 8.146e-4
3.600e+0, 8.128e-4
3.700e+0, 8.097e-4
3.800e+0, 8.067e-4
3.900e+0, 8.039e-4
4.000e+0, 8.004e-4
4.100e+0, 7.974e-4
4.200e+0, 7.946e-4
4.300e+0, 7.907e-4
4.400e+0, 7.871e-4
4.500e+0, 7.847e-4
4.600e+0, 7.833e-4
4.700e+0, 7.829e-4
4.800e+0, 7.822e-4
4.900e+0, 7.813e-4
5.000e+0, 7.820e-4
5.100e+0, 7.817e-4
5.200e+0, 7.794e-4
5.300e+0, 7.766e-4
5.400e+0, 7.739e-4
5.500e+0, 7.702e-4
5.600e+0, 7.670e-4
5.700e+0, 7.643e-4
5.800e+0, 7.606e-4
5.900e+0, 7.575e-4
6.000e+0, 7.556e-4
6.100e+0, 7.536e-4
6.200e+0, 7.519e-4
6.300e+0, 7.500e-4
6.400e+0, 7.473e-4
6.500e+0, 7.452e-4
6.600e+0, 7.448e-4
6.700e+0, 7.459e-4
6.800e+0, 7.473e-4
6.900e+0, 7.476e-4
7.000e+0, 7.456e-4
7.100e+0, 7.435e-4
7.200e+0, 7.415e-4
7.300e+0, 7.386e-4
7.400e+0, 7.358e-4
7.500e+0, 7.334e-4
7.600e+0, 7.299e-4
7.700e+0, 7.262e-4
7.800e+0, 7.229e-4
7.900e+0, 7.187e-4
8.000e+0, 7.149e-4
8.100e+0, 7.115e-4
8.200e+0, 7.075e-4
8.300e+0, 7.046e-4
8.400e+0, 7.023e-4
8.500e+0, 6.995e-4
8.600e+0, 6.977e-4
8.700e+0, 6.963e-4
8.800e+0, 6.942e-4
8.900e+0, 6.927e-4
9.000e+0, 6.918e-4
9.100e+0, 6.905e-4
