Dec. 28, 2024   06:13:21
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp136_r20/2024-12-24-exp765\exp765deposition-2024-12-28t06_10_03-deposition\exp765deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 10.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.735e-3
2.000e-1, 4.738e-3
3.000e-1, 4.736e-3
4.000e-1, 4.741e-3
5.000e-1, 4.752e-3
6.000e-1, 4.774e-3
7.000e-1, 4.794e-3
8.000e-1, 4.802e-3
9.000e-1, 4.829e-3
1.000e+0, 4.812e-3
1.100e+0, 4.798e-3
1.200e+0, 4.806e-3
1.300e+0, 4.818e-3
1.400e+0, 4.811e-3
1.500e+0, 4.786e-3
1.600e+0, 4.784e-3
1.700e+0, 4.786e-3
1.800e+0, 4.800e-3
1.900e+0, 4.819e-3
2.000e+0, 4.823e-3
2.100e+0, 4.819e-3
2.200e+0, 4.809e-3
2.300e+0, 4.801e-3
2.400e+0, 4.820e-3
2.500e+0, 4.824e-3
2.600e+0, 4.828e-3
2.700e+0, 4.846e-3
2.800e+0, 4.861e-3
2.900e+0, 4.864e-3
3.000e+0, 4.868e-3
3.100e+0, 4.865e-3
3.200e+0, 4.890e-3
3.300e+0, 4.927e-3
3.400e+0, 4.945e-3
3.500e+0, 4.931e-3
3.600e+0, 4.907e-3
3.700e+0, 4.888e-3
3.800e+0, 4.896e-3
3.900e+0, 4.912e-3
4.000e+0, 4.914e-3
4.100e+0, 4.915e-3
4.200e+0, 4.916e-3
4.300e+0, 4.917e-3
4.400e+0, 4.929e-3
4.500e+0, 4.934e-3
4.600e+0, 4.925e-3
4.700e+0, 4.915e-3
4.800e+0, 4.899e-3
4.900e+0, 4.898e-3
5.000e+0, 4.876e-3
5.100e+0, 4.871e-3
5.200e+0, 4.874e-3
5.300e+0, 4.897e-3
5.400e+0, 4.907e-3
5.500e+0, 4.897e-3
5.600e+0, 4.891e-3
5.700e+0, 4.895e-3
5.800e+0, 4.911e-3
5.900e+0, 4.919e-3
