Dec. 17, 2024   22:42:45
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp667_r5/2024-12-16-exp685\exp685deposition-2024-12-17t22_37_55-deposition\exp685deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 118
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.776e-3
2.000e-1, 4.735e-3
3.000e-1, 4.698e-3
4.000e-1, 4.687e-3
5.000e-1, 4.674e-3
6.000e-1, 4.658e-3
7.000e-1, 4.627e-3
8.000e-1, 4.601e-3
9.000e-1, 4.586e-3
1.000e+0, 4.569e-3
1.100e+0, 4.544e-3
1.200e+0, 4.537e-3
1.300e+0, 4.531e-3
1.400e+0, 4.523e-3
1.500e+0, 4.522e-3
1.600e+0, 4.519e-3
1.700e+0, 4.507e-3
1.800e+0, 4.498e-3
1.900e+0, 4.470e-3
2.000e+0, 4.448e-3
2.100e+0, 4.496e-3
2.200e+0, 4.513e-3
2.300e+0, 4.500e-3
2.400e+0, 4.474e-3
2.500e+0, 4.443e-3
2.600e+0, 4.417e-3
2.700e+0, 4.385e-3
2.800e+0, 4.356e-3
2.900e+0, 4.365e-3
3.000e+0, 4.361e-3
3.100e+0, 4.352e-3
3.200e+0, 4.352e-3
3.300e+0, 4.367e-3
3.400e+0, 4.361e-3
3.500e+0, 4.355e-3
3.600e+0, 4.351e-3
3.700e+0, 4.343e-3
3.800e+0, 4.328e-3
3.900e+0, 4.315e-3
4.000e+0, 4.310e-3
4.100e+0, 4.308e-3
4.200e+0, 4.303e-3
4.300e+0, 4.308e-3
4.400e+0, 4.316e-3
4.500e+0, 4.315e-3
4.600e+0, 4.326e-3
4.700e+0, 4.322e-3
4.800e+0, 4.325e-3
4.900e+0, 4.332e-3
5.000e+0, 4.320e-3
5.100e+0, 4.321e-3
5.200e+0, 4.320e-3
5.300e+0, 4.298e-3
5.400e+0, 4.274e-3
5.500e+0, 4.322e-3
5.600e+0, 4.330e-3
5.700e+0, 4.318e-3
5.800e+0, 4.312e-3
5.900e+0, 4.307e-3
6.000e+0, 4.315e-3
6.100e+0, 4.334e-3
6.200e+0, 4.330e-3
6.300e+0, 4.319e-3
6.400e+0, 4.302e-3
6.500e+0, 4.280e-3
6.600e+0, 4.252e-3
6.700e+0, 4.239e-3
6.800e+0, 4.204e-3
6.900e+0, 4.190e-3
