Sept. 24, 2024   11:58:26
Amperometric i-t Curve
File: c:/users/guazh/data/20240922_batch_417_500/2024-09-22-exp435\exp435deposition-2024-09-24t11_54_06-deposition\exp435deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 26.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 9.556e-4
2.000e-1, 9.585e-4
3.000e-1, 9.613e-4
4.000e-1, 9.660e-4
5.000e-1, 9.665e-4
6.000e-1, 9.652e-4
7.000e-1, 9.653e-4
8.000e-1, 9.679e-4
9.000e-1, 9.723e-4
1.000e+0, 9.756e-4
1.100e+0, 9.762e-4
1.200e+0, 9.786e-4
1.300e+0, 9.797e-4
1.400e+0, 9.781e-4
1.500e+0, 9.797e-4
1.600e+0, 9.810e-4
1.700e+0, 9.826e-4
1.800e+0, 9.868e-4
1.900e+0, 9.886e-4
2.000e+0, 9.905e-4
2.100e+0, 9.938e-4
2.200e+0, 9.966e-4
2.300e+0, 9.983e-4
2.400e+0, 9.969e-4
2.500e+0, 9.963e-4
2.600e+0, 9.954e-4
2.700e+0, 9.939e-4
2.800e+0, 9.889e-4
2.900e+0, 9.849e-4
3.000e+0, 9.775e-4
3.100e+0, 9.706e-4
3.200e+0, 9.633e-4
3.300e+0, 9.566e-4
3.400e+0, 9.498e-4
3.500e+0, 9.434e-4
3.600e+0, 9.374e-4
3.700e+0, 9.339e-4
3.800e+0, 9.268e-4
3.900e+0, 9.213e-4
4.000e+0, 9.167e-4
4.100e+0, 9.120e-4
4.200e+0, 9.104e-4
4.300e+0, 9.067e-4
4.400e+0, 9.057e-4
4.500e+0, 9.085e-4
4.600e+0, 9.124e-4
4.700e+0, 9.165e-4
4.800e+0, 9.225e-4
4.900e+0, 9.266e-4
5.000e+0, 9.306e-4
5.100e+0, 9.344e-4
5.200e+0, 9.385e-4
5.300e+0, 9.419e-4
5.400e+0, 9.454e-4
5.500e+0, 9.476e-4
5.600e+0, 9.505e-4
5.700e+0, 9.528e-4
5.800e+0, 9.518e-4
5.900e+0, 9.527e-4
6.000e+0, 9.545e-4
6.100e+0, 9.568e-4
6.200e+0, 9.606e-4
6.300e+0, 9.630e-4
6.400e+0, 9.665e-4
6.500e+0, 9.654e-4
6.600e+0, 9.648e-4
6.700e+0, 9.646e-4
6.800e+0, 9.652e-4
6.900e+0, 9.651e-4
7.000e+0, 9.676e-4
7.100e+0, 9.649e-4
7.200e+0, 9.656e-4
7.300e+0, 9.690e-4
7.400e+0, 9.688e-4
7.500e+0, 9.716e-4
7.600e+0, 9.722e-4
7.700e+0, 9.737e-4
7.800e+0, 9.678e-4
7.900e+0, 9.607e-4
8.000e+0, 9.557e-4
8.100e+0, 9.520e-4
8.200e+0, 9.488e-4
8.300e+0, 9.453e-4
8.400e+0, 9.425e-4
8.500e+0, 9.435e-4
8.600e+0, 9.458e-4
8.700e+0, 9.467e-4
8.800e+0, 9.491e-4
8.900e+0, 9.487e-4
9.000e+0, 9.462e-4
9.100e+0, 9.458e-4
9.200e+0, 9.469e-4
9.300e+0, 9.494e-4
9.400e+0, 9.510e-4
9.500e+0, 9.504e-4
9.600e+0, 9.508e-4
9.700e+0, 9.492e-4
9.800e+0, 9.496e-4
9.900e+0, 9.533e-4
1.000e+1, 9.558e-4
1.010e+1, 9.555e-4
1.020e+1, 9.555e-4
1.030e+1, 9.564e-4
1.040e+1, 9.588e-4
1.050e+1, 9.646e-4
1.060e+1, 9.622e-4
1.070e+1, 9.625e-4
1.080e+1, 9.653e-4
1.090e+1, 9.702e-4
1.100e+1, 9.748e-4
1.110e+1, 9.838e-4
1.120e+1, 9.896e-4
1.130e+1, 9.967e-4
1.140e+1, 1.002e-3
1.150e+1, 1.007e-3
1.160e+1, 1.010e-3
1.170e+1, 1.007e-3
1.180e+1, 1.007e-3
1.190e+1, 1.011e-3
1.200e+1, 1.012e-3
1.210e+1, 1.016e-3
1.220e+1, 1.018e-3
1.230e+1, 1.018e-3
1.240e+1, 1.016e-3
1.250e+1, 1.012e-3
1.260e+1, 1.010e-3
1.270e+1, 1.009e-3
1.280e+1, 1.007e-3
1.290e+1, 1.006e-3
1.300e+1, 1.007e-3
1.310e+1, 1.007e-3
1.320e+1, 1.005e-3
1.330e+1, 1.007e-3
1.340e+1, 1.006e-3
1.350e+1, 1.009e-3
1.360e+1, 1.010e-3
1.370e+1, 1.014e-3
1.380e+1, 1.013e-3
1.390e+1, 1.014e-3
1.400e+1, 1.013e-3
1.410e+1, 1.011e-3
1.420e+1, 1.009e-3
1.430e+1, 1.008e-3
1.440e+1, 1.008e-3
1.450e+1, 1.003e-3
1.460e+1, 9.976e-4
1.470e+1, 9.862e-4
1.480e+1, 9.785e-4
1.490e+1, 9.698e-4
1.500e+1, 9.631e-4
1.510e+1, 9.558e-4
1.520e+1, 9.480e-4
1.530e+1, 9.382e-4
1.540e+1, 9.322e-4
1.550e+1, 9.249e-4
1.560e+1, 9.191e-4
1.570e+1, 9.130e-4
1.580e+1, 9.047e-4
1.590e+1, 9.015e-4
1.600e+1, 8.942e-4
1.610e+1, 8.910e-4
1.620e+1, 8.840e-4
1.630e+1, 8.811e-4
1.640e+1, 8.794e-4
1.650e+1, 8.829e-4
1.660e+1, 8.858e-4
1.670e+1, 8.908e-4
1.680e+1, 8.972e-4
1.690e+1, 9.046e-4
1.700e+1, 9.139e-4
1.710e+1, 9.209e-4
1.720e+1, 9.270e-4
1.730e+1, 9.336e-4
1.740e+1, 9.395e-4
1.750e+1, 9.474e-4
1.760e+1, 9.523e-4
1.770e+1, 9.557e-4
1.780e+1, 9.608e-4
1.790e+1, 9.693e-4
1.800e+1, 9.761e-4
1.810e+1, 9.816e-4
1.820e+1, 9.877e-4
1.830e+1, 9.951e-4
1.840e+1, 1.000e-3
1.850e+1, 1.002e-3
1.860e+1, 1.007e-3
1.870e+1, 1.009e-3
1.880e+1, 1.014e-3
1.890e+1, 1.018e-3
1.900e+1, 1.020e-3
