July 11, 2024   12:23:36
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp11\exp11deposition-2024-07-11t12_19_19-deposition\exp11deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 26.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.946e-4
2.000e-1, 1.181e-4
3.000e-1, 6.409e-5
4.000e-1, 3.683e-5
5.000e-1, 2.436e-5
6.000e-1, 1.834e-5
7.000e-1, 1.513e-5
8.000e-1, 1.323e-5
9.000e-1, 1.197e-5
1.000e+0, 1.109e-5
1.100e+0, 1.051e-5
1.200e+0, 1.015e-5
1.300e+0, 9.963e-6
1.400e+0, 9.854e-6
1.500e+0, 9.802e-6
1.600e+0, 9.812e-6
1.700e+0, 9.854e-6
1.800e+0, 9.887e-6
1.900e+0, 9.930e-6
2.000e+0, 9.978e-6
2.100e+0, 1.003e-5
2.200e+0, 1.007e-5
2.300e+0, 1.011e-5
2.400e+0, 1.014e-5
2.500e+0, 1.020e-5
2.600e+0, 1.025e-5
2.700e+0, 1.028e-5
2.800e+0, 1.029e-5
2.900e+0, 1.030e-5
3.000e+0, 1.032e-5
3.100e+0, 1.035e-5
3.200e+0, 1.038e-5
3.300e+0, 1.040e-5
3.400e+0, 1.042e-5
3.500e+0, 1.044e-5
3.600e+0, 1.048e-5
3.700e+0, 1.051e-5
3.800e+0, 1.054e-5
3.900e+0, 1.058e-5
4.000e+0, 1.060e-5
4.100e+0, 1.063e-5
4.200e+0, 1.065e-5
4.300e+0, 1.068e-5
4.400e+0, 1.071e-5
4.500e+0, 1.074e-5
4.600e+0, 1.076e-5
4.700e+0, 1.078e-5
4.800e+0, 1.080e-5
4.900e+0, 1.083e-5
5.000e+0, 1.085e-5
5.100e+0, 1.086e-5
5.200e+0, 1.088e-5
5.300e+0, 1.090e-5
5.400e+0, 1.091e-5
5.500e+0, 1.092e-5
5.600e+0, 1.091e-5
5.700e+0, 1.092e-5
5.800e+0, 1.095e-5
5.900e+0, 1.095e-5
6.000e+0, 1.096e-5
6.100e+0, 1.098e-5
6.200e+0, 1.099e-5
6.300e+0, 1.101e-5
6.400e+0, 1.102e-5
6.500e+0, 1.104e-5
6.600e+0, 1.106e-5
6.700e+0, 1.108e-5
6.800e+0, 1.110e-5
6.900e+0, 1.111e-5
7.000e+0, 1.115e-5
7.100e+0, 1.117e-5
7.200e+0, 1.120e-5
7.300e+0, 1.123e-5
7.400e+0, 1.124e-5
7.500e+0, 1.125e-5
7.600e+0, 1.127e-5
7.700e+0, 1.128e-5
7.800e+0, 1.129e-5
7.900e+0, 1.130e-5
8.000e+0, 1.131e-5
8.100e+0, 1.132e-5
8.200e+0, 1.133e-5
8.300e+0, 1.135e-5
8.400e+0, 1.137e-5
8.500e+0, 1.139e-5
8.600e+0, 1.141e-5
8.700e+0, 1.142e-5
8.800e+0, 1.143e-5
8.900e+0, 1.144e-5
9.000e+0, 1.144e-5
9.100e+0, 1.145e-5
9.200e+0, 1.146e-5
9.300e+0, 1.147e-5
9.400e+0, 1.151e-5
9.500e+0, 1.152e-5
9.600e+0, 1.153e-5
9.700e+0, 1.155e-5
9.800e+0, 1.156e-5
9.900e+0, 1.157e-5
1.000e+1, 1.158e-5
1.010e+1, 1.163e-5
1.020e+1, 1.167e-5
1.030e+1, 1.171e-5
1.040e+1, 1.175e-5
1.050e+1, 1.177e-5
1.060e+1, 1.178e-5
1.070e+1, 1.177e-5
1.080e+1, 1.178e-5
1.090e+1, 1.176e-5
1.100e+1, 1.175e-5
1.110e+1, 1.174e-5
1.120e+1, 1.173e-5
1.130e+1, 1.173e-5
1.140e+1, 1.172e-5
1.150e+1, 1.172e-5
1.160e+1, 1.171e-5
1.170e+1, 1.173e-5
1.180e+1, 1.174e-5
1.190e+1, 1.175e-5
1.200e+1, 1.176e-5
1.210e+1, 1.178e-5
1.220e+1, 1.180e-5
1.230e+1, 1.183e-5
1.240e+1, 1.185e-5
1.250e+1, 1.186e-5
1.260e+1, 1.189e-5
1.270e+1, 1.192e-5
1.280e+1, 1.193e-5
1.290e+1, 1.197e-5
1.300e+1, 1.199e-5
1.310e+1, 1.200e-5
1.320e+1, 1.202e-5
1.330e+1, 1.204e-5
1.340e+1, 1.205e-5
1.350e+1, 1.207e-5
1.360e+1, 1.209e-5
1.370e+1, 1.210e-5
1.380e+1, 1.212e-5
1.390e+1, 1.215e-5
1.400e+1, 1.216e-5
1.410e+1, 1.218e-5
1.420e+1, 1.220e-5
1.430e+1, 1.222e-5
1.440e+1, 1.224e-5
1.450e+1, 1.225e-5
1.460e+1, 1.227e-5
1.470e+1, 1.228e-5
1.480e+1, 1.231e-5
1.490e+1, 1.234e-5
1.500e+1, 1.237e-5
1.510e+1, 1.238e-5
1.520e+1, 1.241e-5
1.530e+1, 1.243e-5
1.540e+1, 1.245e-5
1.550e+1, 1.250e-5
1.560e+1, 1.257e-5
1.570e+1, 1.252e-5
1.580e+1, 1.250e-5
1.590e+1, 1.252e-5
1.600e+1, 1.255e-5
1.610e+1, 1.255e-5
1.620e+1, 1.256e-5
1.630e+1, 1.258e-5
1.640e+1, 1.260e-5
1.650e+1, 1.260e-5
1.660e+1, 1.261e-5
1.670e+1, 1.262e-5
1.680e+1, 1.265e-5
1.690e+1, 1.267e-5
1.700e+1, 1.270e-5
1.710e+1, 1.271e-5
1.720e+1, 1.271e-5
1.730e+1, 1.273e-5
1.740e+1, 1.276e-5
1.750e+1, 1.278e-5
1.760e+1, 1.280e-5
1.770e+1, 1.283e-5
1.780e+1, 1.287e-5
1.790e+1, 1.289e-5
1.800e+1, 1.292e-5
1.810e+1, 1.293e-5
1.820e+1, 1.293e-5
1.830e+1, 1.294e-5
1.840e+1, 1.295e-5
1.850e+1, 1.297e-5
1.860e+1, 1.298e-5
1.870e+1, 1.302e-5
1.880e+1, 1.304e-5
1.890e+1, 1.306e-5
1.900e+1, 1.308e-5
1.910e+1, 1.309e-5
1.920e+1, 1.311e-5
1.930e+1, 1.312e-5
1.940e+1, 1.313e-5
1.950e+1, 1.328e-5
1.960e+1, 1.328e-5
1.970e+1, 1.332e-5
1.980e+1, 1.349e-5
1.990e+1, 1.360e-5
2.000e+1, 1.355e-5
2.010e+1, 1.372e-5
2.020e+1, 1.365e-5
2.030e+1, 1.373e-5
2.040e+1, 1.363e-5
2.050e+1, 1.345e-5
2.060e+1, 1.336e-5
2.070e+1, 1.336e-5
2.080e+1, 1.336e-5
2.090e+1, 1.336e-5
2.100e+1, 1.340e-5
2.110e+1, 1.342e-5
2.120e+1, 1.345e-5
2.130e+1, 1.348e-5
2.140e+1, 1.351e-5
2.150e+1, 1.353e-5
2.160e+1, 1.356e-5
2.170e+1, 1.358e-5
2.180e+1, 1.360e-5
2.190e+1, 1.364e-5
2.200e+1, 1.364e-5
2.210e+1, 1.366e-5
2.220e+1, 1.368e-5
2.230e+1, 1.371e-5
2.240e+1, 1.372e-5
2.250e+1, 1.374e-5
2.260e+1, 1.378e-5
2.270e+1, 1.380e-5
2.280e+1, 1.381e-5
2.290e+1, 1.385e-5
2.300e+1, 1.385e-5
2.310e+1, 1.388e-5
2.320e+1, 1.391e-5
2.330e+1, 1.391e-5
2.340e+1, 1.391e-5
2.350e+1, 1.392e-5
2.360e+1, 1.392e-5
2.370e+1, 1.395e-5
2.380e+1, 1.397e-5
2.390e+1, 1.397e-5
2.400e+1, 1.400e-5
2.410e+1, 1.400e-5
2.420e+1, 1.399e-5
2.430e+1, 1.400e-5
2.440e+1, 1.399e-5
2.450e+1, 1.400e-5
2.460e+1, 1.400e-5
2.470e+1, 1.400e-5
2.480e+1, 1.400e-5
2.490e+1, 1.401e-5
2.500e+1, 1.404e-5
2.510e+1, 1.406e-5
2.520e+1, 1.405e-5
2.530e+1, 1.404e-5
2.540e+1, 1.406e-5
2.550e+1, 1.406e-5
2.560e+1, 1.406e-5
2.570e+1, 1.407e-5
2.580e+1, 1.406e-5
2.590e+1, 1.409e-5
2.600e+1, 1.409e-5
2.610e+1, 1.412e-5
2.620e+1, 1.414e-5
2.630e+1, 1.416e-5
2.640e+1, 1.418e-5
2.650e+1, 1.420e-5
2.660e+1, 1.418e-5
2.670e+1, 1.424e-5
2.680e+1, 1.424e-5
2.690e+1, 1.423e-5
2.700e+1, 1.425e-5
2.710e+1, 1.429e-5
2.720e+1, 1.430e-5
2.730e+1, 1.432e-5
2.740e+1, 1.433e-5
2.750e+1, 1.437e-5
2.760e+1, 1.438e-5
2.770e+1, 1.438e-5
2.780e+1, 1.441e-5
2.790e+1, 1.445e-5
2.800e+1, 1.451e-5
2.810e+1, 1.455e-5
2.820e+1, 1.463e-5
2.830e+1, 1.471e-5
2.840e+1, 1.491e-5
2.850e+1, 1.490e-5
2.860e+1, 1.463e-5
2.870e+1, 1.445e-5
2.880e+1, 1.440e-5
2.890e+1, 1.437e-5
2.900e+1, 1.438e-5
2.910e+1, 1.437e-5
2.920e+1, 1.437e-5
2.930e+1, 1.436e-5
2.940e+1, 1.439e-5
2.950e+1, 1.442e-5
2.960e+1, 1.441e-5
2.970e+1, 1.441e-5
2.980e+1, 1.440e-5
2.990e+1, 1.442e-5
3.000e+1, 1.442e-5
3.010e+1, 1.446e-5
3.020e+1, 1.449e-5
3.030e+1, 1.451e-5
3.040e+1, 1.453e-5
3.050e+1, 1.455e-5
3.060e+1, 1.457e-5
3.070e+1, 1.459e-5
3.080e+1, 1.460e-5
3.090e+1, 1.463e-5
3.100e+1, 1.464e-5
3.110e+1, 1.463e-5
3.120e+1, 1.463e-5
3.130e+1, 1.464e-5
3.140e+1, 1.464e-5
3.150e+1, 1.465e-5
3.160e+1, 1.467e-5
3.170e+1, 1.466e-5
3.180e+1, 1.465e-5
3.190e+1, 1.466e-5
3.200e+1, 1.465e-5
3.210e+1, 1.466e-5
3.220e+1, 1.468e-5
3.230e+1, 1.470e-5
3.240e+1, 1.474e-5
3.250e+1, 1.476e-5
3.260e+1, 1.477e-5
3.270e+1, 1.479e-5
3.280e+1, 1.480e-5
3.290e+1, 1.482e-5
3.300e+1, 1.485e-5
3.310e+1, 1.485e-5
3.320e+1, 1.487e-5
3.330e+1, 1.488e-5
3.340e+1, 1.487e-5
3.350e+1, 1.489e-5
3.360e+1, 1.489e-5
3.370e+1, 1.490e-5
3.380e+1, 1.490e-5
3.390e+1, 1.491e-5
3.400e+1, 1.492e-5
3.410e+1, 1.492e-5
3.420e+1, 1.493e-5
3.430e+1, 1.494e-5
3.440e+1, 1.495e-5
3.450e+1, 1.495e-5
3.460e+1, 1.494e-5
3.470e+1, 1.495e-5
3.480e+1, 1.494e-5
3.490e+1, 1.497e-5
3.500e+1, 1.496e-5
3.510e+1, 1.495e-5
3.520e+1, 1.495e-5
3.530e+1, 1.496e-5
3.540e+1, 1.499e-5
3.550e+1, 1.500e-5
3.560e+1, 1.501e-5
3.570e+1, 1.503e-5
3.580e+1, 1.503e-5
3.590e+1, 1.504e-5
3.600e+1, 1.506e-5
3.610e+1, 1.507e-5
3.620e+1, 1.508e-5
3.630e+1, 1.508e-5
3.640e+1, 1.509e-5
3.650e+1, 1.510e-5
3.660e+1, 1.509e-5
3.670e+1, 1.512e-5
3.680e+1, 1.512e-5
3.690e+1, 1.515e-5
3.700e+1, 1.517e-5
3.710e+1, 1.518e-5
3.720e+1, 1.518e-5
3.730e+1, 1.518e-5
3.740e+1, 1.518e-5
3.750e+1, 1.518e-5
3.760e+1, 1.518e-5
3.770e+1, 1.518e-5
3.780e+1, 1.520e-5
3.790e+1, 1.523e-5
3.800e+1, 1.525e-5
3.810e+1, 1.527e-5
3.820e+1, 1.527e-5
3.830e+1, 1.527e-5
3.840e+1, 1.525e-5
3.850e+1, 1.523e-5
3.860e+1, 1.522e-5
3.870e+1, 1.523e-5
3.880e+1, 1.522e-5
3.890e+1, 1.522e-5
3.900e+1, 1.520e-5
3.910e+1, 1.519e-5
3.920e+1, 1.519e-5
3.930e+1, 1.520e-5
3.940e+1, 1.519e-5
3.950e+1, 1.521e-5
3.960e+1, 1.523e-5
3.970e+1, 1.526e-5
3.980e+1, 1.529e-5
3.990e+1, 1.532e-5
4.000e+1, 1.535e-5
4.010e+1, 1.537e-5
4.020e+1, 1.539e-5
4.030e+1, 1.540e-5
4.040e+1, 1.541e-5
4.050e+1, 1.543e-5
4.060e+1, 1.542e-5
4.070e+1, 1.543e-5
4.080e+1, 1.543e-5
4.090e+1, 1.544e-5
4.100e+1, 1.545e-5
4.110e+1, 1.550e-5
4.120e+1, 1.554e-5
4.130e+1, 1.560e-5
4.140e+1, 1.562e-5
4.150e+1, 1.567e-5
4.160e+1, 1.573e-5
4.170e+1, 1.581e-5
4.180e+1, 1.591e-5
4.190e+1, 1.604e-5
4.200e+1, 1.607e-5
4.210e+1, 1.630e-5
4.220e+1, 1.659e-5
4.230e+1, 1.696e-5
4.240e+1, 1.715e-5
4.250e+1, 1.811e-5
4.260e+1, 1.926e-5
4.270e+1, 2.016e-5
4.280e+1, 2.024e-5
4.290e+1, 1.907e-5
4.300e+1, 1.842e-5
4.310e+1, 1.808e-5
4.320e+1, 1.800e-5
4.330e+1, 1.781e-5
4.340e+1, 1.763e-5
4.350e+1, 1.750e-5
4.360e+1, 1.742e-5
4.370e+1, 1.732e-5
4.380e+1, 1.724e-5
4.390e+1, 1.719e-5
4.400e+1, 1.761e-5
4.410e+1, 1.711e-5
4.420e+1, 1.685e-5
4.430e+1, 1.677e-5
4.440e+1, 1.673e-5
4.450e+1, 1.672e-5
4.460e+1, 1.669e-5
4.470e+1, 1.667e-5
4.480e+1, 1.665e-5
4.490e+1, 1.662e-5
4.500e+1, 1.660e-5
4.510e+1, 1.657e-5
4.520e+1, 1.652e-5
4.530e+1, 1.646e-5
4.540e+1, 1.640e-5
4.550e+1, 1.635e-5
4.560e+1, 1.631e-5
4.570e+1, 1.627e-5
4.580e+1, 1.624e-5
4.590e+1, 1.622e-5
4.600e+1, 1.620e-5
4.610e+1, 1.617e-5
4.620e+1, 1.616e-5
4.630e+1, 1.614e-5
4.640e+1, 1.614e-5
4.650e+1, 1.613e-5
4.660e+1, 1.611e-5
4.670e+1, 1.610e-5
4.680e+1, 1.609e-5
4.690e+1, 1.608e-5
4.700e+1, 1.608e-5
4.710e+1, 1.607e-5
4.720e+1, 1.608e-5
4.730e+1, 1.607e-5
4.740e+1, 1.609e-5
4.750e+1, 1.610e-5
4.760e+1, 1.610e-5
4.770e+1, 1.613e-5
4.780e+1, 1.614e-5
4.790e+1, 1.616e-5
4.800e+1, 1.617e-5
4.810e+1, 1.618e-5
4.820e+1, 1.618e-5
4.830e+1, 1.619e-5
4.840e+1, 1.621e-5
4.850e+1, 1.623e-5
4.860e+1, 1.624e-5
4.870e+1, 1.623e-5
4.880e+1, 1.624e-5
4.890e+1, 1.625e-5
4.900e+1, 1.626e-5
4.910e+1, 1.631e-5
