Mar. 9, 2025   11:08:22
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp169_r20_3/2025-03-03-exp918\exp918deposition-2025-03-09t11_05_05-deposition\exp918deposition_it_edep_-130mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.3
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 10.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.747e-3
2.000e-1, 3.734e-3
3.000e-1, 3.708e-3
4.000e-1, 3.687e-3
5.000e-1, 3.698e-3
6.000e-1, 3.709e-3
7.000e-1, 3.699e-3
8.000e-1, 3.701e-3
9.000e-1, 3.707e-3
1.000e+0, 3.716e-3
1.100e+0, 3.729e-3
1.200e+0, 3.738e-3
1.300e+0, 3.744e-3
1.400e+0, 3.742e-3
1.500e+0, 3.739e-3
1.600e+0, 3.732e-3
1.700e+0, 3.731e-3
1.800e+0, 3.727e-3
1.900e+0, 3.731e-3
2.000e+0, 3.743e-3
2.100e+0, 3.751e-3
2.200e+0, 3.758e-3
2.300e+0, 3.761e-3
2.400e+0, 3.762e-3
2.500e+0, 3.756e-3
2.600e+0, 3.753e-3
2.700e+0, 3.745e-3
2.800e+0, 3.735e-3
2.900e+0, 3.741e-3
3.000e+0, 3.742e-3
3.100e+0, 3.743e-3
3.200e+0, 3.743e-3
3.300e+0, 3.751e-3
3.400e+0, 3.762e-3
3.500e+0, 3.767e-3
3.600e+0, 3.782e-3
3.700e+0, 3.796e-3
3.800e+0, 3.770e-3
3.900e+0, 3.765e-3
4.000e+0, 3.738e-3
4.100e+0, 3.722e-3
4.200e+0, 3.727e-3
4.300e+0, 3.740e-3
4.400e+0, 3.751e-3
4.500e+0, 3.759e-3
4.600e+0, 3.770e-3
4.700e+0, 3.776e-3
4.800e+0, 3.788e-3
4.900e+0, 3.795e-3
5.000e+0, 3.789e-3
5.100e+0, 3.793e-3
5.200e+0, 3.798e-3
5.300e+0, 3.798e-3
5.400e+0, 3.802e-3
5.500e+0, 3.812e-3
5.600e+0, 3.815e-3
5.700e+0, 3.820e-3
5.800e+0, 3.824e-3
5.900e+0, 3.824e-3
6.000e+0, 3.819e-3
6.100e+0, 3.817e-3
6.200e+0, 3.818e-3
6.300e+0, 3.823e-3
6.400e+0, 3.826e-3
6.500e+0, 3.817e-3
6.600e+0, 3.819e-3
6.700e+0, 3.825e-3
6.800e+0, 3.830e-3
6.900e+0, 3.837e-3
7.000e+0, 3.844e-3
7.100e+0, 3.850e-3
7.200e+0, 3.852e-3
7.300e+0, 3.851e-3
7.400e+0, 3.849e-3
7.500e+0, 3.854e-3
7.600e+0, 3.861e-3
7.700e+0, 3.859e-3
7.800e+0, 3.857e-3
7.900e+0, 3.852e-3
8.000e+0, 3.855e-3
8.100e+0, 3.858e-3
8.200e+0, 3.861e-3
8.300e+0, 3.863e-3
8.400e+0, 3.870e-3
8.500e+0, 3.870e-3
8.600e+0, 3.874e-3
8.700e+0, 3.871e-3
8.800e+0, 3.873e-3
8.900e+0, 3.872e-3
9.000e+0, 3.873e-3
9.100e+0, 3.888e-3
9.200e+0, 3.897e-3
9.300e+0, 3.888e-3
9.400e+0, 3.880e-3
9.500e+0, 3.881e-3
9.600e+0, 3.885e-3
9.700e+0, 3.882e-3
9.800e+0, 3.884e-3
9.900e+0, 3.891e-3
1.000e+1, 3.901e-3
1.010e+1, 3.911e-3
1.020e+1, 3.917e-3
1.030e+1, 3.919e-3
1.040e+1, 3.921e-3
1.050e+1, 3.910e-3
1.060e+1, 3.913e-3
1.070e+1, 3.912e-3
1.080e+1, 3.921e-3
1.090e+1, 3.924e-3
1.100e+1, 3.929e-3
1.110e+1, 3.937e-3
1.120e+1, 3.942e-3
1.130e+1, 3.942e-3
1.140e+1, 3.948e-3
1.150e+1, 3.957e-3
1.160e+1, 3.960e-3
1.170e+1, 3.956e-3
1.180e+1, 3.950e-3
1.190e+1, 3.949e-3
1.200e+1, 3.950e-3
1.210e+1, 3.955e-3
1.220e+1, 3.960e-3
1.230e+1, 3.968e-3
1.240e+1, 3.968e-3
1.250e+1, 3.982e-3
1.260e+1, 3.964e-3
1.270e+1, 3.945e-3
1.280e+1, 3.923e-3
1.290e+1, 3.916e-3
1.300e+1, 3.920e-3
1.310e+1, 3.928e-3
1.320e+1, 3.936e-3
1.330e+1, 3.934e-3
1.340e+1, 3.921e-3
1.350e+1, 3.920e-3
1.360e+1, 3.955e-3
1.370e+1, 3.952e-3
1.380e+1, 3.953e-3
1.390e+1, 3.966e-3
1.400e+1, 3.969e-3
1.410e+1, 3.969e-3
1.420e+1, 3.969e-3
1.430e+1, 3.958e-3
1.440e+1, 3.944e-3
1.450e+1, 3.954e-3
1.460e+1, 3.969e-3
1.470e+1, 3.988e-3
1.480e+1, 3.995e-3
1.490e+1, 3.995e-3
1.500e+1, 4.017e-3
1.510e+1, 4.030e-3
1.520e+1, 4.052e-3
1.530e+1, 4.072e-3
1.540e+1, 4.084e-3
1.550e+1, 4.090e-3
1.560e+1, 4.094e-3
1.570e+1, 4.092e-3
1.580e+1, 4.094e-3
1.590e+1, 4.096e-3
1.600e+1, 4.097e-3
1.610e+1, 4.101e-3
1.620e+1, 4.105e-3
1.630e+1, 4.096e-3
1.640e+1, 4.097e-3
1.650e+1, 4.103e-3
1.660e+1, 4.111e-3
1.670e+1, 4.117e-3
1.680e+1, 4.123e-3
1.690e+1, 4.122e-3
1.700e+1, 4.124e-3
1.710e+1, 4.137e-3
1.720e+1, 4.153e-3
1.730e+1, 4.192e-3
1.740e+1, 4.188e-3
1.750e+1, 4.178e-3
1.760e+1, 4.158e-3
1.770e+1, 4.145e-3
1.780e+1, 4.135e-3
1.790e+1, 4.131e-3
1.800e+1, 4.137e-3
1.810e+1, 4.130e-3
1.820e+1, 4.128e-3
1.830e+1, 4.131e-3
1.840e+1, 4.130e-3
1.850e+1, 4.127e-3
1.860e+1, 4.132e-3
1.870e+1, 4.143e-3
1.880e+1, 4.146e-3
1.890e+1, 4.146e-3
1.900e+1, 4.158e-3
1.910e+1, 4.170e-3
1.920e+1, 4.186e-3
1.930e+1, 4.181e-3
1.940e+1, 4.186e-3
1.950e+1, 4.198e-3
1.960e+1, 4.203e-3
1.970e+1, 4.210e-3
1.980e+1, 4.218e-3
1.990e+1, 4.220e-3
2.000e+1, 4.222e-3
2.010e+1, 4.218e-3
2.020e+1, 4.217e-3
2.030e+1, 4.219e-3
2.040e+1, 4.217e-3
2.050e+1, 4.191e-3
2.060e+1, 4.182e-3
2.070e+1, 4.192e-3
2.080e+1, 4.201e-3
2.090e+1, 4.198e-3
2.100e+1, 4.197e-3
2.110e+1, 4.210e-3
2.120e+1, 4.221e-3
2.130e+1, 4.227e-3
2.140e+1, 4.235e-3
2.150e+1, 4.239e-3
2.160e+1, 4.248e-3
2.170e+1, 4.255e-3
2.180e+1, 4.253e-3
2.190e+1, 4.249e-3
2.200e+1, 4.244e-3
2.210e+1, 4.248e-3
2.220e+1, 4.262e-3
2.230e+1, 4.273e-3
2.240e+1, 4.277e-3
2.250e+1, 4.277e-3
2.260e+1, 4.273e-3
2.270e+1, 4.282e-3
2.280e+1, 4.279e-3
2.290e+1, 4.275e-3
2.300e+1, 4.276e-3
2.310e+1, 4.282e-3
2.320e+1, 4.273e-3
2.330e+1, 4.257e-3
2.340e+1, 4.260e-3
2.350e+1, 4.267e-3
2.360e+1, 4.279e-3
2.370e+1, 4.295e-3
2.380e+1, 4.301e-3
2.390e+1, 4.303e-3
2.400e+1, 4.313e-3
2.410e+1, 4.338e-3
2.420e+1, 4.351e-3
2.430e+1, 4.345e-3
2.440e+1, 4.343e-3
2.450e+1, 4.341e-3
2.460e+1, 4.330e-3
2.470e+1, 4.319e-3
2.480e+1, 4.325e-3
2.490e+1, 4.345e-3
2.500e+1, 4.367e-3
2.510e+1, 4.388e-3
2.520e+1, 4.410e-3
2.530e+1, 4.426e-3
2.540e+1, 4.438e-3
2.550e+1, 4.455e-3
2.560e+1, 4.464e-3
2.570e+1, 4.477e-3
2.580e+1, 4.487e-3
2.590e+1, 4.494e-3
2.600e+1, 4.496e-3
2.610e+1, 4.511e-3
2.620e+1, 4.524e-3
2.630e+1, 4.526e-3
2.640e+1, 4.517e-3
2.650e+1, 4.506e-3
2.660e+1, 4.503e-3
2.670e+1, 4.499e-3
2.680e+1, 4.484e-3
2.690e+1, 4.485e-3
2.700e+1, 4.476e-3
2.710e+1, 4.470e-3
2.720e+1, 4.454e-3
2.730e+1, 4.446e-3
2.740e+1, 4.443e-3
2.750e+1, 4.445e-3
2.760e+1, 4.453e-3
2.770e+1, 4.455e-3
2.780e+1, 4.448e-3
2.790e+1, 4.449e-3
2.800e+1, 4.455e-3
2.810e+1, 4.453e-3
2.820e+1, 4.452e-3
2.830e+1, 4.453e-3
2.840e+1, 4.454e-3
2.850e+1, 4.472e-3
2.860e+1, 4.485e-3
2.870e+1, 4.496e-3
2.880e+1, 4.507e-3
2.890e+1, 4.511e-3
2.900e+1, 4.520e-3
2.910e+1, 4.524e-3
2.920e+1, 4.526e-3
2.930e+1, 4.539e-3
2.940e+1, 4.546e-3
2.950e+1, 4.554e-3
2.960e+1, 4.558e-3
2.970e+1, 4.565e-3
2.980e+1, 4.555e-3
2.990e+1, 4.549e-3
3.000e+1, 4.558e-3
