July 16, 2024   15:56:16
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp63\exp63deposition-2024-07-16t15_52_29-deposition\exp63deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 12.7

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.087e-3
2.000e-1, 2.080e-3
3.000e-1, 2.084e-3
4.000e-1, 2.077e-3
5.000e-1, 2.067e-3
6.000e-1, 2.061e-3
7.000e-1, 2.063e-3
8.000e-1, 2.061e-3
9.000e-1, 2.049e-3
1.000e+0, 2.033e-3
1.100e+0, 2.017e-3
1.200e+0, 2.007e-3
1.300e+0, 2.010e-3
1.400e+0, 2.030e-3
1.500e+0, 2.043e-3
1.600e+0, 2.068e-3
1.700e+0, 2.079e-3
1.800e+0, 2.087e-3
1.900e+0, 2.090e-3
2.000e+0, 2.078e-3
2.100e+0, 2.073e-3
2.200e+0, 2.110e-3
2.300e+0, 2.127e-3
2.400e+0, 2.132e-3
2.500e+0, 2.130e-3
2.600e+0, 2.145e-3
2.700e+0, 2.148e-3
2.800e+0, 2.145e-3
2.900e+0, 2.148e-3
3.000e+0, 2.143e-3
3.100e+0, 2.136e-3
3.200e+0, 2.109e-3
3.300e+0, 2.085e-3
3.400e+0, 2.059e-3
3.500e+0, 2.087e-3
3.600e+0, 2.137e-3
3.700e+0, 2.165e-3
3.800e+0, 2.186e-3
3.900e+0, 2.200e-3
4.000e+0, 2.199e-3
4.100e+0, 2.187e-3
4.200e+0, 2.160e-3
4.300e+0, 2.134e-3
4.400e+0, 2.117e-3
4.500e+0, 2.104e-3
4.600e+0, 2.087e-3
4.700e+0, 2.073e-3
4.800e+0, 2.061e-3
4.900e+0, 2.054e-3
5.000e+0, 2.043e-3
5.100e+0, 2.026e-3
5.200e+0, 2.009e-3
5.300e+0, 2.003e-3
5.400e+0, 2.010e-3
5.500e+0, 2.016e-3
5.600e+0, 2.022e-3
5.700e+0, 2.013e-3
5.800e+0, 1.999e-3
5.900e+0, 1.994e-3
6.000e+0, 2.003e-3
6.100e+0, 2.051e-3
6.200e+0, 2.085e-3
6.300e+0, 2.101e-3
6.400e+0, 2.110e-3
6.500e+0, 2.111e-3
6.600e+0, 2.104e-3
6.700e+0, 2.110e-3
6.800e+0, 2.100e-3
6.900e+0, 2.088e-3
7.000e+0, 2.084e-3
7.100e+0, 2.086e-3
7.200e+0, 2.114e-3
7.300e+0, 2.188e-3
7.400e+0, 2.229e-3
7.500e+0, 2.253e-3
7.600e+0, 2.266e-3
7.700e+0, 2.323e-3
7.800e+0, 2.382e-3
7.900e+0, 2.404e-3
8.000e+0, 2.403e-3
8.100e+0, 2.388e-3
8.200e+0, 2.393e-3
8.300e+0, 2.390e-3
8.400e+0, 2.422e-3
8.500e+0, 2.460e-3
8.600e+0, 2.465e-3
8.700e+0, 2.462e-3
8.800e+0, 2.446e-3
8.900e+0, 2.431e-3
9.000e+0, 2.417e-3
9.100e+0, 2.402e-3
9.200e+0, 2.409e-3
9.300e+0, 2.414e-3
9.400e+0, 2.433e-3
9.500e+0, 2.461e-3
9.600e+0, 2.479e-3
9.700e+0, 2.471e-3
9.800e+0, 2.468e-3
9.900e+0, 2.460e-3
1.000e+1, 2.447e-3
1.010e+1, 2.440e-3
1.020e+1, 2.417e-3
1.030e+1, 2.390e-3
1.040e+1, 2.368e-3
1.050e+1, 2.355e-3
1.060e+1, 2.334e-3
