May 1, 2025   10:22:54
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp1108_r5/2025-04-30-exp1206\exp1206deposition-2025-05-01t10_19_35-deposition\exp1206deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 21.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.637e-3
2.000e-1, 3.616e-3
3.000e-1, 3.605e-3
4.000e-1, 3.602e-3
5.000e-1, 3.600e-3
6.000e-1, 3.599e-3
7.000e-1, 3.597e-3
8.000e-1, 3.593e-3
9.000e-1, 3.592e-3
1.000e+0, 3.586e-3
1.100e+0, 3.586e-3
1.200e+0, 3.585e-3
1.300e+0, 3.579e-3
1.400e+0, 3.574e-3
1.500e+0, 3.572e-3
1.600e+0, 3.568e-3
1.700e+0, 3.558e-3
1.800e+0, 3.556e-3
1.900e+0, 3.552e-3
2.000e+0, 3.548e-3
2.100e+0, 3.546e-3
2.200e+0, 3.549e-3
2.300e+0, 3.551e-3
2.400e+0, 3.548e-3
2.500e+0, 3.546e-3
2.600e+0, 3.543e-3
2.700e+0, 3.541e-3
2.800e+0, 3.541e-3
2.900e+0, 3.544e-3
3.000e+0, 3.541e-3
3.100e+0, 3.538e-3
3.200e+0, 3.535e-3
3.300e+0, 3.531e-3
3.400e+0, 3.528e-3
3.500e+0, 3.529e-3
3.600e+0, 3.530e-3
3.700e+0, 3.527e-3
3.800e+0, 3.524e-3
3.900e+0, 3.521e-3
4.000e+0, 3.520e-3
4.100e+0, 3.517e-3
4.200e+0, 3.516e-3
4.300e+0, 3.515e-3
4.400e+0, 3.516e-3
4.500e+0, 3.510e-3
4.600e+0, 3.505e-3
4.700e+0, 3.504e-3
4.800e+0, 3.503e-3
4.900e+0, 3.497e-3
5.000e+0, 3.489e-3
5.100e+0, 3.485e-3
5.200e+0, 3.481e-3
5.300e+0, 3.480e-3
5.400e+0, 3.479e-3
5.500e+0, 3.478e-3
5.600e+0, 3.475e-3
5.700e+0, 3.472e-3
5.800e+0, 3.471e-3
5.900e+0, 3.468e-3
6.000e+0, 3.463e-3
6.100e+0, 3.462e-3
6.200e+0, 3.460e-3
6.300e+0, 3.461e-3
6.400e+0, 3.461e-3
6.500e+0, 3.459e-3
6.600e+0, 3.456e-3
6.700e+0, 3.452e-3
6.800e+0, 3.448e-3
6.900e+0, 3.447e-3
7.000e+0, 3.454e-3
7.100e+0, 3.449e-3
7.200e+0, 3.451e-3
7.300e+0, 3.443e-3
7.400e+0, 3.437e-3
7.500e+0, 3.439e-3
7.600e+0, 3.434e-3
7.700e+0, 3.438e-3
7.800e+0, 3.422e-3
7.900e+0, 3.421e-3
8.000e+0, 3.423e-3
8.100e+0, 3.413e-3
8.200e+0, 3.409e-3
8.300e+0, 3.405e-3
8.400e+0, 3.401e-3
8.500e+0, 3.397e-3
8.600e+0, 3.396e-3
8.700e+0, 3.406e-3
8.800e+0, 3.398e-3
8.900e+0, 3.387e-3
9.000e+0, 3.390e-3
9.100e+0, 3.393e-3
9.200e+0, 3.390e-3
9.300e+0, 3.382e-3
9.400e+0, 3.383e-3
9.500e+0, 3.377e-3
9.600e+0, 3.362e-3
9.700e+0, 3.357e-3
9.800e+0, 3.360e-3
9.900e+0, 3.364e-3
1.000e+1, 3.368e-3
1.010e+1, 3.364e-3
1.020e+1, 3.364e-3
1.030e+1, 3.366e-3
1.040e+1, 3.365e-3
1.050e+1, 3.368e-3
1.060e+1, 3.361e-3
1.070e+1, 3.364e-3
1.080e+1, 3.361e-3
1.090e+1, 3.355e-3
1.100e+1, 3.356e-3
1.110e+1, 3.355e-3
1.120e+1, 3.352e-3
1.130e+1, 3.349e-3
1.140e+1, 3.345e-3
1.150e+1, 3.340e-3
1.160e+1, 3.336e-3
1.170e+1, 3.331e-3
1.180e+1, 3.326e-3
1.190e+1, 3.323e-3
1.200e+1, 3.321e-3
1.210e+1, 3.320e-3
1.220e+1, 3.317e-3
1.230e+1, 3.316e-3
1.240e+1, 3.311e-3
1.250e+1, 3.308e-3
1.260e+1, 3.306e-3
1.270e+1, 3.303e-3
1.280e+1, 3.302e-3
1.290e+1, 3.300e-3
1.300e+1, 3.298e-3
1.310e+1, 3.299e-3
1.320e+1, 3.297e-3
1.330e+1, 3.295e-3
1.340e+1, 3.297e-3
1.350e+1, 3.293e-3
1.360e+1, 3.291e-3
1.370e+1, 3.289e-3
1.380e+1, 3.289e-3
1.390e+1, 3.288e-3
1.400e+1, 3.286e-3
1.410e+1, 3.285e-3
1.420e+1, 3.287e-3
1.430e+1, 3.289e-3
1.440e+1, 3.290e-3
1.450e+1, 3.288e-3
1.460e+1, 3.288e-3
1.470e+1, 3.290e-3
1.480e+1, 3.293e-3
1.490e+1, 3.292e-3
1.500e+1, 3.292e-3
1.510e+1, 3.293e-3
1.520e+1, 3.295e-3
1.530e+1, 3.294e-3
1.540e+1, 3.294e-3
1.550e+1, 3.293e-3
1.560e+1, 3.294e-3
1.570e+1, 3.296e-3
1.580e+1, 3.298e-3
1.590e+1, 3.301e-3
1.600e+1, 3.302e-3
1.610e+1, 3.301e-3
1.620e+1, 3.298e-3
1.630e+1, 3.299e-3
1.640e+1, 3.302e-3
1.650e+1, 3.306e-3
1.660e+1, 3.313e-3
1.670e+1, 3.313e-3
1.680e+1, 3.310e-3
1.690e+1, 3.316e-3
1.700e+1, 3.318e-3
1.710e+1, 3.319e-3
1.720e+1, 3.317e-3
1.730e+1, 3.318e-3
1.740e+1, 3.318e-3
1.750e+1, 3.315e-3
1.760e+1, 3.308e-3
1.770e+1, 3.304e-3
1.780e+1, 3.299e-3
1.790e+1, 3.295e-3
1.800e+1, 3.294e-3
1.810e+1, 3.290e-3
1.820e+1, 3.287e-3
1.830e+1, 3.285e-3
1.840e+1, 3.284e-3
1.850e+1, 3.282e-3
1.860e+1, 3.282e-3
1.870e+1, 3.281e-3
1.880e+1, 3.279e-3
1.890e+1, 3.279e-3
1.900e+1, 3.283e-3
1.910e+1, 3.285e-3
1.920e+1, 3.289e-3
1.930e+1, 3.293e-3
1.940e+1, 3.295e-3
1.950e+1, 3.302e-3
1.960e+1, 3.311e-3
1.970e+1, 3.315e-3
1.980e+1, 3.321e-3
1.990e+1, 3.323e-3
2.000e+1, 3.323e-3
2.010e+1, 3.321e-3
2.020e+1, 3.319e-3
2.030e+1, 3.317e-3
2.040e+1, 3.315e-3
2.050e+1, 3.314e-3
2.060e+1, 3.312e-3
2.070e+1, 3.312e-3
2.080e+1, 3.313e-3
2.090e+1, 3.315e-3
2.100e+1, 3.319e-3
2.110e+1, 3.324e-3
2.120e+1, 3.331e-3
2.130e+1, 3.337e-3
2.140e+1, 3.345e-3
2.150e+1, 3.349e-3
2.160e+1, 3.356e-3
2.170e+1, 3.359e-3
2.180e+1, 3.361e-3
2.190e+1, 3.362e-3
2.200e+1, 3.377e-3
2.210e+1, 3.383e-3
2.220e+1, 3.384e-3
2.230e+1, 3.387e-3
2.240e+1, 3.393e-3
2.250e+1, 3.404e-3
2.260e+1, 3.404e-3
2.270e+1, 3.404e-3
2.280e+1, 3.403e-3
2.290e+1, 3.403e-3
2.300e+1, 3.401e-3
2.310e+1, 3.398e-3
2.320e+1, 3.396e-3
2.330e+1, 3.396e-3
2.340e+1, 3.398e-3
2.350e+1, 3.397e-3
2.360e+1, 3.401e-3
2.370e+1, 3.404e-3
2.380e+1, 3.408e-3
2.390e+1, 3.408e-3
2.400e+1, 3.409e-3
2.410e+1, 3.405e-3
2.420e+1, 3.400e-3
2.430e+1, 3.394e-3
2.440e+1, 3.392e-3
2.450e+1, 3.391e-3
2.460e+1, 3.393e-3
2.470e+1, 3.395e-3
2.480e+1, 3.396e-3
2.490e+1, 3.400e-3
2.500e+1, 3.404e-3
2.510e+1, 3.407e-3
2.520e+1, 3.411e-3
2.530e+1, 3.411e-3
2.540e+1, 3.410e-3
2.550e+1, 3.410e-3
2.560e+1, 3.405e-3
2.570e+1, 3.405e-3
2.580e+1, 3.401e-3
2.590e+1, 3.401e-3
2.600e+1, 3.405e-3
2.610e+1, 3.409e-3
2.620e+1, 3.411e-3
2.630e+1, 3.413e-3
