May 1, 2025   10:22:54
2.640e+1, 3.415e-3
2.650e+1, 3.416e-3
2.660e+1, 3.421e-3
2.670e+1, 3.417e-3
2.680e+1, 3.421e-3
2.690e+1, 3.421e-3
2.700e+1, 3.428e-3
2.710e+1, 3.434e-3
2.720e+1, 3.436e-3
2.730e+1, 3.438e-3
2.740e+1, 3.433e-3
2.750e+1, 3.436e-3
2.760e+1, 3.439e-3
2.770e+1, 3.444e-3
2.780e+1, 3.453e-3
2.790e+1, 3.454e-3
2.800e+1, 3.455e-3
2.810e+1, 3.459e-3
2.820e+1, 3.458e-3
2.830e+1, 3.456e-3
2.840e+1, 3.454e-3
2.850e+1, 3.447e-3
2.860e+1, 3.445e-3
2.870e+1, 3.444e-3
2.880e+1, 3.449e-3
2.890e+1, 3.450e-3
2.900e+1, 3.451e-3
2.910e+1, 3.452e-3
2.920e+1, 3.452e-3
2.930e+1, 3.451e-3
2.940e+1, 3.453e-3
2.950e+1, 3.454e-3
2.960e+1, 3.455e-3
2.970e+1, 3.458e-3
2.980e+1, 3.459e-3
2.990e+1, 3.464e-3
3.000e+1, 3.469e-3
