July 11, 2024   00:28:41
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp6\exp6deposition-2024-07-11t00_24_51-deposition\exp6deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 10.6

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.718e-3
2.000e-1, 3.671e-3
3.000e-1, 3.625e-3
4.000e-1, 3.583e-3
5.000e-1, 3.551e-3
6.000e-1, 3.515e-3
7.000e-1, 3.484e-3
8.000e-1, 3.460e-3
9.000e-1, 3.442e-3
1.000e+0, 3.432e-3
1.100e+0, 3.428e-3
1.200e+0, 3.412e-3
1.300e+0, 3.400e-3
1.400e+0, 3.401e-3
1.500e+0, 3.391e-3
1.600e+0, 3.384e-3
1.700e+0, 3.396e-3
1.800e+0, 3.405e-3
1.900e+0, 3.414e-3
2.000e+0, 3.416e-3
2.100e+0, 3.416e-3
2.200e+0, 3.431e-3
2.300e+0, 3.448e-3
2.400e+0, 3.440e-3
2.500e+0, 3.431e-3
2.600e+0, 3.435e-3
2.700e+0, 3.429e-3
2.800e+0, 3.425e-3
2.900e+0, 3.423e-3
3.000e+0, 3.414e-3
3.100e+0, 3.414e-3
3.200e+0, 3.433e-3
3.300e+0, 3.435e-3
3.400e+0, 3.427e-3
3.500e+0, 3.414e-3
3.600e+0, 3.409e-3
3.700e+0, 3.408e-3
3.800e+0, 3.403e-3
3.900e+0, 3.395e-3
4.000e+0, 3.391e-3
4.100e+0, 3.387e-3
4.200e+0, 3.370e-3
4.300e+0, 3.362e-3
4.400e+0, 3.358e-3
4.500e+0, 3.349e-3
4.600e+0, 3.345e-3
4.700e+0, 3.346e-3
4.800e+0, 3.395e-3
4.900e+0, 3.421e-3
5.000e+0, 3.427e-3
5.100e+0, 3.432e-3
5.200e+0, 3.457e-3
5.300e+0, 3.457e-3
5.400e+0, 3.459e-3
5.500e+0, 3.464e-3
5.600e+0, 3.452e-3
5.700e+0, 3.444e-3
5.800e+0, 3.451e-3
5.900e+0, 3.452e-3
6.000e+0, 3.453e-3
6.100e+0, 3.453e-3
6.200e+0, 3.455e-3
6.300e+0, 3.465e-3
6.400e+0, 3.515e-3
6.500e+0, 3.542e-3
6.600e+0, 3.564e-3
6.700e+0, 3.592e-3
6.800e+0, 3.612e-3
6.900e+0, 3.616e-3
7.000e+0, 3.608e-3
7.100e+0, 3.598e-3
7.200e+0, 3.589e-3
7.300e+0, 3.598e-3
7.400e+0, 3.599e-3
7.500e+0, 3.594e-3
7.600e+0, 3.645e-3
7.700e+0, 3.626e-3
7.800e+0, 3.604e-3
7.900e+0, 3.599e-3
8.000e+0, 3.617e-3
8.100e+0, 3.618e-3
8.200e+0, 3.604e-3
8.300e+0, 3.590e-3
8.400e+0, 3.627e-3
8.500e+0, 3.630e-3
8.600e+0, 3.614e-3
8.700e+0, 3.615e-3
8.800e+0, 3.662e-3
8.900e+0, 3.698e-3
9.000e+0, 3.720e-3
9.100e+0, 3.722e-3
9.200e+0, 3.729e-3
9.300e+0, 3.724e-3
9.400e+0, 3.708e-3
9.500e+0, 3.692e-3
9.600e+0, 3.677e-3
9.700e+0, 3.666e-3
9.800e+0, 3.655e-3
9.900e+0, 3.654e-3
1.000e+1, 3.664e-3
1.010e+1, 3.692e-3
1.020e+1, 3.692e-3
1.030e+1, 3.681e-3
1.040e+1, 3.684e-3
1.050e+1, 3.706e-3
1.060e+1, 3.731e-3
1.070e+1, 3.765e-3
1.080e+1, 3.807e-3
1.090e+1, 3.816e-3
1.100e+1, 3.824e-3
1.110e+1, 3.801e-3
1.120e+1, 3.791e-3
1.130e+1, 3.776e-3
1.140e+1, 3.763e-3
1.150e+1, 3.753e-3
1.160e+1, 3.739e-3
1.170e+1, 3.732e-3
1.180e+1, 3.711e-3
1.190e+1, 3.706e-3
1.200e+1, 3.701e-3
1.210e+1, 3.704e-3
1.220e+1, 3.697e-3
1.230e+1, 3.698e-3
1.240e+1, 3.693e-3
1.250e+1, 3.674e-3
1.260e+1, 3.667e-3
1.270e+1, 3.669e-3
1.280e+1, 3.666e-3
1.290e+1, 3.664e-3
1.300e+1, 3.663e-3
1.310e+1, 3.653e-3
1.320e+1, 3.642e-3
1.330e+1, 3.640e-3
1.340e+1, 3.648e-3
1.350e+1, 3.660e-3
1.360e+1, 3.657e-3
1.370e+1, 3.666e-3
1.380e+1, 3.658e-3
1.390e+1, 3.644e-3
1.400e+1, 3.639e-3
1.410e+1, 3.641e-3
1.420e+1, 3.646e-3
1.430e+1, 3.682e-3
1.440e+1, 3.703e-3
1.450e+1, 3.695e-3
1.460e+1, 3.703e-3
1.470e+1, 3.699e-3
1.480e+1, 3.707e-3
1.490e+1, 3.733e-3
1.500e+1, 3.733e-3
1.510e+1, 3.703e-3
1.520e+1, 3.738e-3
1.530e+1, 3.756e-3
1.540e+1, 3.752e-3
1.550e+1, 3.745e-3
1.560e+1, 3.738e-3
1.570e+1, 3.729e-3
1.580e+1, 3.720e-3
1.590e+1, 3.713e-3
1.600e+1, 3.713e-3
1.610e+1, 3.713e-3
1.620e+1, 3.712e-3
1.630e+1, 3.697e-3
1.640e+1, 3.706e-3
1.650e+1, 3.707e-3
1.660e+1, 3.711e-3
1.670e+1, 3.740e-3
1.680e+1, 3.754e-3
1.690e+1, 3.742e-3
1.700e+1, 3.738e-3
1.710e+1, 3.738e-3
1.720e+1, 3.748e-3
1.730e+1, 3.754e-3
1.740e+1, 3.752e-3
1.750e+1, 3.760e-3
1.760e+1, 3.768e-3
1.770e+1, 3.788e-3
1.780e+1, 3.796e-3
1.790e+1, 3.801e-3
1.800e+1, 3.803e-3
1.810e+1, 3.794e-3
1.820e+1, 3.806e-3
1.830e+1, 3.816e-3
1.840e+1, 3.814e-3
1.850e+1, 3.812e-3
1.860e+1, 3.812e-3
1.870e+1, 3.808e-3
1.880e+1, 3.808e-3
1.890e+1, 3.811e-3
1.900e+1, 3.814e-3
1.910e+1, 3.824e-3
1.920e+1, 3.824e-3
1.930e+1, 3.821e-3
1.940e+1, 3.816e-3
1.950e+1, 3.798e-3
