Apr. 25, 2025   06:18:40
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp590_r20/2025-04-16-exp1183\exp1183deposition-2025-04-25t06_14_42-deposition\exp1183deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 68
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 16.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 5.000e-3
2.000e-1, 5.021e-3
3.000e-1, 5.030e-3
4.000e-1, 5.040e-3
5.000e-1, 5.048e-3
6.000e-1, 5.063e-3
7.000e-1, 5.080e-3
8.000e-1, 5.068e-3
9.000e-1, 5.082e-3
1.000e+0, 5.106e-3
1.100e+0, 5.093e-3
1.200e+0, 5.113e-3
1.300e+0, 5.125e-3
1.400e+0, 5.134e-3
1.500e+0, 5.144e-3
1.600e+0, 5.147e-3
1.700e+0, 5.135e-3
1.800e+0, 5.151e-3
1.900e+0, 5.167e-3
2.000e+0, 5.167e-3
2.100e+0, 5.180e-3
2.200e+0, 5.173e-3
2.300e+0, 5.153e-3
2.400e+0, 5.159e-3
2.500e+0, 5.198e-3
2.600e+0, 5.357e-3
2.700e+0, 5.390e-3
2.800e+0, 5.391e-3
2.900e+0, 5.375e-3
3.000e+0, 5.374e-3
3.100e+0, 5.354e-3
3.200e+0, 5.394e-3
3.300e+0, 5.411e-3
3.400e+0, 5.389e-3
3.500e+0, 5.363e-3
3.600e+0, 5.388e-3
3.700e+0, 5.386e-3
3.800e+0, 5.388e-3
3.900e+0, 5.353e-3
4.000e+0, 5.345e-3
4.100e+0, 5.333e-3
4.200e+0, 5.343e-3
4.300e+0, 5.334e-3
4.400e+0, 5.343e-3
4.500e+0, 5.300e-3
4.600e+0, 5.278e-3
4.700e+0, 5.240e-3
4.800e+0, 5.209e-3
4.900e+0, 5.205e-3
5.000e+0, 5.221e-3
5.100e+0, 5.205e-3
5.200e+0, 5.199e-3
5.300e+0, 5.207e-3
5.400e+0, 5.201e-3
5.500e+0, 5.220e-3
5.600e+0, 5.242e-3
5.700e+0, 5.245e-3
5.800e+0, 5.273e-3
5.900e+0, 5.285e-3
6.000e+0, 5.314e-3
6.100e+0, 5.329e-3
6.200e+0, 5.343e-3
6.300e+0, 5.353e-3
6.400e+0, 5.367e-3
6.500e+0, 5.360e-3
6.600e+0, 5.364e-3
6.700e+0, 5.428e-3
6.800e+0, 5.459e-3
6.900e+0, 5.493e-3
7.000e+0, 5.585e-3
7.100e+0, 5.632e-3
7.200e+0, 5.641e-3
7.300e+0, 5.613e-3
7.400e+0, 5.606e-3
7.500e+0, 5.588e-3
7.600e+0, 5.579e-3
7.700e+0, 5.601e-3
7.800e+0, 5.626e-3
7.900e+0, 5.635e-3
8.000e+0, 5.636e-3
8.100e+0, 5.635e-3
8.200e+0, 5.625e-3
8.300e+0, 5.607e-3
8.400e+0, 5.616e-3
8.500e+0, 5.685e-3
8.600e+0, 5.732e-3
