Aug. 7, 2024   07:50:03
Amperometric i-t Curve
File: c:/users/guazh/data/20240802_batch_500/2024-08-02-exp43\exp43deposition-2024-08-07t07_46_13-deposition\exp43deposition_it_edep_-130mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.3
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.706e-3
2.000e-1, 3.694e-3
3.000e-1, 3.699e-3
4.000e-1, 3.664e-3
5.000e-1, 3.608e-3
6.000e-1, 3.567e-3
7.000e-1, 3.543e-3
8.000e-1, 3.515e-3
9.000e-1, 3.498e-3
1.000e+0, 3.487e-3
1.100e+0, 3.456e-3
1.200e+0, 3.457e-3
1.300e+0, 3.455e-3
1.400e+0, 3.451e-3
1.500e+0, 3.439e-3
1.600e+0, 3.411e-3
1.700e+0, 3.400e-3
1.800e+0, 3.402e-3
1.900e+0, 3.403e-3
2.000e+0, 3.390e-3
2.100e+0, 3.370e-3
2.200e+0, 3.363e-3
2.300e+0, 3.357e-3
2.400e+0, 3.344e-3
2.500e+0, 3.338e-3
2.600e+0, 3.331e-3
2.700e+0, 3.616e-3
2.800e+0, 3.832e-3
2.900e+0, 3.833e-3
3.000e+0, 3.756e-3
3.100e+0, 3.765e-3
3.200e+0, 3.700e-3
3.300e+0, 3.653e-3
3.400e+0, 3.611e-3
3.500e+0, 3.571e-3
3.600e+0, 3.836e-3
3.700e+0, 4.178e-3
3.800e+0, 4.260e-3
3.900e+0, 4.200e-3
4.000e+0, 4.162e-3
4.100e+0, 4.135e-3
4.200e+0, 4.111e-3
4.300e+0, 4.084e-3
4.400e+0, 4.075e-3
4.500e+0, 4.043e-3
4.600e+0, 4.012e-3
4.700e+0, 3.977e-3
4.800e+0, 3.930e-3
4.900e+0, 3.886e-3
5.000e+0, 3.850e-3
5.100e+0, 3.858e-3
5.200e+0, 3.906e-3
5.300e+0, 3.883e-3
5.400e+0, 3.871e-3
5.500e+0, 3.850e-3
5.600e+0, 3.813e-3
5.700e+0, 3.788e-3
5.800e+0, 3.766e-3
5.900e+0, 3.734e-3
6.000e+0, 3.719e-3
6.100e+0, 3.734e-3
6.200e+0, 3.708e-3
6.300e+0, 3.699e-3
6.400e+0, 3.735e-3
6.500e+0, 3.822e-3
6.600e+0, 3.861e-3
6.700e+0, 3.894e-3
6.800e+0, 3.916e-3
6.900e+0, 3.931e-3
7.000e+0, 3.951e-3
7.100e+0, 3.963e-3
7.200e+0, 3.963e-3
7.300e+0, 3.967e-3
7.400e+0, 3.971e-3
7.500e+0, 3.955e-3
7.600e+0, 3.951e-3
7.700e+0, 3.947e-3
7.800e+0, 3.936e-3
7.900e+0, 3.963e-3
8.000e+0, 3.991e-3
8.100e+0, 4.021e-3
8.200e+0, 4.019e-3
8.300e+0, 4.018e-3
8.400e+0, 3.999e-3
8.500e+0, 4.009e-3
8.600e+0, 4.004e-3
8.700e+0, 4.006e-3
8.800e+0, 4.018e-3
8.900e+0, 3.983e-3
9.000e+0, 3.986e-3
9.100e+0, 3.986e-3
9.200e+0, 3.980e-3
9.300e+0, 3.985e-3
9.400e+0, 3.983e-3
9.500e+0, 3.996e-3
9.600e+0, 4.030e-3
9.700e+0, 4.066e-3
9.800e+0, 4.072e-3
9.900e+0, 4.084e-3
1.000e+1, 4.094e-3
1.010e+1, 4.068e-3
1.020e+1, 4.079e-3
1.030e+1, 4.100e-3
1.040e+1, 4.093e-3
1.050e+1, 4.097e-3
1.060e+1, 4.072e-3
1.070e+1, 4.054e-3
1.080e+1, 4.030e-3
1.090e+1, 4.055e-3
1.100e+1, 4.062e-3
1.110e+1, 4.070e-3
1.120e+1, 4.088e-3
1.130e+1, 4.100e-3
1.140e+1, 4.140e-3
1.150e+1, 4.150e-3
1.160e+1, 4.164e-3
1.170e+1, 4.168e-3
1.180e+1, 4.181e-3
1.190e+1, 4.160e-3
1.200e+1, 4.139e-3
1.210e+1, 4.160e-3
1.220e+1, 4.238e-3
1.230e+1, 4.237e-3
1.240e+1, 4.211e-3
1.250e+1, 4.187e-3
1.260e+1, 4.185e-3
1.270e+1, 4.171e-3
1.280e+1, 4.148e-3
1.290e+1, 4.128e-3
1.300e+1, 4.120e-3
1.310e+1, 4.082e-3
1.320e+1, 4.081e-3
1.330e+1, 4.086e-3
1.340e+1, 4.095e-3
1.350e+1, 4.110e-3
1.360e+1, 4.129e-3
1.370e+1, 4.125e-3
1.380e+1, 4.109e-3
1.390e+1, 4.086e-3
1.400e+1, 4.085e-3
1.410e+1, 4.050e-3
1.420e+1, 4.057e-3
1.430e+1, 4.044e-3
1.440e+1, 4.028e-3
1.450e+1, 4.069e-3
1.460e+1, 4.073e-3
1.470e+1, 4.060e-3
1.480e+1, 4.064e-3
1.490e+1, 4.072e-3
1.500e+1, 4.084e-3
1.510e+1, 4.116e-3
1.520e+1, 4.112e-3
1.530e+1, 4.120e-3
1.540e+1, 4.133e-3
1.550e+1, 4.134e-3
1.560e+1, 4.117e-3
1.570e+1, 4.129e-3
1.580e+1, 4.129e-3
1.590e+1, 4.118e-3
1.600e+1, 4.118e-3
1.610e+1, 4.119e-3
1.620e+1, 4.125e-3
1.630e+1, 4.141e-3
1.640e+1, 4.142e-3
1.650e+1, 4.144e-3
1.660e+1, 4.143e-3
1.670e+1, 4.100e-3
1.680e+1, 4.083e-3
1.690e+1, 4.066e-3
1.700e+1, 4.054e-3
1.710e+1, 4.051e-3
1.720e+1, 4.047e-3
1.730e+1, 4.055e-3
1.740e+1, 4.039e-3
1.750e+1, 4.042e-3
1.760e+1, 4.024e-3
1.770e+1, 4.009e-3
1.780e+1, 4.016e-3
1.790e+1, 4.021e-3
1.800e+1, 4.020e-3
1.810e+1, 4.027e-3
1.820e+1, 4.042e-3
1.830e+1, 4.043e-3
1.840e+1, 4.047e-3
1.850e+1, 4.041e-3
1.860e+1, 4.058e-3
1.870e+1, 4.075e-3
1.880e+1, 4.078e-3
1.890e+1, 4.062e-3
1.900e+1, 4.047e-3
1.910e+1, 4.048e-3
1.920e+1, 4.060e-3
1.930e+1, 4.067e-3
1.940e+1, 4.081e-3
1.950e+1, 4.051e-3
1.960e+1, 4.033e-3
1.970e+1, 4.013e-3
1.980e+1, 3.992e-3
1.990e+1, 3.987e-3
2.000e+1, 3.979e-3
2.010e+1, 3.981e-3
2.020e+1, 4.002e-3
2.030e+1, 4.009e-3
