Mar. 10, 2025   11:48:34
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp891_r5/2025-03-03-exp866\exp866deposition-2025-03-10t11_45_15-deposition\exp866deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.7

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.711e-3
2.000e-1, 2.731e-3
3.000e-1, 2.746e-3
4.000e-1, 2.762e-3
5.000e-1, 2.780e-3
6.000e-1, 2.797e-3
7.000e-1, 2.814e-3
8.000e-1, 2.834e-3
9.000e-1, 2.852e-3
1.000e+0, 2.865e-3
1.100e+0, 2.882e-3
1.200e+0, 2.896e-3
1.300e+0, 2.908e-3
1.400e+0, 2.923e-3
1.500e+0, 2.934e-3
1.600e+0, 2.946e-3
1.700e+0, 2.958e-3
1.800e+0, 2.976e-3
1.900e+0, 2.984e-3
2.000e+0, 2.995e-3
2.100e+0, 3.002e-3
2.200e+0, 3.011e-3
2.300e+0, 3.020e-3
2.400e+0, 3.027e-3
2.500e+0, 3.036e-3
2.600e+0, 3.047e-3
2.700e+0, 3.056e-3
2.800e+0, 3.062e-3
2.900e+0, 3.071e-3
3.000e+0, 3.083e-3
3.100e+0, 3.097e-3
3.200e+0, 3.111e-3
3.300e+0, 3.121e-3
3.400e+0, 3.129e-3
3.500e+0, 3.135e-3
3.600e+0, 3.143e-3
3.700e+0, 3.151e-3
3.800e+0, 3.158e-3
3.900e+0, 3.164e-3
4.000e+0, 3.171e-3
4.100e+0, 3.174e-3
4.200e+0, 3.180e-3
4.300e+0, 3.181e-3
4.400e+0, 3.183e-3
4.500e+0, 3.188e-3
4.600e+0, 3.191e-3
4.700e+0, 3.197e-3
4.800e+0, 3.202e-3
4.900e+0, 3.212e-3
5.000e+0, 3.219e-3
5.100e+0, 3.222e-3
5.200e+0, 3.228e-3
5.300e+0, 3.233e-3
5.400e+0, 3.236e-3
5.500e+0, 3.240e-3
5.600e+0, 3.249e-3
5.700e+0, 3.255e-3
5.800e+0, 3.253e-3
5.900e+0, 3.263e-3
6.000e+0, 3.262e-3
6.100e+0, 3.276e-3
6.200e+0, 3.280e-3
6.300e+0, 3.283e-3
6.400e+0, 3.286e-3
6.500e+0, 3.289e-3
6.600e+0, 3.293e-3
6.700e+0, 3.297e-3
6.800e+0, 3.298e-3
6.900e+0, 3.303e-3
7.000e+0, 3.310e-3
7.100e+0, 3.308e-3
7.200e+0, 3.305e-3
7.300e+0, 3.306e-3
7.400e+0, 3.307e-3
7.500e+0, 3.305e-3
7.600e+0, 3.300e-3
7.700e+0, 3.310e-3
7.800e+0, 3.319e-3
7.900e+0, 3.329e-3
8.000e+0, 3.330e-3
8.100e+0, 3.334e-3
8.200e+0, 3.336e-3
8.300e+0, 3.340e-3
8.400e+0, 3.341e-3
8.500e+0, 3.341e-3
8.600e+0, 3.342e-3
8.700e+0, 3.341e-3
8.800e+0, 3.339e-3
8.900e+0, 3.338e-3
9.000e+0, 3.337e-3
9.100e+0, 3.338e-3
9.200e+0, 3.339e-3
9.300e+0, 3.342e-3
9.400e+0, 3.343e-3
9.500e+0, 3.344e-3
9.600e+0, 3.342e-3
9.700e+0, 3.346e-3
9.800e+0, 3.350e-3
9.900e+0, 3.349e-3
1.000e+1, 3.347e-3
1.010e+1, 3.356e-3
1.020e+1, 3.363e-3
1.030e+1, 3.372e-3
1.040e+1, 3.376e-3
1.050e+1, 3.381e-3
1.060e+1, 3.384e-3
1.070e+1, 3.386e-3
1.080e+1, 3.386e-3
1.090e+1, 3.390e-3
1.100e+1, 3.391e-3
1.110e+1, 3.395e-3
1.120e+1, 3.401e-3
1.130e+1, 3.407e-3
1.140e+1, 3.411e-3
1.150e+1, 3.416e-3
1.160e+1, 3.419e-3
1.170e+1, 3.420e-3
1.180e+1, 3.421e-3
1.190e+1, 3.417e-3
1.200e+1, 3.414e-3
1.210e+1, 3.413e-3
1.220e+1, 3.415e-3
1.230e+1, 3.415e-3
1.240e+1, 3.416e-3
1.250e+1, 3.417e-3
1.260e+1, 3.420e-3
1.270e+1, 3.425e-3
1.280e+1, 3.421e-3
1.290e+1, 3.420e-3
1.300e+1, 3.425e-3
1.310e+1, 3.432e-3
1.320e+1, 3.437e-3
1.330e+1, 3.429e-3
1.340e+1, 3.444e-3
1.350e+1, 3.450e-3
1.360e+1, 3.450e-3
1.370e+1, 3.446e-3
1.380e+1, 3.442e-3
1.390e+1, 3.441e-3
1.400e+1, 3.439e-3
1.410e+1, 3.438e-3
1.420e+1, 3.438e-3
1.430e+1, 3.438e-3
1.440e+1, 3.438e-3
1.450e+1, 3.436e-3
1.460e+1, 3.438e-3
1.470e+1, 3.440e-3
1.480e+1, 3.442e-3
1.490e+1, 3.440e-3
1.500e+1, 3.439e-3
1.510e+1, 3.441e-3
1.520e+1, 3.440e-3
1.530e+1, 3.441e-3
1.540e+1, 3.446e-3
1.550e+1, 3.433e-3
1.560e+1, 3.433e-3
1.570e+1, 3.435e-3
1.580e+1, 3.433e-3
1.590e+1, 3.432e-3
1.600e+1, 3.446e-3
1.610e+1, 3.450e-3
1.620e+1, 3.454e-3
1.630e+1, 3.455e-3
1.640e+1, 3.453e-3
1.650e+1, 3.446e-3
1.660e+1, 3.445e-3
1.670e+1, 3.442e-3
1.680e+1, 3.442e-3
1.690e+1, 3.447e-3
1.700e+1, 3.448e-3
1.710e+1, 3.454e-3
1.720e+1, 3.457e-3
1.730e+1, 3.449e-3
1.740e+1, 3.449e-3
1.750e+1, 3.453e-3
1.760e+1, 3.454e-3
1.770e+1, 3.459e-3
1.780e+1, 3.463e-3
1.790e+1, 3.467e-3
1.800e+1, 3.466e-3
1.810e+1, 3.466e-3
1.820e+1, 3.470e-3
1.830e+1, 3.469e-3
1.840e+1, 3.468e-3
1.850e+1, 3.468e-3
1.860e+1, 3.463e-3
1.870e+1, 3.457e-3
1.880e+1, 3.456e-3
1.890e+1, 3.453e-3
1.900e+1, 3.451e-3
1.910e+1, 3.454e-3
1.920e+1, 3.450e-3
1.930e+1, 3.450e-3
1.940e+1, 3.453e-3
1.950e+1, 3.462e-3
1.960e+1, 3.471e-3
1.970e+1, 3.478e-3
1.980e+1, 3.480e-3
1.990e+1, 3.484e-3
2.000e+1, 3.482e-3
2.010e+1, 3.484e-3
2.020e+1, 3.478e-3
2.030e+1, 3.475e-3
2.040e+1, 3.470e-3
2.050e+1, 3.471e-3
2.060e+1, 3.469e-3
2.070e+1, 3.466e-3
2.080e+1, 3.464e-3
2.090e+1, 3.466e-3
2.100e+1, 3.465e-3
2.110e+1, 3.485e-3
2.120e+1, 3.490e-3
2.130e+1, 3.489e-3
2.140e+1, 3.474e-3
2.150e+1, 3.498e-3
2.160e+1, 3.502e-3
2.170e+1, 3.510e-3
2.180e+1, 3.511e-3
2.190e+1, 3.515e-3
2.200e+1, 3.523e-3
2.210e+1, 3.528e-3
2.220e+1, 3.523e-3
2.230e+1, 3.524e-3
2.240e+1, 3.528e-3
2.250e+1, 3.526e-3
2.260e+1, 3.522e-3
2.270e+1, 3.513e-3
2.280e+1, 3.511e-3
2.290e+1, 3.510e-3
2.300e+1, 3.507e-3
2.310e+1, 3.504e-3
2.320e+1, 3.503e-3
2.330e+1, 3.502e-3
2.340e+1, 3.499e-3
2.350e+1, 3.506e-3
2.360e+1, 3.508e-3
2.370e+1, 3.502e-3
2.380e+1, 3.499e-3
2.390e+1, 3.494e-3
2.400e+1, 3.490e-3
2.410e+1, 3.492e-3
2.420e+1, 3.491e-3
2.430e+1, 3.483e-3
2.440e+1, 3.484e-3
2.450e+1, 3.485e-3
2.460e+1, 3.486e-3
2.470e+1, 3.487e-3
2.480e+1, 3.492e-3
2.490e+1, 3.484e-3
2.500e+1, 3.483e-3
2.510e+1, 3.484e-3
2.520e+1, 3.483e-3
2.530e+1, 3.483e-3
2.540e+1, 3.472e-3
2.550e+1, 3.473e-3
2.560e+1, 3.478e-3
2.570e+1, 3.478e-3
2.580e+1, 3.476e-3
2.590e+1, 3.476e-3
2.600e+1, 3.471e-3
2.610e+1, 3.468e-3
2.620e+1, 3.469e-3
2.630e+1, 3.470e-3
2.640e+1, 3.474e-3
2.650e+1, 3.482e-3
2.660e+1, 3.477e-3
2.670e+1, 3.478e-3
2.680e+1, 3.478e-3
2.690e+1, 3.471e-3
2.700e+1, 3.475e-3
2.710e+1, 3.475e-3
2.720e+1, 3.470e-3
2.730e+1, 3.467e-3
2.740e+1, 3.475e-3
2.750e+1, 3.471e-3
2.760e+1, 3.469e-3
2.770e+1, 3.465e-3
2.780e+1, 3.465e-3
2.790e+1, 3.463e-3
2.800e+1, 3.465e-3
2.810e+1, 3.469e-3
2.820e+1, 3.465e-3
2.830e+1, 3.465e-3
2.840e+1, 3.465e-3
2.850e+1, 3.473e-3
2.860e+1, 3.474e-3
2.870e+1, 3.471e-3
2.880e+1, 3.468e-3
2.890e+1, 3.468e-3
2.900e+1, 3.475e-3
2.910e+1, 3.470e-3
2.920e+1, 3.471e-3
2.930e+1, 3.464e-3
2.940e+1, 3.465e-3
2.950e+1, 3.464e-3
2.960e+1, 3.462e-3
2.970e+1, 3.462e-3
2.980e+1, 3.461e-3
2.990e+1, 3.461e-3
3.000e+1, 3.463e-3
