Sept. 5, 2024   03:16:22
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp267\exp267deposition-2024-09-05t03_12_29-deposition\exp267deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 21.2

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.346e-3
2.000e-1, 2.339e-3
3.000e-1, 2.328e-3
4.000e-1, 2.343e-3
5.000e-1, 2.301e-3
6.000e-1, 2.279e-3
7.000e-1, 2.397e-3
8.000e-1, 2.403e-3
9.000e-1, 2.407e-3
1.000e+0, 2.452e-3
1.100e+0, 2.492e-3
1.200e+0, 2.516e-3
1.300e+0, 2.532e-3
1.400e+0, 2.585e-3
1.500e+0, 2.615e-3
1.600e+0, 2.588e-3
1.700e+0, 2.588e-3
1.800e+0, 2.618e-3
1.900e+0, 2.267e-3
2.000e+0, 2.589e-3
2.100e+0, 2.625e-3
2.200e+0, 2.568e-3
2.300e+0, 2.633e-3
2.400e+0, 2.675e-3
2.500e+0, 2.664e-3
2.600e+0, 2.675e-3
2.700e+0, 2.713e-3
2.800e+0, 1.921e-3
2.900e+0, 2.722e-3
3.000e+0, 2.785e-3
3.100e+0, 1.961e-3
3.200e+0, 2.162e-3
3.300e+0, 2.772e-3
3.400e+0, 2.774e-3
3.500e+0, 2.756e-3
3.600e+0, 2.749e-3
3.700e+0, 2.727e-3
3.800e+0, 2.570e-3
3.900e+0, 2.700e-3
4.000e+0, 2.803e-3
4.100e+0, 2.799e-3
4.200e+0, 1.997e-3
4.300e+0, 2.774e-3
4.400e+0, 2.841e-3
4.500e+0, 2.336e-3
4.600e+0, 2.765e-3
4.700e+0, 2.809e-3
4.800e+0, 2.781e-3
4.900e+0, 2.768e-3
5.000e+0, 2.763e-3
5.100e+0, 2.657e-3
5.200e+0, 2.709e-3
5.300e+0, 2.685e-3
5.400e+0, 2.666e-3
5.500e+0, 2.667e-3
5.600e+0, 2.644e-3
5.700e+0, 2.644e-3
5.800e+0, 2.639e-3
5.900e+0, 2.585e-3
6.000e+0, 2.593e-3
6.100e+0, 2.548e-3
6.200e+0, 2.529e-3
6.300e+0, 2.519e-3
6.400e+0, 2.515e-3
6.500e+0, 2.529e-3
6.600e+0, 2.694e-3
6.700e+0, 2.697e-3
6.800e+0, 2.808e-3
6.900e+0, 2.847e-3
7.000e+0, 1.925e-3
7.100e+0, 2.823e-3
7.200e+0, 2.869e-3
7.300e+0, 2.789e-3
7.400e+0, 2.772e-3
7.500e+0, 2.790e-3
7.600e+0, 2.350e-3
7.700e+0, 2.705e-3
7.800e+0, 2.764e-3
7.900e+0, 2.577e-3
8.000e+0, 1.961e-3
8.100e+0, 2.763e-3
8.200e+0, 2.742e-3
