July 12, 2024   17:58:19
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp24\exp24deposition-2024-07-12t17_53_01-deposition\exp24deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 150
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 12.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.011e-3
2.000e-1, 2.976e-3
3.000e-1, 2.956e-3
4.000e-1, 2.949e-3
5.000e-1, 2.945e-3
6.000e-1, 2.921e-3
7.000e-1, 2.917e-3
8.000e-1, 2.894e-3
9.000e-1, 2.883e-3
1.000e+0, 2.876e-3
1.100e+0, 2.862e-3
1.200e+0, 2.844e-3
1.300e+0, 2.848e-3
1.400e+0, 2.870e-3
1.500e+0, 2.888e-3
1.600e+0, 2.882e-3
1.700e+0, 2.867e-3
1.800e+0, 2.854e-3
1.900e+0, 2.845e-3
2.000e+0, 2.828e-3
2.100e+0, 2.807e-3
2.200e+0, 2.798e-3
2.300e+0, 2.799e-3
2.400e+0, 2.800e-3
2.500e+0, 2.801e-3
2.600e+0, 2.789e-3
2.700e+0, 2.792e-3
2.800e+0, 2.787e-3
2.900e+0, 2.801e-3
3.000e+0, 2.798e-3
3.100e+0, 2.790e-3
3.200e+0, 2.796e-3
3.300e+0, 2.802e-3
3.400e+0, 2.794e-3
3.500e+0, 2.789e-3
3.600e+0, 2.779e-3
3.700e+0, 2.766e-3
3.800e+0, 2.755e-3
3.900e+0, 2.748e-3
4.000e+0, 2.743e-3
4.100e+0, 2.740e-3
4.200e+0, 2.739e-3
4.300e+0, 2.740e-3
4.400e+0, 2.735e-3
4.500e+0, 2.728e-3
4.600e+0, 2.729e-3
4.700e+0, 2.724e-3
4.800e+0, 2.710e-3
4.900e+0, 2.691e-3
5.000e+0, 2.684e-3
5.100e+0, 2.683e-3
5.200e+0, 2.679e-3
5.300e+0, 2.685e-3
5.400e+0, 2.687e-3
5.500e+0, 2.682e-3
5.600e+0, 2.677e-3
5.700e+0, 2.688e-3
5.800e+0, 2.695e-3
5.900e+0, 2.686e-3
6.000e+0, 2.683e-3
6.100e+0, 2.686e-3
6.200e+0, 2.696e-3
6.300e+0, 2.717e-3
6.400e+0, 2.719e-3
6.500e+0, 2.721e-3
6.600e+0, 2.722e-3
6.700e+0, 2.719e-3
6.800e+0, 2.717e-3
