Dec. 16, 2024   10:49:51
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp667_r5/2024-12-16-exp670\exp670deposition-2024-12-16t10_46_29-deposition\exp670deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.2

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.710e-4
2.000e-1, 1.822e-4
3.000e-1, 1.941e-4
4.000e-1, 2.057e-4
5.000e-1, 2.174e-4
6.000e-1, 2.290e-4
7.000e-1, 2.404e-4
8.000e-1, 2.512e-4
9.000e-1, 2.616e-4
1.000e+0, 2.723e-4
1.100e+0, 2.826e-4
1.200e+0, 2.921e-4
1.300e+0, 3.006e-4
1.400e+0, 3.084e-4
1.500e+0, 3.153e-4
1.600e+0, 3.215e-4
1.700e+0, 3.274e-4
1.800e+0, 3.334e-4
1.900e+0, 3.386e-4
2.000e+0, 3.429e-4
2.100e+0, 3.488e-4
2.200e+0, 3.542e-4
2.300e+0, 3.605e-4
2.400e+0, 3.678e-4
2.500e+0, 3.736e-4
2.600e+0, 3.785e-4
2.700e+0, 3.822e-4
2.800e+0, 3.879e-4
2.900e+0, 3.912e-4
3.000e+0, 3.951e-4
3.100e+0, 4.000e-4
3.200e+0, 4.073e-4
3.300e+0, 4.128e-4
3.400e+0, 4.176e-4
3.500e+0, 4.217e-4
3.600e+0, 4.253e-4
3.700e+0, 4.297e-4
3.800e+0, 4.339e-4
3.900e+0, 4.371e-4
4.000e+0, 4.396e-4
4.100e+0, 4.425e-4
4.200e+0, 4.446e-4
4.300e+0, 4.453e-4
4.400e+0, 4.440e-4
4.500e+0, 4.451e-4
4.600e+0, 4.479e-4
4.700e+0, 4.511e-4
4.800e+0, 4.533e-4
4.900e+0, 4.558e-4
5.000e+0, 4.574e-4
5.100e+0, 4.606e-4
5.200e+0, 4.630e-4
5.300e+0, 4.661e-4
5.400e+0, 4.656e-4
5.500e+0, 4.659e-4
5.600e+0, 4.681e-4
5.700e+0, 4.683e-4
5.800e+0, 4.676e-4
5.900e+0, 4.673e-4
6.000e+0, 4.698e-4
6.100e+0, 4.734e-4
6.200e+0, 4.778e-4
6.300e+0, 4.814e-4
6.400e+0, 4.855e-4
6.500e+0, 4.890e-4
6.600e+0, 4.913e-4
6.700e+0, 4.946e-4
6.800e+0, 4.966e-4
6.900e+0, 4.987e-4
7.000e+0, 5.003e-4
7.100e+0, 5.014e-4
7.200e+0, 5.012e-4
7.300e+0, 5.035e-4
7.400e+0, 5.081e-4
7.500e+0, 5.115e-4
7.600e+0, 5.146e-4
7.700e+0, 5.135e-4
7.800e+0, 5.144e-4
7.900e+0, 5.135e-4
8.000e+0, 5.113e-4
8.100e+0, 5.139e-4
8.200e+0, 5.186e-4
8.300e+0, 5.223e-4
8.400e+0, 5.254e-4
8.500e+0, 5.283e-4
8.600e+0, 5.294e-4
8.700e+0, 5.320e-4
8.800e+0, 5.345e-4
8.900e+0, 5.374e-4
9.000e+0, 5.370e-4
9.100e+0, 5.357e-4
9.200e+0, 5.352e-4
9.300e+0, 5.345e-4
9.400e+0, 5.346e-4
9.500e+0, 5.348e-4
9.600e+0, 5.341e-4
9.700e+0, 5.348e-4
9.800e+0, 5.357e-4
9.900e+0, 5.360e-4
1.000e+1, 5.361e-4
1.010e+1, 5.374e-4
1.020e+1, 5.367e-4
1.030e+1, 5.364e-4
1.040e+1, 5.350e-4
1.050e+1, 5.349e-4
1.060e+1, 5.346e-4
1.070e+1, 5.328e-4
1.080e+1, 5.312e-4
1.090e+1, 5.315e-4
1.100e+1, 5.323e-4
1.110e+1, 5.327e-4
1.120e+1, 5.334e-4
1.130e+1, 5.335e-4
1.140e+1, 5.331e-4
1.150e+1, 5.338e-4
1.160e+1, 5.343e-4
1.170e+1, 5.343e-4
1.180e+1, 5.342e-4
1.190e+1, 5.344e-4
1.200e+1, 5.354e-4
1.210e+1, 5.356e-4
1.220e+1, 5.369e-4
1.230e+1, 5.375e-4
1.240e+1, 5.392e-4
1.250e+1, 5.423e-4
1.260e+1, 5.446e-4
1.270e+1, 5.457e-4
1.280e+1, 5.461e-4
1.290e+1, 5.482e-4
1.300e+1, 5.492e-4
1.310e+1, 5.479e-4
1.320e+1, 5.477e-4
1.330e+1, 5.485e-4
1.340e+1, 5.498e-4
1.350e+1, 5.462e-4
1.360e+1, 5.450e-4
1.370e+1, 5.421e-4
1.380e+1, 5.410e-4
1.390e+1, 5.405e-4
1.400e+1, 5.389e-4
1.410e+1, 5.396e-4
1.420e+1, 5.399e-4
1.430e+1, 5.373e-4
1.440e+1, 5.378e-4
1.450e+1, 5.403e-4
1.460e+1, 5.399e-4
1.470e+1, 5.399e-4
1.480e+1, 5.385e-4
1.490e+1, 5.395e-4
1.500e+1, 5.408e-4
1.510e+1, 5.429e-4
1.520e+1, 5.454e-4
1.530e+1, 5.475e-4
1.540e+1, 5.500e-4
1.550e+1, 5.522e-4
1.560e+1, 5.515e-4
1.570e+1, 5.508e-4
1.580e+1, 5.498e-4
1.590e+1, 5.496e-4
1.600e+1, 5.477e-4
1.610e+1, 5.455e-4
1.620e+1, 5.441e-4
1.630e+1, 5.443e-4
1.640e+1, 5.435e-4
1.650e+1, 5.427e-4
1.660e+1, 5.412e-4
1.670e+1, 5.409e-4
1.680e+1, 5.404e-4
1.690e+1, 5.392e-4
1.700e+1, 5.384e-4
1.710e+1, 5.380e-4
1.720e+1, 5.382e-4
1.730e+1, 5.391e-4
1.740e+1, 5.394e-4
1.750e+1, 5.394e-4
1.760e+1, 5.394e-4
1.770e+1, 5.393e-4
1.780e+1, 5.388e-4
1.790e+1, 5.385e-4
1.800e+1, 5.378e-4
1.810e+1, 5.347e-4
1.820e+1, 5.322e-4
1.830e+1, 5.321e-4
1.840e+1, 5.327e-4
1.850e+1, 5.319e-4
1.860e+1, 5.312e-4
1.870e+1, 5.312e-4
1.880e+1, 5.316e-4
1.890e+1, 5.307e-4
1.900e+1, 5.307e-4
1.910e+1, 5.308e-4
1.920e+1, 5.300e-4
1.930e+1, 5.283e-4
1.940e+1, 5.257e-4
1.950e+1, 5.257e-4
1.960e+1, 5.266e-4
1.970e+1, 5.268e-4
1.980e+1, 5.245e-4
1.990e+1, 5.190e-4
2.000e+1, 5.165e-4
2.010e+1, 5.149e-4
2.020e+1, 5.143e-4
2.030e+1, 5.124e-4
2.040e+1, 5.154e-4
2.050e+1, 5.155e-4
2.060e+1, 5.162e-4
2.070e+1, 5.176e-4
2.080e+1, 5.190e-4
2.090e+1, 5.211e-4
2.100e+1, 5.216e-4
2.110e+1, 5.225e-4
2.120e+1, 5.227e-4
2.130e+1, 5.246e-4
2.140e+1, 5.260e-4
2.150e+1, 5.269e-4
2.160e+1, 5.291e-4
2.170e+1, 5.316e-4
2.180e+1, 5.322e-4
2.190e+1, 5.336e-4
2.200e+1, 5.349e-4
2.210e+1, 5.350e-4
2.220e+1, 5.350e-4
2.230e+1, 5.367e-4
2.240e+1, 5.390e-4
2.250e+1, 5.380e-4
2.260e+1, 5.359e-4
2.270e+1, 5.324e-4
2.280e+1, 5.304e-4
2.290e+1, 5.297e-4
2.300e+1, 5.281e-4
2.310e+1, 5.283e-4
2.320e+1, 5.273e-4
2.330e+1, 5.275e-4
2.340e+1, 5.291e-4
2.350e+1, 5.289e-4
2.360e+1, 5.285e-4
2.370e+1, 5.265e-4
2.380e+1, 5.244e-4
2.390e+1, 5.224e-4
2.400e+1, 5.211e-4
2.410e+1, 5.199e-4
2.420e+1, 5.184e-4
2.430e+1, 5.182e-4
2.440e+1, 5.181e-4
2.450e+1, 5.183e-4
2.460e+1, 5.188e-4
2.470e+1, 5.186e-4
2.480e+1, 5.193e-4
2.490e+1, 5.192e-4
2.500e+1, 5.189e-4
2.510e+1, 5.200e-4
2.520e+1, 5.204e-4
2.530e+1, 5.216e-4
2.540e+1, 5.211e-4
2.550e+1, 5.223e-4
2.560e+1, 5.220e-4
2.570e+1, 5.209e-4
2.580e+1, 5.201e-4
2.590e+1, 5.181e-4
2.600e+1, 5.177e-4
2.610e+1, 5.178e-4
2.620e+1, 5.174e-4
2.630e+1, 5.145e-4
2.640e+1, 5.128e-4
2.650e+1, 5.119e-4
2.660e+1, 5.094e-4
2.670e+1, 5.073e-4
2.680e+1, 5.056e-4
2.690e+1, 5.048e-4
2.700e+1, 5.043e-4
2.710e+1, 5.041e-4
2.720e+1, 5.033e-4
2.730e+1, 5.036e-4
2.740e+1, 5.041e-4
2.750e+1, 5.034e-4
2.760e+1, 5.025e-4
2.770e+1, 5.038e-4
2.780e+1, 5.046e-4
2.790e+1, 5.052e-4
2.800e+1, 5.075e-4
2.810e+1, 5.096e-4
2.820e+1, 5.100e-4
2.830e+1, 5.085e-4
2.840e+1, 5.063e-4
2.850e+1, 5.079e-4
2.860e+1, 5.095e-4
2.870e+1, 5.107e-4
2.880e+1, 5.115e-4
2.890e+1, 5.139e-4
2.900e+1, 5.182e-4
2.910e+1, 5.196e-4
2.920e+1, 5.215e-4
2.930e+1, 5.219e-4
2.940e+1, 5.232e-4
2.950e+1, 5.259e-4
2.960e+1, 5.295e-4
2.970e+1, 5.299e-4
2.980e+1, 5.327e-4
2.990e+1, 5.300e-4
3.000e+1, 5.247e-4
