May 2, 2025   02:44:24
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp1108_r5/2025-04-30-exp1213\exp1213deposition-2025-05-02t02_40_05-deposition\exp1213deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 91
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 18.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.039e-3
2.000e-1, 4.038e-3
3.000e-1, 4.034e-3
4.000e-1, 4.033e-3
5.000e-1, 4.037e-3
6.000e-1, 4.036e-3
7.000e-1, 4.031e-3
8.000e-1, 4.029e-3
9.000e-1, 4.025e-3
1.000e+0, 4.024e-3
1.100e+0, 4.027e-3
1.200e+0, 4.023e-3
1.300e+0, 4.016e-3
1.400e+0, 4.014e-3
1.500e+0, 4.008e-3
1.600e+0, 4.004e-3
1.700e+0, 3.999e-3
1.800e+0, 3.995e-3
1.900e+0, 3.991e-3
2.000e+0, 3.990e-3
2.100e+0, 3.983e-3
2.200e+0, 3.977e-3
2.300e+0, 3.969e-3
2.400e+0, 3.965e-3
2.500e+0, 3.961e-3
2.600e+0, 3.956e-3
2.700e+0, 3.953e-3
2.800e+0, 3.948e-3
2.900e+0, 3.944e-3
3.000e+0, 3.939e-3
3.100e+0, 3.936e-3
3.200e+0, 3.934e-3
3.300e+0, 3.935e-3
3.400e+0, 3.932e-3
3.500e+0, 3.929e-3
3.600e+0, 3.926e-3
3.700e+0, 3.923e-3
3.800e+0, 3.919e-3
3.900e+0, 3.916e-3
4.000e+0, 3.913e-3
4.100e+0, 3.909e-3
4.200e+0, 3.908e-3
4.300e+0, 3.905e-3
4.400e+0, 3.904e-3
4.500e+0, 3.905e-3
4.600e+0, 3.902e-3
4.700e+0, 3.902e-3
4.800e+0, 3.901e-3
4.900e+0, 3.900e-3
5.000e+0, 3.900e-3
5.100e+0, 3.901e-3
5.200e+0, 3.901e-3
5.300e+0, 3.901e-3
5.400e+0, 3.903e-3
5.500e+0, 3.904e-3
5.600e+0, 3.905e-3
5.700e+0, 3.906e-3
5.800e+0, 3.908e-3
5.900e+0, 3.909e-3
6.000e+0, 3.910e-3
6.100e+0, 3.910e-3
6.200e+0, 3.911e-3
6.300e+0, 3.913e-3
6.400e+0, 3.921e-3
6.500e+0, 3.928e-3
6.600e+0, 3.934e-3
6.700e+0, 3.934e-3
6.800e+0, 3.939e-3
6.900e+0, 3.939e-3
7.000e+0, 3.940e-3
7.100e+0, 3.943e-3
7.200e+0, 3.945e-3
7.300e+0, 3.945e-3
7.400e+0, 3.946e-3
7.500e+0, 3.950e-3
7.600e+0, 3.949e-3
7.700e+0, 3.954e-3
7.800e+0, 3.956e-3
7.900e+0, 3.960e-3
8.000e+0, 3.963e-3
8.100e+0, 3.965e-3
8.200e+0, 3.965e-3
8.300e+0, 3.964e-3
8.400e+0, 3.965e-3
8.500e+0, 3.967e-3
8.600e+0, 3.970e-3
8.700e+0, 3.968e-3
8.800e+0, 3.969e-3
8.900e+0, 3.971e-3
9.000e+0, 3.974e-3
9.100e+0, 3.974e-3
9.200e+0, 3.973e-3
9.300e+0, 3.971e-3
9.400e+0, 3.969e-3
9.500e+0, 3.969e-3
9.600e+0, 3.969e-3
9.700e+0, 3.970e-3
9.800e+0, 3.970e-3
9.900e+0, 3.971e-3
1.000e+1, 3.972e-3
1.010e+1, 3.976e-3
1.020e+1, 3.975e-3
1.030e+1, 3.976e-3
1.040e+1, 3.980e-3
1.050e+1, 3.981e-3
1.060e+1, 3.980e-3
1.070e+1, 3.980e-3
1.080e+1, 3.984e-3
1.090e+1, 3.985e-3
1.100e+1, 3.983e-3
1.110e+1, 3.984e-3
1.120e+1, 3.984e-3
1.130e+1, 3.986e-3
1.140e+1, 3.982e-3
1.150e+1, 3.979e-3
1.160e+1, 3.977e-3
1.170e+1, 3.979e-3
1.180e+1, 3.987e-3
1.190e+1, 3.990e-3
1.200e+1, 3.992e-3
1.210e+1, 3.991e-3
1.220e+1, 3.989e-3
1.230e+1, 3.989e-3
1.240e+1, 3.978e-3
1.250e+1, 3.977e-3
1.260e+1, 3.977e-3
1.270e+1, 3.978e-3
1.280e+1, 3.979e-3
1.290e+1, 3.980e-3
1.300e+1, 3.983e-3
1.310e+1, 3.983e-3
1.320e+1, 3.984e-3
1.330e+1, 3.985e-3
1.340e+1, 3.991e-3
1.350e+1, 3.993e-3
1.360e+1, 3.984e-3
1.370e+1, 3.981e-3
1.380e+1, 3.981e-3
1.390e+1, 3.980e-3
1.400e+1, 3.979e-3
1.410e+1, 3.977e-3
1.420e+1, 3.981e-3
1.430e+1, 3.981e-3
1.440e+1, 3.982e-3
1.450e+1, 3.983e-3
1.460e+1, 3.985e-3
1.470e+1, 3.985e-3
1.480e+1, 3.986e-3
1.490e+1, 3.989e-3
1.500e+1, 3.990e-3
1.510e+1, 3.991e-3
1.520e+1, 3.993e-3
1.530e+1, 3.996e-3
1.540e+1, 3.995e-3
1.550e+1, 3.997e-3
1.560e+1, 3.997e-3
1.570e+1, 4.000e-3
1.580e+1, 4.001e-3
1.590e+1, 4.006e-3
1.600e+1, 4.010e-3
1.610e+1, 4.017e-3
1.620e+1, 4.017e-3
1.630e+1, 4.017e-3
1.640e+1, 4.018e-3
1.650e+1, 4.018e-3
1.660e+1, 4.016e-3
1.670e+1, 4.019e-3
1.680e+1, 4.023e-3
1.690e+1, 4.025e-3
1.700e+1, 4.029e-3
1.710e+1, 4.031e-3
1.720e+1, 4.032e-3
1.730e+1, 4.033e-3
1.740e+1, 4.037e-3
1.750e+1, 4.035e-3
1.760e+1, 4.036e-3
1.770e+1, 4.039e-3
1.780e+1, 4.039e-3
1.790e+1, 4.040e-3
1.800e+1, 4.045e-3
1.810e+1, 4.051e-3
1.820e+1, 4.053e-3
1.830e+1, 4.053e-3
1.840e+1, 4.051e-3
1.850e+1, 4.054e-3
1.860e+1, 4.057e-3
1.870e+1, 4.057e-3
1.880e+1, 4.057e-3
1.890e+1, 4.057e-3
1.900e+1, 4.058e-3
1.910e+1, 4.059e-3
1.920e+1, 4.062e-3
1.930e+1, 4.065e-3
1.940e+1, 4.065e-3
1.950e+1, 4.067e-3
1.960e+1, 4.070e-3
1.970e+1, 4.075e-3
1.980e+1, 4.079e-3
1.990e+1, 4.082e-3
2.000e+1, 4.083e-3
2.010e+1, 4.086e-3
2.020e+1, 4.086e-3
2.030e+1, 4.089e-3
2.040e+1, 4.091e-3
2.050e+1, 4.094e-3
2.060e+1, 4.100e-3
2.070e+1, 4.105e-3
2.080e+1, 4.110e-3
2.090e+1, 4.113e-3
2.100e+1, 4.116e-3
2.110e+1, 4.114e-3
2.120e+1, 4.112e-3
2.130e+1, 4.112e-3
2.140e+1, 4.113e-3
2.150e+1, 4.118e-3
2.160e+1, 4.129e-3
2.170e+1, 4.130e-3
2.180e+1, 4.126e-3
2.190e+1, 4.123e-3
2.200e+1, 4.125e-3
2.210e+1, 4.127e-3
2.220e+1, 4.128e-3
2.230e+1, 4.129e-3
2.240e+1, 4.130e-3
2.250e+1, 4.130e-3
2.260e+1, 4.133e-3
2.270e+1, 4.134e-3
2.280e+1, 4.135e-3
2.290e+1, 4.136e-3
2.300e+1, 4.140e-3
2.310e+1, 4.143e-3
2.320e+1, 4.145e-3
2.330e+1, 4.150e-3
2.340e+1, 4.154e-3
2.350e+1, 4.152e-3
2.360e+1, 4.155e-3
2.370e+1, 4.154e-3
2.380e+1, 4.156e-3
2.390e+1, 4.158e-3
2.400e+1, 4.159e-3
2.410e+1, 4.161e-3
2.420e+1, 4.165e-3
2.430e+1, 4.169e-3
2.440e+1, 4.174e-3
2.450e+1, 4.179e-3
2.460e+1, 4.184e-3
2.470e+1, 4.189e-3
2.480e+1, 4.198e-3
2.490e+1, 4.202e-3
2.500e+1, 4.208e-3
2.510e+1, 4.211e-3
2.520e+1, 4.219e-3
2.530e+1, 4.225e-3
2.540e+1, 4.227e-3
2.550e+1, 4.232e-3
2.560e+1, 4.234e-3
2.570e+1, 4.238e-3
2.580e+1, 4.244e-3
2.590e+1, 4.251e-3
2.600e+1, 4.257e-3
2.610e+1, 4.266e-3
2.620e+1, 4.274e-3
2.630e+1, 4.279e-3
2.640e+1, 4.294e-3
2.650e+1, 4.305e-3
2.660e+1, 4.322e-3
2.670e+1, 4.334e-3
2.680e+1, 4.347e-3
2.690e+1, 4.350e-3
2.700e+1, 4.353e-3
2.710e+1, 4.354e-3
2.720e+1, 4.355e-3
2.730e+1, 4.358e-3
2.740e+1, 4.360e-3
2.750e+1, 4.364e-3
2.760e+1, 4.366e-3
2.770e+1, 4.368e-3
2.780e+1, 4.365e-3
2.790e+1, 4.366e-3
2.800e+1, 4.361e-3
2.810e+1, 4.362e-3
2.820e+1, 4.365e-3
2.830e+1, 4.364e-3
2.840e+1, 4.370e-3
2.850e+1, 4.372e-3
2.860e+1, 4.375e-3
2.870e+1, 4.377e-3
2.880e+1, 4.379e-3
2.890e+1, 4.383e-3
2.900e+1, 4.385e-3
2.910e+1, 4.389e-3
2.920e+1, 4.393e-3
2.930e+1, 4.395e-3
2.940e+1, 4.401e-3
2.950e+1, 4.404e-3
2.960e+1, 4.407e-3
2.970e+1, 4.414e-3
2.980e+1, 4.418e-3
2.990e+1, 4.420e-3
3.000e+1, 4.427e-3
3.010e+1, 4.429e-3
3.020e+1, 4.433e-3
3.030e+1, 4.440e-3
3.040e+1, 4.442e-3
3.050e+1, 4.444e-3
3.060e+1, 4.443e-3
3.070e+1, 4.443e-3
3.080e+1, 4.446e-3
3.090e+1, 4.450e-3
3.100e+1, 4.454e-3
3.110e+1, 4.457e-3
3.120e+1, 4.462e-3
3.130e+1, 4.465e-3
3.140e+1, 4.467e-3
3.150e+1, 4.470e-3
3.160e+1, 4.474e-3
3.170e+1, 4.478e-3
3.180e+1, 4.481e-3
3.190e+1, 4.487e-3
3.200e+1, 4.492e-3
3.210e+1, 4.498e-3
3.220e+1, 4.502e-3
3.230e+1, 4.508e-3
3.240e+1, 4.513e-3
3.250e+1, 4.520e-3
3.260e+1, 4.526e-3
3.270e+1, 4.533e-3
3.280e+1, 4.534e-3
3.290e+1, 4.542e-3
3.300e+1, 4.548e-3
3.310e+1, 4.555e-3
3.320e+1, 4.559e-3
