Sept. 15, 2024   02:46:24
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp357\exp357deposition-2024-09-15t02_42_02-deposition\exp357deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 17.1

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 6.414e-4
2.000e-1, 6.461e-4
3.000e-1, 6.514e-4
4.000e-1, 6.560e-4
5.000e-1, 6.590e-4
6.000e-1, 6.605e-4
7.000e-1, 6.632e-4
8.000e-1, 6.656e-4
9.000e-1, 6.664e-4
1.000e+0, 6.680e-4
1.100e+0, 6.689e-4
1.200e+0, 6.690e-4
1.300e+0, 6.693e-4
1.400e+0, 6.687e-4
1.500e+0, 6.670e-4
1.600e+0, 6.654e-4
1.700e+0, 6.633e-4
1.800e+0, 6.613e-4
1.900e+0, 6.611e-4
2.000e+0, 6.594e-4
2.100e+0, 6.563e-4
2.200e+0, 6.546e-4
2.300e+0, 6.525e-4
2.400e+0, 6.499e-4
2.500e+0, 6.484e-4
2.600e+0, 6.465e-4
2.700e+0, 6.441e-4
2.800e+0, 6.432e-4
2.900e+0, 6.403e-4
3.000e+0, 6.372e-4
3.100e+0, 6.350e-4
3.200e+0, 6.322e-4
3.300e+0, 6.292e-4
3.400e+0, 6.278e-4
3.500e+0, 6.271e-4
3.600e+0, 6.250e-4
3.700e+0, 6.246e-4
3.800e+0, 6.246e-4
3.900e+0, 6.238e-4
4.000e+0, 6.239e-4
4.100e+0, 6.241e-4
4.200e+0, 6.229e-4
4.300e+0, 6.224e-4
4.400e+0, 6.217e-4
4.500e+0, 6.208e-4
4.600e+0, 6.204e-4
4.700e+0, 6.203e-4
4.800e+0, 6.184e-4
4.900e+0, 6.173e-4
5.000e+0, 6.150e-4
5.100e+0, 6.125e-4
5.200e+0, 6.126e-4
5.300e+0, 6.121e-4
5.400e+0, 6.124e-4
5.500e+0, 6.127e-4
5.600e+0, 6.129e-4
5.700e+0, 6.126e-4
5.800e+0, 6.117e-4
5.900e+0, 6.111e-4
6.000e+0, 6.094e-4
6.100e+0, 6.085e-4
6.200e+0, 6.079e-4
6.300e+0, 6.078e-4
6.400e+0, 6.086e-4
6.500e+0, 6.093e-4
6.600e+0, 6.086e-4
6.700e+0, 6.083e-4
6.800e+0, 6.074e-4
6.900e+0, 6.067e-4
7.000e+0, 6.089e-4
7.100e+0, 6.099e-4
7.200e+0, 6.104e-4
7.300e+0, 6.119e-4
7.400e+0, 6.123e-4
7.500e+0, 6.123e-4
7.600e+0, 6.133e-4
7.700e+0, 6.134e-4
7.800e+0, 6.129e-4
