Jan. 13, 2025   17:00:34
6.500e+0, 3.530e-3
6.600e+0, 3.526e-3
6.700e+0, 3.515e-3
6.800e+0, 3.491e-3
6.900e+0, 3.468e-3
7.000e+0, 3.435e-3
7.100e+0, 3.413e-3
7.200e+0, 3.396e-3
7.300e+0, 3.389e-3
7.400e+0, 3.390e-3
7.500e+0, 3.411e-3
7.600e+0, 3.412e-3
7.700e+0, 3.388e-3
7.800e+0, 3.354e-3
7.900e+0, 3.312e-3
8.000e+0, 3.284e-3
8.100e+0, 3.283e-3
8.200e+0, 3.276e-3
8.300e+0, 3.262e-3
8.400e+0, 3.265e-3
8.500e+0, 3.244e-3
8.600e+0, 3.206e-3
8.700e+0, 3.197e-3
8.800e+0, 3.193e-3
8.900e+0, 3.187e-3
9.000e+0, 3.183e-3
9.100e+0, 3.173e-3
9.200e+0, 3.160e-3
9.300e+0, 3.147e-3
9.400e+0, 3.120e-3
9.500e+0, 3.113e-3
9.600e+0, 3.102e-3
9.700e+0, 3.075e-3
9.800e+0, 3.053e-3
9.900e+0, 3.040e-3
1.000e+1, 3.024e-3
1.010e+1, 3.005e-3
1.020e+1, 2.969e-3
1.030e+1, 2.931e-3
1.040e+1, 2.895e-3
1.050e+1, 2.856e-3
1.060e+1, 2.836e-3
1.070e+1, 2.836e-3
1.080e+1, 2.818e-3
1.090e+1, 2.793e-3
1.100e+1, 2.775e-3
1.110e+1, 2.770e-3
1.120e+1, 2.761e-3
1.130e+1, 2.758e-3
1.140e+1, 2.750e-3
1.150e+1, 2.744e-3
1.160e+1, 2.722e-3
1.170e+1, 2.701e-3
1.180e+1, 2.691e-3
1.190e+1, 2.666e-3
1.200e+1, 2.657e-3
1.210e+1, 2.637e-3
1.220e+1, 2.611e-3
1.230e+1, 2.580e-3
1.240e+1, 2.561e-3
1.250e+1, 2.531e-3
1.260e+1, 2.503e-3
1.270e+1, 2.480e-3
1.280e+1, 2.456e-3
1.290e+1, 2.440e-3
1.300e+1, 2.435e-3
1.310e+1, 2.411e-3
1.320e+1, 2.392e-3
1.330e+1, 2.380e-3
1.340e+1, 2.363e-3
1.350e+1, 2.349e-3
1.360e+1, 2.324e-3
1.370e+1, 2.301e-3
1.380e+1, 2.278e-3
1.390e+1, 2.264e-3
1.400e+1, 2.286e-3
1.410e+1, 2.293e-3
1.420e+1, 2.284e-3
1.430e+1, 2.272e-3
1.440e+1, 2.255e-3
1.450e+1, 2.237e-3
1.460e+1, 2.219e-3
1.470e+1, 2.203e-3
1.480e+1, 2.186e-3
1.490e+1, 2.173e-3
1.500e+1, 2.161e-3
1.510e+1, 2.145e-3
1.520e+1, 2.128e-3
1.530e+1, 2.121e-3
1.540e+1, 2.117e-3
1.550e+1, 2.119e-3
1.560e+1, 2.120e-3
1.570e+1, 2.115e-3
1.580e+1, 2.112e-3
1.590e+1, 2.109e-3
1.600e+1, 2.117e-3
1.610e+1, 2.121e-3
1.620e+1, 2.123e-3
1.630e+1, 2.123e-3
1.640e+1, 2.125e-3
1.650e+1, 2.128e-3
1.660e+1, 2.123e-3
1.670e+1, 2.128e-3
1.680e+1, 2.134e-3
1.690e+1, 2.142e-3
1.700e+1, 2.142e-3
1.710e+1, 2.143e-3
1.720e+1, 2.143e-3
1.730e+1, 2.141e-3
1.740e+1, 2.140e-3
1.750e+1, 2.142e-3
1.760e+1, 2.144e-3
1.770e+1, 2.145e-3
1.780e+1, 2.143e-3
1.790e+1, 2.143e-3
1.800e+1, 2.155e-3
1.810e+1, 2.153e-3
1.820e+1, 2.158e-3
1.830e+1, 2.158e-3
1.840e+1, 2.159e-3
1.850e+1, 2.158e-3
1.860e+1, 2.155e-3
1.870e+1, 2.153e-3
1.880e+1, 2.150e-3
1.890e+1, 2.143e-3
1.900e+1, 2.138e-3
1.910e+1, 2.143e-3
1.920e+1, 2.153e-3
1.930e+1, 2.153e-3
1.940e+1, 2.151e-3
1.950e+1, 2.152e-3
1.960e+1, 2.151e-3
1.970e+1, 2.155e-3
1.980e+1, 2.164e-3
1.990e+1, 2.167e-3
2.000e+1, 2.166e-3
2.010e+1, 2.185e-3
2.020e+1, 2.197e-3
2.030e+1, 2.201e-3
2.040e+1, 2.202e-3
2.050e+1, 2.202e-3
2.060e+1, 2.206e-3
2.070e+1, 2.206e-3
2.080e+1, 2.208e-3
2.090e+1, 2.215e-3
2.100e+1, 2.211e-3
2.110e+1, 2.208e-3
2.120e+1, 2.206e-3
2.130e+1, 2.209e-3
2.140e+1, 2.223e-3
2.150e+1, 2.232e-3
2.160e+1, 2.237e-3
2.170e+1, 2.237e-3
2.180e+1, 2.263e-3
2.190e+1, 2.271e-3
2.200e+1, 2.274e-3
2.210e+1, 2.272e-3
2.220e+1, 2.274e-3
2.230e+1, 2.280e-3
2.240e+1, 2.279e-3
2.250e+1, 2.273e-3
2.260e+1, 2.275e-3
2.270e+1, 2.279e-3
2.280e+1, 2.278e-3
2.290e+1, 2.275e-3
2.300e+1, 2.272e-3
2.310e+1, 2.263e-3
2.320e+1, 2.258e-3
2.330e+1, 2.257e-3
2.340e+1, 2.260e-3
2.350e+1, 2.256e-3
2.360e+1, 2.252e-3
2.370e+1, 2.247e-3
2.380e+1, 2.244e-3
2.390e+1, 2.233e-3
2.400e+1, 2.235e-3
2.410e+1, 2.246e-3
2.420e+1, 2.252e-3
2.430e+1, 2.275e-3
2.440e+1, 2.279e-3
2.450e+1, 2.295e-3
2.460e+1, 2.309e-3
2.470e+1, 2.354e-3
2.480e+1, 2.368e-3
2.490e+1, 2.371e-3
2.500e+1, 2.366e-3
2.510e+1, 2.366e-3
2.520e+1, 2.367e-3
2.530e+1, 2.362e-3
2.540e+1, 2.358e-3
2.550e+1, 2.357e-3
2.560e+1, 2.360e-3
2.570e+1, 2.358e-3
2.580e+1, 2.354e-3
2.590e+1, 2.349e-3
2.600e+1, 2.343e-3
2.610e+1, 2.343e-3
2.620e+1, 2.338e-3
2.630e+1, 2.338e-3
2.640e+1, 2.339e-3
2.650e+1, 2.339e-3
2.660e+1, 2.358e-3
2.670e+1, 2.364e-3
2.680e+1, 2.364e-3
2.690e+1, 2.363e-3
2.700e+1, 2.362e-3
2.710e+1, 2.361e-3
2.720e+1, 2.362e-3
2.730e+1, 2.359e-3
2.740e+1, 2.355e-3
2.750e+1, 2.355e-3
2.760e+1, 2.353e-3
2.770e+1, 2.349e-3
2.780e+1, 2.354e-3
2.790e+1, 2.356e-3
2.800e+1, 2.356e-3
2.810e+1, 2.353e-3
2.820e+1, 2.359e-3
2.830e+1, 2.370e-3
2.840e+1, 2.355e-3
2.850e+1, 2.345e-3
2.860e+1, 2.358e-3
2.870e+1, 2.360e-3
2.880e+1, 2.359e-3
2.890e+1, 2.360e-3
2.900e+1, 2.388e-3
2.910e+1, 2.392e-3
2.920e+1, 2.395e-3
2.930e+1, 2.397e-3
2.940e+1, 2.390e-3
2.950e+1, 2.381e-3
2.960e+1, 2.377e-3
2.970e+1, 2.379e-3
2.980e+1, 2.385e-3
2.990e+1, 2.379e-3
3.000e+1, 2.377e-3
3.010e+1, 2.371e-3
3.020e+1, 2.365e-3
3.030e+1, 2.357e-3
3.040e+1, 2.352e-3
3.050e+1, 2.346e-3
3.060e+1, 2.340e-3
3.070e+1, 2.338e-3
3.080e+1, 2.332e-3
3.090e+1, 2.327e-3
3.100e+1, 2.324e-3
3.110e+1, 2.328e-3
3.120e+1, 2.329e-3
3.130e+1, 2.330e-3
3.140e+1, 2.335e-3
3.150e+1, 2.337e-3
3.160e+1, 2.335e-3
3.170e+1, 2.333e-3
3.180e+1, 2.330e-3
3.190e+1, 2.327e-3
3.200e+1, 2.325e-3
3.210e+1, 2.324e-3
3.220e+1, 2.322e-3
3.230e+1, 2.341e-3
3.240e+1, 2.349e-3
3.250e+1, 2.356e-3
3.260e+1, 2.372e-3
3.270e+1, 2.364e-3
3.280e+1, 2.364e-3
3.290e+1, 2.362e-3
3.300e+1, 2.362e-3
3.310e+1, 2.366e-3
3.320e+1, 2.362e-3
3.330e+1, 2.354e-3
3.340e+1, 2.357e-3
3.350e+1, 2.364e-3
3.360e+1, 2.367e-3
3.370e+1, 2.357e-3
3.380e+1, 2.368e-3
3.390e+1, 2.380e-3
3.400e+1, 2.390e-3
3.410e+1, 2.394e-3
3.420e+1, 2.391e-3
3.430e+1, 2.392e-3
3.440e+1, 2.392e-3
3.450e+1, 2.388e-3
3.460e+1, 2.384e-3
3.470e+1, 2.387e-3
3.480e+1, 2.384e-3
3.490e+1, 2.389e-3
3.500e+1, 2.388e-3
3.510e+1, 2.389e-3
3.520e+1, 2.378e-3
3.530e+1, 2.371e-3
3.540e+1, 2.368e-3
3.550e+1, 2.367e-3
3.560e+1, 2.366e-3
3.570e+1, 2.374e-3
3.580e+1, 2.405e-3
3.590e+1, 2.414e-3
3.600e+1, 2.408e-3
3.610e+1, 2.403e-3
3.620e+1, 2.395e-3
3.630e+1, 2.396e-3
3.640e+1, 2.397e-3
3.650e+1, 2.407e-3
3.660e+1, 2.409e-3
3.670e+1, 2.404e-3
3.680e+1, 2.396e-3
3.690e+1, 2.391e-3
3.700e+1, 2.387e-3
