Apr. 18, 2025   15:27:32
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp590_r20/2025-04-16-exp1119\exp1119deposition-2025-04-18t15_22_51-deposition\exp1119deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 114
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 16.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.267e-3
2.000e-1, 3.030e-3
3.000e-1, 2.953e-3
4.000e-1, 2.829e-3
5.000e-1, 2.722e-3
6.000e-1, 2.917e-3
7.000e-1, 3.482e-3
8.000e-1, 3.830e-3
9.000e-1, 3.953e-3
1.000e+0, 3.802e-3
1.100e+0, 3.716e-3
1.200e+0, 3.457e-3
1.300e+0, 3.133e-3
1.400e+0, 2.904e-3
1.500e+0, 3.053e-3
1.600e+0, 3.218e-3
1.700e+0, 3.013e-3
1.800e+0, 2.747e-3
1.900e+0, 2.566e-3
2.000e+0, 2.419e-3
2.100e+0, 2.737e-3
2.200e+0, 3.113e-3
2.300e+0, 3.371e-3
2.400e+0, 3.442e-3
2.500e+0, 3.413e-3
2.600e+0, 3.376e-3
2.700e+0, 3.343e-3
2.800e+0, 3.278e-3
2.900e+0, 3.126e-3
3.000e+0, 2.915e-3
3.100e+0, 2.990e-3
3.200e+0, 2.867e-3
3.300e+0, 2.659e-3
3.400e+0, 2.505e-3
3.500e+0, 2.724e-3
3.600e+0, 2.685e-3
3.700e+0, 2.654e-3
3.800e+0, 2.929e-3
3.900e+0, 3.199e-3
4.000e+0, 3.415e-3
4.100e+0, 3.417e-3
4.200e+0, 3.512e-3
4.300e+0, 3.856e-3
4.400e+0, 4.068e-3
4.500e+0, 4.020e-3
4.600e+0, 3.808e-3
4.700e+0, 3.540e-3
4.800e+0, 3.346e-3
4.900e+0, 3.226e-3
5.000e+0, 2.986e-3
5.100e+0, 2.990e-3
5.200e+0, 3.070e-3
5.300e+0, 3.404e-3
5.400e+0, 3.775e-3
5.500e+0, 4.210e-3
5.600e+0, 4.328e-3
5.700e+0, 4.340e-3
5.800e+0, 4.147e-3
5.900e+0, 4.013e-3
6.000e+0, 3.742e-3
6.100e+0, 3.494e-3
6.200e+0, 3.384e-3
6.300e+0, 3.501e-3
6.400e+0, 3.405e-3
6.500e+0, 3.564e-3
6.600e+0, 3.838e-3
6.700e+0, 4.153e-3
6.800e+0, 4.343e-3
6.900e+0, 4.330e-3
7.000e+0, 4.387e-3
7.100e+0, 4.486e-3
7.200e+0, 4.654e-3
7.300e+0, 4.853e-3
7.400e+0, 4.650e-3
7.500e+0, 4.399e-3
7.600e+0, 4.177e-3
7.700e+0, 4.076e-3
7.800e+0, 4.179e-3
7.900e+0, 4.349e-3
8.000e+0, 4.365e-3
8.100e+0, 4.315e-3
8.200e+0, 4.131e-3
8.300e+0, 3.857e-3
8.400e+0, 3.674e-3
8.500e+0, 3.693e-3
8.600e+0, 3.459e-3
8.700e+0, 3.430e-3
8.800e+0, 3.674e-3
8.900e+0, 3.527e-3
9.000e+0, 3.621e-3
9.100e+0, 4.206e-3
9.200e+0, 4.519e-3
9.300e+0, 4.402e-3
9.400e+0, 4.118e-3
9.500e+0, 3.902e-3
9.600e+0, 3.842e-3
9.700e+0, 3.764e-3
9.800e+0, 3.532e-3
9.900e+0, 4.233e-3
1.000e+1, 4.505e-3
1.010e+1, 4.597e-3
1.020e+1, 4.464e-3
1.030e+1, 4.277e-3
1.040e+1, 4.010e-3
1.050e+1, 3.793e-3
1.060e+1, 3.744e-3
1.070e+1, 3.523e-3
1.080e+1, 3.312e-3
1.090e+1, 3.485e-3
1.100e+1, 3.398e-3
1.110e+1, 3.208e-3
1.120e+1, 3.007e-3
1.130e+1, 3.210e-3
1.140e+1, 3.606e-3
1.150e+1, 3.659e-3
1.160e+1, 3.835e-3
1.170e+1, 3.743e-3
1.180e+1, 3.990e-3
1.190e+1, 4.097e-3
1.200e+1, 4.183e-3
1.210e+1, 4.136e-3
1.220e+1, 3.817e-3
1.230e+1, 3.586e-3
1.240e+1, 3.640e-3
1.250e+1, 3.541e-3
1.260e+1, 3.352e-3
1.270e+1, 3.353e-3
1.280e+1, 3.197e-3
1.290e+1, 3.225e-3
1.300e+1, 3.895e-3
1.310e+1, 4.298e-3
1.320e+1, 4.249e-3
1.330e+1, 3.993e-3
1.340e+1, 3.808e-3
1.350e+1, 3.964e-3
1.360e+1, 3.968e-3
1.370e+1, 4.097e-3
1.380e+1, 4.178e-3
1.390e+1, 4.202e-3
1.400e+1, 4.097e-3
1.410e+1, 4.296e-3
1.420e+1, 4.581e-3
1.430e+1, 4.404e-3
1.440e+1, 4.137e-3
1.450e+1, 4.231e-3
1.460e+1, 3.996e-3
1.470e+1, 3.794e-3
1.480e+1, 3.622e-3
1.490e+1, 3.552e-3
1.500e+1, 3.429e-3
1.510e+1, 3.299e-3
1.520e+1, 3.589e-3
1.530e+1, 3.550e-3
1.540e+1, 3.295e-3
1.550e+1, 3.016e-3
1.560e+1, 3.026e-3
1.570e+1, 3.225e-3
1.580e+1, 3.350e-3
1.590e+1, 3.248e-3
1.600e+1, 3.055e-3
1.610e+1, 2.863e-3
1.620e+1, 2.828e-3
1.630e+1, 3.154e-3
1.640e+1, 3.456e-3
1.650e+1, 3.576e-3
1.660e+1, 4.360e-3
1.670e+1, 5.151e-3
1.680e+1, 5.382e-3
1.690e+1, 5.116e-3
1.700e+1, 4.764e-3
1.710e+1, 4.438e-3
1.720e+1, 4.316e-3
1.730e+1, 4.391e-3
1.740e+1, 4.545e-3
1.750e+1, 4.469e-3
1.760e+1, 4.233e-3
1.770e+1, 4.005e-3
1.780e+1, 3.895e-3
1.790e+1, 4.003e-3
1.800e+1, 3.914e-3
1.810e+1, 3.636e-3
1.820e+1, 3.390e-3
1.830e+1, 3.599e-3
1.840e+1, 3.879e-3
1.850e+1, 3.898e-3
1.860e+1, 3.853e-3
1.870e+1, 3.662e-3
1.880e+1, 3.464e-3
1.890e+1, 3.326e-3
1.900e+1, 4.167e-3
1.910e+1, 4.937e-3
1.920e+1, 5.629e-3
1.930e+1, 5.922e-3
1.940e+1, 5.672e-3
1.950e+1, 5.252e-3
1.960e+1, 4.882e-3
1.970e+1, 4.590e-3
1.980e+1, 4.325e-3
1.990e+1, 4.161e-3
2.000e+1, 4.079e-3
2.010e+1, 4.369e-3
2.020e+1, 4.515e-3
2.030e+1, 4.522e-3
2.040e+1, 4.177e-3
2.050e+1, 4.129e-3
2.060e+1, 3.981e-3
2.070e+1, 3.759e-3
2.080e+1, 3.807e-3
2.090e+1, 3.810e-3
2.100e+1, 3.571e-3
2.110e+1, 3.656e-3
2.120e+1, 3.720e-3
2.130e+1, 3.493e-3
2.140e+1, 3.255e-3
2.150e+1, 3.022e-3
2.160e+1, 2.872e-3
2.170e+1, 2.928e-3
2.180e+1, 3.217e-3
2.190e+1, 3.381e-3
2.200e+1, 3.477e-3
2.210e+1, 3.660e-3
2.220e+1, 3.921e-3
2.230e+1, 4.354e-3
2.240e+1, 4.514e-3
2.250e+1, 4.386e-3
2.260e+1, 4.427e-3
2.270e+1, 4.487e-3
2.280e+1, 4.375e-3
2.290e+1, 4.265e-3
2.300e+1, 4.336e-3
2.310e+1, 5.025e-3
2.320e+1, 5.025e-3
2.330e+1, 4.776e-3
2.340e+1, 4.333e-3
2.350e+1, 4.049e-3
2.360e+1, 3.952e-3
2.370e+1, 3.915e-3
2.380e+1, 3.929e-3
2.390e+1, 3.892e-3
2.400e+1, 3.800e-3
2.410e+1, 4.339e-3
2.420e+1, 4.555e-3
2.430e+1, 4.554e-3
2.440e+1, 4.459e-3
2.450e+1, 4.234e-3
2.460e+1, 3.862e-3
2.470e+1, 3.634e-3
2.480e+1, 3.682e-3
2.490e+1, 4.068e-3
2.500e+1, 4.197e-3
2.510e+1, 4.269e-3
2.520e+1, 4.303e-3
2.530e+1, 4.316e-3
2.540e+1, 4.368e-3
2.550e+1, 4.010e-3
2.560e+1, 3.619e-3
2.570e+1, 3.434e-3
2.580e+1, 3.583e-3
2.590e+1, 3.516e-3
2.600e+1, 3.305e-3
2.610e+1, 3.052e-3
2.620e+1, 2.900e-3
2.630e+1, 2.727e-3
2.640e+1, 2.632e-3
2.650e+1, 2.594e-3
2.660e+1, 2.863e-3
2.670e+1, 2.881e-3
2.680e+1, 3.118e-3
2.690e+1, 3.613e-3
2.700e+1, 4.161e-3
2.710e+1, 4.643e-3
2.720e+1, 4.551e-3
2.730e+1, 4.453e-3
2.740e+1, 4.516e-3
2.750e+1, 4.432e-3
2.760e+1, 4.678e-3
2.770e+1, 4.873e-3
2.780e+1, 5.019e-3
2.790e+1, 5.072e-3
2.800e+1, 4.995e-3
2.810e+1, 5.434e-3
2.820e+1, 5.564e-3
2.830e+1, 5.498e-3
2.840e+1, 5.376e-3
2.850e+1, 5.050e-3
2.860e+1, 4.748e-3
2.870e+1, 4.574e-3
2.880e+1, 5.082e-3
2.890e+1, 5.177e-3
2.900e+1, 5.155e-3
2.910e+1, 5.001e-3
2.920e+1, 4.848e-3
2.930e+1, 4.710e-3
2.940e+1, 4.429e-3
2.950e+1, 4.032e-3
2.960e+1, 3.791e-3
