July 11, 2024   09:55:40
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp10\exp10deposition-2024-07-11t09_49_53-deposition\exp10deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 180
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.7

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.557e-3
2.000e-1, 1.552e-3
3.000e-1, 1.549e-3
4.000e-1, 1.541e-3
5.000e-1, 1.534e-3
6.000e-1, 1.522e-3
7.000e-1, 1.514e-3
8.000e-1, 1.507e-3
9.000e-1, 1.502e-3
1.000e+0, 1.501e-3
1.100e+0, 1.494e-3
1.200e+0, 1.487e-3
1.300e+0, 1.486e-3
1.400e+0, 1.480e-3
1.500e+0, 1.473e-3
1.600e+0, 1.469e-3
1.700e+0, 1.461e-3
1.800e+0, 1.453e-3
1.900e+0, 1.448e-3
2.000e+0, 1.443e-3
2.100e+0, 1.437e-3
2.200e+0, 1.431e-3
2.300e+0, 1.431e-3
2.400e+0, 1.433e-3
2.500e+0, 1.438e-3
2.600e+0, 1.445e-3
2.700e+0, 1.465e-3
2.800e+0, 1.480e-3
2.900e+0, 1.487e-3
3.000e+0, 1.487e-3
3.100e+0, 1.485e-3
3.200e+0, 1.480e-3
3.300e+0, 1.474e-3
3.400e+0, 1.465e-3
3.500e+0, 1.457e-3
3.600e+0, 1.452e-3
3.700e+0, 1.453e-3
3.800e+0, 1.458e-3
3.900e+0, 1.461e-3
4.000e+0, 1.466e-3
4.100e+0, 1.475e-3
4.200e+0, 1.488e-3
4.300e+0, 1.502e-3
4.400e+0, 1.512e-3
4.500e+0, 1.524e-3
4.600e+0, 1.532e-3
4.700e+0, 1.539e-3
4.800e+0, 1.542e-3
4.900e+0, 1.546e-3
5.000e+0, 1.550e-3
5.100e+0, 1.558e-3
5.200e+0, 1.562e-3
5.300e+0, 1.571e-3
5.400e+0, 1.573e-3
5.500e+0, 1.577e-3
5.600e+0, 1.577e-3
5.700e+0, 1.575e-3
5.800e+0, 1.581e-3
5.900e+0, 1.580e-3
6.000e+0, 1.584e-3
6.100e+0, 1.587e-3
6.200e+0, 1.593e-3
6.300e+0, 1.602e-3
6.400e+0, 1.611e-3
6.500e+0, 1.615e-3
6.600e+0, 1.616e-3
6.700e+0, 1.622e-3
6.800e+0, 1.629e-3
6.900e+0, 1.635e-3
7.000e+0, 1.641e-3
7.100e+0, 1.651e-3
7.200e+0, 1.669e-3
7.300e+0, 1.688e-3
7.400e+0, 1.705e-3
7.500e+0, 1.710e-3
7.600e+0, 1.718e-3
7.700e+0, 1.723e-3
7.800e+0, 1.729e-3
7.900e+0, 1.729e-3
8.000e+0, 1.736e-3
8.100e+0, 1.740e-3
