Dec. 17, 2024   05:51:00
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp667_r5/2024-12-16-exp678\exp678deposition-2024-12-17t05_47_38-deposition\exp678deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 8.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.768e-3
2.000e-1, 4.762e-3
3.000e-1, 4.748e-3
4.000e-1, 4.733e-3
5.000e-1, 4.718e-3
6.000e-1, 4.703e-3
7.000e-1, 4.688e-3
8.000e-1, 4.679e-3
9.000e-1, 4.667e-3
1.000e+0, 4.653e-3
1.100e+0, 4.624e-3
1.200e+0, 4.608e-3
1.300e+0, 4.605e-3
1.400e+0, 4.610e-3
1.500e+0, 4.602e-3
1.600e+0, 4.589e-3
1.700e+0, 4.578e-3
1.800e+0, 4.564e-3
1.900e+0, 4.560e-3
2.000e+0, 4.562e-3
2.100e+0, 4.559e-3
2.200e+0, 4.556e-3
2.300e+0, 4.553e-3
2.400e+0, 4.551e-3
2.500e+0, 4.560e-3
2.600e+0, 4.560e-3
2.700e+0, 4.556e-3
2.800e+0, 4.565e-3
2.900e+0, 4.582e-3
3.000e+0, 4.593e-3
3.100e+0, 4.593e-3
3.200e+0, 4.587e-3
3.300e+0, 4.593e-3
3.400e+0, 4.589e-3
3.500e+0, 4.597e-3
3.600e+0, 4.605e-3
3.700e+0, 4.608e-3
3.800e+0, 4.618e-3
3.900e+0, 4.603e-3
4.000e+0, 4.586e-3
4.100e+0, 4.583e-3
4.200e+0, 4.587e-3
4.300e+0, 4.595e-3
4.400e+0, 4.600e-3
4.500e+0, 4.589e-3
4.600e+0, 4.577e-3
4.700e+0, 4.576e-3
4.800e+0, 4.592e-3
4.900e+0, 4.598e-3
5.000e+0, 4.617e-3
5.100e+0, 4.613e-3
5.200e+0, 4.609e-3
5.300e+0, 4.587e-3
5.400e+0, 4.582e-3
5.500e+0, 4.603e-3
5.600e+0, 4.629e-3
5.700e+0, 4.622e-3
5.800e+0, 4.605e-3
5.900e+0, 4.593e-3
6.000e+0, 4.586e-3
6.100e+0, 4.582e-3
6.200e+0, 4.579e-3
6.300e+0, 4.576e-3
6.400e+0, 4.574e-3
6.500e+0, 4.576e-3
6.600e+0, 4.575e-3
6.700e+0, 4.580e-3
6.800e+0, 4.576e-3
6.900e+0, 4.572e-3
7.000e+0, 4.568e-3
7.100e+0, 4.568e-3
7.200e+0, 4.572e-3
7.300e+0, 4.581e-3
7.400e+0, 4.591e-3
7.500e+0, 4.607e-3
7.600e+0, 4.616e-3
7.700e+0, 4.626e-3
7.800e+0, 4.628e-3
7.900e+0, 4.626e-3
8.000e+0, 4.628e-3
8.100e+0, 4.637e-3
8.200e+0, 4.634e-3
8.300e+0, 4.624e-3
8.400e+0, 4.625e-3
8.500e+0, 4.637e-3
8.600e+0, 4.633e-3
8.700e+0, 4.626e-3
8.800e+0, 4.627e-3
8.900e+0, 4.624e-3
9.000e+0, 4.613e-3
9.100e+0, 4.619e-3
9.200e+0, 4.607e-3
9.300e+0, 4.595e-3
9.400e+0, 4.581e-3
9.500e+0, 4.573e-3
9.600e+0, 4.571e-3
9.700e+0, 4.554e-3
9.800e+0, 4.543e-3
9.900e+0, 4.536e-3
1.000e+1, 4.533e-3
1.010e+1, 4.523e-3
1.020e+1, 4.524e-3
1.030e+1, 4.528e-3
1.040e+1, 4.558e-3
1.050e+1, 4.565e-3
1.060e+1, 4.577e-3
