July 12, 2024   15:31:55
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp23\exp23deposition-2024-07-12t15_28_08-deposition\exp23deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 18.1

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.280e-3
2.000e-1, 1.278e-3
3.000e-1, 1.272e-3
4.000e-1, 1.271e-3
5.000e-1, 1.250e-3
6.000e-1, 1.253e-3
7.000e-1, 1.310e-3
8.000e-1, 1.372e-3
9.000e-1, 1.391e-3
1.000e+0, 1.387e-3
1.100e+0, 1.466e-3
1.200e+0, 1.467e-3
1.300e+0, 1.442e-3
1.400e+0, 1.436e-3
1.500e+0, 1.410e-3
1.600e+0, 1.391e-3
1.700e+0, 1.364e-3
1.800e+0, 1.340e-3
1.900e+0, 1.336e-3
2.000e+0, 1.341e-3
2.100e+0, 1.356e-3
2.200e+0, 1.391e-3
2.300e+0, 1.413e-3
2.400e+0, 1.444e-3
2.500e+0, 1.473e-3
2.600e+0, 1.491e-3
2.700e+0, 1.487e-3
2.800e+0, 1.480e-3
2.900e+0, 1.477e-3
3.000e+0, 1.534e-3
3.100e+0, 1.631e-3
3.200e+0, 1.691e-3
3.300e+0, 1.742e-3
3.400e+0, 1.737e-3
3.500e+0, 1.738e-3
3.600e+0, 1.695e-3
3.700e+0, 1.600e-3
3.800e+0, 1.551e-3
3.900e+0, 1.552e-3
4.000e+0, 1.497e-3
4.100e+0, 1.474e-3
4.200e+0, 1.468e-3
4.300e+0, 1.455e-3
4.400e+0, 1.450e-3
4.500e+0, 1.466e-3
4.600e+0, 1.484e-3
4.700e+0, 1.520e-3
4.800e+0, 1.543e-3
4.900e+0, 1.552e-3
5.000e+0, 1.546e-3
5.100e+0, 1.552e-3
5.200e+0, 1.547e-3
5.300e+0, 1.545e-3
5.400e+0, 1.543e-3
5.500e+0, 1.538e-3
5.600e+0, 1.575e-3
5.700e+0, 1.625e-3
5.800e+0, 1.617e-3
5.900e+0, 1.578e-3
6.000e+0, 1.546e-3
6.100e+0, 1.518e-3
6.200e+0, 1.513e-3
6.300e+0, 1.511e-3
6.400e+0, 1.530e-3
6.500e+0, 1.534e-3
6.600e+0, 1.566e-3
6.700e+0, 1.647e-3
6.800e+0, 1.718e-3
6.900e+0, 1.795e-3
7.000e+0, 1.815e-3
7.100e+0, 1.842e-3
7.200e+0, 1.900e-3
7.300e+0, 1.879e-3
7.400e+0, 1.816e-3
7.500e+0, 1.828e-3
7.600e+0, 1.854e-3
7.700e+0, 1.781e-3
7.800e+0, 1.694e-3
7.900e+0, 1.618e-3
8.000e+0, 1.549e-3
8.100e+0, 1.491e-3
8.200e+0, 1.458e-3
8.300e+0, 1.441e-3
8.400e+0, 1.423e-3
8.500e+0, 1.416e-3
8.600e+0, 1.402e-3
8.700e+0, 1.389e-3
8.800e+0, 1.377e-3
8.900e+0, 1.381e-3
9.000e+0, 1.399e-3
9.100e+0, 1.432e-3
9.200e+0, 1.420e-3
9.300e+0, 1.422e-3
9.400e+0, 1.453e-3
9.500e+0, 1.475e-3
9.600e+0, 1.520e-3
9.700e+0, 1.567e-3
9.800e+0, 1.595e-3
9.900e+0, 1.569e-3
1.000e+1, 1.531e-3
1.010e+1, 1.519e-3
1.020e+1, 1.507e-3
1.030e+1, 1.504e-3
1.040e+1, 1.490e-3
1.050e+1, 1.475e-3
1.060e+1, 1.470e-3
1.070e+1, 1.474e-3
1.080e+1, 1.475e-3
1.090e+1, 1.480e-3
1.100e+1, 1.497e-3
1.110e+1, 1.498e-3
1.120e+1, 1.494e-3
1.130e+1, 1.484e-3
1.140e+1, 1.475e-3
1.150e+1, 1.466e-3
1.160e+1, 1.462e-3
1.170e+1, 1.461e-3
1.180e+1, 1.467e-3
1.190e+1, 1.463e-3
1.200e+1, 1.465e-3
1.210e+1, 1.472e-3
1.220e+1, 1.489e-3
1.230e+1, 1.512e-3
1.240e+1, 1.532e-3
1.250e+1, 1.545e-3
1.260e+1, 1.566e-3
1.270e+1, 1.600e-3
1.280e+1, 1.622e-3
1.290e+1, 1.632e-3
1.300e+1, 1.655e-3
1.310e+1, 1.661e-3
1.320e+1, 1.647e-3
1.330e+1, 1.644e-3
1.340e+1, 1.643e-3
1.350e+1, 1.653e-3
1.360e+1, 1.672e-3
1.370e+1, 1.682e-3
1.380e+1, 1.699e-3
1.390e+1, 1.711e-3
1.400e+1, 1.728e-3
1.410e+1, 1.747e-3
1.420e+1, 1.739e-3
1.430e+1, 1.733e-3
1.440e+1, 1.717e-3
1.450e+1, 1.697e-3
1.460e+1, 1.675e-3
1.470e+1, 1.659e-3
1.480e+1, 1.637e-3
1.490e+1, 1.621e-3
1.500e+1, 1.617e-3
1.510e+1, 1.613e-3
1.520e+1, 1.625e-3
1.530e+1, 1.626e-3
1.540e+1, 1.621e-3
1.550e+1, 1.619e-3
1.560e+1, 1.626e-3
1.570e+1, 1.631e-3
1.580e+1, 1.625e-3
1.590e+1, 1.612e-3
1.600e+1, 1.608e-3
1.610e+1, 1.607e-3
1.620e+1, 1.585e-3
1.630e+1, 1.578e-3
1.640e+1, 1.614e-3
1.650e+1, 1.647e-3
1.660e+1, 1.667e-3
1.670e+1, 1.708e-3
1.680e+1, 1.715e-3
1.690e+1, 1.701e-3
1.700e+1, 1.695e-3
1.710e+1, 1.684e-3
1.720e+1, 1.668e-3
1.730e+1, 1.655e-3
1.740e+1, 1.640e-3
1.750e+1, 1.646e-3
1.760e+1, 1.693e-3
1.770e+1, 1.831e-3
1.780e+1, 1.964e-3
1.790e+1, 2.004e-3
1.800e+1, 2.012e-3
1.810e+1, 1.986e-3
1.820e+1, 1.951e-3
1.830e+1, 1.924e-3
