Sept. 11, 2024   14:07:03
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp325\exp325deposition-2024-09-11t14_02_40-deposition\exp325deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 22.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 8.070e-4
2.000e-1, 7.830e-4
3.000e-1, 7.678e-4
4.000e-1, 7.544e-4
5.000e-1, 7.349e-4
6.000e-1, 7.345e-4
7.000e-1, 7.239e-4
8.000e-1, 7.336e-4
9.000e-1, 7.211e-4
1.000e+0, 7.205e-4
1.100e+0, 7.227e-4
1.200e+0, 7.212e-4
1.300e+0, 7.310e-4
1.400e+0, 7.241e-4
1.500e+0, 7.252e-4
1.600e+0, 7.170e-4
1.700e+0, 7.165e-4
1.800e+0, 7.182e-4
1.900e+0, 7.140e-4
2.000e+0, 7.231e-4
2.100e+0, 7.147e-4
2.200e+0, 7.213e-4
2.300e+0, 7.145e-4
2.400e+0, 7.094e-4
2.500e+0, 7.091e-4
2.600e+0, 7.046e-4
2.700e+0, 7.084e-4
2.800e+0, 6.997e-4
2.900e+0, 7.032e-4
3.000e+0, 6.970e-4
3.100e+0, 6.962e-4
3.200e+0, 6.989e-4
3.300e+0, 6.930e-4
3.400e+0, 7.047e-4
3.500e+0, 7.033e-4
3.600e+0, 7.132e-4
3.700e+0, 7.124e-4
3.800e+0, 7.130e-4
3.900e+0, 7.226e-4
4.000e+0, 7.236e-4
4.100e+0, 7.383e-4
4.200e+0, 7.382e-4
4.300e+0, 7.422e-4
4.400e+0, 7.427e-4
4.500e+0, 7.378e-4
4.600e+0, 7.452e-4
4.700e+0, 7.395e-4
4.800e+0, 7.426e-4
4.900e+0, 7.371e-4
5.000e+0, 7.379e-4
5.100e+0, 7.383e-4
5.200e+0, 7.348e-4
5.300e+0, 7.426e-4
5.400e+0, 7.282e-4
5.500e+0, 7.313e-4
5.600e+0, 7.265e-4
5.700e+0, 7.294e-4
5.800e+0, 7.264e-4
5.900e+0, 7.226e-4
6.000e+0, 7.233e-4
6.100e+0, 7.190e-4
6.200e+0, 7.272e-4
6.300e+0, 7.255e-4
6.400e+0, 7.328e-4
6.500e+0, 7.318e-4
6.600e+0, 7.316e-4
6.700e+0, 7.379e-4
6.800e+0, 7.333e-4
6.900e+0, 7.390e-4
7.000e+0, 7.337e-4
7.100e+0, 7.371e-4
7.200e+0, 7.408e-4
7.300e+0, 7.348e-4
7.400e+0, 7.437e-4
7.500e+0, 7.364e-4
7.600e+0, 7.447e-4
7.700e+0, 7.422e-4
7.800e+0, 7.447e-4
7.900e+0, 7.474e-4
8.000e+0, 7.449e-4
8.100e+0, 7.533e-4
8.200e+0, 7.453e-4
8.300e+0, 7.514e-4
8.400e+0, 7.496e-4
8.500e+0, 7.507e-4
8.600e+0, 7.588e-4
8.700e+0, 7.552e-4
8.800e+0, 7.615e-4
8.900e+0, 7.515e-4
9.000e+0, 7.543e-4
9.100e+0, 7.534e-4
9.200e+0, 7.508e-4
9.300e+0, 7.594e-4
9.400e+0, 7.560e-4
9.500e+0, 7.660e-4
9.600e+0, 7.591e-4
9.700e+0, 7.645e-4
9.800e+0, 7.657e-4
9.900e+0, 7.601e-4
1.000e+1, 7.639e-4
1.010e+1, 7.582e-4
1.020e+1, 7.663e-4
1.030e+1, 7.625e-4
1.040e+1, 7.675e-4
1.050e+1, 7.672e-4
1.060e+1, 7.660e-4
1.070e+1, 7.772e-4
1.080e+1, 7.732e-4
1.090e+1, 7.857e-4
1.100e+1, 7.842e-4
1.110e+1, 7.877e-4
1.120e+1, 7.866e-4
1.130e+1, 7.829e-4
1.140e+1, 7.851e-4
1.150e+1, 7.780e-4
1.160e+1, 7.873e-4
1.170e+1, 7.837e-4
1.180e+1, 7.904e-4
1.190e+1, 7.887e-4
1.200e+1, 7.828e-4
1.210e+1, 7.889e-4
1.220e+1, 7.843e-4
1.230e+1, 7.932e-4
1.240e+1, 7.852e-4
1.250e+1, 7.922e-4
1.260e+1, 7.873e-4
1.270e+1, 7.901e-4
1.280e+1, 7.907e-4
1.290e+1, 7.906e-4
1.300e+1, 7.991e-4
1.310e+1, 7.914e-4
1.320e+1, 7.956e-4
1.330e+1, 7.857e-4
1.340e+1, 7.863e-4
1.350e+1, 7.838e-4
1.360e+1, 7.870e-4
1.370e+1, 7.936e-4
1.380e+1, 7.883e-4
1.390e+1, 7.990e-4
1.400e+1, 7.899e-4
1.410e+1, 7.964e-4
1.420e+1, 7.944e-4
1.430e+1, 8.007e-4
1.440e+1, 8.046e-4
1.450e+1, 8.001e-4
1.460e+1, 8.080e-4
1.470e+1, 8.002e-4
1.480e+1, 8.091e-4
1.490e+1, 8.057e-4
1.500e+1, 8.090e-4
1.510e+1, 8.111e-4
1.520e+1, 8.094e-4
1.530e+1, 8.181e-4
1.540e+1, 8.077e-4
1.550e+1, 8.153e-4
1.560e+1, 8.081e-4
1.570e+1, 8.147e-4
1.580e+1, 8.147e-4
1.590e+1, 8.112e-4
1.600e+1, 8.132e-4
1.610e+1, 8.066e-4
1.620e+1, 8.149e-4
1.630e+1, 8.088e-4
1.640e+1, 8.185e-4
1.650e+1, 8.165e-4
1.660e+1, 8.225e-4
1.670e+1, 8.325e-4
1.680e+1, 8.296e-4
1.690e+1, 8.386e-4
1.700e+1, 8.330e-4
1.710e+1, 8.394e-4
1.720e+1, 8.355e-4
1.730e+1, 8.358e-4
1.740e+1, 8.398e-4
1.750e+1, 8.379e-4
1.760e+1, 8.470e-4
1.770e+1, 8.424e-4
1.780e+1, 8.501e-4
1.790e+1, 8.474e-4
1.800e+1, 8.431e-4
1.810e+1, 8.468e-4
1.820e+1, 8.392e-4
1.830e+1, 8.445e-4
1.840e+1, 8.383e-4
1.850e+1, 8.464e-4
1.860e+1, 8.431e-4
1.870e+1, 8.471e-4
1.880e+1, 8.489e-4
1.890e+1, 8.439e-4
1.900e+1, 8.513e-4
1.910e+1, 8.458e-4
1.920e+1, 8.537e-4
1.930e+1, 8.502e-4
1.940e+1, 8.540e-4
1.950e+1, 8.540e-4
1.960e+1, 8.517e-4
1.970e+1, 8.584e-4
1.980e+1, 8.534e-4
1.990e+1, 8.600e-4
2.000e+1, 8.552e-4
2.010e+1, 8.591e-4
2.020e+1, 8.587e-4
2.030e+1, 8.573e-4
2.040e+1, 8.633e-4
2.050e+1, 8.596e-4
2.060e+1, 8.698e-4
2.070e+1, 8.618e-4
2.080e+1, 8.686e-4
2.090e+1, 8.639e-4
2.100e+1, 8.673e-4
2.110e+1, 8.688e-4
2.120e+1, 8.681e-4
2.130e+1, 8.750e-4
2.140e+1, 8.700e-4
2.150e+1, 8.788e-4
2.160e+1, 8.730e-4
2.170e+1, 8.788e-4
2.180e+1, 8.756e-4
2.190e+1, 8.723e-4
2.200e+1, 8.776e-4
2.210e+1, 8.695e-4
2.220e+1, 8.749e-4
2.230e+1, 8.710e-4
2.240e+1, 8.761e-4
2.250e+1, 8.738e-4
2.260e+1, 8.744e-4
2.270e+1, 8.800e-4
2.280e+1, 8.758e-4
2.290e+1, 8.860e-4
2.300e+1, 8.798e-4
2.310e+1, 8.859e-4
2.320e+1, 8.794e-4
2.330e+1, 8.866e-4
2.340e+1, 8.814e-4
2.350e+1, 8.817e-4
2.360e+1, 8.837e-4
2.370e+1, 8.792e-4
2.380e+1, 8.866e-4
2.390e+1, 8.803e-4
2.400e+1, 8.871e-4
2.410e+1, 8.843e-4
2.420e+1, 8.871e-4
2.430e+1, 8.870e-4
2.440e+1, 8.838e-4
2.450e+1, 8.884e-4
2.460e+1, 8.820e-4
2.470e+1, 8.904e-4
2.480e+1, 8.840e-4
2.490e+1, 8.907e-4
2.500e+1, 8.870e-4
2.510e+1, 8.916e-4
2.520e+1, 8.913e-4
2.530e+1, 8.933e-4
2.540e+1, 8.970e-4
2.550e+1, 8.905e-4
2.560e+1, 8.959e-4
2.570e+1, 8.879e-4
2.580e+1, 8.950e-4
2.590e+1, 8.906e-4
2.600e+1, 8.951e-4
2.610e+1, 8.947e-4
2.620e+1, 8.930e-4
2.630e+1, 8.957e-4
2.640e+1, 8.912e-4
2.650e+1, 8.982e-4
2.660e+1, 8.916e-4
2.670e+1, 8.973e-4
2.680e+1, 8.924e-4
2.690e+1, 8.996e-4
2.700e+1, 8.982e-4
2.710e+1, 8.978e-4
2.720e+1, 9.006e-4
2.730e+1, 8.948e-4
2.740e+1, 9.043e-4
2.750e+1, 8.980e-4
2.760e+1, 9.057e-4
2.770e+1, 9.014e-4
2.780e+1, 9.062e-4
2.790e+1, 9.031e-4
2.800e+1, 9.042e-4
2.810e+1, 9.079e-4
2.820e+1, 9.010e-4
2.830e+1, 9.075e-4
2.840e+1, 9.007e-4
2.850e+1, 9.075e-4
2.860e+1, 8.998e-4
2.870e+1, 9.036e-4
2.880e+1, 9.000e-4
2.890e+1, 9.043e-4
2.900e+1, 9.075e-4
2.910e+1, 9.025e-4
2.920e+1, 9.093e-4
2.930e+1, 9.020e-4
2.940e+1, 9.078e-4
2.950e+1, 9.001e-4
2.960e+1, 9.058e-4
2.970e+1, 9.047e-4
2.980e+1, 9.081e-4
2.990e+1, 9.084e-4
3.000e+1, 9.039e-4
3.010e+1, 9.099e-4
3.020e+1, 9.028e-4
3.030e+1, 9.106e-4
3.040e+1, 9.046e-4
3.050e+1, 9.106e-4
3.060e+1, 9.056e-4
3.070e+1, 9.057e-4
3.080e+1, 9.027e-4
3.090e+1, 8.969e-4
3.100e+1, 9.013e-4
3.110e+1, 8.923e-4
3.120e+1, 8.996e-4
3.130e+1, 8.957e-4
3.140e+1, 9.042e-4
3.150e+1, 9.038e-4
3.160e+1, 9.073e-4
3.170e+1, 9.097e-4
3.180e+1, 9.070e-4
3.190e+1, 9.142e-4
3.200e+1, 9.070e-4
3.210e+1, 9.124e-4
3.220e+1, 9.075e-4
3.230e+1, 9.137e-4
3.240e+1, 9.125e-4
3.250e+1, 9.140e-4
3.260e+1, 9.169e-4
3.270e+1, 9.128e-4
3.280e+1, 9.171e-4
3.290e+1, 9.108e-4
3.300e+1, 9.187e-4
3.310e+1, 9.173e-4
3.320e+1, 9.241e-4
3.330e+1, 9.222e-4
3.340e+1, 9.220e-4
3.350e+1, 9.239e-4
3.360e+1, 9.175e-4
3.370e+1, 9.222e-4
3.380e+1, 9.152e-4
3.390e+1, 9.216e-4
3.400e+1, 9.166e-4
3.410e+1, 9.221e-4
3.420e+1, 9.214e-4
3.430e+1, 9.207e-4
3.440e+1, 9.240e-4
3.450e+1, 9.192e-4
3.460e+1, 9.257e-4
3.470e+1, 9.162e-4
3.480e+1, 9.205e-4
3.490e+1, 9.135e-4
3.500e+1, 9.160e-4
3.510e+1, 9.115e-4
3.520e+1, 9.114e-4
3.530e+1, 9.153e-4
3.540e+1, 9.111e-4
3.550e+1, 9.181e-4
3.560e+1, 9.101e-4
3.570e+1, 9.164e-4
3.580e+1, 9.121e-4
3.590e+1, 9.146e-4
3.600e+1, 9.189e-4
3.610e+1, 9.185e-4
3.620e+1, 9.257e-4
3.630e+1, 9.189e-4
3.640e+1, 9.256e-4
3.650e+1, 9.185e-4
3.660e+1, 9.239e-4
3.670e+1, 9.223e-4
3.680e+1, 9.217e-4
3.690e+1, 9.229e-4
3.700e+1, 9.196e-4
3.710e+1, 9.258e-4
3.720e+1, 9.202e-4
3.730e+1, 9.281e-4
3.740e+1, 9.207e-4
3.750e+1, 9.269e-4
3.760e+1, 9.221e-4
3.770e+1, 9.263e-4
3.780e+1, 9.243e-4
3.790e+1, 9.270e-4
3.800e+1, 9.315e-4
3.810e+1, 9.279e-4
3.820e+1, 9.351e-4
3.830e+1, 9.285e-4
3.840e+1, 9.353e-4
3.850e+1, 9.266e-4
3.860e+1, 9.317e-4
3.870e+1, 9.281e-4
3.880e+1, 9.342e-4
3.890e+1, 9.331e-4
3.900e+1, 9.329e-4
3.910e+1, 9.358e-4
3.920e+1, 9.295e-4
3.930e+1, 9.363e-4
3.940e+1, 9.304e-4
3.950e+1, 9.375e-4
3.960e+1, 9.320e-4
3.970e+1, 9.373e-4
3.980e+1, 9.334e-4
3.990e+1, 9.342e-4
4.000e+1, 9.374e-4
4.010e+1, 9.324e-4
4.020e+1, 9.415e-4
4.030e+1, 9.357e-4
4.040e+1, 9.430e-4
4.050e+1, 9.379e-4
4.060e+1, 9.449e-4
4.070e+1, 9.403e-4
4.080e+1, 9.414e-4
4.090e+1, 9.423e-4
4.100e+1, 9.386e-4
4.110e+1, 9.536e-4
4.120e+1, 9.513e-4
4.130e+1, 9.542e-4
4.140e+1, 9.488e-4
4.150e+1, 9.557e-4
4.160e+1, 9.571e-4
4.170e+1, 9.579e-4
4.180e+1, 9.660e-4
4.190e+1, 9.623e-4
4.200e+1, 9.720e-4
4.210e+1, 9.639e-4
4.220e+1, 9.692e-4
4.230e+1, 9.632e-4
4.240e+1, 9.621e-4
4.250e+1, 9.614e-4
4.260e+1, 9.568e-4
4.270e+1, 9.641e-4
4.280e+1, 9.577e-4
4.290e+1, 9.676e-4
4.300e+1, 9.672e-4
4.310e+1, 9.705e-4
4.320e+1, 9.759e-4
4.330e+1, 9.725e-4
4.340e+1, 9.801e-4
4.350e+1, 9.737e-4
4.360e+1, 9.834e-4
4.370e+1, 9.758e-4
4.380e+1, 9.807e-4
4.390e+1, 9.769e-4
4.400e+1, 9.764e-4
4.410e+1, 9.825e-4
4.420e+1, 9.753e-4
4.430e+1, 9.823e-4
4.440e+1, 9.748e-4
4.450e+1, 9.827e-4
4.460e+1, 9.791e-4
4.470e+1, 9.822e-4
4.480e+1, 9.814e-4
4.490e+1, 9.751e-4
4.500e+1, 9.796e-4
4.510e+1, 9.720e-4
4.520e+1, 9.783e-4
4.530e+1, 9.736e-4
4.540e+1, 9.762e-4
4.550e+1, 9.754e-4
4.560e+1, 9.712e-4
4.570e+1, 9.751e-4
4.580e+1, 9.664e-4
4.590e+1, 9.747e-4
4.600e+1, 9.686e-4
4.610e+1, 9.752e-4
4.620e+1, 9.738e-4
4.630e+1, 9.723e-4
4.640e+1, 9.789e-4
4.650e+1, 9.734e-4
4.660e+1, 9.834e-4
4.670e+1, 9.756e-4
4.680e+1, 9.859e-4
4.690e+1, 9.787e-4
4.700e+1, 9.847e-4
4.710e+1, 9.825e-4
4.720e+1, 9.850e-4
4.730e+1, 9.881e-4
4.740e+1, 9.858e-4
4.750e+1, 9.941e-4
4.760e+1, 9.865e-4
4.770e+1, 9.928e-4
4.780e+1, 9.851e-4
4.790e+1, 9.899e-4
4.800e+1, 9.901e-4
4.810e+1, 9.933e-4
4.820e+1, 9.937e-4
4.830e+1, 9.885e-4
4.840e+1, 9.943e-4
4.850e+1, 9.872e-4
4.860e+1, 9.969e-4
4.870e+1, 9.901e-4
4.880e+1, 9.966e-4
4.890e+1, 9.931e-4
4.900e+1, 9.954e-4
4.910e+1, 9.959e-4
4.920e+1, 9.917e-4
4.930e+1, 9.977e-4
4.940e+1, 9.897e-4
4.950e+1, 9.996e-4
4.960e+1, 9.911e-4
4.970e+1, 1.000e-3
4.980e+1, 9.931e-4
4.990e+1, 9.984e-4
5.000e+1, 9.930e-4
5.010e+1, 9.955e-4
5.020e+1, 9.935e-4
5.030e+1, 9.911e-4
5.040e+1, 9.940e-4
5.050e+1, 9.881e-4
5.060e+1, 9.944e-4
5.070e+1, 9.859e-4
5.080e+1, 9.932e-4
5.090e+1, 9.840e-4
5.100e+1, 9.915e-4
5.110e+1, 9.834e-4
5.120e+1, 9.892e-4
5.130e+1, 9.863e-4
5.140e+1, 9.902e-4
5.150e+1, 9.908e-4
5.160e+1, 9.916e-4
5.170e+1, 9.953e-4
5.180e+1, 9.907e-4
5.190e+1, 9.990e-4
5.200e+1, 9.906e-4
5.210e+1, 9.967e-4
5.220e+1, 9.864e-4
5.230e+1, 9.918e-4
5.240e+1, 9.822e-4
5.250e+1, 9.910e-4
5.260e+1, 9.842e-4
5.270e+1, 9.922e-4
5.280e+1, 9.906e-4
5.290e+1, 9.963e-4
5.300e+1, 9.988e-4
5.310e+1, 9.970e-4
5.320e+1, 1.005e-3
5.330e+1, 9.980e-4
5.340e+1, 1.007e-3
5.350e+1, 9.974e-4
5.360e+1, 1.005e-3
5.370e+1, 9.972e-4
5.380e+1, 1.005e-3
5.390e+1, 9.963e-4
5.400e+1, 1.004e-3
5.410e+1, 9.989e-4
5.420e+1, 1.002e-3
5.430e+1, 1.004e-3
5.440e+1, 1.001e-3
5.450e+1, 1.005e-3
5.460e+1, 9.993e-4
5.470e+1, 1.006e-3
5.480e+1, 1.004e-3
5.490e+1, 1.009e-3
5.500e+1, 9.993e-4
5.510e+1, 1.002e-3
5.520e+1, 1.000e-3
5.530e+1, 1.001e-3
5.540e+1, 1.007e-3
5.550e+1, 1.004e-3
5.560e+1, 1.010e-3
5.570e+1, 1.003e-3
5.580e+1, 1.010e-3
5.590e+1, 1.004e-3
5.600e+1, 1.012e-3
5.610e+1, 1.009e-3
5.620e+1, 1.011e-3
5.630e+1, 1.011e-3
5.640e+1, 1.006e-3
5.650e+1, 1.013e-3
5.660e+1, 1.005e-3
5.670e+1, 1.014e-3
5.680e+1, 1.006e-3
5.690e+1, 1.014e-3
5.700e+1, 1.008e-3
5.710e+1, 1.013e-3
5.720e+1, 1.011e-3
5.730e+1, 1.010e-3
5.740e+1, 1.015e-3
5.750e+1, 1.010e-3
5.760e+1, 1.019e-3
5.770e+1, 1.012e-3
5.780e+1, 1.020e-3
5.790e+1, 1.015e-3
5.800e+1, 1.022e-3
5.810e+1, 1.017e-3
5.820e+1, 1.022e-3
5.830e+1, 1.019e-3
5.840e+1, 1.016e-3
5.850e+1, 1.019e-3
5.860e+1, 1.011e-3
5.870e+1, 1.021e-3
5.880e+1, 1.014e-3
5.890e+1, 1.023e-3
5.900e+1, 1.012e-3
5.910e+1, 1.021e-3
5.920e+1, 1.012e-3
5.930e+1, 1.019e-3
5.940e+1, 1.014e-3
5.950e+1, 1.020e-3
5.960e+1, 1.017e-3
5.970e+1, 1.020e-3
5.980e+1, 1.017e-3
5.990e+1, 1.015e-3
