Mar. 30, 2025   08:39:56
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp518_r20/2025-03-28-exp988\exp988deposition-2025-03-30t08_36_39-deposition\exp988deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 14.2

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.075e-3
2.000e-1, 2.081e-3
3.000e-1, 2.087e-3
4.000e-1, 2.094e-3
5.000e-1, 2.102e-3
6.000e-1, 2.107e-3
7.000e-1, 2.113e-3
8.000e-1, 2.122e-3
9.000e-1, 2.132e-3
1.000e+0, 2.141e-3
1.100e+0, 2.144e-3
1.200e+0, 2.149e-3
1.300e+0, 2.162e-3
1.400e+0, 2.180e-3
1.500e+0, 2.203e-3
1.600e+0, 2.221e-3
1.700e+0, 2.239e-3
1.800e+0, 2.253e-3
1.900e+0, 2.268e-3
2.000e+0, 2.286e-3
2.100e+0, 2.300e-3
2.200e+0, 2.305e-3
2.300e+0, 2.312e-3
2.400e+0, 2.322e-3
2.500e+0, 2.339e-3
2.600e+0, 2.356e-3
2.700e+0, 2.369e-3
2.800e+0, 2.383e-3
2.900e+0, 2.398e-3
3.000e+0, 2.413e-3
3.100e+0, 2.427e-3
3.200e+0, 2.438e-3
3.300e+0, 2.451e-3
3.400e+0, 2.465e-3
3.500e+0, 2.473e-3
3.600e+0, 2.481e-3
3.700e+0, 2.494e-3
3.800e+0, 2.507e-3
3.900e+0, 2.517e-3
4.000e+0, 2.527e-3
4.100e+0, 2.537e-3
4.200e+0, 2.546e-3
4.300e+0, 2.550e-3
4.400e+0, 2.554e-3
4.500e+0, 2.558e-3
4.600e+0, 2.565e-3
4.700e+0, 2.577e-3
4.800e+0, 2.588e-3
4.900e+0, 2.597e-3
5.000e+0, 2.599e-3
5.100e+0, 2.599e-3
5.200e+0, 2.600e-3
5.300e+0, 2.605e-3
5.400e+0, 2.615e-3
5.500e+0, 2.623e-3
5.600e+0, 2.635e-3
5.700e+0, 2.644e-3
5.800e+0, 2.649e-3
5.900e+0, 2.656e-3
6.000e+0, 2.666e-3
6.100e+0, 2.682e-3
6.200e+0, 2.691e-3
6.300e+0, 2.688e-3
6.400e+0, 2.683e-3
6.500e+0, 2.691e-3
6.600e+0, 2.687e-3
6.700e+0, 2.685e-3
6.800e+0, 2.684e-3
6.900e+0, 2.689e-3
7.000e+0, 2.696e-3
7.100e+0, 2.702e-3
7.200e+0, 2.698e-3
7.300e+0, 2.701e-3
7.400e+0, 2.706e-3
7.500e+0, 2.713e-3
7.600e+0, 2.718e-3
7.700e+0, 2.722e-3
7.800e+0, 2.723e-3
7.900e+0, 2.730e-3
8.000e+0, 2.733e-3
8.100e+0, 2.734e-3
8.200e+0, 2.741e-3
8.300e+0, 2.749e-3
8.400e+0, 2.759e-3
8.500e+0, 2.768e-3
8.600e+0, 2.770e-3
8.700e+0, 2.775e-3
8.800e+0, 2.774e-3
8.900e+0, 2.774e-3
9.000e+0, 2.778e-3
9.100e+0, 2.784e-3
9.200e+0, 2.790e-3
9.300e+0, 2.795e-3
9.400e+0, 2.801e-3
9.500e+0, 2.801e-3
9.600e+0, 2.810e-3
9.700e+0, 2.819e-3
9.800e+0, 2.829e-3
9.900e+0, 2.833e-3
1.000e+1, 2.837e-3
1.010e+1, 2.841e-3
1.020e+1, 2.845e-3
1.030e+1, 2.848e-3
1.040e+1, 2.847e-3
1.050e+1, 2.845e-3
1.060e+1, 2.843e-3
1.070e+1, 2.843e-3
1.080e+1, 2.847e-3
1.090e+1, 2.848e-3
1.100e+1, 2.852e-3
1.110e+1, 2.856e-3
1.120e+1, 2.857e-3
1.130e+1, 2.860e-3
1.140e+1, 2.868e-3
1.150e+1, 2.872e-3
1.160e+1, 2.877e-3
1.170e+1, 2.886e-3
1.180e+1, 2.892e-3
1.190e+1, 2.896e-3
1.200e+1, 2.888e-3
1.210e+1, 2.883e-3
1.220e+1, 2.881e-3
1.230e+1, 2.880e-3
1.240e+1, 2.881e-3
1.250e+1, 2.885e-3
1.260e+1, 2.887e-3
1.270e+1, 2.889e-3
1.280e+1, 2.892e-3
1.290e+1, 2.896e-3
1.300e+1, 2.902e-3
1.310e+1, 2.908e-3
1.320e+1, 2.908e-3
1.330e+1, 2.906e-3
1.340e+1, 2.900e-3
1.350e+1, 2.899e-3
1.360e+1, 2.898e-3
1.370e+1, 2.895e-3
1.380e+1, 2.893e-3
1.390e+1, 2.894e-3
1.400e+1, 2.894e-3
1.410e+1, 2.894e-3
1.420e+1, 2.889e-3
1.430e+1, 2.888e-3
1.440e+1, 2.891e-3
1.450e+1, 2.894e-3
1.460e+1, 2.894e-3
1.470e+1, 2.893e-3
1.480e+1, 2.894e-3
1.490e+1, 2.895e-3
1.500e+1, 2.898e-3
1.510e+1, 2.901e-3
1.520e+1, 2.902e-3
1.530e+1, 2.893e-3
1.540e+1, 2.886e-3
1.550e+1, 2.880e-3
1.560e+1, 2.878e-3
1.570e+1, 2.876e-3
1.580e+1, 2.876e-3
1.590e+1, 2.874e-3
1.600e+1, 2.876e-3
1.610e+1, 2.881e-3
1.620e+1, 2.880e-3
1.630e+1, 2.871e-3
1.640e+1, 2.862e-3
1.650e+1, 2.861e-3
