Aug. 19, 2024   04:38:49
Open Circuit Potential - Time
File: c:/users/guazh/data/20240813_batch_94_500/2024-08-15-exp128\1acid_1ac-2024-08-19t04_37_25-lsvinphos\ocp_2024-08-19t04_38_30.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: OCP
Note: 

Sample Interval (V) = 0.01
Run Time (sec) = 5

Time/sec, Potential/V

1.000e-2, 8.340e-3
2.000e-2, 8.340e-3
3.000e-2, 8.340e-3
4.000e-2, 8.340e-3
5.000e-2, 8.340e-3
6.000e-2, 8.340e-3
7.000e-2, 8.340e-3
8.000e-2, 8.340e-3
9.000e-2, 8.340e-3
1.000e-1, 8.340e-3
1.100e-1, 8.340e-3
1.200e-1, 8.340e-3
1.300e-1, 8.340e-3
1.400e-1, 8.340e-3
1.500e-1, 8.340e-3
1.600e-1, 8.340e-3
1.700e-1, 8.340e-3
1.800e-1, 8.340e-3
1.900e-1, 8.340e-3
2.000e-1, 8.340e-3
2.100e-1, 8.340e-3
2.200e-1, 8.340e-3
2.300e-1, 8.340e-3
2.400e-1, 8.340e-3
2.500e-1, 8.340e-3
2.600e-1, 8.340e-3
2.700e-1, 8.340e-3
2.800e-1, 8.340e-3
2.900e-1, 8.340e-3
3.000e-1, 8.340e-3
3.100e-1, 8.340e-3
3.200e-1, 8.340e-3
3.300e-1, 8.340e-3
3.400e-1, 8.340e-3
3.500e-1, 8.340e-3
3.600e-1, 8.340e-3
3.700e-1, 8.340e-3
3.800e-1, 8.340e-3
3.900e-1, 8.340e-3
4.000e-1, 8.340e-3
4.100e-1, 8.340e-3
4.200e-1, 8.340e-3
4.300e-1, 8.340e-3
4.400e-1, 8.340e-3
4.500e-1, 8.340e-3
4.600e-1, 8.340e-3
4.700e-1, 8.340e-3
4.800e-1, 8.340e-3
4.900e-1, 8.340e-3
5.000e-1, 8.340e-3
5.100e-1, 8.340e-3
5.200e-1, 8.340e-3
5.300e-1, 8.340e-3
5.400e-1, 8.340e-3
5.500e-1, 8.340e-3
5.600e-1, 8.340e-3
5.700e-1, 8.340e-3
5.800e-1, 8.340e-3
5.900e-1, 8.340e-3
6.000e-1, 8.340e-3
6.100e-1, 8.340e-3
6.200e-1, 8.340e-3
6.300e-1, 8.340e-3
6.400e-1, 8.340e-3
6.500e-1, 8.340e-3
6.600e-1, 8.340e-3
6.700e-1, 8.340e-3
6.800e-1, 8.340e-3
6.900e-1, 8.340e-3
7.000e-1, 8.340e-3
7.100e-1, 8.340e-3
7.200e-1, 8.340e-3
7.300e-1, 8.340e-3
7.400e-1, 8.340e-3
