Apr. 8, 2025   16:12:56
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp994_r5/2025-03-28-exp1020\exp1020deposition-2025-04-08t16_09_39-deposition\exp1020deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.229e-3
2.000e-1, 3.145e-3
3.000e-1, 3.035e-3
4.000e-1, 2.969e-3
5.000e-1, 2.990e-3
6.000e-1, 2.991e-3
7.000e-1, 2.962e-3
8.000e-1, 2.941e-3
9.000e-1, 2.919e-3
1.000e+0, 3.054e-3
1.100e+0, 3.059e-3
1.200e+0, 2.970e-3
1.300e+0, 3.065e-3
1.400e+0, 3.511e-3
1.500e+0, 3.695e-3
1.600e+0, 3.726e-3
1.700e+0, 3.729e-3
1.800e+0, 3.671e-3
1.900e+0, 3.614e-3
2.000e+0, 3.517e-3
2.100e+0, 3.472e-3
2.200e+0, 3.360e-3
2.300e+0, 3.215e-3
2.400e+0, 3.167e-3
2.500e+0, 3.256e-3
2.600e+0, 3.302e-3
2.700e+0, 3.436e-3
2.800e+0, 3.593e-3
2.900e+0, 3.590e-3
3.000e+0, 3.538e-3
3.100e+0, 3.451e-3
3.200e+0, 3.369e-3
3.300e+0, 3.291e-3
3.400e+0, 3.263e-3
3.500e+0, 3.249e-3
3.600e+0, 3.253e-3
3.700e+0, 3.237e-3
3.800e+0, 3.241e-3
3.900e+0, 3.213e-3
4.000e+0, 3.345e-3
4.100e+0, 3.397e-3
4.200e+0, 3.421e-3
4.300e+0, 3.336e-3
4.400e+0, 3.462e-3
4.500e+0, 3.571e-3
4.600e+0, 3.526e-3
4.700e+0, 3.386e-3
4.800e+0, 3.203e-3
4.900e+0, 3.255e-3
5.000e+0, 3.197e-3
5.100e+0, 3.145e-3
5.200e+0, 3.079e-3
5.300e+0, 3.019e-3
5.400e+0, 3.057e-3
5.500e+0, 3.100e-3
5.600e+0, 3.100e-3
5.700e+0, 3.123e-3
5.800e+0, 3.105e-3
5.900e+0, 3.061e-3
6.000e+0, 2.997e-3
6.100e+0, 2.942e-3
6.200e+0, 2.920e-3
6.300e+0, 3.101e-3
6.400e+0, 3.169e-3
6.500e+0, 3.090e-3
6.600e+0, 2.997e-3
6.700e+0, 2.937e-3
6.800e+0, 2.921e-3
6.900e+0, 2.909e-3
7.000e+0, 2.906e-3
7.100e+0, 2.991e-3
7.200e+0, 3.065e-3
7.300e+0, 3.118e-3
7.400e+0, 3.210e-3
7.500e+0, 3.184e-3
7.600e+0, 3.149e-3
7.700e+0, 3.378e-3
7.800e+0, 3.433e-3
7.900e+0, 3.477e-3
8.000e+0, 3.511e-3
8.100e+0, 3.618e-3
8.200e+0, 3.668e-3
8.300e+0, 3.610e-3
8.400e+0, 3.539e-3
8.500e+0, 3.454e-3
8.600e+0, 3.417e-3
8.700e+0, 3.531e-3
8.800e+0, 3.533e-3
8.900e+0, 3.621e-3
9.000e+0, 3.607e-3
9.100e+0, 3.543e-3
9.200e+0, 3.446e-3
9.300e+0, 3.361e-3
9.400e+0, 3.266e-3
9.500e+0, 3.155e-3
9.600e+0, 3.053e-3
9.700e+0, 3.012e-3
9.800e+0, 3.439e-3
9.900e+0, 3.605e-3
1.000e+1, 3.660e-3
1.010e+1, 3.792e-3
1.020e+1, 3.749e-3
1.030e+1, 3.688e-3
1.040e+1, 3.658e-3
1.050e+1, 3.625e-3
1.060e+1, 3.647e-3
1.070e+1, 3.673e-3
1.080e+1, 3.632e-3
1.090e+1, 3.568e-3
1.100e+1, 3.527e-3
1.110e+1, 3.529e-3
1.120e+1, 3.518e-3
1.130e+1, 3.537e-3
1.140e+1, 3.513e-3
1.150e+1, 3.454e-3
1.160e+1, 3.385e-3
1.170e+1, 3.382e-3
1.180e+1, 3.361e-3
1.190e+1, 3.389e-3
1.200e+1, 3.431e-3
1.210e+1, 3.439e-3
1.220e+1, 3.465e-3
1.230e+1, 3.475e-3
1.240e+1, 3.441e-3
1.250e+1, 3.421e-3
1.260e+1, 3.368e-3
1.270e+1, 3.337e-3
1.280e+1, 3.286e-3
1.290e+1, 3.304e-3
1.300e+1, 3.432e-3
1.310e+1, 3.463e-3
1.320e+1, 3.537e-3
1.330e+1, 3.501e-3
1.340e+1, 3.438e-3
1.350e+1, 3.368e-3
1.360e+1, 3.389e-3
1.370e+1, 3.305e-3
1.380e+1, 3.233e-3
1.390e+1, 3.166e-3
1.400e+1, 3.119e-3
1.410e+1, 3.062e-3
1.420e+1, 3.079e-3
1.430e+1, 3.089e-3
1.440e+1, 3.072e-3
1.450e+1, 3.041e-3
1.460e+1, 3.180e-3
1.470e+1, 3.360e-3
1.480e+1, 3.353e-3
1.490e+1, 3.476e-3
1.500e+1, 3.538e-3
1.510e+1, 3.498e-3
1.520e+1, 3.443e-3
1.530e+1, 3.354e-3
1.540e+1, 3.232e-3
1.550e+1, 3.209e-3
1.560e+1, 3.174e-3
1.570e+1, 3.185e-3
1.580e+1, 3.276e-3
1.590e+1, 3.265e-3
1.600e+1, 3.232e-3
1.610e+1, 3.181e-3
1.620e+1, 3.111e-3
1.630e+1, 3.069e-3
1.640e+1, 3.070e-3
1.650e+1, 3.048e-3
1.660e+1, 3.022e-3
1.670e+1, 3.041e-3
1.680e+1, 3.076e-3
1.690e+1, 3.050e-3
1.700e+1, 3.032e-3
1.710e+1, 2.995e-3
1.720e+1, 3.050e-3
1.730e+1, 3.106e-3
1.740e+1, 3.145e-3
1.750e+1, 3.122e-3
1.760e+1, 3.121e-3
1.770e+1, 3.110e-3
1.780e+1, 3.107e-3
1.790e+1, 3.056e-3
1.800e+1, 3.024e-3
1.810e+1, 2.979e-3
1.820e+1, 2.932e-3
1.830e+1, 2.940e-3
1.840e+1, 2.941e-3
1.850e+1, 2.965e-3
1.860e+1, 2.957e-3
1.870e+1, 2.931e-3
1.880e+1, 2.951e-3
1.890e+1, 2.935e-3
1.900e+1, 3.204e-3
1.910e+1, 3.320e-3
1.920e+1, 3.353e-3
1.930e+1, 3.310e-3
1.940e+1, 3.273e-3
1.950e+1, 3.296e-3
1.960e+1, 3.283e-3
1.970e+1, 3.331e-3
1.980e+1, 3.276e-3
1.990e+1, 3.235e-3
2.000e+1, 3.211e-3
2.010e+1, 3.180e-3
2.020e+1, 3.114e-3
2.030e+1, 3.133e-3
2.040e+1, 3.098e-3
2.050e+1, 3.102e-3
2.060e+1, 3.227e-3
2.070e+1, 3.341e-3
2.080e+1, 3.498e-3
2.090e+1, 3.529e-3
2.100e+1, 3.529e-3
2.110e+1, 3.484e-3
2.120e+1, 3.443e-3
2.130e+1, 3.419e-3
2.140e+1, 3.352e-3
2.150e+1, 3.315e-3
2.160e+1, 3.349e-3
2.170e+1, 3.335e-3
2.180e+1, 3.306e-3
2.190e+1, 3.243e-3
2.200e+1, 3.173e-3
2.210e+1, 3.071e-3
2.220e+1, 3.093e-3
2.230e+1, 3.130e-3
2.240e+1, 3.077e-3
2.250e+1, 3.057e-3
2.260e+1, 3.036e-3
2.270e+1, 3.010e-3
2.280e+1, 2.981e-3
2.290e+1, 3.022e-3
2.300e+1, 3.093e-3
2.310e+1, 3.111e-3
2.320e+1, 3.118e-3
2.330e+1, 3.140e-3
2.340e+1, 3.203e-3
2.350e+1, 3.496e-3
2.360e+1, 3.577e-3
2.370e+1, 3.605e-3
2.380e+1, 3.601e-3
2.390e+1, 3.558e-3
2.400e+1, 3.527e-3
2.410e+1, 3.461e-3
2.420e+1, 3.413e-3
2.430e+1, 3.471e-3
2.440e+1, 3.526e-3
2.450e+1, 3.492e-3
2.460e+1, 3.531e-3
2.470e+1, 3.605e-3
2.480e+1, 3.627e-3
2.490e+1, 3.609e-3
2.500e+1, 3.590e-3
2.510e+1, 3.559e-3
2.520e+1, 3.541e-3
2.530e+1, 3.487e-3
2.540e+1, 3.481e-3
2.550e+1, 3.437e-3
2.560e+1, 3.359e-3
2.570e+1, 3.288e-3
2.580e+1, 3.247e-3
2.590e+1, 3.229e-3
2.600e+1, 3.220e-3
2.610e+1, 3.277e-3
2.620e+1, 3.298e-3
2.630e+1, 3.300e-3
2.640e+1, 3.271e-3
2.650e+1, 3.263e-3
2.660e+1, 3.241e-3
2.670e+1, 3.203e-3
2.680e+1, 3.176e-3
2.690e+1, 3.177e-3
2.700e+1, 3.166e-3
2.710e+1, 3.147e-3
2.720e+1, 3.132e-3
2.730e+1, 3.120e-3
2.740e+1, 3.087e-3
2.750e+1, 3.052e-3
2.760e+1, 3.044e-3
2.770e+1, 3.119e-3
2.780e+1, 3.197e-3
2.790e+1, 3.187e-3
2.800e+1, 3.137e-3
2.810e+1, 3.120e-3
2.820e+1, 3.096e-3
2.830e+1, 3.080e-3
2.840e+1, 3.084e-3
2.850e+1, 3.101e-3
2.860e+1, 3.126e-3
2.870e+1, 3.135e-3
2.880e+1, 3.144e-3
2.890e+1, 3.194e-3
2.900e+1, 3.302e-3
2.910e+1, 3.288e-3
2.920e+1, 3.270e-3
2.930e+1, 3.247e-3
2.940e+1, 3.220e-3
2.950e+1, 3.210e-3
2.960e+1, 3.204e-3
2.970e+1, 3.174e-3
2.980e+1, 3.179e-3
2.990e+1, 3.159e-3
3.000e+1, 3.138e-3
