V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,Volt,Time,objective,best_so_far,run,iteration
10.0,6.0,6.0,9.0,3.0,11.0,6.0,6.0,10.0,2.0,-1.4000000000000001,153.0,-0.505194,-0.505194,42,1
4.0,5.0,9.0,7.0,7.0,9.0,9.0,3.0,6.0,11.0,-1.1,50.0,-0.5496280000000003,-0.505194,42,2
8.0,12.0,2.0,9.0,3.0,12.0,12.0,10.0,1.0,1.0,-1.3,95.0,-0.5178220000000006,-0.505194,42,3
2.0,10.0,11.0,4.0,11.0,6.0,1.0,6.0,12.0,7.0,-1.1,42.0,-0.6051720000000006,-0.505194,42,4
11.0,3.0,17.0,0.0,16.0,4.0,5.0,4.0,3.0,7.0,-1.4000000000000001,120.0,-0.6191180000000001,-0.505194,42,5
10.0,11.0,2.0,10.0,8.0,3.0,2.0,9.0,6.0,7.0,-1.2000000000000002,132.0,-0.5487080000000011,-0.505194,42,6
6.0,8.0,5.0,2.0,1.0,7.0,10.0,11.0,9.0,11.0,-1.2000000000000002,174.0,-0.7989619999999991,-0.505194,42,7
1.0,3.0,9.0,16.0,14.0,1.0,10.0,0.0,8.0,8.0,-1.4000000000000001,73.0,-0.49781600000000137,-0.49781600000000137,42,8
2.0,2.0,5.0,11.0,3.0,10.0,8.0,3.0,15.0,11.0,-1.0,161.0,-0.6116020000000003,-0.49781600000000137,42,9
2.0,11.0,10.0,10.0,10.0,11.0,10.0,2.0,2.0,2.0,-1.4000000000000001,55.0,-0.5010360000000011,-0.49781600000000137,42,10
2.0,2.0,2.0,10.0,10.0,11.0,11.0,10.0,10.0,2.0,-1.4000000000000001,55.0,-0.5358200000000007,-0.49781600000000137,42,11
3.0,8.0,8.0,13.0,8.0,8.0,8.0,3.0,8.0,3.0,-1.4000000000000001,105.0,-0.4535960000000013,-0.4535960000000013,42,12
9.0,6.0,6.0,9.0,8.0,9.0,6.0,6.0,9.0,2.0,-1.4000000000000001,155.0,-0.4750760000000004,-0.4535960000000013,42,13
3.0,9.0,9.0,14.0,14.0,9.0,3.0,3.0,3.0,3.0,-1.4000000000000001,55.0,-0.46294800000000197,-0.4535960000000013,42,14
13.0,0.0,5.0,6.0,7.0,0.0,7.0,14.0,4.0,14.0,-1.4000000000000001,105.0,-0.5998360000000005,-0.4535960000000013,42,15
17.0,7.0,0.0,18.0,10.0,0.0,0.0,11.0,7.0,0.0,-1.4000000000000001,74.0,-0.5851500000000012,-0.4535960000000013,42,16
11.0,13.0,11.0,13.0,1.0,10.0,2.0,1.0,7.0,1.0,-1.4000000000000001,172.0,-0.5158240000000001,-0.4535960000000013,42,17
2.0,2.0,10.0,6.0,6.0,10.0,10.0,10.0,10.0,2.0,-1.1,55.0,-0.6293659999999999,-0.4535960000000013,42,18
12.0,22.0,1.0,19.0,9.0,1.0,1.0,1.0,1.0,1.0,-1.5,172.0,-0.4791740000000007,-0.4535960000000013,42,19
5.0,14.0,14.0,14.0,12.0,1.0,1.0,1.0,3.0,5.0,-1.5,172.0,-0.4744040000000001,-0.4535960000000013,42,20
9.0,9.0,2.0,9.0,4.0,9.0,9.0,0.0,9.0,9.0,-1.0,177.0,-0.52954,-0.4535960000000013,42,21
4.0,10.0,9.0,11.0,10.0,7.0,7.0,2.0,6.0,4.0,-1.4000000000000001,105.0,-0.4774860000000012,-0.4535960000000013,42,22
8.0,11.0,8.0,12.0,9.0,8.0,4.0,3.0,4.0,3.0,-1.4000000000000001,138.0,-0.4257860000000008,-0.4257860000000008,42,23
13.0,13.0,11.0,14.0,11.0,1.0,1.0,1.0,1.0,4.0,-1.1,172.0,-0.545582,-0.4257860000000008,42,24
0.0,19.0,19.0,17.0,11.0,0.0,0.0,0.0,0.0,4.0,-1.2000000000000002,179.0,-0.43634000000000045,-0.4257860000000008,42,25
8.0,6.0,6.0,9.0,9.0,9.0,8.0,4.0,7.0,2.0,-1.4000000000000001,138.0,-0.42193000000000036,-0.42193000000000036,42,26
3.0,17.0,19.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.5,55.0,-0.5395419999999991,-0.42193000000000036,42,27
17.0,0.0,0.0,15.0,17.0,0.0,17.0,0.0,0.0,4.0,-1.0,179.0,-0.544047999999999,-0.42193000000000036,42,28
2.0,12.0,2.0,1.0,10.0,10.0,10.0,2.0,10.0,10.0,-1.0,155.0,-0.5961960000000005,-0.42193000000000036,42,29
8.0,6.0,6.0,10.0,9.0,10.0,8.0,3.0,8.0,2.0,-1.4000000000000001,122.0,-0.4798260000000013,-0.42193000000000036,42,30
0.0,19.0,0.0,18.0,14.0,13.0,0.0,0.0,0.0,5.0,-1.5,180.0,-0.415968,-0.415968,42,31
4.0,4.0,4.0,14.0,12.0,9.0,12.0,4.0,3.0,3.0,-1.5,138.0,-0.41859400000000074,-0.415968,42,32
2.0,2.0,11.0,8.0,12.0,11.0,11.0,2.0,8.0,2.0,-1.5,155.0,-0.41203800000000046,-0.41203800000000046,42,33
3.0,18.0,9.0,15.0,9.0,5.0,3.0,1.0,1.0,5.0,-1.3,155.0,-0.4328020000000017,-0.41203800000000046,42,34
3.0,13.0,8.0,13.0,13.0,8.0,3.0,3.0,3.0,3.0,-1.4000000000000001,155.0,-0.44418000000000096,-0.41203800000000046,42,35
7.0,0.0,17.0,13.0,17.0,0.0,0.0,0.0,0.0,15.0,-1.3,31.0,-0.48562,-0.41203800000000046,42,36
12.0,0.0,10.0,1.0,1.0,10.0,14.0,14.0,0.0,8.0,-1.3,31.0,-0.7115339999999998,-0.41203800000000046,42,37
1.0,3.0,3.0,1.0,12.0,12.0,12.0,12.0,1.0,12.0,-1.1,155.0,-0.5248460000000003,-0.41203800000000046,42,38
5.0,2.0,5.0,12.0,8.0,11.0,11.0,2.0,11.0,2.0,-1.4000000000000001,172.0,-0.48088000000000064,-0.41203800000000046,42,39
5.0,0.0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,4.0,-1.2000000000000002,31.0,-0.5515120000000006,-0.41203800000000046,42,40
3.0,18.0,3.0,18.0,10.0,8.0,3.0,1.0,1.0,3.0,-1.4000000000000001,155.0,-0.41734200000000116,-0.41203800000000046,42,41
1.0,15.0,15.0,15.0,9.0,3.0,3.0,1.0,3.0,5.0,-1.2000000000000002,155.0,-0.45573000000000163,-0.41203800000000046,42,42
3.0,12.0,3.0,7.0,12.0,7.0,12.0,3.0,7.0,3.0,-1.4000000000000001,155.0,-0.4183780000000009,-0.41203800000000046,42,43
3.0,16.0,9.0,16.0,9.0,3.0,3.0,3.0,3.0,3.0,-1.4000000000000001,155.0,-0.4427180000000009,-0.41203800000000046,42,44
6.0,1.0,1.0,14.0,12.0,3.0,12.0,12.0,6.0,3.0,-1.1,172.0,-0.45445200000000013,-0.41203800000000046,42,45
5.0,0.0,0.0,14.0,15.0,15.0,11.0,1.0,0.0,9.0,-1.3,179.0,-0.40158599999999967,-0.40158599999999967,42,46
3.0,12.0,3.0,3.0,8.0,12.0,12.0,13.0,3.0,1.0,-1.1,172.0,-0.5053660000000001,-0.40158599999999967,42,47
5.0,14.0,0.0,14.0,0.0,0.0,0.0,15.0,15.0,7.0,-1.3,180.0,-0.5443260000000014,-0.40158599999999967,42,48
2.0,2.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,10.0,-1.2000000000000002,155.0,-0.36916800000000016,-0.36916800000000016,42,49
4.0,1.0,1.0,10.0,10.0,9.0,9.0,10.0,4.0,10.0,-1.1,172.0,-0.44797,-0.36916800000000016,42,50
2.0,2.0,10.0,8.0,11.0,2.0,11.0,10.0,4.0,10.0,-1.4000000000000001,172.0,-0.40630000000000005,-0.36916800000000016,42,51
2.0,2.0,10.0,10.0,10.0,6.0,10.0,1.0,9.0,10.0,-1.4000000000000001,155.0,-0.4673220000000004,-0.36916800000000016,42,52
1.0,15.0,3.0,11.0,17.0,17.0,3.0,1.0,1.0,1.0,-1.5,172.0,-0.41438600000000064,-0.36916800000000016,42,53
8.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,-1.4000000000000001,155.0,-0.3816499999999995,-0.36916800000000016,42,54
2.0,2.0,6.0,12.0,2.0,10.0,10.0,10.0,2.0,12.0,-1.4000000000000001,155.0,-0.42897199999999913,-0.36916800000000016,42,55
7.0,0.0,0.0,7.0,11.0,11.0,11.0,11.0,0.0,11.0,-1.5,146.0,-0.39812799999999954,-0.36916800000000016,42,56
8.0,2.0,7.0,8.0,9.0,9.0,9.0,9.0,2.0,7.0,-1.5,155.0,-0.38244799999999884,-0.36916800000000016,42,57
9.0,10.0,1.0,6.0,10.0,10.0,2.0,2.0,10.0,10.0,-1.4000000000000001,155.0,-0.5503400000000013,-0.36916800000000016,42,58
3.0,6.0,5.0,8.0,8.0,10.0,10.0,10.0,0.0,10.0,-1.5,155.0,-0.37335599999999985,-0.36916800000000016,42,59
1.0,15.0,3.0,11.0,17.0,17.0,3.0,1.0,1.0,1.0,-1.5,172.0,-0.41438600000000064,-0.36916800000000016,42,60
1.0,2.0,2.0,10.0,10.0,11.0,11.0,11.0,1.0,11.0,-1.4000000000000001,172.0,-0.386458,-0.36916800000000016,42,61
6.0,6.0,8.0,9.0,9.0,6.0,10.0,5.0,2.0,9.0,-1.4000000000000001,172.0,-0.37964599999999954,-0.36916800000000016,42,62
3.0,0.0,0.0,13.0,18.0,18.0,18.0,0.0,0.0,0.0,-1.0,144.0,-0.4359279999999997,-0.36916800000000016,42,63
2.0,8.0,9.0,5.0,9.0,9.0,9.0,9.0,1.0,9.0,-1.4000000000000001,155.0,-0.4023119999999999,-0.36916800000000016,42,64
1.0,6.0,8.0,11.0,8.0,12.0,10.0,2.0,2.0,10.0,-1.4000000000000001,172.0,-0.3564420000000005,-0.3564420000000005,42,65
8.0,2.0,9.0,9.0,9.0,9.0,5.0,9.0,1.0,9.0,-1.1,172.0,-0.412475999999999,-0.3564420000000005,42,66
2.0,2.0,2.0,12.0,13.0,12.0,2.0,12.0,1.0,12.0,-1.4000000000000001,172.0,-0.3767299999999992,-0.3564420000000005,42,67
1.0,6.0,2.0,11.0,11.0,11.0,11.0,4.0,1.0,12.0,-1.3,172.0,-0.37482600000000005,-0.3564420000000005,42,68
0.0,0.0,10.0,9.0,9.0,10.0,10.0,10.0,0.0,11.0,-1.5,179.0,-0.38085599999999925,-0.3564420000000005,42,69
3.0,13.0,3.0,3.0,15.0,13.0,13.0,3.0,1.0,3.0,-1.2000000000000002,155.0,-0.4880040000000011,-0.3564420000000005,42,70
1.0,12.0,2.0,1.0,14.0,12.0,12.0,2.0,2.0,12.0,-1.2000000000000002,155.0,-0.5006379999999991,-0.3564420000000005,42,71
1.0,2.0,12.0,12.0,13.0,2.0,12.0,2.0,2.0,12.0,-1.2000000000000002,105.0,-0.4739640000000012,-0.3564420000000005,42,72
3.0,3.0,12.0,8.0,13.0,1.0,13.0,13.0,1.0,3.0,-1.1,172.0,-0.4204399999999992,-0.3564420000000005,42,73
2.0,2.0,11.0,11.0,11.0,11.0,11.0,2.0,2.0,7.0,-1.2000000000000002,155.0,-0.3676720000000004,-0.3564420000000005,42,74
0.0,11.0,11.0,11.0,9.0,11.0,3.0,11.0,0.0,1.0,-1.3,177.0,-0.40002800000000055,-0.3564420000000005,42,75
3.0,3.0,12.0,7.0,14.0,3.0,12.0,12.0,1.0,3.0,-1.1,172.0,-0.41525599999999924,-0.3564420000000005,42,76
1.0,1.0,15.0,15.0,4.0,13.0,13.0,3.0,1.0,3.0,-1.2000000000000002,172.0,-0.4463039999999995,-0.3564420000000005,42,77
3.0,8.0,8.0,8.0,13.0,8.0,8.0,8.0,3.0,3.0,-1.1,155.0,-0.4374079999999996,-0.3564420000000005,42,78
2.0,1.0,3.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,-1.3,172.0,-0.38955799999999996,-0.3564420000000005,42,79
0.0,11.0,11.0,7.0,0.0,11.0,11.0,11.0,0.0,7.0,-1.5,138.0,-0.4349399999999988,-0.3564420000000005,42,80
1.0,1.0,12.0,9.0,13.0,13.0,12.0,1.0,1.0,7.0,-1.2000000000000002,172.0,-0.3685279999999997,-0.3564420000000005,42,81
2.0,1.0,10.0,10.0,7.0,10.0,10.0,8.0,1.0,10.0,-1.4000000000000001,172.0,-0.39271999999999985,-0.3564420000000005,42,82
1.0,3.0,13.0,1.0,8.0,13.0,13.0,1.0,3.0,13.0,-1.2000000000000002,155.0,-0.46857800000000055,-0.3564420000000005,42,83
3.0,9.0,9.0,9.0,13.0,3.0,9.0,9.0,3.0,3.0,-1.2000000000000002,155.0,-0.40506399999999976,-0.3564420000000005,42,84
2.0,6.0,9.0,9.0,10.0,10.0,10.0,6.0,2.0,6.0,-1.4000000000000001,172.0,-0.3649419999999996,-0.3564420000000005,42,85
0.0,4.0,10.0,10.0,10.0,11.0,11.0,11.0,0.0,0.0,-1.5,147.0,-0.386638,-0.3564420000000005,42,86
7.0,0.0,10.0,8.0,10.0,11.0,11.0,0.0,2.0,11.0,-1.5,179.0,-0.3979459999999996,-0.3564420000000005,42,87
2.0,0.0,7.0,9.0,10.0,10.0,10.0,10.0,1.0,10.0,-1.5,179.0,-0.37726399999999916,-0.3564420000000005,42,88
1.0,3.0,1.0,16.0,16.0,10.0,3.0,3.0,1.0,16.0,-1.4000000000000001,55.0,-0.45109000000000077,-0.3564420000000005,42,89
6.0,3.0,14.0,8.0,15.0,14.0,3.0,3.0,1.0,3.0,-1.4000000000000001,172.0,-0.38466399999999956,-0.3564420000000005,42,90
2.0,4.0,8.0,9.0,9.0,10.0,10.0,8.0,1.0,9.0,-1.5,172.0,-0.3713199999999994,-0.3564420000000005,42,91
3.0,5.0,7.0,11.0,11.0,10.0,10.0,3.0,1.0,9.0,-1.5,177.0,-0.3848999999999998,-0.3564420000000005,42,92
6.0,6.0,7.0,9.0,9.0,9.0,10.0,2.0,2.0,10.0,-1.4000000000000001,155.0,-0.35402600000000056,-0.35402600000000056,42,93
4.0,9.0,5.0,10.0,10.0,10.0,9.0,2.0,2.0,9.0,-1.4000000000000001,172.0,-0.37191400000000063,-0.35402600000000056,42,94
5.0,5.0,6.0,8.0,8.0,9.0,9.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.37353599999999987,-0.35402600000000056,42,95
5.0,2.0,8.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,-1.4000000000000001,172.0,-0.3807839999999993,-0.35402600000000056,42,96
6.0,5.0,9.0,9.0,5.0,9.0,9.0,9.0,0.0,9.0,-1.5,161.0,-0.39520599999999934,-0.35402600000000056,42,97
0.0,10.0,0.0,0.0,7.0,17.0,0.0,18.0,0.0,18.0,-1.0,30.0,-0.5814260000000003,-0.35402600000000056,42,98
1.0,20.0,1.0,4.0,23.0,4.0,4.0,4.0,4.0,4.0,-1.4000000000000001,55.0,-0.5823159999999994,-0.35402600000000056,42,99
2.0,2.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,2.0,-1.1,172.0,-0.47828200000000004,-0.35402600000000056,42,100
2.0,4.0,9.0,11.0,11.0,11.0,11.0,3.0,0.0,8.0,-1.5,177.0,-0.3790239999999998,-0.35402600000000056,42,101
0.0,0.0,4.0,8.0,13.0,13.0,13.0,6.0,3.0,9.0,-1.3,180.0,-0.4338780000000001,-0.35402600000000056,42,102
1.0,10.0,6.0,10.0,10.0,10.0,10.0,2.0,1.0,10.0,-1.4000000000000001,155.0,-0.3670880000000011,-0.35402600000000056,42,103
0.0,0.0,12.0,8.0,10.0,13.0,13.0,0.0,1.0,13.0,-1.5,155.0,-0.3695639999999998,-0.35402600000000056,42,104
4.0,4.0,7.0,12.0,9.0,8.0,12.0,0.0,2.0,12.0,-1.5,177.0,-0.37166400000000027,-0.35402600000000056,42,105
0.0,0.0,12.0,8.0,10.0,13.0,13.0,0.0,1.0,13.0,-1.5,157.0,-0.3695639999999998,-0.35402600000000056,42,106
3.0,3.0,3.0,16.0,8.0,14.0,3.0,3.0,3.0,14.0,-1.4000000000000001,155.0,-0.4344180000000006,-0.35402600000000056,42,107
0.0,11.0,10.0,7.0,9.0,11.0,11.0,7.0,0.0,4.0,-1.0,180.0,-0.44815999999999995,-0.35402600000000056,42,108
0.0,14.0,13.0,9.0,14.0,5.0,14.0,1.0,0.0,0.0,-1.5,155.0,-0.4068460000000008,-0.35402600000000056,42,109
0.0,0.0,2.0,21.0,34.0,7.0,2.0,2.0,0.0,0.0,-1.5,172.0,-0.36964599999999903,-0.35402600000000056,42,110
0.0,11.0,9.0,11.0,8.0,11.0,10.0,1.0,0.0,9.0,-1.5,172.0,-0.38565800000000033,-0.35402600000000056,42,111
0.0,8.0,13.0,8.0,13.0,13.0,0.0,10.0,0.0,5.0,-1.3,180.0,-0.3762579999999997,-0.35402600000000056,42,112
0.0,4.0,8.0,8.0,13.0,13.0,13.0,10.0,0.0,0.0,-1.3,162.0,-0.3876579999999999,-0.35402600000000056,42,113
10.0,1.0,16.0,3.0,13.0,5.0,2.0,8.0,4.0,8.0,-1.3,71.0,-0.5608240000000011,-0.5608240000000011,43,1
15.0,14.0,1.0,8.0,4.0,8.0,8.0,2.0,5.0,4.0,-1.2000000000000002,100.0,-0.6197000000000012,-0.5608240000000011,43,2
6.0,9.0,9.0,10.0,1.0,11.0,10.0,1.0,11.0,0.0,-1.3,148.0,-0.5186040000000005,-0.5186040000000005,43,3
0.0,4.0,5.0,1.0,13.0,12.0,3.0,13.0,5.0,13.0,-1.4000000000000001,35.0,-0.4776960000000013,-0.4776960000000013,43,4
10.0,7.0,3.0,12.0,5.0,2.0,4.0,9.0,9.0,9.0,-1.2000000000000002,122.0,-0.627950000000001,-0.4776960000000013,43,5
4.0,3.0,10.0,8.0,6.0,8.0,10.0,9.0,10.0,2.0,-1.0,165.0,-0.5135459999999991,-0.4776960000000013,43,6
4.0,12.0,2.0,7.0,4.0,8.0,8.0,9.0,0.0,15.0,-1.1,124.0,-0.5220080000000004,-0.4776960000000013,43,7
10.0,7.0,8.0,4.0,11.0,1.0,9.0,4.0,8.0,8.0,-1.4000000000000001,50.0,-0.6589240000000003,-0.4776960000000013,43,8
3.0,12.0,10.0,11.0,6.0,8.0,4.0,7.0,0.0,9.0,-1.3,137.0,-0.41704400000000075,-0.41704400000000075,43,9
3.0,13.0,13.0,13.0,3.0,13.0,3.0,3.0,3.0,3.0,-1.2000000000000002,105.0,-0.5663420000000008,-0.41704400000000075,43,10
2.0,8.0,8.0,9.0,9.0,9.0,5.0,9.0,2.0,9.0,-1.2000000000000002,105.0,-0.5044240000000012,-0.41704400000000075,43,11
7.0,7.0,23.0,7.0,1.0,1.0,1.0,1.0,18.0,4.0,-1.5,155.0,-0.7010259999999997,-0.41704400000000075,43,12
4.0,11.0,0.0,0.0,11.0,10.0,11.0,11.0,0.0,11.0,-1.5,180.0,-0.5362799999999984,-0.41704400000000075,43,13
2.0,6.0,6.0,2.0,9.0,9.0,10.0,10.0,6.0,10.0,-1.4000000000000001,55.0,-0.5047360000000001,-0.41704400000000075,43,14
4.0,11.0,0.0,0.0,11.0,11.0,10.0,11.0,0.0,11.0,-1.5,180.0,-0.5364339999999985,-0.41704400000000075,43,15
2.0,12.0,9.0,12.0,1.0,10.0,2.0,9.0,1.0,12.0,-1.1,155.0,-0.4576679999999998,-0.41704400000000075,43,16
5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,8.0,-1.4000000000000001,105.0,-0.484080000000001,-0.41704400000000075,43,17
1.0,11.0,12.0,12.0,6.0,6.0,1.0,8.0,1.0,12.0,-1.2000000000000002,155.0,-0.4071979999999996,-0.4071979999999996,43,18
9.0,10.0,9.0,10.0,10.0,2.0,2.0,10.0,2.0,3.0,-1.4000000000000001,155.0,-0.3981119999999996,-0.3981119999999996,43,19
6.0,9.0,10.0,10.0,6.0,8.0,6.0,4.0,1.0,10.0,-1.4000000000000001,138.0,-0.40932800000000025,-0.3981119999999996,43,20
8.0,12.0,8.0,9.0,5.0,11.0,0.0,7.0,0.0,10.0,-1.2000000000000002,168.0,-0.42810199999999965,-0.3981119999999996,43,21
3.0,8.0,13.0,13.0,3.0,3.0,3.0,8.0,3.0,13.0,-1.1,155.0,-0.48973600000000067,-0.3981119999999996,43,22
14.0,14.0,0.0,0.0,0.0,14.0,0.0,13.0,14.0,0.0,-1.5,179.0,-0.789536000000001,-0.3981119999999996,43,23
7.0,9.0,9.0,10.0,10.0,6.0,1.0,9.0,2.0,7.0,-1.4000000000000001,155.0,-0.382698,-0.382698,43,24
10.0,2.0,2.0,2.0,12.0,12.0,12.0,6.0,10.0,2.0,-1.4000000000000001,38.0,-0.6238900000000001,-0.382698,43,25
6.0,10.0,9.0,10.0,9.0,6.0,3.0,10.0,1.0,6.0,-1.4000000000000001,155.0,-0.39742800000000045,-0.382698,43,26
14.0,14.0,0.0,0.0,0.0,14.0,0.0,13.0,15.0,0.0,-1.5,177.0,-0.789536000000001,-0.382698,43,27
0.0,10.0,10.0,10.0,10.0,5.0,10.0,5.0,0.0,10.0,-1.5,180.0,-0.39480400000000015,-0.382698,43,28
9.0,10.0,10.0,10.0,10.0,2.0,2.0,9.0,1.0,7.0,-1.3,155.0,-0.4072519999999995,-0.382698,43,29
10.0,2.0,2.0,2.0,12.0,12.0,12.0,6.0,10.0,2.0,-1.4000000000000001,38.0,-0.6238900000000001,-0.382698,43,30
2.0,11.0,11.0,2.0,12.0,5.0,2.0,12.0,2.0,11.0,-1.4000000000000001,55.0,-0.5664020000000002,-0.382698,43,31
6.0,10.0,10.0,12.0,5.0,6.0,2.0,9.0,2.0,8.0,-1.3,172.0,-0.42328199999999966,-0.382698,43,32
0.0,0.0,7.0,13.0,15.0,5.0,15.0,15.0,0.0,0.0,-1.5,180.0,-0.40313599999999966,-0.382698,43,33
0.0,12.0,8.0,11.0,10.0,12.0,12.0,0.0,5.0,0.0,-1.5,155.0,-0.41975000000000123,-0.382698,43,34
6.0,9.0,9.0,9.0,9.0,7.0,1.0,9.0,0.0,9.0,-1.4000000000000001,155.0,-0.3653559999999995,-0.3653559999999995,43,35
6.0,9.0,2.0,10.0,10.0,10.0,1.0,10.0,2.0,10.0,-1.0,105.0,-0.5314259999999997,-0.3653559999999995,43,36
1.0,13.0,4.0,14.0,12.0,4.0,6.0,1.0,1.0,14.0,-1.4000000000000001,172.0,-0.43197600000000086,-0.3653559999999995,43,37
1.0,4.0,4.0,11.0,4.0,4.0,17.0,4.0,4.0,17.0,-1.4000000000000001,55.0,-0.5201919999999999,-0.3653559999999995,43,38
7.0,9.0,11.0,9.0,9.0,2.0,2.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.37377199999999877,-0.3653559999999995,43,39
1.0,8.0,8.0,12.0,11.0,6.0,11.0,6.0,1.0,6.0,-1.5,172.0,-0.38154600000000005,-0.3653559999999995,43,40
1.0,1.0,1.0,12.0,14.0,13.0,13.0,1.0,1.0,13.0,-1.5,155.0,-0.3644099999999999,-0.3644099999999999,43,41
1.0,2.0,1.0,12.0,12.0,2.0,12.0,12.0,14.0,2.0,-1.1,155.0,-0.5492920000000006,-0.3644099999999999,43,42
1.0,2.0,2.0,12.0,12.0,12.0,8.0,10.0,1.0,10.0,-1.3,155.0,-0.3862360000000002,-0.3644099999999999,43,43
1.0,11.0,1.0,10.0,11.0,11.0,11.0,1.0,2.0,11.0,-1.5,166.0,-0.38090200000000063,-0.3644099999999999,43,44
4.0,7.0,9.0,10.0,10.0,7.0,6.0,7.0,1.0,9.0,-1.5,172.0,-0.3746759999999999,-0.3644099999999999,43,45
2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,-1.0,38.0,-0.6211740000000006,-0.3644099999999999,43,46
5.0,2.0,9.0,10.0,10.0,10.0,10.0,2.0,2.0,10.0,-1.1,172.0,-0.42470199999999936,-0.3644099999999999,43,47
1.0,10.0,10.0,1.0,10.0,10.0,12.0,2.0,2.0,10.0,-1.4000000000000001,122.0,-0.5084779999999999,-0.3644099999999999,43,48
4.0,0.0,13.0,6.0,13.0,13.0,0.0,13.0,0.0,7.0,-1.5,156.0,-0.4123459999999989,-0.3644099999999999,43,49
1.0,1.0,4.0,10.0,10.0,11.0,11.0,10.0,1.0,11.0,-1.4000000000000001,172.0,-0.38941200000000004,-0.3644099999999999,43,50
10.0,1.0,10.0,10.0,11.0,11.0,2.0,2.0,2.0,11.0,-1.5,155.0,-0.42801000000000045,-0.3644099999999999,43,51
11.0,0.0,11.0,12.0,11.0,11.0,1.0,12.0,0.0,1.0,-1.5,172.0,-0.44569800000000004,-0.3644099999999999,43,52
2.0,1.0,7.0,11.0,11.0,11.0,7.0,7.0,2.0,11.0,-1.4000000000000001,155.0,-0.386504,-0.3644099999999999,43,53
6.0,2.0,10.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,-1.1,155.0,-0.484182,-0.3644099999999999,43,54
5.0,9.0,9.0,9.0,10.0,3.0,7.0,6.0,1.0,9.0,-1.5,172.0,-0.38425399999999943,-0.3644099999999999,43,55
1.0,1.0,9.0,9.0,9.0,9.0,10.0,10.0,2.0,10.0,-1.4000000000000001,105.0,-0.47575200000000123,-0.3644099999999999,43,56
3.0,7.0,12.0,12.0,12.0,3.0,3.0,14.0,3.0,1.0,-1.1,155.0,-0.4430039999999994,-0.3644099999999999,43,57
1.0,1.0,9.0,9.0,9.0,10.0,10.0,10.0,1.0,10.0,-1.5,155.0,-0.3776679999999992,-0.3644099999999999,43,58
6.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,4.0,-1.4000000000000001,155.0,-0.37199999999999955,-0.3644099999999999,43,59
5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,1.0,9.0,-1.5,155.0,-0.3773819999999996,-0.3644099999999999,43,60
1.0,1.0,10.0,11.0,11.0,11.0,1.0,11.0,2.0,11.0,-1.5,155.0,-0.39251599999999925,-0.3644099999999999,43,61
7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,0.0,8.0,-1.5,155.0,-0.3814099999999995,-0.3644099999999999,43,62
4.0,2.0,9.0,11.0,11.0,11.0,9.0,2.0,2.0,9.0,-1.4000000000000001,122.0,-0.4293720000000011,-0.3644099999999999,43,63
5.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,5.0,-1.4000000000000001,155.0,-0.37200399999999956,-0.3644099999999999,43,64
1.0,5.0,4.0,11.0,12.0,12.0,9.0,4.0,0.0,12.0,-1.5,177.0,-0.3792699999999997,-0.3644099999999999,43,65
6.0,6.0,9.0,9.0,10.0,10.0,2.0,10.0,2.0,6.0,-1.4000000000000001,155.0,-0.37654199999999916,-0.3644099999999999,43,66
1.0,1.0,10.0,11.0,11.0,11.0,1.0,11.0,2.0,11.0,-1.5,155.0,-0.39251599999999925,-0.3644099999999999,43,67
8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,-1.0,155.0,-0.4490579999999994,-0.3644099999999999,43,68
9.0,8.0,9.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,-1.0,155.0,-0.5547519999999999,-0.3644099999999999,43,69
2.0,7.0,7.0,10.0,10.0,2.0,7.0,7.0,11.0,7.0,-1.4000000000000001,55.0,-0.5848140000000004,-0.3644099999999999,43,70
7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,1.0,-1.1,172.0,-0.4411199999999998,-0.3644099999999999,43,71
2.0,7.0,7.0,10.0,10.0,2.0,7.0,7.0,11.0,7.0,-1.4000000000000001,55.0,-0.5848140000000004,-0.3644099999999999,43,72
6.0,3.0,3.0,6.0,9.0,8.0,10.0,10.0,5.0,10.0,-1.5,154.0,-0.45504200000000045,-0.3644099999999999,43,73
