iteration,mean,std,min,max
46,-0.36833119999999997,0.017461626631623192,-0.40158599999999967,-0.3408880000000004
47,-0.36833119999999997,0.017461626631623192,-0.40158599999999967,-0.3408880000000004
48,-0.36651339999999993,0.015688274745455043,-0.40158599999999967,-0.3408880000000004
49,-0.36327160000000003,0.009927317184863454,-0.3731480000000004,-0.3408880000000004
50,-0.36327160000000003,0.009927317184863454,-0.3731480000000004,-0.3408880000000004
51,-0.3623792,0.009323594023288792,-0.3728859999999991,-0.3408880000000004
52,-0.3600774,0.01190652598087821,-0.3728859999999991,-0.3388960000000003
53,-0.35949120000000007,0.011336504270129473,-0.36916800000000016,-0.3388960000000003
54,-0.3578988,0.011515666129234504,-0.36916800000000016,-0.3388960000000003
55,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
56,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
57,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
58,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
59,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
60,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
61,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
62,-0.35721060000000004,0.012899936986926116,-0.36916800000000016,-0.3320140000000004
63,-0.3566222,0.012520557795526074,-0.36916800000000016,-0.3320140000000004
64,-0.3562211999999999,0.012307368712369818,-0.36916800000000016,-0.3320140000000004
65,-0.35494859999999995,0.011447833062296946,-0.36558000000000035,-0.3320140000000004
66,-0.35472819999999994,0.011269239487304282,-0.36558000000000035,-0.3320140000000004
67,-0.35472819999999994,0.011269239487304282,-0.36558000000000035,-0.3320140000000004
68,-0.35472819999999994,0.011269239487304282,-0.36558000000000035,-0.3320140000000004
69,-0.35452139999999993,0.011392591590834437,-0.36558000000000035,-0.3320140000000004
70,-0.3541653999999999,0.011217123103144891,-0.3644099999999999,-0.3320140000000004
71,-0.35406259999999995,0.011445081623901664,-0.3644099999999999,-0.3309860000000008
72,-0.3534999999999999,0.011071981534987509,-0.3644099999999999,-0.3309860000000008
73,-0.35304839999999993,0.010805104793568374,-0.3644099999999999,-0.3309860000000008
74,-0.35304839999999993,0.010805104793568374,-0.3644099999999999,-0.3309860000000008
75,-0.35304839999999993,0.010805104793568374,-0.3644099999999999,-0.3309860000000008
76,-0.3527949999999999,0.010735953230979155,-0.3644099999999999,-0.3309860000000008
77,-0.3527949999999999,0.010735953230979155,-0.3644099999999999,-0.3309860000000008
78,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
79,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
80,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
81,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
82,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
83,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
84,-0.3521813999999999,0.0109509650533637,-0.3639079999999996,-0.32846000000000086
85,-0.3503996,0.011395966803118055,-0.3639079999999996,-0.32846000000000086
86,-0.34827100000000016,0.01096404873514609,-0.3639079999999996,-0.32846000000000086
87,-0.34635180000000027,0.012082533268225403,-0.36079999999999984,-0.3262860000000006
88,-0.34635180000000027,0.012082533268225403,-0.36079999999999984,-0.3262860000000006
89,-0.34635180000000027,0.012082533268225403,-0.36079999999999984,-0.3262860000000006
90,-0.34635180000000027,0.012082533268225403,-0.36079999999999984,-0.3262860000000006
91,-0.34635180000000027,0.012082533268225403,-0.36079999999999984,-0.3262860000000006
92,-0.34635180000000027,0.012082533268225403,-0.36079999999999984,-0.3262860000000006
93,-0.3461102000000003,0.01188082486661204,-0.36079999999999984,-0.3262860000000006
94,-0.3457884000000002,0.01244232317714188,-0.36079999999999984,-0.3252420000000004
95,-0.3457884000000002,0.01244232317714188,-0.36079999999999984,-0.3252420000000004
96,-0.3457884000000002,0.01244232317714188,-0.36079999999999984,-0.3252420000000004
97,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
98,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
99,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
100,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
101,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
102,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
103,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
104,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
105,-0.34332760000000034,0.012993135137876042,-0.36079999999999984,-0.3252420000000004
106,-0.3426580000000002,0.012289274637304849,-0.36079999999999984,-0.3252420000000004
107,-0.3426580000000002,0.012289274637304849,-0.36079999999999984,-0.3252420000000004
108,-0.3426580000000002,0.012289274637304849,-0.36079999999999984,-0.3252420000000004
109,-0.3426580000000002,0.012289274637304849,-0.36079999999999984,-0.3252420000000004
110,-0.3426320000000001,0.012293709683320619,-0.36079999999999984,-0.3252420000000004
111,-0.3426320000000001,0.012293709683320619,-0.36079999999999984,-0.3252420000000004
112,-0.3426320000000001,0.012293709683320619,-0.36079999999999984,-0.3252420000000004
113,-0.3426320000000001,0.012293709683320619,-0.36079999999999984,-0.3252420000000004
