Mar. 8, 2025   17:35:53
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp169_r20_3/2025-03-03-exp911\exp911deposition-2025-03-08t17_32_33-deposition\exp911deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 9.382e-4
2.000e-1, 9.207e-4
3.000e-1, 9.047e-4
4.000e-1, 8.898e-4
5.000e-1, 8.755e-4
6.000e-1, 8.618e-4
7.000e-1, 8.495e-4
8.000e-1, 8.380e-4
9.000e-1, 8.273e-4
1.000e+0, 8.174e-4
1.100e+0, 8.080e-4
1.200e+0, 7.994e-4
1.300e+0, 7.915e-4
1.400e+0, 7.841e-4
1.500e+0, 7.775e-4
1.600e+0, 7.716e-4
1.700e+0, 7.659e-4
1.800e+0, 7.610e-4
1.900e+0, 7.564e-4
2.000e+0, 7.522e-4
2.100e+0, 7.482e-4
2.200e+0, 7.448e-4
2.300e+0, 7.416e-4
2.400e+0, 7.388e-4
2.500e+0, 7.364e-4
2.600e+0, 7.342e-4
2.700e+0, 7.323e-4
2.800e+0, 7.307e-4
2.900e+0, 7.293e-4
3.000e+0, 7.281e-4
3.100e+0, 7.271e-4
3.200e+0, 7.262e-4
3.300e+0, 7.254e-4
3.400e+0, 7.251e-4
3.500e+0, 7.248e-4
3.600e+0, 7.248e-4
3.700e+0, 7.249e-4
3.800e+0, 7.252e-4
3.900e+0, 7.255e-4
4.000e+0, 7.262e-4
4.100e+0, 7.267e-4
4.200e+0, 7.276e-4
4.300e+0, 7.283e-4
4.400e+0, 7.287e-4
4.500e+0, 7.295e-4
4.600e+0, 7.310e-4
4.700e+0, 7.321e-4
4.800e+0, 7.327e-4
4.900e+0, 7.334e-4
5.000e+0, 7.339e-4
5.100e+0, 7.345e-4
5.200e+0, 7.350e-4
5.300e+0, 7.354e-4
5.400e+0, 7.361e-4
5.500e+0, 7.370e-4
5.600e+0, 7.377e-4
5.700e+0, 7.382e-4
5.800e+0, 7.389e-4
5.900e+0, 7.394e-4
6.000e+0, 7.400e-4
6.100e+0, 7.405e-4
6.200e+0, 7.409e-4
