May 1, 2025   12:54:39
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp1108_r5/2025-04-30-exp1207\exp1207deposition-2025-05-01t12_51_23-deposition\exp1207deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.915e-3
2.000e-1, 3.930e-3
3.000e-1, 3.948e-3
4.000e-1, 3.959e-3
5.000e-1, 3.974e-3
6.000e-1, 3.998e-3
7.000e-1, 4.011e-3
8.000e-1, 4.035e-3
9.000e-1, 4.049e-3
1.000e+0, 4.060e-3
1.100e+0, 4.082e-3
1.200e+0, 4.093e-3
1.300e+0, 4.092e-3
1.400e+0, 4.100e-3
1.500e+0, 4.105e-3
1.600e+0, 4.109e-3
1.700e+0, 4.113e-3
1.800e+0, 4.115e-3
1.900e+0, 4.118e-3
2.000e+0, 4.113e-3
2.100e+0, 4.118e-3
2.200e+0, 4.107e-3
2.300e+0, 4.090e-3
2.400e+0, 4.068e-3
2.500e+0, 4.058e-3
2.600e+0, 4.043e-3
2.700e+0, 4.033e-3
2.800e+0, 4.055e-3
2.900e+0, 4.065e-3
3.000e+0, 4.056e-3
3.100e+0, 4.067e-3
3.200e+0, 4.063e-3
3.300e+0, 4.067e-3
3.400e+0, 4.090e-3
3.500e+0, 4.198e-3
3.600e+0, 4.226e-3
3.700e+0, 4.225e-3
3.800e+0, 4.205e-3
3.900e+0, 4.193e-3
4.000e+0, 4.179e-3
4.100e+0, 4.174e-3
4.200e+0, 4.159e-3
4.300e+0, 4.149e-3
4.400e+0, 4.129e-3
4.500e+0, 4.124e-3
4.600e+0, 4.127e-3
4.700e+0, 4.148e-3
4.800e+0, 4.163e-3
4.900e+0, 4.151e-3
5.000e+0, 4.124e-3
5.100e+0, 4.101e-3
5.200e+0, 4.084e-3
5.300e+0, 4.082e-3
5.400e+0, 4.076e-3
5.500e+0, 4.062e-3
5.600e+0, 4.060e-3
5.700e+0, 4.053e-3
5.800e+0, 4.057e-3
5.900e+0, 4.067e-3
6.000e+0, 4.074e-3
6.100e+0, 4.078e-3
6.200e+0, 4.085e-3
6.300e+0, 4.089e-3
6.400e+0, 4.108e-3
6.500e+0, 4.123e-3
6.600e+0, 4.134e-3
6.700e+0, 4.161e-3
6.800e+0, 4.177e-3
6.900e+0, 4.164e-3
7.000e+0, 4.173e-3
7.100e+0, 4.169e-3
7.200e+0, 4.157e-3
7.300e+0, 4.140e-3
7.400e+0, 4.124e-3
7.500e+0, 4.141e-3
7.600e+0, 4.145e-3
7.700e+0, 4.141e-3
7.800e+0, 4.139e-3
7.900e+0, 4.137e-3
8.000e+0, 4.154e-3
8.100e+0, 4.163e-3
8.200e+0, 4.202e-3
8.300e+0, 4.240e-3
8.400e+0, 4.257e-3
8.500e+0, 4.299e-3
8.600e+0, 4.321e-3
8.700e+0, 4.317e-3
8.800e+0, 4.316e-3
8.900e+0, 4.303e-3
9.000e+0, 4.299e-3
9.100e+0, 4.298e-3
9.200e+0, 4.288e-3
9.300e+0, 4.261e-3
9.400e+0, 4.253e-3
9.500e+0, 4.265e-3
9.600e+0, 4.275e-3
9.700e+0, 4.282e-3
9.800e+0, 4.333e-3
9.900e+0, 4.358e-3
1.000e+1, 4.358e-3
1.010e+1, 4.352e-3
1.020e+1, 4.351e-3
1.030e+1, 4.335e-3
1.040e+1, 4.333e-3
1.050e+1, 4.314e-3
1.060e+1, 4.299e-3
1.070e+1, 4.261e-3
1.080e+1, 4.252e-3
1.090e+1, 4.257e-3
1.100e+1, 4.251e-3
1.110e+1, 4.245e-3
1.120e+1, 4.248e-3
1.130e+1, 4.249e-3
1.140e+1, 4.283e-3
1.150e+1, 4.307e-3
1.160e+1, 4.307e-3
1.170e+1, 4.300e-3
1.180e+1, 4.342e-3
1.190e+1, 4.358e-3
1.200e+1, 4.354e-3
1.210e+1, 4.350e-3
1.220e+1, 4.330e-3
1.230e+1, 4.301e-3
1.240e+1, 4.320e-3
1.250e+1, 4.341e-3
1.260e+1, 4.338e-3
1.270e+1, 4.344e-3
1.280e+1, 4.351e-3
1.290e+1, 4.329e-3
1.300e+1, 4.354e-3
1.310e+1, 4.412e-3
1.320e+1, 4.418e-3
1.330e+1, 4.398e-3
1.340e+1, 4.372e-3
1.350e+1, 4.335e-3
1.360e+1, 4.308e-3
1.370e+1, 4.291e-3
1.380e+1, 4.277e-3
1.390e+1, 4.256e-3
1.400e+1, 4.251e-3
1.410e+1, 4.269e-3
1.420e+1, 4.340e-3
1.430e+1, 4.471e-3
1.440e+1, 4.523e-3
1.450e+1, 4.548e-3
1.460e+1, 4.566e-3
1.470e+1, 4.564e-3
1.480e+1, 4.542e-3
1.490e+1, 4.512e-3
1.500e+1, 4.479e-3
1.510e+1, 4.442e-3
1.520e+1, 4.407e-3
1.530e+1, 4.375e-3
1.540e+1, 4.339e-3
1.550e+1, 4.307e-3
1.560e+1, 4.272e-3
1.570e+1, 4.260e-3
1.580e+1, 4.250e-3
1.590e+1, 4.244e-3
1.600e+1, 4.226e-3
1.610e+1, 4.223e-3
1.620e+1, 4.214e-3
1.630e+1, 4.229e-3
1.640e+1, 4.229e-3
1.650e+1, 4.210e-3
1.660e+1, 4.213e-3
1.670e+1, 4.213e-3
1.680e+1, 4.192e-3
1.690e+1, 4.188e-3
