Aug. 18, 2024   00:42:40
Amperometric i-t Curve
File: c:/users/guazh/data/20240813_batch_94_500/2024-08-15-exp118\exp118deposition-2024-08-18t00_38_24-deposition\exp118deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 16.4

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.670e-3
2.000e-1, 2.679e-3
3.000e-1, 2.705e-3
4.000e-1, 2.726e-3
5.000e-1, 2.751e-3
6.000e-1, 2.751e-3
7.000e-1, 2.710e-3
8.000e-1, 2.697e-3
9.000e-1, 2.702e-3
1.000e+0, 2.706e-3
1.100e+0, 2.711e-3
1.200e+0, 2.708e-3
1.300e+0, 2.699e-3
1.400e+0, 2.684e-3
1.500e+0, 2.672e-3
1.600e+0, 2.663e-3
1.700e+0, 2.647e-3
1.800e+0, 2.642e-3
1.900e+0, 2.635e-3
2.000e+0, 2.670e-3
2.100e+0, 2.689e-3
2.200e+0, 2.688e-3
2.300e+0, 2.727e-3
2.400e+0, 2.753e-3
2.500e+0, 2.738e-3
2.600e+0, 2.712e-3
2.700e+0, 2.698e-3
2.800e+0, 2.670e-3
2.900e+0, 2.642e-3
3.000e+0, 2.620e-3
3.100e+0, 2.625e-3
3.200e+0, 2.664e-3
3.300e+0, 2.693e-3
3.400e+0, 2.703e-3
3.500e+0, 2.690e-3
3.600e+0, 2.662e-3
3.700e+0, 2.655e-3
3.800e+0, 2.646e-3
3.900e+0, 2.653e-3
4.000e+0, 2.685e-3
4.100e+0, 2.704e-3
4.200e+0, 2.700e-3
4.300e+0, 2.684e-3
4.400e+0, 2.672e-3
4.500e+0, 2.676e-3
4.600e+0, 2.695e-3
4.700e+0, 2.718e-3
4.800e+0, 2.733e-3
4.900e+0, 2.710e-3
5.000e+0, 2.707e-3
5.100e+0, 2.706e-3
5.200e+0, 2.711e-3
5.300e+0, 2.702e-3
5.400e+0, 2.710e-3
5.500e+0, 2.713e-3
5.600e+0, 2.687e-3
5.700e+0, 2.669e-3
5.800e+0, 2.673e-3
5.900e+0, 2.675e-3
6.000e+0, 2.650e-3
6.100e+0, 2.655e-3
6.200e+0, 2.674e-3
6.300e+0, 2.693e-3
6.400e+0, 2.714e-3
6.500e+0, 2.716e-3
6.600e+0, 2.730e-3
6.700e+0, 2.740e-3
6.800e+0, 2.733e-3
6.900e+0, 2.731e-3
7.000e+0, 2.733e-3
7.100e+0, 2.733e-3
7.200e+0, 2.732e-3
7.300e+0, 2.729e-3
7.400e+0, 2.733e-3
7.500e+0, 2.743e-3
7.600e+0, 2.754e-3
7.700e+0, 2.751e-3
7.800e+0, 2.743e-3
7.900e+0, 2.737e-3
8.000e+0, 2.745e-3
8.100e+0, 2.745e-3
8.200e+0, 2.744e-3
8.300e+0, 2.739e-3
8.400e+0, 2.749e-3
8.500e+0, 2.752e-3
8.600e+0, 2.757e-3
8.700e+0, 2.764e-3
8.800e+0, 2.772e-3
8.900e+0, 2.761e-3
9.000e+0, 2.751e-3
9.100e+0, 2.751e-3
9.200e+0, 2.746e-3
9.300e+0, 2.757e-3
9.400e+0, 2.784e-3
9.500e+0, 2.846e-3
9.600e+0, 2.828e-3
9.700e+0, 2.808e-3
9.800e+0, 2.802e-3
9.900e+0, 2.805e-3
1.000e+1, 2.802e-3
1.010e+1, 2.784e-3
1.020e+1, 2.792e-3
1.030e+1, 2.811e-3
1.040e+1, 2.810e-3
1.050e+1, 2.805e-3
1.060e+1, 2.801e-3
1.070e+1, 2.801e-3
1.080e+1, 2.814e-3
1.090e+1, 2.818e-3
1.100e+1, 2.808e-3
1.110e+1, 2.806e-3
1.120e+1, 2.812e-3
1.130e+1, 2.813e-3
1.140e+1, 2.818e-3
1.150e+1, 2.827e-3
1.160e+1, 2.827e-3
1.170e+1, 2.813e-3
1.180e+1, 2.799e-3
1.190e+1, 2.784e-3
1.200e+1, 2.779e-3
1.210e+1, 2.773e-3
1.220e+1, 2.764e-3
1.230e+1, 2.781e-3
1.240e+1, 2.803e-3
1.250e+1, 2.820e-3
1.260e+1, 2.840e-3
1.270e+1, 2.842e-3
1.280e+1, 2.848e-3
1.290e+1, 2.835e-3
1.300e+1, 2.810e-3
1.310e+1, 2.811e-3
1.320e+1, 2.806e-3
1.330e+1, 2.820e-3
1.340e+1, 2.839e-3
1.350e+1, 2.871e-3
1.360e+1, 2.903e-3
1.370e+1, 2.902e-3
1.380e+1, 2.897e-3
1.390e+1, 2.881e-3
1.400e+1, 2.850e-3
1.410e+1, 2.821e-3
1.420e+1, 2.789e-3
1.430e+1, 2.776e-3
1.440e+1, 2.778e-3
1.450e+1, 2.775e-3
1.460e+1, 2.772e-3
1.470e+1, 2.784e-3
1.480e+1, 2.792e-3
1.490e+1, 2.804e-3
1.500e+1, 2.812e-3
1.510e+1, 2.824e-3
1.520e+1, 2.827e-3
1.530e+1, 2.829e-3
1.540e+1, 2.837e-3
1.550e+1, 2.840e-3
1.560e+1, 2.845e-3
1.570e+1, 2.852e-3
1.580e+1, 2.856e-3
1.590e+1, 2.860e-3
1.600e+1, 2.866e-3
1.610e+1, 2.869e-3
1.620e+1, 2.880e-3
1.630e+1, 2.893e-3
1.640e+1, 2.906e-3
1.650e+1, 2.914e-3
1.660e+1, 2.919e-3
1.670e+1, 2.917e-3
1.680e+1, 2.910e-3
1.690e+1, 2.901e-3
1.700e+1, 2.894e-3
1.710e+1, 2.896e-3
1.720e+1, 2.895e-3
1.730e+1, 2.892e-3
1.740e+1, 2.891e-3
1.750e+1, 2.894e-3
1.760e+1, 2.902e-3
1.770e+1, 2.912e-3
1.780e+1, 2.915e-3
1.790e+1, 2.911e-3
1.800e+1, 2.913e-3
1.810e+1, 2.919e-3
1.820e+1, 2.917e-3
1.830e+1, 2.917e-3
1.840e+1, 2.914e-3
1.850e+1, 2.910e-3
1.860e+1, 2.914e-3
1.870e+1, 2.910e-3
1.880e+1, 2.908e-3
1.890e+1, 2.908e-3
1.900e+1, 2.904e-3
1.910e+1, 2.897e-3
1.920e+1, 2.899e-3
1.930e+1, 2.899e-3
1.940e+1, 2.900e-3
1.950e+1, 2.913e-3
1.960e+1, 2.924e-3
1.970e+1, 2.931e-3
1.980e+1, 2.931e-3
1.990e+1, 2.913e-3
2.000e+1, 2.902e-3
2.010e+1, 2.908e-3
2.020e+1, 2.928e-3
2.030e+1, 2.937e-3
2.040e+1, 2.918e-3
2.050e+1, 2.888e-3
2.060e+1, 2.881e-3
2.070e+1, 2.876e-3
2.080e+1, 2.895e-3
2.090e+1, 2.921e-3
2.100e+1, 2.937e-3
2.110e+1, 2.934e-3
2.120e+1, 2.920e-3
2.130e+1, 2.923e-3
2.140e+1, 2.946e-3
2.150e+1, 2.938e-3
2.160e+1, 2.927e-3
2.170e+1, 2.923e-3
2.180e+1, 2.921e-3
2.190e+1, 2.911e-3
2.200e+1, 2.903e-3
2.210e+1, 2.903e-3
2.220e+1, 2.903e-3
2.230e+1, 2.909e-3
2.240e+1, 2.921e-3
2.250e+1, 2.934e-3
2.260e+1, 2.941e-3
2.270e+1, 2.947e-3
2.280e+1, 2.953e-3
2.290e+1, 2.960e-3
2.300e+1, 2.961e-3
2.310e+1, 2.958e-3
2.320e+1, 2.957e-3
2.330e+1, 2.959e-3
2.340e+1, 2.968e-3
2.350e+1, 2.975e-3
2.360e+1, 2.976e-3
2.370e+1, 2.976e-3
