May 2, 2025   04:57:00
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp1108_r5/2025-04-30-exp1214\exp1214deposition-2025-05-02t04_53_41-deposition\exp1214deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 7.346e-3
2.000e-1, 7.359e-3
3.000e-1, 7.368e-3
4.000e-1, 7.365e-3
5.000e-1, 7.362e-3
6.000e-1, 7.361e-3
7.000e-1, 7.361e-3
8.000e-1, 7.360e-3
9.000e-1, 7.361e-3
1.000e+0, 7.372e-3
1.100e+0, 7.394e-3
1.200e+0, 7.408e-3
1.300e+0, 7.429e-3
1.400e+0, 7.446e-3
1.500e+0, 7.458e-3
1.600e+0, 7.488e-3
1.700e+0, 7.573e-3
1.800e+0, 7.578e-3
1.900e+0, 7.564e-3
2.000e+0, 7.559e-3
2.100e+0, 7.554e-3
2.200e+0, 7.561e-3
2.300e+0, 7.558e-3
2.400e+0, 7.547e-3
2.500e+0, 7.534e-3
2.600e+0, 7.520e-3
2.700e+0, 7.497e-3
2.800e+0, 7.489e-3
2.900e+0, 7.490e-3
3.000e+0, 7.496e-3
3.100e+0, 7.504e-3
3.200e+0, 7.539e-3
3.300e+0, 7.543e-3
3.400e+0, 7.531e-3
3.500e+0, 7.515e-3
3.600e+0, 7.491e-3
3.700e+0, 7.454e-3
3.800e+0, 7.452e-3
3.900e+0, 7.444e-3
4.000e+0, 7.427e-3
4.100e+0, 7.414e-3
4.200e+0, 7.407e-3
4.300e+0, 7.414e-3
4.400e+0, 7.395e-3
4.500e+0, 7.379e-3
4.600e+0, 7.377e-3
4.700e+0, 7.369e-3
4.800e+0, 7.343e-3
4.900e+0, 7.313e-3
5.000e+0, 7.284e-3
5.100e+0, 7.271e-3
5.200e+0, 7.258e-3
5.300e+0, 7.238e-3
5.400e+0, 7.232e-3
