Dec. 12, 2024   13:24:10
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp59_r20/2024-12-09-exp638\exp638deposition-2024-12-12t13_20_12-deposition\exp638deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 66
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.7

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.874e-3
2.000e-1, 3.861e-3
3.000e-1, 3.840e-3
4.000e-1, 3.829e-3
5.000e-1, 3.816e-3
6.000e-1, 3.831e-3
7.000e-1, 3.839e-3
8.000e-1, 3.847e-3
9.000e-1, 3.849e-3
1.000e+0, 3.847e-3
1.100e+0, 3.850e-3
1.200e+0, 3.854e-3
1.300e+0, 3.845e-3
1.400e+0, 3.792e-3
1.500e+0, 3.749e-3
1.600e+0, 3.726e-3
1.700e+0, 3.680e-3
1.800e+0, 3.642e-3
1.900e+0, 3.613e-3
2.000e+0, 3.598e-3
2.100e+0, 3.588e-3
2.200e+0, 3.565e-3
2.300e+0, 3.554e-3
2.400e+0, 3.544e-3
2.500e+0, 3.533e-3
2.600e+0, 3.513e-3
2.700e+0, 3.526e-3
2.800e+0, 3.547e-3
2.900e+0, 3.569e-3
3.000e+0, 3.572e-3
3.100e+0, 3.608e-3
3.200e+0, 3.636e-3
3.300e+0, 3.622e-3
3.400e+0, 3.611e-3
3.500e+0, 3.602e-3
3.600e+0, 3.588e-3
3.700e+0, 3.569e-3
3.800e+0, 3.556e-3
3.900e+0, 3.540e-3
4.000e+0, 3.514e-3
4.100e+0, 3.512e-3
4.200e+0, 3.512e-3
4.300e+0, 3.537e-3
4.400e+0, 3.571e-3
4.500e+0, 3.612e-3
4.600e+0, 3.652e-3
4.700e+0, 3.695e-3
4.800e+0, 3.724e-3
4.900e+0, 3.734e-3
5.000e+0, 3.746e-3
5.100e+0, 3.757e-3
5.200e+0, 3.762e-3
5.300e+0, 3.759e-3
5.400e+0, 3.761e-3
5.500e+0, 3.778e-3
5.600e+0, 3.794e-3
5.700e+0, 3.819e-3
5.800e+0, 3.850e-3
5.900e+0, 3.878e-3
6.000e+0, 3.901e-3
6.100e+0, 3.908e-3
6.200e+0, 3.904e-3
6.300e+0, 3.904e-3
6.400e+0, 3.901e-3
6.500e+0, 3.900e-3
6.600e+0, 3.895e-3
6.700e+0, 3.888e-3
6.800e+0, 3.883e-3
6.900e+0, 3.873e-3
7.000e+0, 3.851e-3
7.100e+0, 3.830e-3
7.200e+0, 3.805e-3
7.300e+0, 3.794e-3
7.400e+0, 3.814e-3
7.500e+0, 3.840e-3
7.600e+0, 3.834e-3
7.700e+0, 3.807e-3
7.800e+0, 3.779e-3
7.900e+0, 3.778e-3
