Sept. 15, 2024   21:02:55
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp364\exp364deposition-2024-09-15t20_58_04-deposition\exp364deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 120
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 17.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 8.853e-4
2.000e-1, 8.918e-4
3.000e-1, 8.957e-4
4.000e-1, 8.962e-4
5.000e-1, 8.969e-4
6.000e-1, 8.991e-4
7.000e-1, 8.956e-4
8.000e-1, 8.919e-4
9.000e-1, 8.856e-4
1.000e+0, 8.773e-4
1.100e+0, 8.681e-4
1.200e+0, 8.593e-4
1.300e+0, 8.525e-4
1.400e+0, 8.416e-4
1.500e+0, 8.313e-4
1.600e+0, 8.237e-4
1.700e+0, 8.192e-4
1.800e+0, 8.175e-4
1.900e+0, 8.166e-4
2.000e+0, 8.136e-4
2.100e+0, 8.124e-4
2.200e+0, 8.142e-4
2.300e+0, 8.139e-4
2.400e+0, 8.108e-4
2.500e+0, 8.084e-4
2.600e+0, 8.059e-4
2.700e+0, 8.055e-4
2.800e+0, 8.051e-4
2.900e+0, 8.033e-4
3.000e+0, 8.013e-4
3.100e+0, 7.998e-4
3.200e+0, 7.982e-4
3.300e+0, 7.965e-4
3.400e+0, 7.943e-4
3.500e+0, 7.918e-4
3.600e+0, 7.900e-4
3.700e+0, 7.875e-4
3.800e+0, 7.837e-4
3.900e+0, 7.795e-4
4.000e+0, 7.777e-4
4.100e+0, 7.758e-4
4.200e+0, 7.738e-4
4.300e+0, 7.714e-4
4.400e+0, 7.666e-4
4.500e+0, 7.634e-4
4.600e+0, 7.614e-4
4.700e+0, 7.581e-4
4.800e+0, 7.546e-4
4.900e+0, 7.521e-4
5.000e+0, 7.512e-4
5.100e+0, 7.513e-4
5.200e+0, 7.529e-4
5.300e+0, 7.529e-4
5.400e+0, 7.543e-4
5.500e+0, 7.570e-4
5.600e+0, 7.603e-4
5.700e+0, 7.648e-4
5.800e+0, 7.685e-4
5.900e+0, 7.700e-4
6.000e+0, 7.693e-4
6.100e+0, 7.697e-4
6.200e+0, 7.702e-4
6.300e+0, 7.714e-4
6.400e+0, 7.735e-4
6.500e+0, 7.744e-4
6.600e+0, 7.745e-4
6.700e+0, 7.737e-4
6.800e+0, 7.718e-4
6.900e+0, 7.697e-4
7.000e+0, 7.676e-4
7.100e+0, 7.657e-4
7.200e+0, 7.640e-4
7.300e+0, 7.641e-4
7.400e+0, 7.630e-4
7.500e+0, 7.613e-4
7.600e+0, 7.593e-4
7.700e+0, 7.570e-4
7.800e+0, 7.556e-4
7.900e+0, 7.558e-4
8.000e+0, 7.546e-4
8.100e+0, 7.530e-4
8.200e+0, 7.522e-4
8.300e+0, 7.509e-4
8.400e+0, 7.487e-4
8.500e+0, 7.468e-4
8.600e+0, 7.438e-4
8.700e+0, 7.413e-4
8.800e+0, 7.402e-4
8.900e+0, 7.380e-4
9.000e+0, 7.362e-4
9.100e+0, 7.351e-4
9.200e+0, 7.334e-4
9.300e+0, 7.322e-4
9.400e+0, 7.317e-4
9.500e+0, 7.302e-4
9.600e+0, 7.281e-4
9.700e+0, 7.263e-4
9.800e+0, 7.245e-4
9.900e+0, 7.227e-4
1.000e+1, 7.218e-4
1.010e+1, 7.203e-4
1.020e+1, 7.195e-4
