Sept. 1, 2024   03:10:01
Amperometric i-t Curve
File: c:/users/guazh/data/20240829_batch_215_500/2024-08-29-exp235\exp235deposition-2024-09-01t03_05_39-deposition\exp235deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.6

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.625e-3
2.000e-1, 4.623e-3
3.000e-1, 4.645e-3
4.000e-1, 4.618e-3
5.000e-1, 4.718e-3
6.000e-1, 4.823e-3
7.000e-1, 4.794e-3
8.000e-1, 4.785e-3
9.000e-1, 4.865e-3
1.000e+0, 4.810e-3
1.100e+0, 4.728e-3
1.200e+0, 4.654e-3
1.300e+0, 4.612e-3
1.400e+0, 4.614e-3
1.500e+0, 4.610e-3
1.600e+0, 4.569e-3
1.700e+0, 4.513e-3
1.800e+0, 4.455e-3
1.900e+0, 4.400e-3
2.000e+0, 4.572e-3
2.100e+0, 4.847e-3
2.200e+0, 5.011e-3
2.300e+0, 5.108e-3
2.400e+0, 5.116e-3
2.500e+0, 5.120e-3
2.600e+0, 5.165e-3
2.700e+0, 5.173e-3
2.800e+0, 5.125e-3
2.900e+0, 5.075e-3
3.000e+0, 5.027e-3
3.100e+0, 5.001e-3
3.200e+0, 4.995e-3
3.300e+0, 4.994e-3
3.400e+0, 5.014e-3
3.500e+0, 5.038e-3
3.600e+0, 5.058e-3
3.700e+0, 5.062e-3
3.800e+0, 5.069e-3
3.900e+0, 5.073e-3
4.000e+0, 5.077e-3
4.100e+0, 5.073e-3
4.200e+0, 5.066e-3
4.300e+0, 5.061e-3
4.400e+0, 5.041e-3
4.500e+0, 5.022e-3
4.600e+0, 5.016e-3
4.700e+0, 5.018e-3
4.800e+0, 5.024e-3
4.900e+0, 5.032e-3
5.000e+0, 4.826e-3
5.100e+0, 5.334e-3
5.200e+0, 5.422e-3
5.300e+0, 5.555e-3
5.400e+0, 5.607e-3
5.500e+0, 5.485e-3
5.600e+0, 5.473e-3
5.700e+0, 5.439e-3
5.800e+0, 5.352e-3
5.900e+0, 5.252e-3
6.000e+0, 5.148e-3
6.100e+0, 5.053e-3
6.200e+0, 4.966e-3
6.300e+0, 4.907e-3
6.400e+0, 4.853e-3
6.500e+0, 4.831e-3
6.600e+0, 5.179e-3
6.700e+0, 5.483e-3
6.800e+0, 5.679e-3
6.900e+0, 5.738e-3
7.000e+0, 5.741e-3
7.100e+0, 5.737e-3
7.200e+0, 5.743e-3
7.300e+0, 5.705e-3
7.400e+0, 5.631e-3
7.500e+0, 5.539e-3
7.600e+0, 5.442e-3
7.700e+0, 5.370e-3
7.800e+0, 5.300e-3
7.900e+0, 5.206e-3
8.000e+0, 5.100e-3
8.100e+0, 5.006e-3
8.200e+0, 4.926e-3
8.300e+0, 4.863e-3
8.400e+0, 4.824e-3
8.500e+0, 4.799e-3
8.600e+0, 4.785e-3
8.700e+0, 4.774e-3
8.800e+0, 4.758e-3
8.900e+0, 4.745e-3
9.000e+0, 4.747e-3
9.100e+0, 4.747e-3
9.200e+0, 4.750e-3
9.300e+0, 4.748e-3
9.400e+0, 4.745e-3
9.500e+0, 4.752e-3
9.600e+0, 4.765e-3
9.700e+0, 4.771e-3
9.800e+0, 4.760e-3
9.900e+0, 4.760e-3
1.000e+1, 4.779e-3
1.010e+1, 4.797e-3
1.020e+1, 4.813e-3
1.030e+1, 4.826e-3
1.040e+1, 4.857e-3
1.050e+1, 4.887e-3
1.060e+1, 4.920e-3
1.070e+1, 4.966e-3
1.080e+1, 5.033e-3
1.090e+1, 5.077e-3
1.100e+1, 5.091e-3
1.110e+1, 5.108e-3
1.120e+1, 5.132e-3
1.130e+1, 5.143e-3
1.140e+1, 5.158e-3
1.150e+1, 5.172e-3
1.160e+1, 5.181e-3
1.170e+1, 5.191e-3
1.180e+1, 5.223e-3
1.190e+1, 5.233e-3
1.200e+1, 5.261e-3
1.210e+1, 5.300e-3
1.220e+1, 5.314e-3
1.230e+1, 5.343e-3
1.240e+1, 5.480e-3
1.250e+1, 5.446e-3
1.260e+1, 5.538e-3
1.270e+1, 5.575e-3
1.280e+1, 5.585e-3
1.290e+1, 5.629e-3
1.300e+1, 5.684e-3
1.310e+1, 5.699e-3
1.320e+1, 5.715e-3
1.330e+1, 5.732e-3
1.340e+1, 5.773e-3
1.350e+1, 5.764e-3
1.360e+1, 5.773e-3
1.370e+1, 5.743e-3
1.380e+1, 5.730e-3
1.390e+1, 5.732e-3
1.400e+1, 5.719e-3
1.410e+1, 5.751e-3
1.420e+1, 5.846e-3
1.430e+1, 5.815e-3
1.440e+1, 5.727e-3
1.450e+1, 5.781e-3
1.460e+1, 5.833e-3
1.470e+1, 5.894e-3
1.480e+1, 5.898e-3
1.490e+1, 5.864e-3
1.500e+1, 5.834e-3
1.510e+1, 5.835e-3
1.520e+1, 5.770e-3
1.530e+1, 5.698e-3
1.540e+1, 5.641e-3
1.550e+1, 5.584e-3
1.560e+1, 5.555e-3
1.570e+1, 5.565e-3
1.580e+1, 5.578e-3
1.590e+1, 5.617e-3
1.600e+1, 5.643e-3
1.610e+1, 5.699e-3
1.620e+1, 5.675e-3
1.630e+1, 5.751e-3
1.640e+1, 5.923e-3
1.650e+1, 5.881e-3
1.660e+1, 5.896e-3
1.670e+1, 5.921e-3
1.680e+1, 5.944e-3
1.690e+1, 5.952e-3
1.700e+1, 5.925e-3
1.710e+1, 5.890e-3
1.720e+1, 5.845e-3
1.730e+1, 5.806e-3
1.740e+1, 5.772e-3
1.750e+1, 5.753e-3
1.760e+1, 5.738e-3
1.770e+1, 5.697e-3
1.780e+1, 5.644e-3
1.790e+1, 5.584e-3
1.800e+1, 5.529e-3
1.810e+1, 5.481e-3
1.820e+1, 5.441e-3
1.830e+1, 5.407e-3
1.840e+1, 5.375e-3
1.850e+1, 5.350e-3
1.860e+1, 5.329e-3
1.870e+1, 5.310e-3
1.880e+1, 5.293e-3
1.890e+1, 5.269e-3
1.900e+1, 5.238e-3
1.910e+1, 5.203e-3
1.920e+1, 5.170e-3
1.930e+1, 5.147e-3
1.940e+1, 5.133e-3
1.950e+1, 5.134e-3
1.960e+1, 5.129e-3
1.970e+1, 5.134e-3
1.980e+1, 5.149e-3
1.990e+1, 5.158e-3
2.000e+1, 5.159e-3
2.010e+1, 5.158e-3
2.020e+1, 5.161e-3
2.030e+1, 5.168e-3
2.040e+1, 5.171e-3
2.050e+1, 5.167e-3
2.060e+1, 5.156e-3
2.070e+1, 5.138e-3
2.080e+1, 5.120e-3
2.090e+1, 5.108e-3
2.100e+1, 5.096e-3
2.110e+1, 5.078e-3
2.120e+1, 5.062e-3
2.130e+1, 5.040e-3
2.140e+1, 5.019e-3
2.150e+1, 5.002e-3
2.160e+1, 4.985e-3
2.170e+1, 4.966e-3
