Sept. 2, 2024   11:20:51
Amperometric i-t Curve
File: c:/users/guazh/data/20240829_batch_215_500/2024-08-29-exp247\exp247deposition-2024-09-02t11_16_58-deposition\exp247deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.074e-3
2.000e-1, 1.070e-3
3.000e-1, 1.066e-3
4.000e-1, 1.063e-3
5.000e-1, 1.061e-3
6.000e-1, 1.061e-3
7.000e-1, 1.059e-3
8.000e-1, 1.057e-3
9.000e-1, 1.054e-3
1.000e+0, 1.054e-3
1.100e+0, 1.054e-3
1.200e+0, 1.052e-3
1.300e+0, 1.051e-3
1.400e+0, 1.050e-3
1.500e+0, 1.051e-3
1.600e+0, 1.051e-3
1.700e+0, 1.053e-3
1.800e+0, 1.058e-3
1.900e+0, 1.064e-3
2.000e+0, 1.068e-3
2.100e+0, 1.071e-3
2.200e+0, 1.071e-3
2.300e+0, 1.070e-3
2.400e+0, 1.070e-3
2.500e+0, 1.072e-3
2.600e+0, 1.072e-3
2.700e+0, 1.072e-3
2.800e+0, 1.073e-3
2.900e+0, 1.074e-3
3.000e+0, 1.077e-3
3.100e+0, 1.081e-3
3.200e+0, 1.083e-3
3.300e+0, 1.085e-3
3.400e+0, 1.086e-3
3.500e+0, 1.088e-3
3.600e+0, 1.088e-3
3.700e+0, 1.086e-3
3.800e+0, 1.084e-3
3.900e+0, 1.081e-3
4.000e+0, 1.079e-3
4.100e+0, 1.079e-3
4.200e+0, 1.076e-3
4.300e+0, 1.075e-3
4.400e+0, 1.073e-3
4.500e+0, 1.070e-3
4.600e+0, 1.069e-3
4.700e+0, 1.068e-3
4.800e+0, 1.066e-3
4.900e+0, 1.065e-3
5.000e+0, 1.064e-3
5.100e+0, 1.062e-3
5.200e+0, 1.062e-3
5.300e+0, 1.063e-3
5.400e+0, 1.063e-3
5.500e+0, 1.064e-3
5.600e+0, 1.066e-3
5.700e+0, 1.066e-3
5.800e+0, 1.067e-3
5.900e+0, 1.068e-3
6.000e+0, 1.067e-3
6.100e+0, 1.067e-3
6.200e+0, 1.068e-3
6.300e+0, 1.070e-3
6.400e+0, 1.074e-3
6.500e+0, 1.077e-3
6.600e+0, 1.079e-3
6.700e+0, 1.083e-3
6.800e+0, 1.087e-3
6.900e+0, 1.091e-3
7.000e+0, 1.095e-3
7.100e+0, 1.099e-3
7.200e+0, 1.100e-3
7.300e+0, 1.100e-3
7.400e+0, 1.099e-3
7.500e+0, 1.096e-3
7.600e+0, 1.095e-3
7.700e+0, 1.092e-3
7.800e+0, 1.090e-3
7.900e+0, 1.089e-3
8.000e+0, 1.086e-3
8.100e+0, 1.083e-3
8.200e+0, 1.083e-3
8.300e+0, 1.083e-3
8.400e+0, 1.078e-3
8.500e+0, 1.073e-3
8.600e+0, 1.067e-3
8.700e+0, 1.063e-3
8.800e+0, 1.060e-3
8.900e+0, 1.057e-3
9.000e+0, 1.054e-3
9.100e+0, 1.055e-3
9.200e+0, 1.060e-3
9.300e+0, 1.066e-3
9.400e+0, 1.072e-3
9.500e+0, 1.076e-3
9.600e+0, 1.077e-3
9.700e+0, 1.076e-3
9.800e+0, 1.072e-3
9.900e+0, 1.068e-3
1.000e+1, 1.066e-3
1.010e+1, 1.062e-3
1.020e+1, 1.062e-3
1.030e+1, 1.066e-3
1.040e+1, 1.070e-3
1.050e+1, 1.072e-3
1.060e+1, 1.075e-3
1.070e+1, 1.074e-3
1.080e+1, 1.073e-3
1.090e+1, 1.071e-3
1.100e+1, 1.069e-3
1.110e+1, 1.067e-3
1.120e+1, 1.065e-3
1.130e+1, 1.063e-3
1.140e+1, 1.060e-3
1.150e+1, 1.061e-3
1.160e+1, 1.059e-3
1.170e+1, 1.057e-3
1.180e+1, 1.055e-3
1.190e+1, 1.054e-3
1.200e+1, 1.055e-3
1.210e+1, 1.064e-3
1.220e+1, 1.072e-3
1.230e+1, 1.080e-3
1.240e+1, 1.087e-3
1.250e+1, 1.095e-3
1.260e+1, 1.102e-3
1.270e+1, 1.107e-3
1.280e+1, 1.108e-3
1.290e+1, 1.105e-3
1.300e+1, 1.100e-3
1.310e+1, 1.092e-3
1.320e+1, 1.084e-3
1.330e+1, 1.079e-3
1.340e+1, 1.073e-3
1.350e+1, 1.068e-3
1.360e+1, 1.064e-3
1.370e+1, 1.061e-3
1.380e+1, 1.059e-3
1.390e+1, 1.059e-3
1.400e+1, 1.060e-3
1.410e+1, 1.062e-3
1.420e+1, 1.064e-3
1.430e+1, 1.065e-3
1.440e+1, 1.067e-3
1.450e+1, 1.069e-3
1.460e+1, 1.071e-3
1.470e+1, 1.074e-3
1.480e+1, 1.077e-3
1.490e+1, 1.079e-3
1.500e+1, 1.080e-3
1.510e+1, 1.080e-3
1.520e+1, 1.077e-3
1.530e+1, 1.074e-3
1.540e+1, 1.071e-3
1.550e+1, 1.066e-3
1.560e+1, 1.062e-3
1.570e+1, 1.058e-3
1.580e+1, 1.056e-3
1.590e+1, 1.061e-3
1.600e+1, 1.069e-3
1.610e+1, 1.072e-3
1.620e+1, 1.075e-3
1.630e+1, 1.077e-3
1.640e+1, 1.079e-3
1.650e+1, 1.082e-3
1.660e+1, 1.083e-3
1.670e+1, 1.084e-3
1.680e+1, 1.087e-3
1.690e+1, 1.088e-3
1.700e+1, 1.089e-3
1.710e+1, 1.093e-3
1.720e+1, 1.096e-3
1.730e+1, 1.099e-3
1.740e+1, 1.100e-3
1.750e+1, 1.099e-3
1.760e+1, 1.097e-3
1.770e+1, 1.096e-3
1.780e+1, 1.096e-3
1.790e+1, 1.094e-3
1.800e+1, 1.092e-3
1.810e+1, 1.088e-3
1.820e+1, 1.083e-3
1.830e+1, 1.080e-3
1.840e+1, 1.076e-3
1.850e+1, 1.071e-3
1.860e+1, 1.068e-3
1.870e+1, 1.065e-3
1.880e+1, 1.062e-3
1.890e+1, 1.062e-3
1.900e+1, 1.061e-3
1.910e+1, 1.058e-3
1.920e+1, 1.057e-3
1.930e+1, 1.056e-3
1.940e+1, 1.056e-3
1.950e+1, 1.058e-3
1.960e+1, 1.061e-3
1.970e+1, 1.063e-3
1.980e+1, 1.067e-3
1.990e+1, 1.069e-3
2.000e+1, 1.069e-3
2.010e+1, 1.068e-3
2.020e+1, 1.068e-3
2.030e+1, 1.066e-3
2.040e+1, 1.066e-3
2.050e+1, 1.066e-3
2.060e+1, 1.067e-3
2.070e+1, 1.066e-3
2.080e+1, 1.066e-3
2.090e+1, 1.065e-3
2.100e+1, 1.065e-3
2.110e+1, 1.065e-3
2.120e+1, 1.065e-3
2.130e+1, 1.066e-3
2.140e+1, 1.066e-3
2.150e+1, 1.066e-3
2.160e+1, 1.068e-3
2.170e+1, 1.071e-3
2.180e+1, 1.074e-3
2.190e+1, 1.076e-3
2.200e+1, 1.077e-3
2.210e+1, 1.078e-3
2.220e+1, 1.080e-3
2.230e+1, 1.082e-3
2.240e+1, 1.082e-3
2.250e+1, 1.083e-3
2.260e+1, 1.084e-3
2.270e+1, 1.084e-3
2.280e+1, 1.085e-3
2.290e+1, 1.086e-3
2.300e+1, 1.085e-3
2.310e+1, 1.085e-3
2.320e+1, 1.086e-3
2.330e+1, 1.085e-3
2.340e+1, 1.084e-3
2.350e+1, 1.083e-3
2.360e+1, 1.082e-3
2.370e+1, 1.082e-3
2.380e+1, 1.081e-3
2.390e+1, 1.080e-3
2.400e+1, 1.080e-3
2.410e+1, 1.080e-3
2.420e+1, 1.078e-3
2.430e+1, 1.078e-3
2.440e+1, 1.079e-3
2.450e+1, 1.081e-3
2.460e+1, 1.083e-3
2.470e+1, 1.083e-3
2.480e+1, 1.083e-3
2.490e+1, 1.083e-3
2.500e+1, 1.083e-3
2.510e+1, 1.082e-3
2.520e+1, 1.080e-3
2.530e+1, 1.078e-3
2.540e+1, 1.077e-3
2.550e+1, 1.076e-3
2.560e+1, 1.076e-3
2.570e+1, 1.076e-3
2.580e+1, 1.076e-3
2.590e+1, 1.075e-3
2.600e+1, 1.074e-3
2.610e+1, 1.074e-3
2.620e+1, 1.073e-3
2.630e+1, 1.072e-3
2.640e+1, 1.072e-3
2.650e+1, 1.072e-3
2.660e+1, 1.072e-3
2.670e+1, 1.072e-3
2.680e+1, 1.072e-3
2.690e+1, 1.073e-3
2.700e+1, 1.073e-3
2.710e+1, 1.073e-3
2.720e+1, 1.073e-3
2.730e+1, 1.074e-3
2.740e+1, 1.073e-3
2.750e+1, 1.072e-3
2.760e+1, 1.071e-3
2.770e+1, 1.070e-3
2.780e+1, 1.070e-3
2.790e+1, 1.069e-3
2.800e+1, 1.069e-3
2.810e+1, 1.069e-3
2.820e+1, 1.068e-3
2.830e+1, 1.068e-3
2.840e+1, 1.067e-3
2.850e+1, 1.067e-3
2.860e+1, 1.066e-3
2.870e+1, 1.065e-3
2.880e+1, 1.066e-3
2.890e+1, 1.065e-3
2.900e+1, 1.064e-3
2.910e+1, 1.064e-3
2.920e+1, 1.064e-3
2.930e+1, 1.065e-3
2.940e+1, 1.067e-3
2.950e+1, 1.068e-3
2.960e+1, 1.069e-3
2.970e+1, 1.070e-3
2.980e+1, 1.072e-3
2.990e+1, 1.073e-3
3.000e+1, 1.075e-3
3.010e+1, 1.077e-3
3.020e+1, 1.080e-3
3.030e+1, 1.083e-3
3.040e+1, 1.085e-3
3.050e+1, 1.085e-3
3.060e+1, 1.086e-3
3.070e+1, 1.086e-3
3.080e+1, 1.085e-3
3.090e+1, 1.083e-3
3.100e+1, 1.082e-3
3.110e+1, 1.081e-3
3.120e+1, 1.080e-3
3.130e+1, 1.080e-3
3.140e+1, 1.079e-3
3.150e+1, 1.079e-3
3.160e+1, 1.078e-3
3.170e+1, 1.077e-3
3.180e+1, 1.077e-3
3.190e+1, 1.078e-3
3.200e+1, 1.080e-3
3.210e+1, 1.082e-3
3.220e+1, 1.084e-3
3.230e+1, 1.083e-3
3.240e+1, 1.083e-3
3.250e+1, 1.082e-3
3.260e+1, 1.083e-3
3.270e+1, 1.083e-3
3.280e+1, 1.082e-3
3.290e+1, 1.081e-3
3.300e+1, 1.083e-3
3.310e+1, 1.082e-3
3.320e+1, 1.083e-3
3.330e+1, 1.087e-3
3.340e+1, 1.087e-3
3.350e+1, 1.089e-3
3.360e+1, 1.091e-3
3.370e+1, 1.094e-3
3.380e+1, 1.095e-3
3.390e+1, 1.095e-3
3.400e+1, 1.093e-3
3.410e+1, 1.092e-3
3.420e+1, 1.090e-3
3.430e+1, 1.090e-3
3.440e+1, 1.090e-3
3.450e+1, 1.089e-3
3.460e+1, 1.087e-3
3.470e+1, 1.088e-3
3.480e+1, 1.090e-3
3.490e+1, 1.094e-3
3.500e+1, 1.096e-3
3.510e+1, 1.097e-3
3.520e+1, 1.097e-3
3.530e+1, 1.098e-3
3.540e+1, 1.098e-3
3.550e+1, 1.097e-3
3.560e+1, 1.098e-3
3.570e+1, 1.096e-3
3.580e+1, 1.094e-3
3.590e+1, 1.093e-3
3.600e+1, 1.093e-3
3.610e+1, 1.096e-3
3.620e+1, 1.100e-3
3.630e+1, 1.103e-3
3.640e+1, 1.106e-3
3.650e+1, 1.108e-3
3.660e+1, 1.110e-3
3.670e+1, 1.112e-3
3.680e+1, 1.118e-3
3.690e+1, 1.122e-3
3.700e+1, 1.126e-3
3.710e+1, 1.130e-3
3.720e+1, 1.136e-3
3.730e+1, 1.139e-3
3.740e+1, 1.140e-3
3.750e+1, 1.143e-3
3.760e+1, 1.148e-3
3.770e+1, 1.163e-3
3.780e+1, 1.177e-3
3.790e+1, 1.178e-3
3.800e+1, 1.180e-3
3.810e+1, 1.180e-3
3.820e+1, 1.176e-3
3.830e+1, 1.171e-3
3.840e+1, 1.166e-3
3.850e+1, 1.162e-3
3.860e+1, 1.161e-3
3.870e+1, 1.159e-3
3.880e+1, 1.157e-3
3.890e+1, 1.155e-3
3.900e+1, 1.152e-3
3.910e+1, 1.149e-3
3.920e+1, 1.149e-3
3.930e+1, 1.148e-3
3.940e+1, 1.149e-3
3.950e+1, 1.150e-3
3.960e+1, 1.150e-3
3.970e+1, 1.149e-3
3.980e+1, 1.150e-3
3.990e+1, 1.151e-3
4.000e+1, 1.153e-3
4.010e+1, 1.153e-3
4.020e+1, 1.153e-3
4.030e+1, 1.153e-3
4.040e+1, 1.155e-3
4.050e+1, 1.156e-3
4.060e+1, 1.157e-3
4.070e+1, 1.162e-3
4.080e+1, 1.168e-3
4.090e+1, 1.173e-3
4.100e+1, 1.181e-3
4.110e+1, 1.185e-3
4.120e+1, 1.187e-3
4.130e+1, 1.188e-3
4.140e+1, 1.188e-3
4.150e+1, 1.188e-3
4.160e+1, 1.191e-3
4.170e+1, 1.194e-3
4.180e+1, 1.196e-3
4.190e+1, 1.199e-3
4.200e+1, 1.203e-3
4.210e+1, 1.204e-3
4.220e+1, 1.205e-3
4.230e+1, 1.205e-3
4.240e+1, 1.203e-3
4.250e+1, 1.205e-3
4.260e+1, 1.206e-3
4.270e+1, 1.205e-3
4.280e+1, 1.204e-3
4.290e+1, 1.202e-3
4.300e+1, 1.199e-3
4.310e+1, 1.197e-3
4.320e+1, 1.195e-3
4.330e+1, 1.190e-3
4.340e+1, 1.187e-3
4.350e+1, 1.183e-3
4.360e+1, 1.179e-3
4.370e+1, 1.176e-3
4.380e+1, 1.175e-3
4.390e+1, 1.171e-3
4.400e+1, 1.172e-3
4.410e+1, 1.171e-3
4.420e+1, 1.170e-3
4.430e+1, 1.168e-3
4.440e+1, 1.166e-3
4.450e+1, 1.164e-3
4.460e+1, 1.162e-3
4.470e+1, 1.162e-3
4.480e+1, 1.160e-3
4.490e+1, 1.159e-3
4.500e+1, 1.158e-3
4.510e+1, 1.156e-3
4.520e+1, 1.154e-3
4.530e+1, 1.152e-3
4.540e+1, 1.149e-3
4.550e+1, 1.145e-3
4.560e+1, 1.143e-3
4.570e+1, 1.139e-3
4.580e+1, 1.137e-3
4.590e+1, 1.134e-3
4.600e+1, 1.132e-3
4.610e+1, 1.134e-3
4.620e+1, 1.134e-3
4.630e+1, 1.135e-3
4.640e+1, 1.137e-3
4.650e+1, 1.138e-3
4.660e+1, 1.139e-3
4.670e+1, 1.141e-3
4.680e+1, 1.142e-3
4.690e+1, 1.143e-3
4.700e+1, 1.144e-3
4.710e+1, 1.145e-3
4.720e+1, 1.145e-3
4.730e+1, 1.147e-3
4.740e+1, 1.147e-3
4.750e+1, 1.147e-3
4.760e+1, 1.148e-3
4.770e+1, 1.149e-3
4.780e+1, 1.149e-3
4.790e+1, 1.150e-3
4.800e+1, 1.150e-3
4.810e+1, 1.148e-3
4.820e+1, 1.147e-3
