July 15, 2024   02:30:05
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp48\exp48deposition-2024-07-15t02_25_49-deposition\exp48deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 15.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 7.571e-4
2.000e-1, 7.587e-4
3.000e-1, 7.553e-4
4.000e-1, 7.504e-4
5.000e-1, 7.437e-4
6.000e-1, 7.391e-4
7.000e-1, 7.402e-4
8.000e-1, 7.409e-4
9.000e-1, 7.334e-4
1.000e+0, 7.283e-4
1.100e+0, 7.310e-4
1.200e+0, 7.406e-4
1.300e+0, 7.584e-4
1.400e+0, 7.822e-4
1.500e+0, 7.896e-4
1.600e+0, 7.903e-4
1.700e+0, 7.860e-4
1.800e+0, 7.936e-4
1.900e+0, 8.171e-4
2.000e+0, 8.347e-4
2.100e+0, 8.479e-4
2.200e+0, 8.751e-4
2.300e+0, 8.855e-4
2.400e+0, 8.920e-4
2.500e+0, 8.808e-4
2.600e+0, 8.767e-4
2.700e+0, 8.796e-4
2.800e+0, 8.977e-4
2.900e+0, 9.022e-4
3.000e+0, 9.042e-4
3.100e+0, 8.981e-4
3.200e+0, 8.834e-4
3.300e+0, 8.722e-4
3.400e+0, 8.608e-4
3.500e+0, 8.605e-4
3.600e+0, 8.647e-4
3.700e+0, 8.594e-4
3.800e+0, 8.603e-4
3.900e+0, 8.554e-4
4.000e+0, 8.581e-4
4.100e+0, 8.468e-4
4.200e+0, 8.441e-4
4.300e+0, 8.509e-4
4.400e+0, 8.438e-4
4.500e+0, 8.349e-4
4.600e+0, 8.366e-4
4.700e+0, 8.483e-4
4.800e+0, 8.751e-4
4.900e+0, 8.968e-4
5.000e+0, 9.128e-4
5.100e+0, 9.165e-4
5.200e+0, 9.120e-4
5.300e+0, 9.093e-4
5.400e+0, 8.940e-4
5.500e+0, 8.832e-4
5.600e+0, 8.753e-4
5.700e+0, 8.678e-4
5.800e+0, 8.928e-4
5.900e+0, 9.097e-4
6.000e+0, 9.050e-4
6.100e+0, 8.999e-4
6.200e+0, 8.886e-4
6.300e+0, 8.894e-4
6.400e+0, 9.036e-4
6.500e+0, 9.071e-4
6.600e+0, 9.187e-4
6.700e+0, 9.197e-4
6.800e+0, 9.156e-4
6.900e+0, 9.112e-4
7.000e+0, 9.110e-4
7.100e+0, 9.340e-4
7.200e+0, 9.441e-4
7.300e+0, 9.453e-4
7.400e+0, 9.340e-4
7.500e+0, 9.268e-4
7.600e+0, 9.190e-4
7.700e+0, 9.250e-4
7.800e+0, 9.333e-4
7.900e+0, 9.295e-4
8.000e+0, 9.199e-4
8.100e+0, 9.129e-4
8.200e+0, 9.108e-4
8.300e+0, 9.133e-4
8.400e+0, 9.109e-4
8.500e+0, 9.103e-4
8.600e+0, 9.101e-4
8.700e+0, 9.007e-4
8.800e+0, 8.925e-4
8.900e+0, 8.913e-4
9.000e+0, 8.907e-4
