Sept. 4, 2024   03:20:17
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp258\exp258deposition-2024-09-04t03_16_25-deposition\exp258deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 16.2

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 5.705e-4
2.000e-1, 5.624e-4
3.000e-1, 5.489e-4
4.000e-1, 5.476e-4
5.000e-1, 5.464e-4
6.000e-1, 5.586e-4
7.000e-1, 5.640e-4
8.000e-1, 5.744e-4
9.000e-1, 5.835e-4
1.000e+0, 6.032e-4
1.100e+0, 6.536e-4
1.200e+0, 6.571e-4
1.300e+0, 6.101e-4
1.400e+0, 6.012e-4
1.500e+0, 6.078e-4
1.600e+0, 6.337e-4
1.700e+0, 6.351e-4
1.800e+0, 6.242e-4
1.900e+0, 6.078e-4
2.000e+0, 5.950e-4
2.100e+0, 5.856e-4
2.200e+0, 5.783e-4
2.300e+0, 5.702e-4
2.400e+0, 5.644e-4
2.500e+0, 5.609e-4
2.600e+0, 5.547e-4
2.700e+0, 5.631e-4
2.800e+0, 5.762e-4
2.900e+0, 5.803e-4
3.000e+0, 5.767e-4
3.100e+0, 5.705e-4
3.200e+0, 5.684e-4
3.300e+0, 5.644e-4
3.400e+0, 5.634e-4
3.500e+0, 5.589e-4
3.600e+0, 6.247e-4
3.700e+0, 6.862e-4
3.800e+0, 8.191e-4
3.900e+0, 9.082e-4
4.000e+0, 8.539e-4
4.100e+0, 7.923e-4
4.200e+0, 7.431e-4
4.300e+0, 7.206e-4
4.400e+0, 7.417e-4
4.500e+0, 7.410e-4
4.600e+0, 7.415e-4
4.700e+0, 7.535e-4
4.800e+0, 7.427e-4
4.900e+0, 7.244e-4
5.000e+0, 7.275e-4
5.100e+0, 7.158e-4
5.200e+0, 6.964e-4
5.300e+0, 6.738e-4
5.400e+0, 6.500e-4
5.500e+0, 6.796e-4
5.600e+0, 7.059e-4
5.700e+0, 6.826e-4
5.800e+0, 6.737e-4
5.900e+0, 6.804e-4
6.000e+0, 6.862e-4
6.100e+0, 7.306e-4
6.200e+0, 7.155e-4
6.300e+0, 6.918e-4
6.400e+0, 6.738e-4
6.500e+0, 6.630e-4
6.600e+0, 6.586e-4
6.700e+0, 6.512e-4
6.800e+0, 6.533e-4
6.900e+0, 6.582e-4
7.000e+0, 6.404e-4
7.100e+0, 6.212e-4
7.200e+0, 6.097e-4
7.300e+0, 5.954e-4
7.400e+0, 5.887e-4
7.500e+0, 5.824e-4
7.600e+0, 5.979e-4
7.700e+0, 5.939e-4
7.800e+0, 5.963e-4
7.900e+0, 5.817e-4
8.000e+0, 5.705e-4
8.100e+0, 5.673e-4
8.200e+0, 5.626e-4
