Mar. 30, 2025   21:06:03
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp518_r20/2025-03-28-exp993\exp993deposition-2025-03-30t21_02_44-deposition\exp993deposition_it_edep_-130mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.3
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.938e-3
2.000e-1, 1.924e-3
3.000e-1, 1.914e-3
4.000e-1, 1.876e-3
5.000e-1, 1.868e-3
6.000e-1, 1.868e-3
7.000e-1, 1.880e-3
8.000e-1, 1.885e-3
9.000e-1, 1.868e-3
1.000e+0, 1.877e-3
1.100e+0, 1.894e-3
1.200e+0, 1.913e-3
1.300e+0, 1.905e-3
1.400e+0, 1.908e-3
1.500e+0, 1.898e-3
1.600e+0, 1.894e-3
1.700e+0, 1.902e-3
1.800e+0, 1.903e-3
1.900e+0, 1.908e-3
2.000e+0, 1.900e-3
2.100e+0, 1.902e-3
2.200e+0, 1.892e-3
2.300e+0, 1.880e-3
2.400e+0, 1.860e-3
2.500e+0, 1.833e-3
2.600e+0, 1.812e-3
2.700e+0, 1.798e-3
2.800e+0, 1.803e-3
2.900e+0, 1.821e-3
3.000e+0, 1.811e-3
3.100e+0, 1.804e-3
3.200e+0, 1.781e-3
3.300e+0, 1.803e-3
3.400e+0, 1.904e-3
3.500e+0, 1.885e-3
3.600e+0, 1.842e-3
3.700e+0, 1.807e-3
3.800e+0, 1.792e-3
3.900e+0, 1.793e-3
4.000e+0, 1.797e-3
4.100e+0, 1.795e-3
4.200e+0, 1.780e-3
4.300e+0, 1.777e-3
4.400e+0, 1.791e-3
4.500e+0, 1.806e-3
4.600e+0, 1.825e-3
4.700e+0, 1.845e-3
4.800e+0, 1.848e-3
4.900e+0, 1.839e-3
5.000e+0, 1.812e-3
5.100e+0, 1.811e-3
5.200e+0, 1.840e-3
5.300e+0, 1.825e-3
5.400e+0, 1.834e-3
5.500e+0, 1.853e-3
5.600e+0, 1.883e-3
5.700e+0, 1.906e-3
5.800e+0, 1.927e-3
5.900e+0, 1.927e-3
6.000e+0, 1.907e-3
6.100e+0, 1.891e-3
6.200e+0, 1.895e-3
6.300e+0, 1.904e-3
6.400e+0, 1.890e-3
6.500e+0, 1.834e-3
6.600e+0, 1.797e-3
6.700e+0, 1.813e-3
6.800e+0, 1.846e-3
6.900e+0, 1.871e-3
7.000e+0, 1.887e-3
7.100e+0, 1.885e-3
7.200e+0, 1.888e-3
7.300e+0, 1.891e-3
7.400e+0, 1.873e-3
7.500e+0, 1.876e-3
7.600e+0, 1.867e-3
7.700e+0, 1.854e-3
7.800e+0, 1.859e-3
7.900e+0, 1.866e-3
8.000e+0, 1.850e-3
8.100e+0, 1.852e-3
8.200e+0, 1.852e-3
8.300e+0, 1.871e-3
8.400e+0, 1.898e-3
8.500e+0, 1.899e-3
8.600e+0, 1.886e-3
8.700e+0, 1.858e-3
8.800e+0, 1.856e-3
8.900e+0, 1.859e-3
9.000e+0, 1.857e-3
9.100e+0, 1.853e-3
9.200e+0, 1.854e-3
9.300e+0, 1.857e-3
9.400e+0, 1.852e-3
9.500e+0, 1.863e-3
9.600e+0, 1.869e-3
9.700e+0, 1.875e-3
9.800e+0, 1.897e-3
9.900e+0, 1.917e-3
1.000e+1, 1.928e-3
1.010e+1, 1.894e-3
1.020e+1, 1.872e-3
1.030e+1, 1.873e-3
1.040e+1, 1.839e-3
1.050e+1, 1.829e-3
1.060e+1, 1.849e-3
1.070e+1, 1.868e-3
1.080e+1, 1.857e-3
1.090e+1, 1.868e-3
1.100e+1, 1.879e-3
1.110e+1, 1.870e-3
1.120e+1, 1.867e-3
1.130e+1, 1.875e-3
1.140e+1, 1.880e-3
1.150e+1, 1.891e-3
1.160e+1, 1.840e-3
1.170e+1, 1.830e-3
1.180e+1, 1.806e-3
1.190e+1, 1.765e-3
1.200e+1, 1.739e-3
1.210e+1, 1.727e-3
1.220e+1, 1.728e-3
1.230e+1, 1.736e-3
1.240e+1, 1.744e-3
1.250e+1, 1.771e-3
1.260e+1, 1.801e-3
1.270e+1, 1.803e-3
1.280e+1, 1.790e-3
1.290e+1, 1.791e-3
1.300e+1, 1.781e-3
1.310e+1, 1.775e-3
1.320e+1, 1.770e-3
1.330e+1, 1.763e-3
1.340e+1, 1.751e-3
1.350e+1, 1.751e-3
1.360e+1, 1.764e-3
1.370e+1, 1.761e-3
1.380e+1, 1.760e-3
1.390e+1, 1.774e-3
1.400e+1, 1.780e-3
1.410e+1, 1.784e-3
1.420e+1, 1.790e-3
1.430e+1, 1.794e-3
1.440e+1, 1.798e-3
1.450e+1, 1.803e-3
1.460e+1, 1.806e-3
1.470e+1, 1.809e-3
1.480e+1, 1.801e-3
1.490e+1, 1.815e-3
1.500e+1, 1.832e-3
1.510e+1, 1.841e-3
1.520e+1, 1.836e-3
1.530e+1, 1.827e-3
1.540e+1, 1.795e-3
1.550e+1, 1.772e-3
1.560e+1, 1.769e-3
1.570e+1, 1.777e-3
