May 3, 2025   06:24:21
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp1108_r5/2025-04-30-exp1225\exp1225deposition-2025-05-03t06_20_26-deposition\exp1225deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 69
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 15.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.241e-3
2.000e-1, 2.224e-3
3.000e-1, 2.206e-3
4.000e-1, 2.189e-3
5.000e-1, 2.170e-3
6.000e-1, 2.150e-3
7.000e-1, 2.134e-3
8.000e-1, 2.118e-3
9.000e-1, 2.103e-3
1.000e+0, 2.091e-3
1.100e+0, 2.079e-3
1.200e+0, 2.069e-3
1.300e+0, 2.057e-3
1.400e+0, 2.047e-3
1.500e+0, 2.038e-3
1.600e+0, 2.030e-3
1.700e+0, 2.024e-3
1.800e+0, 2.020e-3
1.900e+0, 2.017e-3
2.000e+0, 2.011e-3
2.100e+0, 2.005e-3
2.200e+0, 1.999e-3
2.300e+0, 1.994e-3
2.400e+0, 1.989e-3
2.500e+0, 1.984e-3
2.600e+0, 1.980e-3
2.700e+0, 1.975e-3
2.800e+0, 1.972e-3
2.900e+0, 1.968e-3
3.000e+0, 1.965e-3
3.100e+0, 1.963e-3
3.200e+0, 1.959e-3
3.300e+0, 1.956e-3
3.400e+0, 1.954e-3
3.500e+0, 1.952e-3
3.600e+0, 1.951e-3
3.700e+0, 1.950e-3
3.800e+0, 1.952e-3
3.900e+0, 1.957e-3
4.000e+0, 1.958e-3
4.100e+0, 1.957e-3
4.200e+0, 1.959e-3
4.300e+0, 1.959e-3
4.400e+0, 1.962e-3
4.500e+0, 1.962e-3
4.600e+0, 1.963e-3
4.700e+0, 1.963e-3
4.800e+0, 1.962e-3
4.900e+0, 1.963e-3
5.000e+0, 1.964e-3
5.100e+0, 1.966e-3
5.200e+0, 1.968e-3
5.300e+0, 1.969e-3
5.400e+0, 1.973e-3
5.500e+0, 1.975e-3
5.600e+0, 1.976e-3
5.700e+0, 1.977e-3
5.800e+0, 1.978e-3
5.900e+0, 1.979e-3
6.000e+0, 1.982e-3
6.100e+0, 1.986e-3
6.200e+0, 1.989e-3
6.300e+0, 1.996e-3
6.400e+0, 2.000e-3
6.500e+0, 2.007e-3
6.600e+0, 2.014e-3
6.700e+0, 2.021e-3
6.800e+0, 2.027e-3
6.900e+0, 2.033e-3
7.000e+0, 2.038e-3
