Oct. 19, 2024   11:51:03
Linear Sweep Voltammetry
File: c:/users/guazh/data/banditlqround2/2024-10-18-exp575\regeneratedgce-2024-10-19t11_44_54-lsvinkoh\regeneratedgce_lsv_50mvs_efin_-2100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: LSV ran at 50 mVs with Efin at -2100mV
Note: 

Init E (V) = -0.6
Final E (V) = -2.1
Scan Rate (V/s) = 0.05
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Results:

Channel 1:

Potential/V, Current/A

-0.600, 1.399e-8
-0.601, 1.567e-8
-0.602, 1.626e-8
-0.603, 1.399e-8
-0.604, 1.202e-8
-0.605, 1.389e-8
-0.606, 1.547e-8
-0.607, 1.557e-8
-0.608, 1.330e-8
-0.609, 1.241e-8
-0.610, 1.458e-8
-0.611, 1.586e-8
-0.612, 1.577e-8
-0.613, 1.300e-8
-0.614, 1.133e-8
-0.615, 1.340e-8
-0.616, 1.508e-8
-0.617, 1.527e-8
-0.618, 1.360e-8
-0.619, 1.221e-8
-0.620, 1.379e-8
-0.621, 1.488e-8
-0.622, 1.517e-8
-0.623, 1.389e-8
-0.624, 1.182e-8
-0.625, 1.261e-8
-0.626, 1.438e-8
-0.627, 1.488e-8
-0.628, 1.271e-8
-0.629, 1.113e-8
-0.630, 1.310e-8
-0.631, 1.419e-8
-0.632, 1.438e-8
-0.633, 1.261e-8
-0.634, 1.014e-8
-0.635, 1.192e-8
-0.636, 1.330e-8
-0.637, 1.310e-8
-0.638, 1.182e-8
-0.639, 1.073e-8
-0.640, 1.221e-8
-0.641, 1.320e-8
-0.642, 1.419e-8
-0.643, 1.221e-8
-0.644, 9.353e-9
-0.645, 1.142e-8
-0.646, 1.330e-8
-0.647, 1.350e-8
-0.648, 1.192e-8
-0.649, 9.156e-9
-0.650, 1.162e-8
-0.651, 1.202e-8
-0.652, 1.261e-8
-0.653, 1.123e-8
-0.654, 9.452e-9
-0.655, 1.113e-8
-0.656, 1.261e-8
-0.657, 1.310e-8
-0.658, 1.123e-8
-0.659, 1.034e-8
-0.660, 1.133e-8
-0.661, 1.290e-8
-0.662, 1.231e-8
-0.663, 9.945e-9
-0.664, 8.564e-9
-0.665, 1.133e-8
-0.666, 1.221e-8
-0.667, 1.281e-8
-0.668, 1.073e-8
-0.669, 9.156e-9
-0.670, 1.054e-8
-0.671, 1.142e-8
-0.672, 1.271e-8
-0.673, 1.054e-8
-0.674, 8.070e-9
-0.675, 1.083e-8
-0.676, 1.251e-8
-0.677, 1.261e-8
-0.678, 1.083e-8
-0.679, 9.254e-9
-0.680, 1.083e-8
-0.681, 1.231e-8
-0.682, 1.202e-8
-0.683, 1.024e-8
-0.684, 9.156e-9
-0.685, 1.123e-8
-0.686, 1.172e-8
-0.687, 1.192e-8
-0.688, 9.945e-9
-0.689, 8.958e-9
-0.690, 9.353e-9
-0.691, 1.113e-8
-0.692, 1.212e-8
-0.693, 1.073e-8
-0.694, 9.452e-9
-0.695, 1.054e-8
-0.696, 1.182e-8
-0.697, 1.192e-8
-0.698, 1.004e-8
-0.699, 8.662e-9
-0.700, 1.093e-8
-0.701, 1.172e-8
-0.702, 1.251e-8
-0.703, 9.353e-9
-0.704, 8.761e-9
-0.705, 1.014e-8
-0.706, 1.152e-8
-0.707, 1.281e-8
-0.708, 1.024e-8
-0.709, 7.478e-9
-0.710, 1.073e-8
-0.711, 1.123e-8
-0.712, 1.133e-8
-0.713, 1.034e-8
-0.714, 8.465e-9
-0.715, 1.034e-8
-0.716, 1.083e-8
-0.717, 1.212e-8
-0.718, 9.452e-9
-0.719, 8.564e-9
-0.720, 1.014e-8
-0.721, 1.073e-8
-0.722, 1.113e-8
-0.723, 9.945e-9
-0.724, 8.169e-9
-0.725, 9.748e-9
-0.726, 1.123e-8
-0.727, 1.202e-8
-0.728, 9.156e-9
-0.729, 7.774e-9
-0.730, 1.044e-8
-0.731, 1.113e-8
-0.732, 1.162e-8
-0.733, 9.649e-9
-0.734, 8.366e-9
-0.735, 1.014e-8
-0.736, 1.162e-8
-0.737, 1.142e-8
-0.738, 1.014e-8
-0.739, 8.169e-9
-0.740, 9.945e-9
-0.741, 1.113e-8
-0.742, 1.123e-8
-0.743, 9.057e-9
-0.744, 8.366e-9
-0.745, 9.846e-9
-0.746, 1.113e-8
-0.747, 1.034e-8
-0.748, 8.958e-9
-0.749, 7.774e-9
-0.750, 8.761e-9
-0.751, 1.073e-8
-0.752, 1.113e-8
-0.753, 9.156e-9
-0.754, 7.380e-9
-0.755, 9.156e-9
-0.756, 1.073e-8
-0.757, 1.004e-8
-0.758, 8.465e-9
-0.759, 8.169e-9
-0.760, 9.945e-9
-0.761, 1.162e-8
-0.762, 1.172e-8
-0.763, 8.268e-9
-0.764, 6.985e-9
-0.765, 9.156e-9
-0.766, 1.064e-8
-0.767, 1.054e-8
-0.768, 1.024e-8
-0.769, 8.169e-9
-0.770, 9.846e-9
-0.771, 1.093e-8
-0.772, 1.054e-8
-0.773, 7.873e-9
-0.774, 6.689e-9
-0.775, 1.004e-8
-0.776, 9.846e-9
-0.777, 1.093e-8
-0.778, 8.169e-9
-0.779, 7.577e-9
-0.780, 9.748e-9
-0.781, 1.083e-8
-0.782, 1.064e-8
-0.783, 1.014e-8
-0.784, 8.268e-9
-0.785, 9.748e-9
-0.786, 1.073e-8
-0.787, 1.004e-8
-0.788, 8.662e-9
-0.789, 7.281e-9
-0.790, 9.550e-9
-0.791, 1.073e-8
-0.792, 1.103e-8
-0.793, 8.070e-9
-0.794, 7.774e-9
-0.795, 9.550e-9
-0.796, 1.083e-8
-0.797, 1.024e-8
-0.798, 8.958e-9
-0.799, 6.788e-9
-0.800, 9.649e-9
-0.801, 1.083e-8
-0.802, 1.133e-8
-0.803, 8.564e-9
-0.804, 6.393e-9
-0.805, 7.676e-9
-0.806, 1.034e-8
-0.807, 1.073e-8
-0.808, 8.860e-9
-0.809, 7.774e-9
-0.810, 8.761e-9
-0.811, 1.142e-8
-0.812, 9.846e-9
-0.813, 8.268e-9
-0.814, 7.281e-9
-0.815, 8.958e-9
-0.816, 9.452e-9
-0.817, 9.945e-9
-0.818, 8.268e-9
-0.819, 7.380e-9
-0.820, 9.550e-9
-0.821, 9.649e-9
-0.822, 1.152e-8
-0.823, 8.860e-9
-0.824, 7.676e-9
-0.825, 9.945e-9
-0.826, 1.162e-8
-0.827, 1.123e-8
-0.828, 8.268e-9
-0.829, 8.564e-9
-0.830, 8.958e-9
-0.831, 1.024e-8
-0.832, 1.093e-8
-0.833, 8.564e-9
-0.834, 7.577e-9
-0.835, 1.024e-8
