Apr. 19, 2025   21:46:00
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp590_r20/2025-04-16-exp1131\exp1131deposition-2025-04-19t21_42_42-deposition\exp1131deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 16.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.826e-3
2.000e-1, 4.648e-3
3.000e-1, 4.577e-3
4.000e-1, 4.297e-3
5.000e-1, 3.972e-3
6.000e-1, 3.859e-3
7.000e-1, 3.890e-3
8.000e-1, 3.953e-3
9.000e-1, 3.937e-3
1.000e+0, 3.758e-3
1.100e+0, 3.785e-3
1.200e+0, 4.150e-3
1.300e+0, 4.219e-3
1.400e+0, 3.956e-3
1.500e+0, 4.317e-3
1.600e+0, 4.499e-3
1.700e+0, 4.418e-3
1.800e+0, 4.227e-3
1.900e+0, 4.066e-3
2.000e+0, 4.571e-3
2.100e+0, 4.817e-3
2.200e+0, 4.524e-3
2.300e+0, 4.324e-3
2.400e+0, 4.360e-3
2.500e+0, 4.360e-3
2.600e+0, 4.395e-3
2.700e+0, 4.520e-3
2.800e+0, 4.449e-3
2.900e+0, 4.372e-3
3.000e+0, 4.457e-3
3.100e+0, 4.426e-3
3.200e+0, 4.444e-3
3.300e+0, 4.540e-3
3.400e+0, 4.499e-3
3.500e+0, 4.328e-3
3.600e+0, 4.020e-3
3.700e+0, 3.991e-3
3.800e+0, 4.021e-3
3.900e+0, 3.877e-3
4.000e+0, 3.962e-3
4.100e+0, 4.301e-3
4.200e+0, 4.467e-3
4.300e+0, 4.542e-3
4.400e+0, 4.610e-3
4.500e+0, 4.686e-3
4.600e+0, 4.594e-3
4.700e+0, 4.361e-3
4.800e+0, 4.101e-3
4.900e+0, 3.975e-3
5.000e+0, 3.733e-3
5.100e+0, 3.586e-3
5.200e+0, 3.727e-3
5.300e+0, 3.720e-3
5.400e+0, 3.673e-3
5.500e+0, 4.220e-3
5.600e+0, 4.551e-3
5.700e+0, 4.402e-3
5.800e+0, 4.259e-3
5.900e+0, 4.161e-3
6.000e+0, 4.141e-3
6.100e+0, 4.595e-3
6.200e+0, 5.210e-3
6.300e+0, 5.050e-3
6.400e+0, 4.842e-3
6.500e+0, 4.580e-3
6.600e+0, 4.843e-3
6.700e+0, 4.730e-3
6.800e+0, 4.594e-3
6.900e+0, 4.441e-3
7.000e+0, 4.538e-3
7.100e+0, 4.617e-3
7.200e+0, 4.541e-3
7.300e+0, 4.482e-3
7.400e+0, 4.280e-3
7.500e+0, 4.196e-3
7.600e+0, 4.313e-3
7.700e+0, 4.523e-3
7.800e+0, 4.484e-3
7.900e+0, 4.545e-3
8.000e+0, 4.539e-3
8.100e+0, 4.314e-3
8.200e+0, 4.340e-3
8.300e+0, 4.565e-3
8.400e+0, 4.462e-3
8.500e+0, 4.481e-3
8.600e+0, 4.649e-3
8.700e+0, 4.656e-3
8.800e+0, 4.486e-3
8.900e+0, 4.566e-3
9.000e+0, 4.696e-3
9.100e+0, 4.880e-3
9.200e+0, 4.843e-3
9.300e+0, 4.596e-3
9.400e+0, 4.548e-3
9.500e+0, 4.523e-3
9.600e+0, 4.705e-3
9.700e+0, 5.147e-3
9.800e+0, 5.342e-3
9.900e+0, 5.205e-3
1.000e+1, 5.174e-3
1.010e+1, 4.923e-3
1.020e+1, 4.835e-3
1.030e+1, 4.612e-3
1.040e+1, 4.527e-3
1.050e+1, 4.640e-3
1.060e+1, 4.704e-3
1.070e+1, 4.713e-3
1.080e+1, 4.523e-3
1.090e+1, 4.442e-3
1.100e+1, 4.414e-3
1.110e+1, 4.423e-3
1.120e+1, 4.512e-3
1.130e+1, 4.717e-3
1.140e+1, 4.604e-3
1.150e+1, 4.369e-3
1.160e+1, 4.267e-3
1.170e+1, 4.304e-3
1.180e+1, 4.363e-3
1.190e+1, 4.508e-3
1.200e+1, 4.866e-3
1.210e+1, 4.996e-3
1.220e+1, 5.032e-3
1.230e+1, 5.043e-3
1.240e+1, 5.514e-3
1.250e+1, 5.312e-3
1.260e+1, 4.898e-3
1.270e+1, 4.749e-3
1.280e+1, 4.563e-3
1.290e+1, 4.361e-3
1.300e+1, 4.259e-3
1.310e+1, 4.366e-3
1.320e+1, 4.507e-3
1.330e+1, 4.348e-3
1.340e+1, 4.498e-3
1.350e+1, 4.591e-3
1.360e+1, 4.777e-3
1.370e+1, 4.698e-3
1.380e+1, 4.432e-3
1.390e+1, 4.128e-3
1.400e+1, 4.050e-3
1.410e+1, 4.196e-3
1.420e+1, 4.289e-3
1.430e+1, 4.330e-3
1.440e+1, 4.827e-3
1.450e+1, 5.034e-3
1.460e+1, 4.921e-3
1.470e+1, 4.769e-3
1.480e+1, 4.570e-3
1.490e+1, 4.334e-3
1.500e+1, 4.283e-3
1.510e+1, 4.291e-3
1.520e+1, 4.579e-3
1.530e+1, 4.671e-3
1.540e+1, 4.603e-3
1.550e+1, 4.541e-3
1.560e+1, 4.644e-3
1.570e+1, 4.584e-3
1.580e+1, 4.674e-3
1.590e+1, 4.580e-3
1.600e+1, 4.516e-3
1.610e+1, 4.384e-3
1.620e+1, 4.105e-3
1.630e+1, 3.869e-3
1.640e+1, 3.663e-3
1.650e+1, 3.466e-3
1.660e+1, 3.376e-3
1.670e+1, 3.346e-3
1.680e+1, 3.363e-3
1.690e+1, 3.355e-3
1.700e+1, 3.250e-3
1.710e+1, 3.226e-3
1.720e+1, 3.280e-3
1.730e+1, 3.669e-3
1.740e+1, 3.819e-3
1.750e+1, 3.784e-3
1.760e+1, 3.766e-3
1.770e+1, 3.673e-3
1.780e+1, 3.767e-3
1.790e+1, 3.922e-3
1.800e+1, 4.180e-3
1.810e+1, 4.426e-3
1.820e+1, 4.460e-3
1.830e+1, 4.348e-3
1.840e+1, 4.542e-3
1.850e+1, 5.701e-3
1.860e+1, 5.626e-3
1.870e+1, 5.642e-3
1.880e+1, 5.877e-3
1.890e+1, 5.687e-3
1.900e+1, 5.818e-3
1.910e+1, 5.606e-3
1.920e+1, 5.330e-3
1.930e+1, 5.102e-3
1.940e+1, 4.879e-3
1.950e+1, 4.642e-3
1.960e+1, 4.681e-3
1.970e+1, 4.600e-3
1.980e+1, 4.464e-3
1.990e+1, 4.485e-3
2.000e+1, 4.384e-3
2.010e+1, 4.508e-3
2.020e+1, 4.657e-3
2.030e+1, 4.980e-3
2.040e+1, 5.361e-3
2.050e+1, 5.256e-3
2.060e+1, 5.039e-3
2.070e+1, 4.739e-3
2.080e+1, 4.738e-3
2.090e+1, 5.126e-3
2.100e+1, 5.131e-3
2.110e+1, 5.076e-3
2.120e+1, 5.072e-3
2.130e+1, 5.089e-3
2.140e+1, 5.259e-3
2.150e+1, 5.283e-3
2.160e+1, 5.117e-3
2.170e+1, 4.928e-3
2.180e+1, 4.767e-3
2.190e+1, 4.741e-3
2.200e+1, 4.808e-3
2.210e+1, 5.021e-3
2.220e+1, 5.146e-3
2.230e+1, 5.042e-3
2.240e+1, 4.909e-3
2.250e+1, 4.826e-3
2.260e+1, 5.089e-3
2.270e+1, 5.279e-3
2.280e+1, 5.259e-3
2.290e+1, 5.004e-3
2.300e+1, 4.821e-3
2.310e+1, 4.771e-3
2.320e+1, 4.810e-3
2.330e+1, 4.683e-3
2.340e+1, 4.469e-3
2.350e+1, 4.499e-3
2.360e+1, 4.374e-3
2.370e+1, 4.572e-3
2.380e+1, 4.919e-3
2.390e+1, 4.956e-3
2.400e+1, 4.972e-3
2.410e+1, 5.248e-3
2.420e+1, 5.387e-3
2.430e+1, 5.276e-3
2.440e+1, 5.018e-3
2.450e+1, 4.732e-3
2.460e+1, 4.653e-3
2.470e+1, 4.736e-3
2.480e+1, 5.180e-3
2.490e+1, 5.141e-3
2.500e+1, 4.878e-3
2.510e+1, 4.681e-3
2.520e+1, 5.163e-3
2.530e+1, 5.285e-3
2.540e+1, 4.994e-3
2.550e+1, 4.762e-3
2.560e+1, 4.665e-3
2.570e+1, 4.796e-3
2.580e+1, 4.811e-3
2.590e+1, 4.931e-3
2.600e+1, 4.688e-3
2.610e+1, 4.589e-3
2.620e+1, 4.599e-3
2.630e+1, 4.402e-3
2.640e+1, 4.594e-3
2.650e+1, 5.070e-3
2.660e+1, 5.003e-3
2.670e+1, 4.890e-3
2.680e+1, 4.922e-3
2.690e+1, 4.934e-3
2.700e+1, 4.841e-3
2.710e+1, 4.815e-3
2.720e+1, 4.763e-3
2.730e+1, 4.578e-3
2.740e+1, 4.353e-3
2.750e+1, 4.269e-3
2.760e+1, 4.216e-3
2.770e+1, 4.236e-3
2.780e+1, 4.234e-3
2.790e+1, 4.232e-3
2.800e+1, 4.502e-3
2.810e+1, 4.889e-3
2.820e+1, 4.932e-3
2.830e+1, 4.696e-3
2.840e+1, 4.522e-3
2.850e+1, 4.356e-3
2.860e+1, 4.282e-3
2.870e+1, 4.287e-3
2.880e+1, 4.350e-3
2.890e+1, 4.454e-3
2.900e+1, 4.287e-3
2.910e+1, 4.092e-3
2.920e+1, 4.032e-3
2.930e+1, 4.258e-3
2.940e+1, 4.332e-3
2.950e+1, 4.456e-3
2.960e+1, 4.381e-3
2.970e+1, 4.290e-3
2.980e+1, 4.189e-3
2.990e+1, 4.097e-3
3.000e+1, 4.051e-3
