Sept. 28, 2024   11:36:00
Amperometric i-t Curve
File: c:/users/guazh/data/20240922_batch_417_500/2024-09-22-exp472\exp472deposition-2024-09-28t11_31_41-deposition\exp472deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 28.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 6.854e-4
2.000e-1, 6.774e-4
3.000e-1, 6.714e-4
4.000e-1, 6.652e-4
5.000e-1, 6.587e-4
6.000e-1, 6.513e-4
7.000e-1, 6.440e-4
8.000e-1, 6.367e-4
9.000e-1, 6.295e-4
1.000e+0, 6.227e-4
1.100e+0, 6.164e-4
1.200e+0, 6.101e-4
1.300e+0, 6.044e-4
1.400e+0, 5.982e-4
1.500e+0, 5.925e-4
1.600e+0, 5.873e-4
1.700e+0, 5.832e-4
1.800e+0, 5.789e-4
1.900e+0, 5.748e-4
2.000e+0, 5.711e-4
2.100e+0, 5.683e-4
2.200e+0, 5.656e-4
2.300e+0, 5.637e-4
2.400e+0, 5.618e-4
2.500e+0, 5.604e-4
2.600e+0, 5.590e-4
2.700e+0, 5.574e-4
2.800e+0, 5.559e-4
2.900e+0, 5.548e-4
3.000e+0, 5.537e-4
3.100e+0, 5.533e-4
3.200e+0, 5.532e-4
3.300e+0, 5.533e-4
3.400e+0, 5.529e-4
3.500e+0, 5.526e-4
3.600e+0, 5.513e-4
3.700e+0, 5.501e-4
3.800e+0, 5.492e-4
3.900e+0, 5.475e-4
4.000e+0, 5.459e-4
4.100e+0, 5.452e-4
4.200e+0, 5.441e-4
4.300e+0, 5.433e-4
4.400e+0, 5.427e-4
4.500e+0, 5.414e-4
4.600e+0, 5.407e-4
4.700e+0, 5.402e-4
4.800e+0, 5.408e-4
4.900e+0, 5.414e-4
5.000e+0, 5.418e-4
5.100e+0, 5.413e-4
5.200e+0, 5.409e-4
5.300e+0, 5.407e-4
5.400e+0, 5.407e-4
5.500e+0, 5.402e-4
5.600e+0, 5.397e-4
5.700e+0, 5.382e-4
5.800e+0, 5.366e-4
5.900e+0, 5.352e-4
6.000e+0, 5.338e-4
6.100e+0, 5.327e-4
6.200e+0, 5.315e-4
6.300e+0, 5.295e-4
6.400e+0, 5.276e-4
6.500e+0, 5.259e-4
6.600e+0, 5.244e-4
6.700e+0, 5.233e-4
6.800e+0, 5.222e-4
6.900e+0, 5.213e-4
7.000e+0, 5.215e-4
7.100e+0, 5.216e-4
7.200e+0, 5.213e-4
7.300e+0, 5.210e-4
7.400e+0, 5.212e-4
7.500e+0, 5.210e-4
7.600e+0, 5.208e-4
7.700e+0, 5.211e-4
7.800e+0, 5.215e-4
7.900e+0, 5.221e-4
8.000e+0, 5.222e-4
8.100e+0, 5.221e-4
8.200e+0, 5.217e-4
8.300e+0, 5.215e-4
8.400e+0, 5.209e-4
8.500e+0, 5.192e-4
8.600e+0, 5.174e-4
8.700e+0, 5.153e-4
8.800e+0, 5.141e-4
8.900e+0, 5.129e-4
9.000e+0, 5.116e-4
9.100e+0, 5.111e-4
9.200e+0, 5.102e-4
9.300e+0, 5.095e-4
9.400e+0, 5.090e-4
9.500e+0, 5.077e-4
9.600e+0, 5.059e-4
9.700e+0, 5.051e-4
9.800e+0, 5.041e-4
9.900e+0, 5.030e-4
