Experiment,Overpotential @ 50 mA_Ar,Cdl mF cm-2_Ar
exp637,-0.6057,1.5447070368954465
exp638,-0.5116999999999999,1.5562699258345234
exp639,-0.3287000000000001,39.82428133631262
exp640,-0.4837000000000001,6.497409919514896
exp641,-0.2956999999999999,63.700805674061336
exp642,-0.4006999999999999,41.732309564864174
exp643,-0.3477,46.804999497680285
exp644,-0.3207000000000001,69.47618799942843
exp645,-0.4257000000000001,63.11635855036737
exp646,-0.3127000000000001,43.422857467051664
exp647,-0.3617,53.43338084837235
exp648,-0.5216999999999999,1.6019631928362426
exp649,-0.3097,32.612743237781494
exp650,-0.4587,86.92308594270048
exp651,-0.3147000000000001,27.689632914482655
exp652,-0.3677,160.01077010805645
exp653,-0.3597,24.770135388576712
exp654,-0.3347000000000001,18.914414099720513
exp655,-0.6377,0.1530241353880231
exp656,-0.9177,0.10054805156180303
exp657,-0.8737,0.4153502041051332
exp658,-0.4927,4.682250864111225
exp659,-0.2996999999999999,35.29045670091779
exp660,-0.4137,8.447806061330523
exp661,-0.3167000000000001,76.167432446864
exp662,-0.5597,1.4966765076769806
exp663,-0.2936999999999999,51.74884626043485
exp664,-0.4447,33.40516603429341
exp665,-0.4046999999999999,38.589053541239814
exp666,-0.4157,21.6160797238367
exp667,-0.6477,1.2423301973953804
exp668,-0.0007000000000001,82.65153946844546
exp669,-0.1797000000000002,88.86643086318409
exp670,-0.4487,0.8994353119035223
exp671,-0.5587000000000001,13.058020404777594
exp672,-0.1857000000000002,-8.897937266014967
exp673,-0.1877000000000002,87.3803284114338
exp674,-0.1897000000000002,146.9338688007917
exp675,-0.4577000000000001,42.92253073203942
exp676,-0.5627000000000001,6.326123963644961
exp677,-0.1667,117.02539798146022
exp678,-0.4947,22.572941797996744
exp679,-0.4487,55.332229956179255
exp680,-0.3577,14.405796463829581
exp681,-0.0107000000000001,42.24326132881435
exp682,-0.4527,32.33372455232434
exp683,-0.8507000000000001,0.11415080770552274
exp684,-0.1867000000000001,110.2708907553414
exp685,-0.2017000000000001,149.1978228391554
exp686,-0.1807,98.71177257121764
exp687,-0.5096999999999999,13.080197417305762
exp688,-0.1817000000000002,119.29761693595103
exp689,-0.5897,7.504049214352764
exp690,-0.4827,26.295329808498515
exp691,-0.2647,131.64772557226019
exp692,-0.4487,34.46121162326694
exp693,-0.0137,126.02393844700634
exp694,-0.4497000000000001,24.307885140246952
exp695,-0.1767,78.42397157141575
exp696,-0.4077,83.28296911371633
exp697,-0.2676999999999999,124.67326668325927
exp698,-0.0107000000000001,73.40144353053792
exp699,-0.6847,2.059598109446915
exp700,-0.1747,140.83680219504157
exp701,-0.1897000000000002,96.50947987100518
exp702,-0.1937000000000001,122.73346193199203
exp703,-0.4197000000000001,75.4067445772097
exp704,-0.1687,153.09274142593824
exp705,-0.1647,168.76001122440715
exp706,-0.3646999999999999,14.77612619585052
exp707,-0.4367,123.73226890762575
exp708,-0.2257000000000001,148.90676938687832
exp709,-0.1877000000000002,116.95655683652019
exp710,-0.1717000000000001,156.5537157457397
exp711,-0.2787,120.04141417449625
exp712,-0.4066999999999999,92.34572544564784
exp713,-0.1827,116.60519843276461
exp714,-0.2287,141.09085341888124
exp715,-0.1667,129.8372025560788
exp716,-0.2516999999999999,135.40313526844332
exp717,-0.5277,0.22515641695127794
exp718,-0.4936999999999999,23.26244378228239
exp719,-0.2047,105.66527980741076
exp720,-0.4286999999999999,74.89109971537118
exp721,-0.4327,54.856107489216576
exp722,-0.5167,15.579999879932656
exp723,-0.2347,117.71929827559731
exp724,-0.3646999999999999,3.3914459389471676
exp725,-0.6617000000000001,0.4642748091629283
exp726,-0.3686999999999999,112.87733152436199
exp727,-0.4146999999999999,92.64697892570541
exp728,-0.1787,164.80847705789625
