Experiment,ECSA voltage_Ar,ECSA target V_Ar,ECSA slope raw_Ar,ECSA intercept_Ar,ECSA R^2_Ar,Cdl mF cm-2_Ar,Ar ECSA file count
exp253,-1800mV,-0.15,-0.00034490802554923525,-0.031381050095952046,0.9709104765610688,0.3449080255492353,10.0
exp254,-1800mV,-0.15,-0.00027717401766708664,-0.039245484015239945,0.9602196053755863,0.27717401766708666,10.0
exp255,-1800mV,-0.15,-0.00019272655894563714,-0.01672190022401379,0.9666520232057789,0.19272655894563714,10.0
exp256,-1700mV,-0.15,-0.00029915392641374826,-0.13562430858358987,0.2140599597756922,0.2991539264137483,10.0
exp258,-1900mV,-0.15,-0.00011783470327076066,-0.03226293934357927,0.278714554337021,0.11783470327076066,10.0
exp259,-1900mV,-0.15,-0.00015235631388831473,-0.024235564863491377,0.8879251161536114,0.15235631388831472,10.0
exp260,-1900mV,-0.15,-0.00016982298161947613,-0.010390766491404205,0.9374114564937303,0.16982298161947612,10.0
exp261,-1600mV,-0.15,-0.0030797755900930602,-0.2690347617227069,0.9910681455694176,3.0797755900930603,10.0
exp262,-1900mV,-0.15,-0.00016755534725194045,-0.013942565367083229,0.8914502789176951,0.16755534725194046,10.0
exp263,-1900mV,-0.15,-0.00012446905814836114,-0.04070069656903034,0.29640446529541653,0.12446905814836115,10.0
exp265,-1600mV,-0.15,-0.0007899411098592889,-0.0071333877101528165,0.3680299915096224,0.7899411098592889,10.0
exp266,-1900mV,-0.15,-0.0003553118368634033,-0.061393191357211135,0.9771951388841487,0.3553118368634033,10.0
exp267,-1900mV,-0.15,-8.951827051087141e-05,-0.0604768410715641,0.1059431059031934,0.08951827051087141,10.0
exp270,-2100mV,-0.15,-1.1839926395730696e-05,-0.1163850989237358,0.00190520584734438,0.011839926395730695,10.0
exp271,-1900mV,-0.15,-0.0005197889983912846,0.03057387817682483,0.7457844911106444,0.5197889983912846,10.0
exp272,-2100mV,-0.15,-0.00017962920784863264,-0.04987746353062672,0.8784792242965738,0.17962920784863265,10.0
exp273,-1700mV,-0.15,-0.0037961690949061375,-0.1816895970479564,0.11564597843545735,3.7961690949061375,10.0
exp275,-1400mV,-0.15,-0.013220526198436328,-0.2329763659089812,0.999822495689524,13.220526198436328,10.0
exp276,-2100mV,-0.15,-0.0001673967431497567,-0.048982672875520814,0.8765691536890099,0.1673967431497567,10.0
exp277,-2100mV,-0.15,-0.00016608758586077982,-0.023859878308369595,0.9215020170502918,0.16608758586077982,10.0
exp278,-1600mV,-0.15,-0.012945633189109376,-0.9928124247326897,0.9936971316157276,12.945633189109376,10.0
exp279,-1700mV,-0.15,-0.0009649019295677353,-0.12365250884996981,0.9666684433924635,0.9649019295677352,10.0
exp280,-1900mV,-0.15,-0.00018929538896233052,-0.02768327326950186,0.937982786503429,0.18929538896233053,10.0
exp281,-1800mV,-0.15,-0.0004975790301882468,-0.040898933385537545,0.9851126584808326,0.49757903018824684,10.0
exp282,-1800mV,-0.15,-0.00039336310379632796,-0.04197746244000103,0.9662012496335571,0.39336310379632794,10.0
exp283,-1500mV,-0.15,-0.0029416171180649603,-0.08731591812962614,0.9996210672945749,2.9416171180649604,10.0
exp284,-1900mV,-0.15,-0.000606794193653358,-0.05178562708135359,0.6270151018218432,0.6067941936533581,10.0
exp285,-1400mV,-0.15,-0.01651746589594714,-1.160831704152435,0.9948583214645073,16.51746589594714,10.0
exp286,-1800mV,-0.15,-0.00029521326413855267,-0.02717079647480211,0.9725640327104281,0.29521326413855264,10.0
exp287,-1800mV,-0.15,-0.0008610520467259542,-0.09237697659459204,0.9777538177177183,0.8610520467259543,10.0
exp288,-1900mV,-0.15,-0.0002274854178689283,-0.01204345312026224,0.957269893810305,0.22748541786892829,10.0
exp289,-1600mV,-0.15,-0.006685520314824292,-0.6555380981658101,0.9899332547663988,6.685520314824292,10.0
exp290,-1800mV,-0.15,-0.0002484433064384391,-0.03588608587634362,0.9554493645952359,0.24844330643843912,10.0
exp291,-1900mV,-0.15,-0.00018645021419204098,-0.025035310339520486,0.923205108945129,0.18645021419204097,10.0
exp292,-1800mV,-0.15,-0.0005974933932688406,-0.0646960801666695,0.9831231204455549,0.5974933932688407,10.0
exp293,-2100mV,-0.15,-9.153359344651635e-05,-0.08503098214582064,0.09347200759733416,0.09153359344651635,10.0
exp294,-1900mV,-0.15,-0.0001944193503113825,-0.015842987883431733,0.9274138971528565,0.1944193503113825,10.0
exp295,-1800mV,-0.15,-0.00021573464767346844,-0.01695310582712048,0.9564931728213392,0.21573464767346845,10.0
exp296,-1600mV,-0.15,0.11370050179823812,-76.52026253016902,0.1798296342879978,-113.70050179823812,10.0
exp298,-1900mV,-0.15,-0.00020374002989897758,-0.026950465475781116,0.9258022138563065,0.20374002989897758,10.0
exp299,-1400mV,-0.15,-0.012770953372932213,-0.4723239965109345,0.9994450217028343,12.770953372932214,10.0
exp302,-1800mV,-0.15,-0.00045909272483642713,-0.06641619503768206,0.9637169210955548,0.4590927248364271,10.0
exp303,-1600mV,-0.15,-0.003605407165301227,-0.15894923929137716,0.9973891448304891,3.605407165301227,10.0
exp304,-1800mV,-0.15,-0.0009182249747804992,-0.08367143825684326,0.9878829082588099,0.9182249747804992,10.0
exp305,-1600mV,-0.15,-0.0033444548269213037,-0.16895916043701575,0.9976582665697153,3.3444548269213037,10.0
exp311,-1700mV,-0.15,-0.0007732358027655765,-0.08941909061306869,0.9852357064898853,0.7732358027655765,10.0
exp317,-1900mV,-0.15,-0.0001647568710662815,-0.037834516794720566,0.9169305206068734,0.1647568710662815,10.0
exp318,-2000mV,-0.15,-8.667536904462351e-05,-0.029268161362642098,0.6826138062509344,0.0866753690446235,10.0
exp319,-1900mV,-0.15,-6.875884934358207e-05,-0.009955948801832336,0.7985181035120277,0.06875884934358208,10.0
exp320,-1500mV,-0.15,-0.008870246270384033,-0.27440721491875575,0.9990925730087376,8.870246270384033,10.0
exp321,-1900mV,-0.15,-0.00010784185993759337,-0.009857013641418541,0.8657235724389126,0.10784185993759338,10.0
exp322,-1600mV,-0.15,-0.0035575026624898327,-0.2623265298885802,0.9945082668952495,3.5575026624898327,10.0
exp323,-1500mV,-0.15,-0.03844472577049434,-4.636167807750013,0.9805240223434433,38.444725770494344,10.0
exp324,-1600mV,-0.15,-0.0019198262606842575,-0.09736429283743997,0.9974142445943841,1.9198262606842575,10.0
exp325,-1700mV,-0.15,-0.00279260574413787,-0.03244081760995687,0.9996743693790854,2.79260574413787,10.0
exp326,-1900mV,-0.15,-0.00029028186719693935,-0.007281848210237307,0.9786133795777171,0.2902818671969393,10.0
exp327,-1700mV,-0.15,-0.00027087302284634995,-0.07722613700584519,0.8906599622671866,0.27087302284634995,10.0
exp328,-1600mV,-0.15,-0.0055068995994563925,-0.39531815885509003,0.9938954690065448,5.506899599456393,10.0
exp329,-1500mV,-0.15,-0.006456263568088484,-0.2987856023254891,0.9987838046067611,6.456263568088484,10.0
exp330,-1800mV,-0.15,-0.0001394384850887634,-0.020815128420054313,0.8972359565595203,0.13943848508876341,10.0
exp331,-1900mV,-0.15,-0.00016290177175848136,-0.013681147607222693,0.9429149417187972,0.16290177175848136,10.0
exp332,-1400mV,-0.15,-0.013915765336645349,-0.7013461335652131,0.9999286131796338,13.915765336645348,10.0
exp333,-1900mV,-0.15,-0.00012816348741249872,-0.015101872221340192,0.9150281387850079,0.12816348741249872,10.0
exp334,-2000mV,-0.15,-0.00010196681122375938,-0.02691416721202612,0.7574748782256295,0.10196681122375939,10.0
exp335,-1400mV,-0.15,-0.007039498715077272,-0.41449863742413395,0.9998819033599947,7.039498715077271,10.0
exp336,-1900mV,-0.15,-0.0001220542666779075,-0.008190526456356685,0.9339807384585898,0.1220542666779075,10.0
exp337,-1800mV,-0.15,-0.0010198464589999032,-0.09666621035106299,0.9899252016640491,1.0198464589999032,10.0
exp338,-2000mV,-0.15,-0.00015165086622230358,-0.02361915584423588,0.841343267213456,0.1516508662223036,10.0
exp339,-1700mV,-0.15,-0.003918664124859532,-0.3249743454607128,0.9924541738815427,3.918664124859532,10.0
exp340,-1700mV,-0.15,-0.0007671947910997255,-0.08407461198789185,0.9817200530066031,0.7671947910997254,10.0
exp341,-1900mV,-0.15,-0.00011421447468743343,-0.02164708627105094,0.7724194420810491,0.11421447468743343,10.0
exp342,-1700mV,-0.15,-0.0019553871022173304,-0.11946619771424027,0.9947969443366133,1.9553871022173304,10.0
exp343,-1600mV,-0.15,-0.005069081672988769,-0.23811426820025972,0.997856754863202,5.069081672988769,10.0
exp344,-1900mV,-0.15,-0.0006844843482793671,-0.04886678365031438,0.9902474297697393,0.6844843482793671,10.0
exp345,-1900mV,-0.15,-0.00010134420170889081,-0.004911945995019658,0.9412719157496634,0.10134420170889082,10.0
exp346,-2000mV,-0.15,-8.717944935368736e-05,-0.0075112561488751076,0.9025262474552578,0.08717944935368736,10.0
exp347,-2000mV,-0.15,-9.183102915022212e-05,-0.003791410142636696,0.8749073054041796,0.09183102915022212,10.0
exp348,-1900mV,-0.15,-0.00011687162713712526,-0.00628120739982168,0.9006101890864766,0.11687162713712526,10.0
exp349,-1400mV,-0.15,-0.029012143378126472,-0.7669194265199604,0.9997318467194563,29.01214337812647,10.0
exp350,-1700mV,-0.15,-0.004015007185128345,-0.2682672096322307,0.996189767803048,4.015007185128345,10.0
exp351,-1800mV,-0.15,-9.828013416158126e-05,-0.01553410291982251,0.8837327836932393,0.09828013416158125,10.0
exp352,-1900mV,-0.15,-0.00010968320277175769,-0.0016605393842871533,0.9403347101976028,0.10968320277175769,10.0
exp353,-1700mV,-0.15,-0.001739534557414253,-0.06496484049971918,0.9958090071059661,1.7395345574142531,10.0
exp354,-1600mV,-0.15,-0.0037829150476914476,-0.1747329548857175,0.9985925579849675,3.7829150476914477,10.0
exp355,-1700mV,-0.15,-0.003284868308250638,-0.2869874481179946,0.9905340732313572,3.284868308250638,10.0
exp356,-1800mV,-0.15,-0.00015907038270642572,-0.02525573945051178,0.9527723227352558,0.15907038270642573,10.0
exp357,-1700mV,-0.15,-0.0009911383903861153,-0.11783269672274332,0.9833326865591,0.9911383903861153,10.0
exp358,-1800mV,-0.15,-0.00012157051317952294,-0.008582281220134276,0.9347877061887195,0.12157051317952294,10.0
exp359,-1800mV,-0.15,-0.000123979535485328,-0.012183753236420833,0.8997975716841561,0.123979535485328,10.0
exp360,-1900mV,-0.15,-0.0001080450095866291,-0.009610532637664981,0.8648802173685177,0.1080450095866291,10.0
exp361,-1800mV,-0.15,-0.00038221497077410387,-0.021514182531419124,0.9862770204042937,0.3822149707741039,10.0
exp362,-1600mV,-0.15,-0.0036555592912554456,-0.15154754572813767,0.9990519073410279,3.6555592912554458,10.0
exp363,-1600mV,-0.15,-0.004501182014575677,-0.4952848875038347,0.9885763390519129,4.501182014575677,10.0
exp364,-1600mV,-0.15,-0.0029271062221606337,-0.4780733262653467,0.9748382710241831,2.9271062221606337,10.0
exp365,-2000mV,-0.15,-0.00011453878131538443,-0.003704665552659178,0.9042960159785406,0.11453878131538443,10.0
exp366,-1800mV,-0.15,0.021181708375907837,-9.740282077482885,0.21312837735340617,-21.181708375907835,10.0
exp367,-1900mV,-0.15,-0.00013218415660773408,-0.015481185754422748,0.8448680635557987,0.13218415660773408,10.0
exp369,-1600mV,-0.15,-0.002881150394869345,-0.11952370398788359,0.9979203727242111,2.881150394869345,10.0
exp370,-1700mV,-0.15,-0.003800164307436866,-0.09083532106600534,0.9985891580113329,3.800164307436866,10.0
exp371,-1700mV,-0.15,-0.0011299682738173153,-0.07595509011321688,0.9913545736560654,1.1299682738173153,10.0
exp372,-1400mV,-0.15,-0.016081820448800663,-1.2519185399991999,0.9961199290685188,16.081820448800663,10.0
exp373,-1700mV,-0.15,-0.0023975793757051475,-0.2373384557149445,0.9933803305538572,2.3975793757051473,10.0
exp374,-1800mV,-0.15,-0.0009685354724426477,-0.06904009521595733,0.9825851343102016,0.9685354724426477,10.0
exp375,-1800mV,-0.15,-0.0007180962068446843,-0.155937993058141,0.9636243313955383,0.7180962068446842,10.0
exp376,-1700mV,-0.15,-0.003415269424044697,-0.17897613931464096,0.9965597491028538,3.415269424044697,10.0
exp377,-1900mV,-0.15,-0.00010194209785857616,-0.011382403154957324,0.8429667473554184,0.10194209785857616,10.0
exp378,-1500mV,-0.15,-0.007386611718972328,-0.4889837253954097,0.9993231391232772,7.386611718972328,10.0
exp379,-1600mV,-0.15,-0.006581455073949157,-0.40880608601585067,0.9963742446461437,6.581455073949157,10.0
exp380,-1900mV,-0.15,-8.181796751730804e-05,-0.03374323184865426,0.6416165564234629,0.08181796751730805,10.0
exp381,-1800mV,-0.15,-0.00010463273497393254,-0.0119545636760384,0.8649066798562949,0.10463273497393254,10.0
exp382,-1800mV,-0.15,-0.0013092465392207763,-0.12978931758523493,0.9852074174916513,1.3092465392207764,10.0
exp383,-1900mV,-0.15,-9.199605257839761e-05,-0.024466093177520423,0.7257034466002911,0.09199605257839762,10.0
exp384,-1900mV,-0.15,-9.652950918087179e-05,-0.029416433867536222,0.7498591840951717,0.09652950918087179,10.0
exp385,-1900mV,-0.15,-0.00011156149267463427,-0.02778641426849838,0.7970447539908286,0.11156149267463426,10.0
exp386,-1900mV,-0.15,-0.00012064553071346442,-0.022503724029690343,0.7996510780152365,0.12064553071346443,10.0
exp387,-1900mV,-0.15,-0.00019723934783224888,-0.055391046047220144,0.8670432010389769,0.1972393478322489,10.0
exp388,-1900mV,-0.15,-0.0002544523706768469,-0.039453085777465535,0.9462681385218458,0.2544523706768469,10.0
exp389,-2000mV,-0.15,-9.127909009379106e-05,-0.03261218440647207,0.6445873233279595,0.09127909009379107,10.0
exp390,-1900mV,-0.15,-8.656157724534266e-05,-0.027949647266265268,0.7725395016958571,0.08656157724534266,10.0
exp391,-1500mV,-0.15,-0.009473085545234,-0.43760774078878306,0.9988665983309191,9.473085545234,10.0
exp392,-1900mV,-0.15,-0.0001092745949035704,-0.02182120336760978,0.7504248904679658,0.1092745949035704,10.0
exp393,-1600mV,-0.15,-0.009089123403743918,-0.8883744487998335,0.9915144480283405,9.089123403743917,10.0
exp394,-1900mV,-0.15,-0.00010692880101464691,-0.017043872058371816,0.8275887366092719,0.10692880101464691,10.0
exp395,-1900mV,-0.15,-0.0002047351475028596,-0.057437706036322395,0.7753495562532419,0.2047351475028596,10.0
exp401,-1700mV,-0.15,-0.0009744601423022678,-0.050700917289312586,0.9950103452480556,0.9744601423022677,10.0
exp402,-1800mV,-0.15,-0.00044327535728872614,-0.028053734571031247,0.9858517337338757,0.44327535728872614,10.0
exp403,-1700mV,-0.15,-0.001985593110017233,-0.15988893041451635,0.9930672962099527,1.985593110017233,10.0
exp404,-1800mV,-0.15,-0.0006014226374810271,-0.05841416066384403,0.9842719181099785,0.6014226374810271,10.0
exp405,-1700mV,-0.15,-0.003105944086896544,-0.22758609431333987,0.9943765659002428,3.105944086896544,10.0
exp406,-1700mV,-0.15,-0.0016866594761715495,-0.11400199400234623,0.9948131145704199,1.6866594761715494,10.0
exp407,-1800mV,-0.15,-0.00010634280308885931,-0.0030335600599668763,0.8744473360165802,0.10634280308885931,10.0
exp408,-1800mV,-0.15,-0.00150741580767083,-0.13501203925645977,0.9866204184339048,1.50741580767083,10.0
exp409,-1800mV,-0.15,-0.00010609508257375124,-0.01423292679088007,0.8041154632713607,0.10609508257375125,10.0
exp410,-1900mV,-0.15,-0.00012172789201240812,-0.014809223206204244,0.8638750313258845,0.12172789201240812,10.0
exp411,-1800mV,-0.15,-0.00042135184438715377,-0.037316767272895374,0.9802968311208626,0.4213518443871538,10.0
exp412,-1700mV,-0.15,-0.007483584052231607,-2.752627512914174,0.9491321567358272,7.483584052231607,10.0
exp413,-1900mV,-0.15,-0.0001293759677892372,-0.022317001127521843,0.8918217551955503,0.12937596778923718,10.0
exp414,-1700mV,-0.15,-0.0016837074633443236,-0.286793597855988,0.9788093121588782,1.6837074633443236,10.0
exp415,-1700mV,-0.15,-0.0030163968855622205,-0.25476864839995206,0.9941566834338238,3.0163968855622207,10.0
exp416,-1800mV,-0.15,-0.00037846403715394205,-0.02072785307597136,0.9914985046425286,0.37846403715394206,10.0
exp418,-1500mV,-0.15,-0.006774794972863141,-0.24586239196234327,0.9994235302926802,6.774794972863141,10.0
exp419,-1700mV,-0.15,-0.0016841248687364696,-0.14369520173539418,0.9928754478097553,1.6841248687364696,10.0
exp420,-1400mV,-0.15,-0.01132372505365393,-0.33048099051160396,0.9998704513996162,11.32372505365393,10.0
exp421,-1800mV,-0.15,-0.00031455191095752674,-0.03235174776630556,0.9806137461120871,0.3145519109575267,10.0
exp422,-1800mV,-0.15,-0.0003594012432139306,-0.019185086666701157,0.9890701347423007,0.3594012432139306,10.0
exp423,-1900mV,-0.15,-0.00011267093378137376,-0.004996972992553868,0.9059605634040581,0.11267093378137376,10.0
exp424,-1900mV,-0.15,-0.00010798151803072676,-0.012348225609904506,0.8268211941844089,0.10798151803072677,10.0
exp425,-1800mV,-0.15,-0.00010306091250148365,-0.01222504255100311,0.8710372912308963,0.10306091250148365,10.0
exp426,-1800mV,-0.15,-0.0008289960179299526,-0.015191562385828083,0.9925769798344732,0.8289960179299526,10.0
exp427,-1500mV,-0.15,-0.013239656676071326,-0.5357065441373479,0.9992800881740954,13.239656676071327,10.0
exp428,-1900mV,-0.15,-0.0001458876389300395,-0.0103247054870165,0.9166290473682835,0.1458876389300395,10.0
exp429,-1800mV,-0.15,-0.00045797310902112256,-0.03742549432434031,0.9852118678964943,0.45797310902112254,10.0
exp430,-1500mV,-0.15,-0.006992674348186419,-0.3327575679886041,0.9991185192133879,6.992674348186419,10.0
exp431,-1600mV,-0.15,-0.02049275382928055,-0.658776616028673,0.9988944257477712,20.49275382928055,10.0
exp432,-1500mV,-0.15,-0.020186007797029643,-1.1239574281910727,0.9983318637189584,20.186007797029642,10.0
exp433,-1800mV,-0.15,-0.00022229092350862587,-0.021405015558564222,0.9633307608935974,0.22229092350862587,10.0
exp434,-1700mV,-0.15,-0.005124335078794095,-0.30104540582063377,0.9974144707682852,5.124335078794095,10.0
exp435,-1700mV,-0.15,-0.002616120034744369,-0.25058986973154784,0.9951455393563119,2.6161200347443687,10.0
exp436,-1700mV,-0.15,-0.0007232116021597718,-0.12553964510672538,0.9901020610843309,0.7232116021597718,10.0
exp437,-1600mV,-0.15,-0.003835792606600467,-0.47619590625845754,0.9912532819003099,3.8357926066004673,10.0
exp438,-1900mV,-0.15,-0.00010094748573479305,-0.013571382467845533,0.8715910059372137,0.10094748573479305,10.0
exp439,-1800mV,-0.15,-0.00015057538451656465,-0.01932695973927226,0.887520422292132,0.15057538451656466,10.0
exp440,-1900mV,-0.15,-0.00010083454032079664,-0.015492370202436906,0.7800801795076071,0.10083454032079664,10.0
exp441,-1500mV,-0.15,-0.005261004419106874,-0.24227313963359398,0.9995690517618926,5.261004419106873,10.0
exp442,-1700mV,-0.15,-0.0038874700345812876,-0.24994040014352636,0.9960296574336184,3.8874700345812876,10.0
exp443,-1600mV,-0.15,-0.0033672915859271854,-0.15454075201862305,0.998258764386791,3.3672915859271852,10.0
exp444,-1500mV,-0.15,-0.014015121022140519,-0.3773930704073072,0.9994518403447792,14.01512102214052,10.0
exp445,-1800mV,-0.15,-0.000314761011527023,-0.03804079562781257,0.9652917874167302,0.31476101152702296,10.0
exp446,-1900mV,-0.15,-0.00013324941477498863,-0.0024111225349311635,0.9240372664907822,0.13324941477498864,10.0
exp447,-1800mV,-0.15,-0.0006477617253906207,-0.026488377089593618,0.9942868611459508,0.6477617253906207,10.0
exp448,-1800mV,-0.15,-0.00015304388256946484,-0.009637984999666421,0.9444499196199504,0.15304388256946483,10.0
exp449,-1700mV,-0.15,-0.0025065410820437743,-0.164057391501629,0.9966465661795456,2.5065410820437743,10.0
exp450,-1500mV,-0.15,-0.004529626799493671,-0.29874835142616085,0.9981119145471574,4.529626799493671,10.0
exp451,-1700mV,-0.15,-0.006208403706856119,-0.2543039458045171,0.9977760637409139,6.208403706856119,10.0
exp452,-1700mV,-0.15,-0.0008621978136763127,-0.060677113236714486,0.9927105085747054,0.8621978136763128,10.0
exp453,-1900mV,-0.15,-0.00010729869489441455,-0.028681081492417007,0.7333185625986887,0.10729869489441456,10.0
exp454,-1700mV,-0.15,-0.0007448504637541632,-0.09153960676077005,0.9870204470817325,0.7448504637541632,10.0
exp455,-1900mV,-0.15,-0.0001264972477680063,-0.0023595627961014373,0.8997495298964507,0.1264972477680063,10.0
exp456,-1800mV,-0.15,-0.00013116856932044146,0.0007120191333788786,0.9540260238312152,0.13116856932044146,10.0
exp457,-1800mV,-0.15,-0.0001091556126646196,-0.009604134471302359,0.837337752956445,0.10915561266461961,10.0
exp458,-1900mV,-0.15,-0.00011574666715832968,-0.004304445542581137,0.8623876414631553,0.11574666715832968,10.0
exp459,-1400mV,-0.15,-0.005811461397034996,-0.42761703059972245,0.9992943872692314,5.811461397034996,10.0
exp460,-1900mV,-0.15,-0.00011602981830185044,-0.004238410806880165,0.8639492400661319,0.11602981830185044,10.0
exp461,-1900mV,-0.15,-0.00012789274359001056,0.002238418567221352,0.9773373726498548,0.12789274359001057,10.0
exp462,-1500mV,-0.15,-0.007211650316921875,-0.2570179760686906,0.9996423832921753,7.211650316921875,10.0
exp463,-1700mV,-0.15,-0.0005369352496114659,-0.15128169394024363,0.9319568385027286,0.5369352496114659,10.0
exp464,-1900mV,-0.15,-0.00010852649068520747,-0.011835089566069053,0.8249362816471802,0.10852649068520746,10.0
exp465,-1700mV,-0.15,-0.0004714393611228499,-0.02605047805120353,0.9961761285224644,0.4714393611228499,10.0
exp466,-1500mV,-0.15,-0.006285422235769936,-0.15152130868859315,0.9995683986824865,6.2854222357699365,10.0
exp467,-1700mV,-0.15,-0.0018660235556385142,-0.24201434557768864,0.9921618038176196,1.8660235556385143,10.0
exp468,-1900mV,-0.15,-9.791628434082328e-05,-0.005459040490385973,0.883827630546836,0.09791628434082328,10.0
exp469,-1400mV,-0.15,-0.014702231425444454,-0.67216130407847,0.999657347579322,14.702231425444454,10.0
exp470,-1800mV,-0.15,-0.00011208526862244638,-0.010245993102424418,0.8572137730821545,0.11208526862244639,10.0
exp471,-1700mV,-0.15,-0.0015030919001497117,-0.13122323984167805,0.9889459733409145,1.5030919001497118,10.0
exp472,-1900mV,-0.15,-0.00016822772168957842,-0.007988187926551857,0.9199059433559209,0.16822772168957842,10.0
exp473,-1800mV,-0.15,-0.00011893837973413759,-0.011522571611183675,0.8548355578113406,0.11893837973413758,10.0
exp474,-1500mV,-0.15,-0.014129291795857864,-0.37169086604720203,0.9995385252513527,14.129291795857865,10.0
exp475,-1500mV,-0.15,-0.005528683259849409,-0.267191902448245,0.9991219615687571,5.528683259849409,10.0
exp476,-1900mV,-0.15,-0.0001610667578245316,-0.025239364246338866,0.8462391690774309,0.16106675782453161,10.0
exp477,-1800mV,-0.15,-0.0001242072266905604,-0.010188415934972515,0.8624259705581365,0.1242072266905604,10.0
exp478,-1900mV,-0.15,-0.0001165325200699267,-0.00040842778525119333,0.9229298399337835,0.1165325200699267,10.0
exp479,-1600mV,-0.15,-0.004012983184935002,-0.207171430468017,0.9987626816033737,4.012983184935002,10.0
exp480,-1800mV,-0.15,-0.0016440740256128896,-0.062257583126330784,0.9987424553141923,1.6440740256128896,10.0
exp481,-1900mV,-0.15,-0.00014250197300683744,-0.003990306208279393,0.9075257708256759,0.14250197300683745,10.0
exp482,-1500mV,-0.15,-0.009996523662340483,-0.33069465306161394,0.9988649227863903,9.996523662340483,10.0
exp483,-1800mV,-0.15,-0.00013827512761177365,-0.009745139094700164,0.8700314555488085,0.13827512761177366,10.0
exp484,-1800mV,-0.15,-0.0005697167463407748,-0.03740592573380891,0.9894876711158276,0.5697167463407748,10.0
exp485,-1900mV,-0.15,-0.0009534146546643914,-0.060090862570873704,0.9867598714184042,0.9534146546643913,10.0
exp486,-1500mV,-0.15,-0.007771231165444115,-0.2327958398853922,0.9993770891971061,7.771231165444115,10.0
exp487,-1900mV,-0.15,-0.00014793746834267048,-0.019230727721859173,0.9059786386068003,0.14793746834267046,10.0
exp488,-1700mV,-0.15,-0.0008737760659550993,-0.11310164261401068,0.990231729130654,0.8737760659550993,10.0
exp489,-1600mV,-0.15,-0.0018779826360821714,-0.1990647232825039,0.990069215275631,1.8779826360821714,10.0
exp490,-1600mV,-0.15,-0.002276287029400253,-0.2796483563209986,0.9830630409394651,2.2762870294002533,10.0
exp491,-1800mV,-0.15,-0.00011184693792014731,-0.008093937121481466,0.8615008396516782,0.11184693792014731,10.0
exp492,-1800mV,-0.15,-0.000170014703258661,-0.007306594580829079,0.940426039617939,0.170014703258661,10.0
exp493,-1700mV,-0.15,-0.0027207949262160937,-0.1682769024618218,0.997331684742565,2.7207949262160938,10.0
exp494,-1800mV,-0.15,-0.00025299349542690915,-0.014939822897008598,0.9881275515048187,0.25299349542690913,10.0
exp495,-1800mV,-0.15,-0.0001156238734728297,-0.0029325192900951785,0.9030343771664107,0.1156238734728297,10.0
exp496,-1500mV,-0.15,-0.005264905115900885,-0.24095527434217612,0.9996063405276379,5.264905115900885,10.0
exp497,-1600mV,-0.15,-0.0017249718204112822,-0.1911372445106564,0.9862842852421594,1.724971820411282,10.0
exp498,-1600mV,-0.15,-0.0006874541388145888,-0.04979986329268121,0.9881749938116706,0.6874541388145888,10.0
exp499,-1700mV,-0.15,-0.0008195243336225745,-0.14177948641143917,0.9598878173308749,0.8195243336225745,10.0
exp500,-1600mV,-0.15,-0.0039069422312320795,-0.34912346734940947,0.9891617353879232,3.9069422312320796,10.0
exp501,-1700mV,-0.15,0.03840296560888752,-9.74177242994567,0.24713560915183108,-38.40296560888752,10.0
exp502,-1600mV,-0.15,-0.0004603120350721856,-0.016828788467257716,0.9810638715974875,0.4603120350721856,10.0
exp503,-1900mV,-0.15,-0.00017382166649950777,-0.02044754084975793,0.9274306135261322,0.17382166649950775,10.0
exp504,-1900mV,-0.15,-0.0012921410383775278,-0.07270384617846115,0.9852798842709757,1.2921410383775278,10.0
exp505,-1400mV,-0.15,-0.056198147208177195,-14.735392366824207,0.9641924143181256,56.1981472081772,10.0
exp506,-1800mV,-0.15,-0.0006110938643531456,-0.05008212826357561,0.985122548284996,0.6110938643531456,10.0
exp507,-1500mV,-0.15,-0.0025042460757931833,-0.3990665741173274,0.9942610659279155,2.5042460757931835,10.0
exp508,-1900mV,-0.15,-0.00011499266446645637,-0.01945580923913911,0.8177201363408573,0.11499266446645637,10.0
exp509,-1800mV,-0.15,-0.00016244532051530678,-0.01550839441895234,0.9442001283379524,0.16244532051530677,10.0
exp510,-1900mV,-0.15,-0.00012618974586667948,-0.011770220780351053,0.8617760743124608,0.12618974586667947,10.0
exp511,-2100mV,-0.15,-8.496523853590652e-05,-0.00621896738190366,0.8816729104050112,0.08496523853590651,10.0
exp512,-1500mV,-0.15,-0.0007429880634690295,-0.06824763850978027,0.9887168221888817,0.7429880634690295,10.0
exp514,-1400mV,-0.15,-0.038509381106161734,-4.211606616856045,0.997679170536381,38.50938110616173,10.0
exp515,-1800mV,-0.15,-0.00021511071884649892,-0.023448849289969736,0.9286176927102328,0.21511071884649893,10.0
exp516,-1500mV,-0.15,-0.009729085625445274,-1.0960046951451288,0.9957239709274176,9.729085625445274,10.0
exp517,-1900mV,-0.15,-0.00012953440550798559,-0.012717213332951692,0.8362927353043814,0.1295344055079856,10.0
exp518,-1400mV,-0.15,-0.0034849451989175076,-0.14143090407906866,0.9977910005965129,3.4849451989175075,10.0
exp519,-2000mV,-0.15,-0.00012359653619752238,-0.013555019290301583,0.8083022773560223,0.12359653619752238,10.0
exp520,-1900mV,-0.15,-0.0001541520893643317,-0.016923108883720298,0.8844850219425657,0.1541520893643317,10.0
