Experiment,Voltage_Ar,Overpotential V at 0.5 mA/cm2_Ar,Current Density 0.5 mA/cm2_Ar,Overpotential V at 1.0 mA/cm2_Ar,Current Density 1.0 mA/cm2_Ar,Overpotential V at 1.5 mA/cm2_Ar,Current Density 1.5 mA/cm2_Ar,Overpotential V at 2.0 mA/cm2_Ar,Current Density 2.0 mA/cm2_Ar,Overpotential V at 2.5 mA/cm2_Ar,Current Density 2.5 mA/cm2_Ar,Overpotential V at 3.0 mA/cm2_Ar,Current Density 3.0 mA/cm2_Ar,Overpotential V at 3.5 mA/cm2_Ar,Current Density 3.5 mA/cm2_Ar,Overpotential V at 4.0 mA/cm2_Ar,Current Density 4.0 mA/cm2_Ar,Overpotential V at 4.5 mA/cm2_Ar,Current Density 4.5 mA/cm2_Ar,Overpotential V at 5.0 mA/cm2_Ar,Current Density 5.0 mA/cm2_Ar,Overpotential V at 5.5 mA/cm2_Ar,Current Density 5.5 mA/cm2_Ar,Overpotential V at 6.0 mA/cm2_Ar,Current Density 6.0 mA/cm2_Ar,Overpotential V at 6.5 mA/cm2_Ar,Current Density 6.5 mA/cm2_Ar,Overpotential V at 7.0 mA/cm2_Ar,Current Density 7.0 mA/cm2_Ar,Overpotential V at 7.5 mA/cm2_Ar,Current Density 7.5 mA/cm2_Ar,Overpotential V at 8.0 mA/cm2_Ar,Current Density 8.0 mA/cm2_Ar,Overpotential V at 8.5 mA/cm2_Ar,Current Density 8.5 mA/cm2_Ar,Overpotential V at 9.0 mA/cm2_Ar,Current Density 9.0 mA/cm2_Ar,Overpotential V at 9.5 mA/cm2_Ar,Current Density 9.5 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Current Density 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Current Density 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Current Density 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Current Density 40.0 mA/cm2_Ar,Overpotential V at 50.0 mA/cm2_Ar,Current Density 50.0 mA/cm2_Ar
exp579,-1600mV,-0.3367000000000001,-0.5037786938819395,-0.3617,-0.987609958435782,-0.3717,-1.4868615761581534,-0.3786999999999999,-2.0004017780091616,-0.3846999999999999,-2.512527268560305,-0.3897,-2.9807967088156326,-0.3946999999999999,-3.4971663332663705,-0.3986999999999999,-3.944215104023722,-0.4037,-4.561029230764878,-0.4066999999999999,-4.940171859128707,-0.4106999999999999,-5.515959358173778,-0.4137,-5.99130235492843,-0.4166999999999999,-6.453912949984297,-0.4197000000000001,-6.992917955232877,-0.4226999999999999,-7.53616709438105,-0.4246999999999999,-7.933700969643125,-0.4277000000000001,-8.52505029298671,-0.4297000000000001,-8.974928486343794,-0.4317000000000001,-9.406415432802628,-0.4337000000000001,-9.877514295657685,-0.4657000000000001,-19.820105311109163,-0.4867,-29.90699687914687,-0.5027,-39.696799074212926,-0.5187,-50.06663290222365
exp580,-1700mV,-0.2507,-0.4943001281728438,-0.2827,-1.0000594178745943,-0.3007000000000001,-1.4925204213576138,-0.3127000000000001,-1.9919135102099716,-0.3247000000000001,-2.506868423360845,-0.3337,-2.9666495958169823,-0.3417,-3.509898734965156,-0.3487000000000001,-3.982412309120079,-0.3537,-4.4846348205721664,-0.3577,-4.98827204332412,-0.3657,-5.4947386886758025,-0.3677,-6.026670137425056,-0.3746999999999999,-6.483621887281464,-0.3757,-6.9646237292355755,-0.3786999999999999,-7.604073236774572,-0.3806999999999999,-7.967654040839887,-0.3857,-8.532123849486036,-0.3877,-8.969269641144333,-0.3906999999999999,-9.478565709095744,-0.3937,-10.091135701937308,-0.4487,-20.30110715306328,-0.4867,-30.11920357412663,-0.5247,-39.95144710818864,-0.5717,-49.89686754623985
exp581,-1400mV,-0.0337,-0.5029298671020205,-0.1267,-1.003313253864284,-0.1607,-1.4896909987578837,-0.1777000000000002,-2.0187930249074073,-0.1897000000000002,-2.51111255726044,-0.1977000000000001,-2.9878702653149576,-0.2057000000000001,-3.512728157564886,-0.2117000000000001,-4.029097782015624,-0.2167,-4.508684912669872,-0.2217000000000001,-5.066081164816696,-0.2257000000000001,-5.490494554776207,-0.2297000000000001,-5.984228798429105,-0.2327,-6.482207175981599,-0.2367,-7.059409386326533,-0.2396999999999999,-7.526264115281995,-0.2416999999999999,-7.946433371341912,-0.2447,-8.441582326294675,-0.2476999999999999,-9.08952010163286,-0.2496999999999999,-9.4601744621975,-0.2516999999999999,-9.932688036352424,-0.2847,-20.17378313607542,-0.3047000000000001,-29.878702653149578,-0.3217,-39.83827020419943,-0.3367000000000001,-50.26469248420475
exp582,-1700mV,-0.3877,-0.5026469248420475,-0.4177,-1.0076988588938656,-0.4357000000000001,-1.501008689156804,-0.4497000000000001,-2.020207736207272,-0.4597000000000001,-2.478574197363544,-0.4697000000000001,-3.0189939139119883,-0.4777000000000001,-3.5183870027643462,-0.4847,-4.0050476899179195,-0.4907,-4.46058472847446,-0.4967,-4.968466085126009,-0.5027,-5.506056379074723,-0.5076999999999999,-5.9997906227276205,-0.5127,-6.53030736017701,-0.5167,-6.970282574435036,-0.5207,-7.459772684188338,-0.5247,-7.95775106174083,-0.5287000000000001,-8.476950108791302,-0.5327000000000001,-9.048493473936777,-0.5357,-9.487053976894938,-0.5387000000000001,-9.962396973649588,-0.5827000000000001,-19.93328221509837,-0.6087000000000001,-30.161644913122583,-0.6286999999999999,-40.24853648116029,-0.6457,-50.1373684672169
exp583,-1700mV,-0.4126999999999999,-0.5032128093619935,-0.4347,-0.9874684873057956,-0.4477000000000001,-1.4812027309586933,-0.4577000000000001,-2.0103047571082175,-0.4647,-2.485647753862869,-0.4707,-2.973723152316307,-0.4757000000000001,-3.4490661490709593,-0.4807,-3.988071154319539,-0.4847,-4.480390686672571,-0.4887,-5.015151558021555,-0.4916999999999999,-5.445223793180525,-0.4956999999999999,-6.081843878119792,-0.4976999999999999,-6.4199598787875365,-0.5007,-6.958964884036115,-0.5036999999999999,-7.543240650880375,-0.5056999999999999,-7.92379799054407,-0.5087,-8.559003364183472,-0.5107,-8.993319733242037,-0.5127,-9.44885677179858,-0.5147,-9.912882078154311,-0.5487000000000001,-19.961576441095666,-0.5757,-30.11920357412663,-0.5997,-39.76753463920618,-0.6206999999999999,-49.642219512264134
exp584,-1500mV,-0.2357000000000001,-0.4982613198124658,-0.2967000000000001,-1.0103868103636091,-0.3157,-1.499593977856939,-0.3267000000000001,-1.9975723554094316,-0.3347000000000001,-2.485647753862869,-0.3407000000000001,-2.973723152316307,-0.3457,-3.4717015298688,-0.3497,-3.9428003927238575,-0.3537,-4.505855490070142,-0.3567000000000001,-4.971295507725738,-0.3597,-5.482006286977017,-0.3626999999999999,-6.080429166819927,-0.3646999999999999,-6.483621887281464,-0.3666999999999999,-6.949061904937061,-0.3686999999999999,-7.437137303390498,-0.3706999999999999,-7.940774526142452,-0.3726999999999999,-8.515147313887656,-0.3746999999999999,-9.082446545133534,-0.3757,-9.399341876303303,-0.3777,-10.062841475940006,-0.3997,-20.01816489309027,-0.4146999999999999,-29.921143992145527,-0.4266999999999999,-39.68265196121428,-0.4377000000000001,-49.656366625262784
exp590,-2000mV,-0.6497,-0.502505453712061,-0.7157000000000001,-0.9932688036352422,-0.7476999999999999,-1.4939351326574788,-0.7676999999999999,-2.013134179707947,-0.7807000000000001,-2.50545371206098,-0.7907000000000001,-3.000602667013743,-0.7997,-3.508484023665291,-0.8067000000000001,-4.006462401217783,-0.8127000000000001,-4.505855490070142,-0.8177,-4.965636662526279,-0.8227000000000001,-5.497568111275533,-0.8277,-6.037987827823977,-0.8317,-6.55011331837512,-0.8347000000000001,-6.954720750136521,-0.8397,-7.517775847482805,-0.8427000000000001,-7.980386442538672,-0.8467000000000001,-8.534953272085767,-0.8497,-9.0555670304361,-0.8517,-9.406415432802628,-0.8547000000000001,-10.041620806442031,-0.8877,-19.93328221509837,-0.9077,-29.779672862159025,-0.9237,-39.66850484821563,-0.9377,-49.69880796425874
exp597,-2200mV,-0.7647,-0.4988272043324118,-0.8037,-1.0031717827342974,-0.8257,-1.501008689156804,-0.8417,-2.004645911908757,-0.8537,-2.4870624651627344,-0.8646999999999999,-3.021823336511718,-0.8726999999999999,-3.4717015298688,-0.8806999999999999,-3.985241731719809,-0.8877,-4.494537799671222,-0.8937,-4.976954352925199,-0.8997,-5.506056379074723,-0.9047,-5.987058221028835,-0.9097,-6.503427845479574,-0.9137,-6.944817771037465,-0.9187,-7.53333767178132,-0.9227,-8.035560183233407,-0.9257,-8.434508769795347,-0.9297,-8.993319733242037,-0.9327,-9.4318802362002,-0.9367,-10.04727965164149,-0.9827,-20.00401778009162,-1.0126999999999995,-29.96358533114148,-1.0366999999999995,-40.06462401217784,-1.0566999999999998,-49.95345599823444
exp598,-2200mV,-0.7716999999999999,-0.5032128093619935,-0.8127000000000001,-0.9997764756146216,-0.8367000000000001,-1.502423400456669,-0.8537,-1.9975723554094316,-0.8666999999999999,-2.4799889086634095,-0.8786999999999999,-3.021823336511718,-0.8877,-3.5014104671659654,-0.8957,-3.986656443019674,-0.9037,-4.535564427367307,-0.9097,-4.986857332024254,-0.9157,-5.480591575677152,-0.9217,-6.022426003525461,-0.9267,-6.507671979379168,-0.9317,-7.038188716828557,-0.9357,-7.483822776286043,-0.9397,-7.961995195640427,-0.9437,-8.461388284492784,-0.9477,-8.989075599342444,-0.9517,-9.543642428889536,-0.9547,-9.983617643147564,-1.0036999999999998,-19.919135102099716,-1.0366999999999995,-30.04846800913338,-1.0627,-40.17780091616704,-1.0837,-49.925161772237146
exp600,-2300mV,-0.7757,-0.5020810403221014,-0.8167000000000001,-1.006425618723987,-0.8407000000000001,-1.510911668255859,-0.8577,-2.0004017780091616,-0.8717,-2.50262428946125,-0.8826999999999999,-2.976552574916037,-0.8926999999999999,-3.4745309524685304,-0.9017,-3.9767534639206183,-0.9097,-4.473317130173245,-0.9177,-5.023639825820745,-0.9237,-5.472103307877963,-0.9307,-6.037987827823977,-0.9357,-6.472304196882543,-0.9417,-7.031115160329232,-0.9467,-7.5220199813824,-0.9517,-8.049707296232057,-0.9557,-8.48826779919022,-0.9597,-8.949463682946222,-0.9647,-9.556374830588323,-0.9687,-10.062841475940006,-1.0267,-20.07475334508487,-1.0657,-30.00602667013743,-1.0977,-40.135359577171094,-1.1246999999999998,-50.179809806212845
exp601,-2300mV,-0.7987000000000001,-0.4976954352925198,-0.8397,-0.9939761592851746,-0.8646999999999999,-1.499593977856939,-0.8837,-2.013134179707947,-0.8986999999999999,-2.5139419798601703,-0.9107,-2.9793819975157674,-0.9227,-3.512728157564886,-0.9327,-4.0121212464172435,-0.9417,-4.515758469169198,-0.9497,-5.006663290222365,-0.9567,-5.474932730477692,-0.9637,-5.975740530629915,-0.9707,-6.514745535878494,-0.9767,-7.009894490831256,-0.9827,-7.534752383081187,-0.9877,-7.998777689436918,-0.9926999999999998,-8.47977953139103,-0.9977,-8.987660888042578,-1.0027,-9.521007048091697,-1.0067,-9.960982262349724,-1.0747,-20.07475334508487,-1.1206999999999998,-30.06261512213203,-1.1566999999999998,-39.95144710818864,-1.1877,-49.93930888523579
exp602,-2400mV,-0.7887000000000001,-0.4967051373826143,-0.8317,-1.0038791383842298,-0.8567000000000001,-1.506667534356264,-0.8746999999999999,-1.9904987989101068,-0.8906999999999999,-2.5167714024599,-0.9037,-3.010505646112798,-0.9157,-3.5183870027643462,-0.9257,-3.9838270204199433,-0.9357,-4.483220109272302,-0.9447,-4.978369064225063,-0.9537,-5.503226956474993,-0.9617,-6.00262004532735,-0.9697,-6.528892648877145,-0.9767,-7.021212181230177,-0.9837,-7.53616709438105,-0.9897,-7.997362978137053,-0.9957,-8.482608953990761,-1.0017,-8.991905021942173,-1.0076999999999998,-9.518177625491967,-1.0126999999999995,-9.969470530148914,-1.0957,-19.961576441095666,-1.1536999999999995,-29.977732444140123,-1.1997,-40.00803556018324,-1.2386999999999997,-49.86857332024254
exp603,-2400mV,-0.8027000000000001,-0.4974124930325468,-0.8437,-1.006425618723987,-0.8666999999999999,-1.5094969569559942,-0.8826999999999999,-1.9904987989101068,-0.8966999999999999,-2.5196008250596305,-0.9077,-3.006261512213203,-0.9177,-3.508484023665291,-0.9267,-4.0050476899179195,-0.9347,-4.486049531872031,-0.9427,-4.996760311123309,-0.9497,-5.477762153077422,-0.9567,-5.981399375829374,-0.9637,-6.509086690679034,-0.9697,-6.987259110033416,-0.9757,-7.48523748758591,-0.9817,-8.001607112036647,-0.9877,-8.542026828585092,-0.9926999999999998,-9.008881557540551,-0.9977,-9.489883399494666,-1.0027,-9.986447065747294,-1.0806999999999998,-20.01816489309027,-1.1366999999999998,-30.00602667013743,-1.1816999999999998,-39.90900576919269,-1.2227,-50.109074241219595
exp604,-2900mV,-0.9467,-0.5008078001522229,-1.0417,-0.9997764756146216,-1.1037,-1.4953498439573436,-1.1507,-1.9975723554094316,-1.1896999999999998,-2.4955507329619246,-1.2227,-2.9935291105144173,-1.2527,-3.505654601065561,-1.2797,-3.999388844718459,-1.3047,-4.511514335269602,-1.3277,-5.01373684672169,-1.3477,-5.489079843476342,-1.3676999999999997,-5.99413177752816,-1.3866999999999998,-6.500598422879844,-1.4047,-6.987259110033416,-1.4227,-7.5092875796836145,-1.4387,-7.981801153838537,-1.4556999999999998,-8.496756066989409,-1.4707,-8.993319733242037,-1.4876999999999998,-9.512518780292506,-1.5036999999999998,-10.009082446545134,-1.7466999999999997,-19.98987066709297,-1.8497,-30.04846800913338,,,,
exp610,-1700mV,-0.3127000000000001,-0.4974124930325468,-0.3217,-1.0176018379929208,-0.3257,-1.5590118524512704,-0.3277,-1.9480574599141556,-0.3297,-2.433303435767863,-0.3317,-3.0161644913122583,-0.3337,-3.641466885852605,-0.3347000000000001,-3.941385681423992,-0.3367000000000001,-4.4973672222709515,-0.3387000000000001,-4.955733683427223,-0.3417,-5.520203492073373,-0.3457,-5.992717066228296,-0.3507000000000001,-6.537380916676335,-0.3547000000000001,-6.988673821333281,-0.3587000000000001,-7.462602106788069,-0.3646999999999999,-8.024242492834487,-0.3686999999999999,-8.55051509638428,-0.3737,-8.979172620243387,-0.3766999999999999,-9.4601744621975,-0.3817,-9.944005726751344,-0.4507,-20.00401778009162,-0.4987,-30.11920357412663,-0.5367000000000001,-39.83827020419943,-0.5727000000000001,-50.15151558021555
exp611,-1500mV,-0.0167000000000001,-0.5313655642293078,-0.0107000000000001,0.9127717306729216,-0.0087000000000001,1.5264734925543744,-0.0247000000000001,-1.93249563561564,-0.0287000000000001,-2.4743300634639493,-0.0327000000000001,-2.990699687914687,-0.0377,-3.5381929609624567,-0.0417,-3.9838270204199433,-0.0467000000000001,-4.481805397972437,-0.0517,-4.9698807964258735,-0.0577,-5.535765316371888,-0.0627000000000002,-6.022426003525461,-0.0677000000000001,-6.483621887281464,-0.0727000000000002,-7.005650356931662,-0.0777000000000001,-7.478163931086583,-0.0827000000000002,-8.03273076063368,-0.0877000000000001,-8.517976736487388,-0.0917000000000001,-8.990490310642308,-0.0967000000000002,-9.508274646392913,-0.1007000000000002,-9.9539087058504,-0.2187,-20.03231200608892,-0.4017,-30.11920357412663,-0.4086999999999999,-39.39970970124127,-0.4146999999999999,-49.514895495276285
exp612,-1600mV,0.0042999999999999,0.4992516177223714,-0.0917000000000001,-0.9986447065747294,-0.1277000000000001,-1.5038381117565338,-0.2616999999999999,-2.0004017780091616,-0.1926999999999999,-2.49979486686152,-0.4026999999999999,-2.9836261314153627,-0.4077,-3.46887210726907,-0.4117,-4.081442100110631,-0.4137,-4.511514335269602,-0.4157,-4.998175022423175,-0.4177,-5.630550973462847,-0.4186999999999999,-6.037987827823977,-0.4197000000000001,-6.480792464681733,-0.4206999999999999,-6.978770842234226,-0.4217000000000001,-7.529093537881726,-0.4226999999999999,-8.17420189062018,-0.4226999999999999,-8.17420189062018,-0.4237000000000001,-8.905607632650405,-0.4246999999999999,-9.666722311977797,-0.4246999999999999,-9.666722311977797,-0.4387,-20.06060623208622,-0.4547,-30.303116043109085,-0.4717000000000001,-39.92315288219133,-0.4887,-49.84027909424525
exp613,-1500mV,-0.2416999999999999,-0.4991101465923849,-0.2727,-1.0062841475940008,-0.2856999999999999,-1.5038381117565338,-0.2936999999999999,-2.0103047571082175,-0.2996999999999999,-2.5280890928588207,-0.3036999999999999,-2.972308441016442,-0.3077,-3.5014104671659654,-0.3107000000000001,-3.969679907421293,-0.3137,-4.525661448268252,-0.3157,-4.920365900930598,-0.3187000000000001,-5.609330303964871,-0.3207000000000001,-6.107308681517363,-0.3217,-6.374689117191855,-0.3237,-6.958964884036115,-0.3257,-7.568705454277946,-0.3267000000000001,-7.894089053246905,-0.3287000000000001,-8.601444703179425,-0.3297,-8.966440218544603,-0.3307000000000001,-9.341338713008836,-0.3327000000000001,-10.144894731332178,-0.3507000000000001,-19.98987066709297,-0.3637,-30.03432089613473,-0.3746999999999999,-40.29097782015624,-0.3846999999999999,-50.46275206618586
exp614,-1800mV,-0.4077,-0.4967051373826143,-0.4237000000000001,-0.9955323417150264,-0.4337000000000001,-1.4840321535584236,-0.4417000000000001,-1.9961576441095663,-0.4477000000000001,-2.461597661765164,-0.4537000000000001,-3.009090934812933,-0.4587,-3.525460559263671,-0.4627,-3.969679907421293,-0.4667,-4.4648288623740555,-0.4707,-4.968466085126009,-0.4747,-5.496153399975667,-0.4777000000000001,-5.947446304632614,-0.4817000000000001,-6.571333987873095,-0.4847,-7.041018139428288,-0.4876999999999999,-7.520605270082535,-0.4907,-8.01433951373543,-0.4936999999999999,-8.543441539884956,-0.4967,-9.06971414343475,-0.4987,-9.413488989301952,-0.5016999999999999,-9.958152839749992,-0.5457,-19.961576441095666,-0.5807000000000001,-30.06261512213203,-0.6107000000000001,-39.92315288219133,-0.6377,-50.010044450229046
exp615,-1500mV,-0.0797000000000001,-0.4991101465923849,-0.2907,-1.000483831264554,-0.3036999999999999,-1.4939351326574788,-0.3117,-1.9777663972113213,-0.3187000000000001,-2.5295038041586855,-0.3237,-3.0387998721100984,-0.3277,-3.541022383562187,-0.3307000000000001,-3.965435773521698,-0.3337,-4.4379493476766205,-0.3367000000000001,-4.9896867546239845,-0.3397,-5.582450789267434,-0.3417,-6.035158405224247,-0.3437,-6.502013134179709,-0.3457,-7.015553336030716,-0.3477,-7.568705454277946,-0.3487000000000001,-7.850233002951088,-0.3507000000000001,-8.469876552291973,-0.3527000000000001,-9.119229038930026,-0.3537,-9.433294947500064,-0.3557,-10.132162329633392,-0.3757,-19.70692840711996,-0.3906999999999999,-30.13335068712528,-0.4026999999999999,-40.37586049814815,-0.4126999999999999,-49.9110146592385
exp616,-1400mV,-0.0497,-0.6775052415053661,-0.0507000000000001,-1.1094166013541618,-0.0517,-1.5632559863508655,-0.0527000000000001,-2.020207736207272,-0.0537,-2.4700859295643536,-0.0547000000000001,-2.8944993195238653,-0.0407000000000001,3.546681228761647,-0.0397,3.849429446932765,-0.0587000000000001,-4.583664611562719,-0.0597,-4.981198486824794,-0.0367000000000001,5.480591575677152,-0.0357,6.049305518222896,-0.0637,-6.582651678272015,-0.0647000000000002,-6.9575501727362505,-0.0657,-7.323960399401294,-0.0677000000000001,-8.100636903027201,-0.0687000000000002,-8.481194242690894,-0.0307000000000001,9.096593658132186,-0.0717000000000001,-9.559204253188051,-0.0727000000000002,-9.931273325052558,-0.1027000000000002,-19.890840876102416,-0.1367,-30.07676223513068,-0.1737000000000002,-39.88071154319538,-0.2307,-49.98175022423175
exp617,-1800mV,-0.2567,-0.4879339273234511,-0.4747,-1.0034547249942705,-0.4936999999999999,-1.4882762874580184,-0.5076999999999999,-1.993328221509837,-0.5187,-2.5238449589592253,-0.5257,-2.972308441016442,-0.5337,-3.522631136663941,-0.5397,-3.9725093300210226,-0.5447000000000001,-4.467658284973785,-0.5517,-4.99393088852358,-0.5587000000000001,-5.542838872871213,-0.5637,-6.016767158326001,-0.5677,-6.487866021181058,-0.5737,-6.995747377832608,-0.5767000000000001,-7.550314207379701,-0.5807000000000001,-8.019998358934892,-0.5847000000000001,-8.554759230283878,-0.5877,-9.1121554824307,-0.5887000000000001,-9.502615801193452,-0.5947000000000001,-9.99352062224662,-0.6426999999999999,-19.876693763103766,-0.6827,-30.02017378313608,-0.7117000000000001,-40.24853648116029,-0.7367,-49.89686754623985
exp618,-1500mV,-0.2476999999999999,-0.5001004445022904,-0.2727,-0.981668170976349,-0.2816999999999999,-1.5363764716534298,-0.2856999999999999,-1.9607898616129409,-0.2896999999999999,-2.5280890928588207,-0.2927,-3.0515322738088844,-0.2947000000000001,-3.436333747372174,-0.2967000000000001,-3.886211940729256,-0.2987000000000001,-4.377116761782423,-0.3007000000000001,-4.866606871535726,-0.3027000000000001,-5.431076680181876,-0.3047000000000001,-6.112967526716823,-0.3056999999999999,-6.428448146586726,-0.3077,-7.082044767124374,-0.3087000000000001,-7.445625571189688,-0.3097,-7.824768199553517,-0.3117,-8.6226653726774,-0.3127000000000001,-9.013125691440148,-0.3137,-9.403586010202895,-0.3157,-10.19016549292786,-0.3407000000000001,-19.876693763103766,-0.3637,-29.991879557138777,-0.3837,-40.135359577171094,-0.4046999999999999,-49.79783775524929
exp619,-1600mV,-0.3527000000000001,-0.4943001281728438,-0.3697,-0.9849220069660384,-0.3797,-1.4854468648582886,-0.3866999999999999,-1.970692840711996,-0.3926999999999999,-2.50262428946125,-0.3977,-3.0359704495103688,-0.4017,-3.5297046931632665,-0.4046999999999999,-3.9371415475243974,-0.4086999999999999,-4.558199808165148,-0.4117,-5.070325298716291,-0.4137,-5.432491391481741,-0.4166999999999999,-6.026670137425056,-0.4186999999999999,-6.435521703086052,-0.4217000000000001,-7.103265436622349,-0.4237000000000001,-7.578608433377001,-0.4257000000000001,-8.089319212628281,-0.4277000000000001,-8.600029991879557,-0.4286999999999999,-8.868825138853914,-0.4306999999999999,-9.42056254580128,-0.4327,-9.983617643147564,-0.4597000000000001,-20.07475334508487,-0.4797000000000001,-30.03432089613473,-0.4996999999999999,-40.03632978618054,-0.5187,-49.925161772237146
exp620,-1500mV,-0.1997000000000001,-0.501090742412196,-0.2496999999999999,-0.9908637944254716,-0.2656999999999999,-1.4925204213576138,-0.2756999999999999,-2.011719468408082,-0.2816999999999999,-2.465841795664759,-0.2876999999999999,-3.0303116043109086,-0.2916999999999999,-3.509898734965156,-0.2956999999999999,-4.065880275812115,-0.2987000000000001,-4.544052695166498,-0.3007000000000001,-4.913292344431272,-0.3036999999999999,-5.5003975338752635,-0.3056999999999999,-5.947446304632614,-0.3077,-6.4199598787875365,-0.3097,-6.920767678939759,-0.3117,-7.483822776286043,-0.3137,-8.055366141431518,-0.3147000000000001,-8.363773204802097,-0.3167000000000001,-9.030102227038528,-0.3177,-9.372462361605868,-0.3197,-10.081232722838251,-0.3397,-19.904987989101063,-0.3537,-29.793819975157668,-0.3657,-40.05047689917919,-0.3757,-49.74124930325469
exp621,-1500mV,-0.0077,-0.4904804076632081,-0.0167000000000001,-0.9973714664048507,-0.0307000000000001,-1.498179266557074,-0.2867,-1.9975723554094316,-0.2956999999999999,-2.506868423360845,-0.3007000000000001,-2.9482583489187366,-0.3056999999999999,-3.556584207860702,-0.3087000000000001,-4.03617133851495,-0.3107000000000001,-4.402581565179994,-0.3137,-5.06466645351683,-0.3157,-5.564059542369189,-0.3167000000000001,-5.863978337940577,-0.3187000000000001,-6.470889485582678,-0.3207000000000001,-7.14853619821803,-0.3217,-7.52767882658186,-0.3227000000000001,-7.916724434044746,-0.3237,-8.322746577106011,-0.3257,-9.208355850821524,-0.3267000000000001,-9.70209009447442,-0.3277,-10.205727317226374,-0.3427000000000001,-20.17378313607542,-0.3537,-29.878702653149578,-0.3646999999999999,-40.30512493315489,-0.3746999999999999,-49.9110146592385
exp622,-1600mV,-0.0587000000000001,0.5034957516219666,-0.0527000000000001,1.018167722512867,-0.0887000000000002,-1.4882762874580184,-0.0427000000000001,1.9876693763103763,-0.1087000000000002,-2.51111255726044,-0.1187,-2.9836261314153627,-0.1297000000000001,-3.509898734965156,-0.1397000000000001,-4.0050476899179195,-0.1487,-4.490293665771627,-0.1577000000000001,-4.981198486824794,-0.0177,5.506056379074723,-0.1737000000000002,-6.026670137425056,-0.0127000000000001,6.517574958478224,-0.1867000000000001,-7.008479779531392,-0.3417,-7.4937257553851,-0.3597,-7.959165773040696,-0.0047000000000001,8.484023665290625,-0.2077000000000001,-8.982002042843117,-0.2127,-9.533739449790485,-0.2167,-9.979373509247967,-0.4217000000000001,-20.00401778009162,-0.4517000000000001,-29.977732444140123,-0.4797000000000001,-40.135359577171094,-0.5067,-49.9110146592385
exp623,-1500mV,-0.2667,-0.4991101465923849,-0.2907,-1.0122259350534335,-0.3016999999999999,-1.499593977856939,-0.3087000000000001,-1.959375150313076,-0.3147000000000001,-2.4884771764625997,-0.3197,-3.0373851608102336,-0.3237,-3.562243053060162,-0.3267000000000001,-4.01636538031684,-0.3297,-4.529905582167847,-0.3327000000000001,-5.0943753908139975,-0.3347000000000001,-5.510300512974317,-0.3367000000000001,-5.958763995031535,-0.3387000000000001,-6.434106991786186,-0.3407000000000001,-6.954720750136521,-0.3427000000000001,-7.489481621485504,-0.3447000000000001,-8.076586810929495,-0.3457,-8.377920317800747,-0.3477,-9.013125691440148,-0.3487000000000001,-9.352656403407758,-0.3507000000000001,-10.058597342040413,-0.3717,-19.97572355409432,-0.3866999999999999,-30.02017378313608,-0.3986999999999999,-39.73924041320888,-0.4097,-49.79783775524929
exp624,-1500mV,-0.0317,-0.5281117282396182,-0.0247000000000001,1.0559405142192635,-0.0367000000000001,-1.5547677185516753,-0.0387000000000001,-1.9310809243157752,-0.0417,-2.478574197363544,-0.0447000000000001,-2.9807967088156326,-0.0477,-3.4518955716706894,-0.0507000000000001,-3.9428003927238575,-0.0137,4.469072996273651,-0.0577,-4.991101465923849,-0.0617,-5.562644831069325,-0.0107000000000001,6.018181869625866,-0.0097,6.494939577680383,-0.0087000000000001,6.987259110033416,-0.0767000000000002,-7.531922960481456,-0.0807000000000002,-8.008680668535973,-0.0837000000000001,-8.469876552291973,-0.0877000000000001,-9.01595511403988,-0.0927000000000002,-9.543642428889536,-0.0947000000000002,-9.958152839749992,-0.1607,-20.13134179707947,-0.2876999999999999,-30.03432089613473,-0.4407,-39.640210622218326,-0.4457000000000001,-50.42031072718991
exp625,-1400mV,0.0102999999999999,-0.4688353247752731,0.0092999999999998,-0.9163085089225844,0.0062999999999999,-1.5533530072518102,0.0012999999999998,-1.9862546650105113,-0.0157,-2.4927213103621946,-0.1347,-2.996358533114148,-0.1707,-3.512728157564886,-0.1887000000000001,-3.989485865619403,-0.1997000000000001,-4.471902418873381,-0.2087,-4.968466085126009,-0.2157000000000001,-5.5145446468739125,-0.2217000000000001,-5.977155241929781,-0.2277000000000001,-6.523233803677684,-0.2317000000000001,-6.963209017935711,-0.2367,-7.561631897778621,-0.2396999999999999,-7.928042124443665,-0.2436999999999999,-8.48826779919022,-0.2467,-8.984831465442848,-0.2496999999999999,-9.440368503999393,-0.2527,-10.057182630740549,-0.2907,-20.117194684080825,-0.3137,-30.13335068712528,-0.3317,-40.12121246417244,-0.3467000000000001,-50.0807800152223
