Experiment,Voltage_Ar,Overpotential V at 0.5 mA/cm2_Ar,Current Density 0.5 mA/cm2_Ar,Overpotential V at 1.0 mA/cm2_Ar,Current Density 1.0 mA/cm2_Ar,Overpotential V at 1.5 mA/cm2_Ar,Current Density 1.5 mA/cm2_Ar,Overpotential V at 2.0 mA/cm2_Ar,Current Density 2.0 mA/cm2_Ar,Overpotential V at 2.5 mA/cm2_Ar,Current Density 2.5 mA/cm2_Ar,Overpotential V at 3.0 mA/cm2_Ar,Current Density 3.0 mA/cm2_Ar,Overpotential V at 3.5 mA/cm2_Ar,Current Density 3.5 mA/cm2_Ar,Overpotential V at 4.0 mA/cm2_Ar,Current Density 4.0 mA/cm2_Ar,Overpotential V at 4.5 mA/cm2_Ar,Current Density 4.5 mA/cm2_Ar,Overpotential V at 5.0 mA/cm2_Ar,Current Density 5.0 mA/cm2_Ar,Overpotential V at 5.5 mA/cm2_Ar,Current Density 5.5 mA/cm2_Ar,Overpotential V at 6.0 mA/cm2_Ar,Current Density 6.0 mA/cm2_Ar,Overpotential V at 6.5 mA/cm2_Ar,Current Density 6.5 mA/cm2_Ar,Overpotential V at 7.0 mA/cm2_Ar,Current Density 7.0 mA/cm2_Ar,Overpotential V at 7.5 mA/cm2_Ar,Current Density 7.5 mA/cm2_Ar,Overpotential V at 8.0 mA/cm2_Ar,Current Density 8.0 mA/cm2_Ar,Overpotential V at 8.5 mA/cm2_Ar,Current Density 8.5 mA/cm2_Ar,Overpotential V at 9.0 mA/cm2_Ar,Current Density 9.0 mA/cm2_Ar,Overpotential V at 9.5 mA/cm2_Ar,Current Density 9.5 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Current Density 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Current Density 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Current Density 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Current Density 40.0 mA/cm2_Ar,Overpotential V at 50.0 mA/cm2_Ar,Current Density 50.0 mA/cm2_Ar
exp1,-1600mV,-0.3317,-0.4910462921831541,-0.3657,-0.9955323417150264,-0.3857,-1.4939351326574788,-0.4006999999999999,-2.001816489309027,-0.4117,-2.4842330425630044,-0.4206999999999999,-2.970893729716577,-0.4286999999999999,-3.532534115762996,-0.4347,-4.014950669016974,-0.4397000000000001,-4.501611356170546,-0.4437000000000001,-4.962807239926549,-0.4477000000000001,-5.460785617479042,-0.4517000000000001,-6.016767158326001,-0.4547,-6.493524866380518,-0.4577000000000001,-7.002820934331931,-0.4607,-7.540411228280647,-0.4627,-7.94360394874218,-0.4657000000000001,-8.549100385084417,-0.4677000000000001,-8.998978578441498,-0.4697000000000001,-9.453100905698175,-0.4717000000000001,-9.918540923353772,-0.5036999999999999,-19.862546650105116,-0.5277,-30.17579202612123,-0.5457,-39.83827020419943,-0.5617,-49.98175022423175
exp2,-1800mV,-0.6047000000000001,-0.4991101465923849,-0.6326999999999999,-0.9904393810355122,-0.6477,-1.5080822456561291,-0.6567,-1.9692781294121309,-0.6647,-2.515356691160035,-0.6707,-3.0402145834099636,-0.6747,-3.4518955716706894,-0.6797000000000001,-4.054562585413195,-0.6827,-4.466243573673921,-0.6867,-5.078813566515482,-0.6887,-5.421173701082821,-0.6917000000000001,-5.967252262830725,-0.6947,-6.574163410472826,-0.6967,-7.011309202131122,-0.6987,-7.479578642386449,-0.7007,-7.978971731238807,-0.7027,-8.503829623488736,-0.7047,-9.07537298863421,-0.7057000000000001,-9.366803516406408,-0.7077000000000001,-9.98786177704716,-0.7307,-20.13134179707947,-0.7456999999999999,-30.161644913122583,-0.7576999999999999,-40.29097782015624,-0.7676999999999999,-49.98175022423175
exp3,-1800mV,-0.3537,-0.5032128093619935,-0.3977,-1.0006253023945404,-0.4246999999999999,-1.505252823056399,-0.4447,-1.9989870667092968,-0.4617000000000001,-2.509697845960575,-0.4757000000000001,-3.0119203574126634,-0.4876999999999999,-3.5014104671659654,-0.4987,-4.009291823817514,-0.5087,-4.515758469169198,-0.5176999999999999,-5.0292986710202054,-0.5257,-5.520203492073373,-0.5327000000000001,-5.99696120012789,-0.5397,-6.514745535878494,-0.5457,-6.983014976133821,-0.5517,-7.4753345084868545,-0.5577,-8.022827781534623,-0.5627000000000001,-8.523635581686847,-0.5677,-9.038590494837718,-0.5717,-9.455930328297908,-0.5767000000000001,-10.018985425644187,-0.6366999999999999,-20.046459119087572,-0.6727,-29.878702653149578,-0.7007,-39.95144710818864,-0.7247,-50.1939569192115
exp4,-1700mV,-0.1007000000000002,-0.4988272043324118,-0.0117,1.0057182630740549,-0.2267,-1.4911057100577487,-0.2547,-1.993328221509837,-0.2787,-2.4983801555616547,-0.3027000000000001,-2.997773244414013,0.0092999999999998,3.499995755866101,-0.3866999999999999,-3.9937299995189983,-0.4146999999999999,-4.505855490070142,-0.4297000000000001,-5.002419156322769,-0.4407,-5.493323977375938,-0.4497000000000001,-5.98564350972897,-0.4577000000000001,-6.513330824578629,-0.4647,-7.008479779531392,-0.4707,-7.500799311884425,-0.4767,-8.045463162332464,-0.4817000000000001,-8.539197405985362,-0.4857000000000001,-8.956537239445547,-0.4907,-9.511104068992642,-0.4947,-9.970885241448778,-0.5517,-20.01816489309027,-0.5877,-30.04846800913338,-0.6177,-40.05047689917919,-0.6426999999999999,-49.86857332024254
exp5,-1800mV,-0.4487,-0.501656626932142,-0.4896999999999999,-1.0010497157844995,-0.5167,-1.505252823056399,-0.5367000000000001,-2.0060606232086218,-0.5517,-2.4842330425630044,-0.5647000000000001,-2.9850408427152275,-0.5757,-3.502825178465831,-0.5847000000000001,-3.989485865619403,-0.5937,-4.525661448268252,-0.6007000000000001,-5.020810403221016,-0.6067000000000001,-5.4622003287789065,-0.6126999999999999,-5.9601787063314,-0.6186999999999999,-6.499183711579978,-0.6237,-6.967453151835306,-0.6286999999999999,-7.50221402318429,-0.6326999999999999,-7.942189237442316,-0.6377,-8.522220870386981,-0.6417,-9.034346360938123,-0.6446999999999999,-9.447442060498714,-0.6486999999999999,-9.935517458952152,-0.6987,-19.890840876102416,-0.7307,-30.147497800123933,-0.7536999999999999,-39.95144710818864,-0.7736999999999999,-50.1939569192115
exp6,-1700mV,-0.4237000000000001,-0.4988272043324118,-0.4557000000000001,-0.9911467366854448,-0.4747,-1.5038381117565338,-0.4876999999999999,-2.011719468408082,-0.4976999999999999,-2.5266743815589554,-0.5056999999999999,-3.034555738210504,-0.5116999999999999,-3.4900927767670455,-0.5176999999999999,-4.014950669016974,-0.5227,-4.512929046569467,-0.5267000000000001,-4.952904260827493,-0.5307000000000001,-5.438150236681202,-0.5347000000000001,-5.97432581933005,-0.5387000000000001,-6.55860158617431,-0.5417,-7.031115160329232,-0.5447000000000001,-7.540411228280647,-0.5477,-8.08366036742882,-0.5497,-8.458558861893053,-0.5527000000000001,-9.0555670304361,-0.5547000000000001,-9.47715099779588,-0.5567000000000001,-9.917126212053908,-0.5887000000000001,-19.834252424107817,-0.6097,-29.76552574916037,-0.6266999999999999,-40.092918238175145,-0.6406999999999999,-50.094927128220945
exp7,-1600mV,-0.3227000000000001,-0.502222511452088,-0.3547000000000001,-1.000483831264554,-0.3706999999999999,-1.4953498439573436,-0.3817,-1.980595819811051,-0.3906999999999999,-2.49413602166206,-0.3977,-2.9878702653149576,-0.4037,-3.4816045089678553,-0.4086999999999999,-3.962606350921967,-0.4137,-4.508684912669872,-0.4177,-5.0052485789225,-0.4217000000000001,-5.549912429370539,-0.4246999999999999,-5.97432581933005,-0.4277000000000001,-6.455327661284162,-0.4306999999999999,-6.9646237292355755,-0.4337000000000001,-7.503628734484154,-0.4357000000000001,-7.899747898446365,-0.4387,-8.506659046088465,-0.4407,-8.948048971646358,-0.4427,-9.407830144102494,-0.4447,-9.873270161758091,-0.4747,-19.93328221509837,-0.4956999999999999,-29.892849766148224,-0.5156999999999999,-39.86656443019674,-0.5367000000000001,-49.78369064225064
exp8,-1400mV,-0.0057,-0.4920365900930598,-0.0267000000000001,-0.9902979099055256,-0.1737000000000002,-1.501008689156804,0.0132999999999998,2.017378313607542,-0.2227,-2.5167714024599,-0.2347,-3.0119203574126634,-0.2416999999999999,-3.4915074880669104,-0.2496999999999999,-4.0319272046153545,-0.2547,-4.470487707573516,-0.2596999999999999,-4.972710219025604,-0.2647,-5.540009450271484,-0.2676999999999999,-5.97149639673032,-0.2716999999999999,-6.511916113278764,-0.2756999999999999,-7.077800633224777,-0.2776999999999999,-7.434307880790768,-0.2807,-7.90682145494569,-0.2836999999999999,-8.450070594093864,-0.2867,-9.059811164335692,-0.2887,-9.43753908139966,-0.2916999999999999,-10.102453392336226,-0.3247000000000001,-19.93328221509837,-0.3467000000000001,-29.892849766148224,-0.3646999999999999,-40.191948029165694,-0.3786999999999999,-49.68466085126009
exp9,-1400mV,-0.0137,-0.4992516177223714,-0.1427,-1.003313253864284,-0.1737000000000002,-1.5179852247551844,-0.1917000000000001,-1.9919135102099716,-0.2027,-2.4799889086634095,-0.2127,-3.0161644913122583,-0.2207,-3.5113134462650213,-0.2267,-3.9668504848215624,-0.2327,-4.521417314368658,-0.2376999999999999,-5.006663290222365,-0.2427,-5.549912429370539,-0.2467,-5.995546488828026,-0.2507,-6.502013134179709,-0.2536999999999999,-6.960379595335981,-0.2576999999999999,-7.529093537881726,-0.2607,-7.961995195640427,-0.2636999999999999,-8.50241491218887,-0.2667,-8.977757908943524,-0.2696999999999999,-9.546471851489269,-0.2716999999999999,-9.897320253855796,-0.3097,-20.01816489309027,-0.3337,-29.935291105144177,-0.3527000000000001,-39.96559422118728,-0.3686999999999999,-49.98175022423175
exp10,-1900mV,-0.6466999999999999,-0.4964221951226413,-0.6817000000000001,-1.004727965164149,-0.6997000000000001,-1.498179266557074,-0.7117000000000001,-1.9777663972113213,-0.7217000000000001,-2.5139419798601703,-0.7287,-2.9822114201154974,-0.7347,-3.4646279733694745,-0.7407,-4.037586049814815,-0.7447,-4.457755305874731,-0.7487,-4.938757147828842,-0.7527,-5.469273885278232,-0.7567,-6.036573116524112,-0.7596999999999999,-6.511916113278764,-0.7627,-7.014138624730852,-0.7656999999999999,-7.561631897778621,-0.7676999999999999,-7.945018660042045,-0.7707,-8.554759230283878,-0.7727,-8.982002042843117,-0.7747,-9.427636102300603,-0.7767000000000001,-9.898734965155665,-0.8077,-19.890840876102416,-0.8287000000000001,-30.07676223513068,-0.8447000000000001,-39.83827020419943,-0.8587000000000001,-49.95345599823444
exp11,-1600mV,-0.3287000000000001,-0.5020810403221014,-0.3657,-0.9969470530148912,-0.3846999999999999,-1.4911057100577487,-0.3986999999999999,-2.0004017780091616,-0.4097,-2.515356691160035,-0.4177,-2.9921143992145525,-0.4246999999999999,-3.499995755866101,-0.4306999999999999,-4.014950669016974,-0.4357000000000001,-4.529905582167847,-0.4397000000000001,-5.01090742412196,-0.4437000000000001,-5.5541565632701335,-0.4467,-5.99130235492843,-0.4497000000000001,-6.494939577680383,-0.4527,-7.038188716828557,-0.4547,-7.431478458191038,-0.4577000000000001,-8.055366141431518,-0.4597000000000001,-8.509488468688197,-0.4617000000000001,-8.984831465442848,-0.4637000000000001,-9.515348202892236,-0.4657000000000001,-10.0387913838423,-0.4916999999999999,-19.947429328097016,-0.5107,-30.232380478115836,-0.5257,-39.80997597820213,-0.5397,-50.052485789224995
exp12,-1500mV,-0.0587000000000001,-0.4999589733723039,-0.2247,-1.00953798358369,-0.2487,-1.4797880196588282,-0.2636999999999999,-1.9947429328097015,-0.2736999999999999,-2.467256506964624,-0.2827,-2.997773244414013,-0.2896999999999999,-3.532534115762996,-0.2956999999999999,-4.051733162813465,-0.3007000000000001,-4.531320293467712,-0.3047000000000001,-4.934513013929248,-0.3097,-5.5145446468739125,-0.3137,-6.008278890526811,-0.3167000000000001,-6.448254104784837,-0.3207000000000001,-7.053750541127073,-0.3237,-7.483822776286043,-0.3267000000000001,-8.024242492834487,-0.3297,-8.546270962484687,-0.3317,-8.918340034349193,-0.3347000000000001,-9.49412753339426,-0.3377,-10.081232722838251,-0.3746999999999999,-20.17378313607542,-0.3997,-29.991879557138777,-0.4197000000000001,-40.00803556018324,-0.4367,-50.30713382320071
exp13,-1900mV,-0.5707000000000001,-0.5009492712822095,-0.6087000000000001,-0.9907223232954852,-0.6306999999999999,-1.499593977856939,-0.6446999999999999,-1.9890840876102416,-0.6557000000000001,-2.472915352164084,-0.6647,-2.994943821814283,-0.6727,-3.492922199366775,-0.6787,-3.958362217022373,-0.6847,-4.469072996273651,-0.6897000000000001,-4.959977817326819,-0.6947,-5.528691759872564,-0.6987,-6.026670137425056,-0.7027,-6.55294274097485,-0.7057000000000001,-7.026871026429637,-0.7087,-7.471090374587258,-0.7117000000000001,-7.940774526142452,-0.7147,-8.520806159087115,-0.7167,-8.931072436047977,-0.7197000000000001,-9.50544522379318,-0.7217000000000001,-9.948249860650938,-0.7527,-19.805958198110513,-0.7716999999999999,-30.303116043109085,-0.7857,-40.03632978618054,-0.7967000000000001,-49.62807239926549
exp14,-1800mV,-0.6607,-0.4972710219025603,-0.6807,-1.004586494034163,-0.6907,-1.5094969569559942,-0.6977000000000001,-2.0414284057052483,-0.7027,-2.550724473656661,-0.7067,-3.054361696408614,-0.7097000000000001,-3.5014104671659654,-0.7127,-4.01636538031684,-0.7157000000000001,-4.6020558584609645,-0.7177000000000001,-5.039201650119261,-0.7197000000000001,-5.513129935574048,-0.7217000000000001,-6.029499560024787,-0.7237000000000001,-6.589725234771341,-0.7247,-6.8853998964431335,-0.7267,-7.51353171358321,-0.7277000000000001,-7.845988869051494,-0.7297000000000001,-8.546270962484687,-0.7307,-8.914095900449595,-0.7327,-9.697845960574826,-0.7337000000000001,-10.106697526235822,-0.7516999999999999,-19.820105311109163,-0.7656999999999999,-30.402145834099635,-0.7767000000000001,-40.37586049814815,-0.7857,-49.472454156280335
exp15,-1800mV,-0.4117,-0.4975539641625333,-0.4587,-1.0028888404743244,-0.4867,-1.501008689156804,-0.5067,-1.9975723554094316,-0.5216999999999999,-2.4842330425630044,-0.5347000000000001,-3.003432089613473,-0.5447000000000001,-3.4915074880669104,-0.5537,-4.006462401217783,-0.5607000000000001,-4.471902418873381,-0.5677,-4.9896867546239845,-0.5737,-5.496153399975667,-0.5787000000000001,-5.961593417631265,-0.5837,-6.462401217783487,-0.5887000000000001,-7.014138624730852,-0.5927000000000001,-7.49089633278537,-0.5967000000000001,-8.018583647635028,-0.6007000000000001,-8.570321054582392,-0.6037,-9.01029626884042,-0.6067000000000001,-9.49695695599399,-0.6097,-9.997764756146214,-0.6497,-19.848399537106463,-0.6757000000000001,-30.18993913911989,-0.6947,-40.10706535117379,-0.7107,-50.024191563227696
exp16,-1900mV,-0.4767,-0.5017980980621284,-0.5216999999999999,-1.004586494034163,-0.5477,-1.498179266557074,-0.5667000000000001,-2.011719468408082,-0.5807000000000001,-2.50262428946125,-0.5927000000000001,-3.003432089613473,-0.6027000000000001,-3.4971663332663705,-0.6117,-4.002218267318188,-0.6197,-4.495952510971087,-0.6266999999999999,-4.975539641625334,-0.6337,-5.486250420876612,-0.6406999999999999,-6.040817250423707,-0.6457,-6.462401217783487,-0.6517000000000001,-6.990088532633147,-0.6567,-7.456943261588608,-0.6627,-8.048292584932193,-0.6667,-8.455729439293325,-0.6717000000000001,-8.990490310642308,-0.6767,-9.549301274088998,-0.6807,-10.017570714344323,-0.7467,-20.00401778009162,-0.7907000000000001,-29.878702653149578,-0.8247000000000001,-40.00803556018324,-0.8517,-50.010044450229046
exp17,-1800mV,-0.6166999999999999,-0.5027883959720341,-0.6406999999999999,-1.0027473693443378,-0.6537000000000001,-1.5193999360550492,-0.6617000000000001,-1.9791811085111863,-0.6687,-2.51111255726044,-0.6737000000000001,-2.9793819975157674,-0.6787,-3.5381929609624567,-0.6827,-4.060221430612655,-0.6857000000000001,-4.503026067470412,-0.6887,-4.992516177223715,-0.6917000000000001,-5.532935893772159,-0.6937000000000001,-5.927640346434504,-0.6967,-6.562845720073906,-0.6987,-7.026871026429637,-0.7007,-7.51919055878267,-0.7027,-8.04121902843287,-0.7047,-8.600029991879557,-0.7057000000000001,-8.89004580835189,-0.7077000000000001,-9.49695695599399,-0.7097000000000001,-10.146309442632043,-0.7317000000000001,-20.08890045808352,-0.7467,-30.37385160810234,-0.7576999999999999,-39.85241731719808,-0.7676999999999999,-49.925161772237146
exp18,-1700mV,-0.2527,-0.4969880796425873,-0.3027000000000001,-1.008972099063744,-0.3287000000000001,-1.5151558021554543,-0.3487000000000001,-2.017378313607542,-0.3637,-2.4828183312631396,-0.3777,-2.9878702653149576,-0.3886999999999999,-3.4900927767670455,-0.3986999999999999,-3.9781681752204823,-0.4086999999999999,-4.524246736968387,-0.4166999999999999,-4.9826131981246595,-0.4246999999999999,-5.534350605072024,-0.4317000000000001,-5.992717066228296,-0.4387,-6.54162505057593,-0.4447,-7.025456315129772,-0.4507,-7.503628734484154,-0.4567,-8.012924802435567,-0.4617000000000001,-8.476950108791302,-0.4667,-8.963610795944874,-0.4717000000000001,-9.48280984299534,-0.4767,-10.028888404743244,-0.5337,-20.117194684080825,-0.5627000000000001,-30.03432089613473,-0.5827000000000001,-39.93729999518999,-0.5987000000000001,-50.06663290222365
exp19,-1700mV,-0.2987000000000001,-0.5061837030917101,-0.3307000000000001,-0.9918540923353774,-0.3507000000000001,-1.505252823056399,-0.3646999999999999,-2.001816489309027,-0.3757,-2.4884771764625997,-0.3857,-3.021823336511718,-0.3937,-3.5282899818634013,-0.4006999999999999,-4.01070653511738,-0.4066999999999999,-4.4775612640728415,-0.4126999999999999,-4.98827204332412,-0.4186999999999999,-5.540009450271484,-0.4237000000000001,-6.035158405224247,-0.4286999999999999,-6.5515280296749845,-0.4327,-6.98584439873355,-0.4377000000000001,-7.557387763879025,-0.4417000000000001,-8.025657204134353,-0.4457000000000001,-8.512317891287925,-0.4497000000000001,-9.02161395923934,-0.4537000000000001,-9.53656887239021,-0.4577000000000001,-10.058597342040413,-0.5247,-20.06060623208622,-0.5677,-30.11920357412663,-0.5937,-39.89485865619403,-0.6126999999999999,-49.71295507725739
exp20,-1900mV,-0.4867,-0.4989686754623983,-0.5247,-1.0040206095142166,-0.5497,-1.5038381117565338,-0.5677,-1.9975723554094316,-0.5817,-2.4870624651627344,-0.5937,-2.994943821814283,-0.6037,-3.509898734965156,-0.6117,-3.989485865619403,-0.6197,-4.508684912669872,-0.6266999999999999,-5.0222251145208805,-0.6326999999999999,-5.506056379074723,-0.6386999999999999,-6.033743693924381,-0.6437,-6.5246485149775495,-0.6486999999999999,-7.018382758630446,-0.6527,-7.458357972888473,-0.6567,-7.95775106174083,-0.6617000000000001,-8.530709138186172,-0.6647,-8.94663426034649,-0.6687,-9.488468688194802,-0.6717000000000001,-9.99917946744608,-0.7197000000000001,-20.046459119087572,-0.7476999999999999,-29.96358533114148,-0.7676999999999999,-39.95144710818864,-0.7847000000000001,-50.0807800152223
exp21,-1800mV,-0.5907000000000001,-0.4964221951226413,-0.6237,-1.0057182630740549,-0.6397,-1.502423400456669,-0.6507,-1.9975723554094316,-0.6587,-2.4700859295643536,-0.6657000000000001,-3.009090934812933,-0.6707,-3.4518955716706894,-0.6757000000000001,-3.988071154319539,-0.6797000000000001,-4.46058472847446,-0.6837000000000001,-5.001004445022905,-0.6867,-5.4551267722795815,-0.6897000000000001,-5.933299191633965,-0.6927,-6.452498238684432,-0.6957000000000001,-7.024041603829907,-0.6977000000000001,-7.439966725990228,-0.7007,-8.069513254430168,-0.7027,-8.542026828585092,-0.7047,-9.0555670304361,-0.7067,-9.587498479185356,-0.7077000000000001,-9.877514295657685,-0.7337000000000001,-20.202077362072725,-0.7487,-29.73723152316307,-0.7607,-39.62606350921968,-0.7716999999999999,-50.53348763117911
exp22,-1500mV,-0.0587000000000001,-0.4314869464588362,-0.0517,1.0318904221215577,-0.0497,1.5250587812545096,-0.0677000000000001,-2.0032312006088917,-0.0707000000000002,-2.4828183312631396,-0.0747000000000002,-3.0189939139119883,-0.0787000000000002,-3.5169722914644814,-0.0827000000000002,-3.986656443019674,-0.0877000000000001,-4.534149716067443,-0.0917000000000001,-4.971295507725738,-0.0977000000000001,-5.530106471172428,-0.1027000000000002,-5.9884729323287,-0.1087000000000002,-6.511916113278764,-0.1137000000000001,-6.958964884036115,-0.1197000000000001,-7.503628734484154,-0.1247,-7.963409906940291,-0.0287000000000001,8.512317891287925,-0.1357000000000001,-9.014540402740012,-0.1407,-9.50544522379318,-0.1457000000000001,-10.020400136944057,-0.0087000000000001,19.98987066709297,-0.2647,-29.935291105144177,-0.4177,-39.95144710818864,-0.4387,-49.93930888523579
exp23,-1800mV,-0.3447000000000001,-0.4962807239926549,-0.3866999999999999,-1.001898542564419,-0.4117,-1.4939351326574788,-0.4306999999999999,-1.9989870667092968,-0.4457000000000001,-2.4884771764625997,-0.4597000000000001,-3.009090934812933,-0.4717000000000001,-3.507069312365426,-0.4827,-3.988071154319539,-0.4936999999999999,-4.498781933570816,-0.5036999999999999,-4.998175022423175,-0.5127,-5.476347441777556,-0.5216999999999999,-5.984228798429105,-0.5297,-6.469474774282813,-0.5377,-6.997162089132471,-0.5447000000000001,-7.486652198885773,-0.5517,-8.028486626734082,-0.5577,-8.519391447787251,-0.5637,-9.040005206137584,-0.5687000000000001,-9.508274646392913,-0.5737,-9.989276488347024,-0.6417,-20.08890045808352,-0.6817000000000001,-30.02017378313608,-0.7147,-39.90900576919269,-0.7447,-49.9958973372304
exp24,-1400mV,-0.0037,-0.4971295507725738,-0.0277,-1.005859734204041,-0.1617000000000001,-1.499593977856939,-0.1946999999999999,-2.0032312006088917,-0.2077000000000001,-2.50262428946125,-0.2187,-3.0076762235130676,-0.2257000000000001,-3.4561397055702843,-0.2327,-4.002218267318188,-0.2387,-4.501611356170546,-0.2436999999999999,-4.996760311123309,-0.2476999999999999,-5.465029751378637,-0.2516999999999999,-5.944616882032884,-0.2556999999999999,-6.435521703086052,-0.2596999999999999,-6.980185553534091,-0.2627,-7.479578642386449,-0.2656999999999999,-7.933700969643125,-0.2687,-8.437338192395078,-0.2716999999999999,-8.997563867141633,-0.2747,-9.516762914192102,-0.2767,-9.948249860650938,-0.3137,-19.834252424107817,-0.3387000000000001,-29.949438218142824,-0.3577,-39.88071154319538,-0.3737,-49.81198486824794
exp25,-1900mV,-0.6997000000000001,-0.4985442620724389,-0.7257000000000001,-0.9987861777047158,-0.7387,-1.4783733083589634,-0.7487,-2.0315254266061924,-0.7547,-2.4743300634639493,-0.7607,-3.0260674704113137,-0.7647,-3.46887210726907,-0.7687,-3.9809975978202137,-0.7727,-4.569517498564068,-0.7757,-5.066081164816696,-0.7777,-5.4296619688820105,-0.7807000000000001,-6.021011292225596,-0.7827000000000001,-6.451083527384568,-0.7847000000000001,-6.906620565941108,-0.7867000000000001,-7.393281253094682,-0.7887000000000001,-7.91530972274488,-0.7907000000000001,-8.46563241839238,-0.7927000000000001,-9.0555670304361,-0.7937,-9.365388805106544,-0.7957,-10.003423601345672,-0.8177,-19.721075520118617,-0.8337,-30.07676223513068,-0.8467000000000001,-40.40415472414545,-0.8577,-50.40616361419126
exp26,-1800mV,-0.4936999999999999,-0.504486049531872,-0.5277,-1.0065670898539736,-0.5467000000000001,-1.510911668255859,-0.5597,-2.0103047571082175,-0.5697,-2.5139419798601703,-0.5777,-2.996358533114148,-0.5847000000000001,-3.508484023665291,-0.5907000000000001,-4.003632978618054,-0.5957,-4.478975975372705,-0.6007000000000001,-5.003833867622634,-0.6047000000000001,-5.469273885278232,-0.6087000000000001,-5.98564350972897,-0.6126999999999999,-6.540210339276065,-0.6157,-7.001406223032068,-0.6186999999999999,-7.473919797186989,-0.6217,-7.976142308639078,-0.6246999999999999,-8.533538560785903,-0.6266999999999999,-8.916925323049327,-0.6297,-9.535154161090349,-0.6317,-9.96522639624932,-0.6627,-19.876693763103766,-0.6817000000000001,-29.779672862159025,-0.6967,-40.29097782015624,-0.7087,-50.40616361419126
exp27,-1700mV,-0.0407000000000001,0.4920365900930598,-0.0847000000000002,-1.0037376672542435,-0.1107000000000002,-1.502423400456669,-0.1347,-1.9961576441095663,-0.1557000000000001,-2.50828313466071,-0.0147000000000001,2.9878702653149576,-0.1857000000000002,-3.492922199366775,-0.0087000000000001,4.0121212464172435,-0.2087,-4.483220109272302,-0.3497,-5.002419156322769,-0.2287,-5.506056379074723,-0.3137,-6.00262004532735,-0.2476999999999999,-6.503427845479574,-0.2576999999999999,-7.001406223032068,-0.2927,-7.495140466684964,-0.4177,-7.964824618240158,-0.4237000000000001,-8.486853087890356,-0.4286999999999999,-8.983416754142983,-0.4337000000000001,-9.521007048091697,-0.4377000000000001,-9.958152839749992,-0.4967,-20.03231200608892,-0.5357,-29.921143992145527,-0.5727000000000001,-40.10706535117379,-0.6047000000000001,-49.95345599823444
exp28,-1800mV,-0.4637000000000001,-0.4959977817326818,-0.5007,-0.9949664571950804,-0.5247,-1.4896909987578837,-0.5447000000000001,-1.9904987989101068,-0.5607000000000001,-2.4828183312631396,-0.5747000000000001,-2.9822114201154974,-0.5867000000000001,-3.4773603750682605,-0.5977,-4.026268359415894,-0.6057,-4.4846348205721664,-0.6146999999999999,-5.0222251145208805,-0.6206999999999999,-5.472103307877963,-0.6277,-6.025255426125191,-0.6337,-6.537380916676335,-0.6386999999999999,-7.016968047330582,-0.6437,-7.53616709438105,-0.6477,-7.964824618240158,-0.6527,-8.517976736487388,-0.6567,-9.054152319136236,-0.6597000000000001,-9.45734503959777,-0.6637000000000001,-10.023229559543786,-0.7127,-20.07475334508487,-0.7416999999999999,-30.03432089613473,-0.7616999999999999,-39.80997597820213,-0.7777,-50.12322135421825
exp29,-1700mV,-0.3837,-0.4991101465923849,-0.4407,-0.9980788220547832,-0.4807,-1.4967645552572086,-0.5096999999999999,-2.007475334508487,-0.5287000000000001,-2.4913065990623298,-0.5427000000000001,-2.9864555540150928,-0.5537,-3.5169722914644814,-0.5617,-3.999388844718459,-0.5687000000000001,-4.528490870867983,-0.5737,-4.972710219025604,-0.5787000000000001,-5.482006286977017,-0.5827000000000001,-5.94603159333275,-0.5867000000000001,-6.468060062982947,-0.5907000000000001,-7.060824097626399,-0.5937,-7.550314207379701,-0.5967000000000001,-8.080830944829088,-0.5987000000000001,-8.46563241839238,-0.6017,-9.076787699934076,-0.6037,-9.519592336791831,-0.6057,-9.983617643147564,-0.6337,-19.947429328097016,-0.6507,-30.147497800123933,-0.6627,-39.66850484821563,-0.6737000000000001,-49.86857332024254
exp30,-1800mV,-0.5857,-0.4952904260827492,-0.6107000000000001,-0.9897320253855796,-0.6257,-1.510911668255859,-0.6357,-2.001816489309027,-0.6437,-2.512527268560305,-0.6497,-2.975137863616172,-0.6557000000000001,-3.5297046931632665,-0.6597000000000001,-3.9541180831227782,-0.6647,-4.556785096865283,-0.6677000000000001,-4.961392528626684,-0.6717000000000001,-5.5541565632701335,-0.6747,-6.042231961723571,-0.6777000000000001,-6.575578121772692,-0.6797000000000001,-6.953306038836654,-0.6827,-7.564461320378352,-0.6847,-7.995948266837187,-0.6867,-8.45431472799346,-0.6887,-8.933901858647706,-0.6907,-9.440368503999393,-0.6927,-9.973714664048508,-0.7197000000000001,-20.21622447507137,-0.7367,-30.02017378313608,-0.7507,-40.10706535117379,-0.7627,-50.0807800152223
