Jan. 9, 2025   18:36:55
9.200e+0, 4.085e-3
9.300e+0, 4.111e-3
9.400e+0, 4.119e-3
9.500e+0, 4.116e-3
9.600e+0, 4.115e-3
9.700e+0, 4.125e-3
9.800e+0, 4.139e-3
9.900e+0, 4.150e-3
1.000e+1, 4.158e-3
1.010e+1, 4.167e-3
1.020e+1, 4.176e-3
1.030e+1, 4.175e-3
1.040e+1, 4.180e-3
1.050e+1, 4.184e-3
1.060e+1, 4.183e-3
1.070e+1, 4.186e-3
1.080e+1, 4.180e-3
1.090e+1, 4.188e-3
1.100e+1, 4.225e-3
1.110e+1, 4.254e-3
1.120e+1, 4.272e-3
1.130e+1, 4.281e-3
1.140e+1, 4.285e-3
1.150e+1, 4.281e-3
1.160e+1, 4.270e-3
1.170e+1, 4.245e-3
1.180e+1, 4.234e-3
1.190e+1, 4.229e-3
1.200e+1, 4.224e-3
1.210e+1, 4.216e-3
1.220e+1, 4.206e-3
1.230e+1, 4.194e-3
1.240e+1, 4.197e-3
1.250e+1, 4.181e-3
1.260e+1, 4.162e-3
1.270e+1, 4.154e-3
1.280e+1, 4.145e-3
1.290e+1, 4.140e-3
1.300e+1, 4.151e-3
1.310e+1, 4.169e-3
1.320e+1, 4.181e-3
1.330e+1, 4.197e-3
1.340e+1, 4.202e-3
1.350e+1, 4.223e-3
1.360e+1, 4.244e-3
1.370e+1, 4.273e-3
1.380e+1, 4.287e-3
1.390e+1, 4.298e-3
1.400e+1, 4.306e-3
1.410e+1, 4.322e-3
1.420e+1, 4.331e-3
1.430e+1, 4.331e-3
1.440e+1, 4.325e-3
1.450e+1, 4.315e-3
1.460e+1, 4.303e-3
1.470e+1, 4.303e-3
1.480e+1, 4.315e-3
1.490e+1, 4.324e-3
1.500e+1, 4.316e-3
1.510e+1, 4.300e-3
1.520e+1, 4.289e-3
1.530e+1, 4.278e-3
1.540e+1, 4.256e-3
1.550e+1, 4.235e-3
1.560e+1, 4.216e-3
1.570e+1, 4.212e-3
1.580e+1, 4.207e-3
1.590e+1, 4.200e-3
1.600e+1, 4.222e-3
1.610e+1, 4.245e-3
1.620e+1, 4.254e-3
1.630e+1, 4.264e-3
1.640e+1, 4.258e-3
1.650e+1, 4.252e-3
1.660e+1, 4.231e-3
1.670e+1, 4.219e-3
1.680e+1, 4.207e-3
1.690e+1, 4.197e-3
1.700e+1, 4.190e-3
1.710e+1, 4.188e-3
1.720e+1, 4.169e-3
1.730e+1, 4.163e-3
1.740e+1, 4.155e-3
1.750e+1, 4.157e-3
1.760e+1, 4.171e-3
1.770e+1, 4.174e-3
1.780e+1, 4.185e-3
1.790e+1, 4.181e-3
1.800e+1, 4.204e-3
1.810e+1, 4.215e-3
1.820e+1, 4.209e-3
1.830e+1, 4.182e-3
1.840e+1, 4.172e-3
1.850e+1, 4.166e-3
1.860e+1, 4.158e-3
1.870e+1, 4.152e-3
1.880e+1, 4.160e-3
1.890e+1, 4.185e-3
1.900e+1, 4.218e-3
1.910e+1, 4.236e-3
1.920e+1, 4.232e-3
1.930e+1, 4.220e-3
1.940e+1, 4.201e-3
1.950e+1, 4.187e-3
1.960e+1, 4.190e-3
1.970e+1, 4.176e-3
1.980e+1, 4.163e-3
1.990e+1, 4.159e-3
2.000e+1, 4.181e-3
2.010e+1, 4.222e-3
2.020e+1, 4.227e-3
2.030e+1, 4.251e-3
2.040e+1, 4.264e-3
2.050e+1, 4.260e-3
2.060e+1, 4.251e-3
2.070e+1, 4.259e-3
2.080e+1, 4.266e-3
2.090e+1, 4.256e-3
2.100e+1, 4.246e-3
2.110e+1, 4.267e-3
2.120e+1, 4.261e-3
2.130e+1, 4.239e-3
2.140e+1, 4.209e-3
2.150e+1, 4.173e-3
2.160e+1, 4.179e-3
2.170e+1, 4.195e-3
2.180e+1, 4.187e-3
2.190e+1, 4.195e-3
2.200e+1, 4.208e-3
2.210e+1, 4.230e-3
2.220e+1, 4.253e-3
2.230e+1, 4.265e-3
2.240e+1, 4.249e-3
2.250e+1, 4.222e-3
2.260e+1, 4.223e-3
2.270e+1, 4.240e-3
2.280e+1, 4.290e-3
2.290e+1, 4.334e-3
2.300e+1, 4.356e-3
2.310e+1, 4.386e-3
2.320e+1, 4.414e-3
2.330e+1, 4.398e-3
2.340e+1, 4.371e-3
2.350e+1, 4.355e-3
2.360e+1, 4.354e-3
2.370e+1, 4.344e-3
2.380e+1, 4.336e-3
2.390e+1, 4.324e-3
2.400e+1, 4.319e-3
2.410e+1, 4.314e-3
2.420e+1, 4.293e-3
2.430e+1, 4.271e-3
2.440e+1, 4.250e-3
2.450e+1, 4.205e-3
2.460e+1, 4.173e-3
2.470e+1, 4.145e-3
2.480e+1, 4.119e-3
2.490e+1, 4.103e-3
2.500e+1, 4.099e-3
2.510e+1, 4.087e-3
2.520e+1, 4.079e-3
2.530e+1, 4.076e-3
2.540e+1, 4.087e-3
2.550e+1, 4.097e-3
2.560e+1, 4.108e-3
2.570e+1, 4.121e-3
2.580e+1, 4.121e-3
2.590e+1, 4.121e-3
2.600e+1, 4.121e-3
2.610e+1, 4.138e-3
2.620e+1, 4.130e-3
2.630e+1, 4.135e-3
2.640e+1, 4.139e-3
2.650e+1, 4.144e-3
2.660e+1, 4.152e-3
2.670e+1, 4.155e-3
2.680e+1, 4.172e-3
2.690e+1, 4.207e-3
2.700e+1, 4.218e-3
2.710e+1, 4.202e-3
2.720e+1, 4.204e-3
2.730e+1, 4.208e-3
2.740e+1, 4.220e-3
2.750e+1, 4.258e-3
2.760e+1, 4.299e-3
2.770e+1, 4.313e-3
2.780e+1, 4.296e-3
2.790e+1, 4.258e-3
2.800e+1, 4.219e-3
2.810e+1, 4.187e-3
2.820e+1, 4.175e-3
2.830e+1, 4.182e-3
2.840e+1, 4.194e-3
2.850e+1, 4.208e-3
2.860e+1, 4.241e-3
2.870e+1, 4.256e-3
2.880e+1, 4.210e-3
2.890e+1, 4.194e-3
2.900e+1, 4.213e-3
2.910e+1, 4.246e-3
2.920e+1, 4.252e-3
2.930e+1, 4.243e-3
2.940e+1, 4.237e-3
2.950e+1, 4.251e-3
2.960e+1, 4.268e-3
2.970e+1, 4.296e-3
2.980e+1, 4.323e-3
2.990e+1, 4.339e-3
3.000e+1, 4.351e-3
3.010e+1, 4.361e-3
3.020e+1, 4.367e-3
3.030e+1, 4.365e-3
3.040e+1, 4.358e-3
3.050e+1, 4.374e-3
3.060e+1, 4.409e-3
3.070e+1, 4.432e-3
3.080e+1, 4.423e-3
3.090e+1, 4.400e-3
3.100e+1, 4.384e-3
3.110e+1, 4.378e-3
3.120e+1, 4.376e-3
3.130e+1, 4.377e-3
3.140e+1, 4.383e-3
3.150e+1, 4.383e-3
3.160e+1, 4.376e-3
3.170e+1, 4.369e-3
3.180e+1, 4.367e-3
3.190e+1, 4.368e-3
3.200e+1, 4.373e-3
3.210e+1, 4.385e-3
3.220e+1, 4.408e-3
3.230e+1, 4.413e-3
3.240e+1, 4.425e-3
3.250e+1, 4.441e-3
3.260e+1, 4.441e-3
3.270e+1, 4.415e-3
3.280e+1, 4.386e-3
3.290e+1, 4.356e-3
3.300e+1, 4.331e-3
3.310e+1, 4.319e-3
3.320e+1, 4.312e-3
3.330e+1, 4.317e-3
3.340e+1, 4.324e-3
3.350e+1, 4.342e-3
3.360e+1, 4.356e-3
3.370e+1, 4.354e-3
3.380e+1, 4.354e-3
3.390e+1, 4.353e-3
3.400e+1, 4.358e-3
3.410e+1, 4.362e-3
3.420e+1, 4.373e-3
3.430e+1, 4.372e-3
3.440e+1, 4.364e-3
3.450e+1, 4.359e-3
3.460e+1, 4.358e-3
3.470e+1, 4.347e-3
3.480e+1, 4.334e-3
3.490e+1, 4.325e-3
3.500e+1, 4.323e-3
3.510e+1, 4.317e-3
3.520e+1, 4.311e-3
3.530e+1, 4.305e-3
3.540e+1, 4.300e-3
3.550e+1, 4.305e-3
3.560e+1, 4.308e-3
3.570e+1, 4.320e-3
3.580e+1, 4.340e-3
3.590e+1, 4.355e-3
3.600e+1, 4.363e-3
3.610e+1, 4.360e-3
3.620e+1, 4.376e-3
3.630e+1, 4.381e-3
3.640e+1, 4.380e-3
3.650e+1, 4.381e-3
3.660e+1, 4.381e-3
3.670e+1, 4.373e-3
3.680e+1, 4.346e-3
3.690e+1, 4.349e-3
3.700e+1, 4.350e-3
3.710e+1, 4.332e-3
3.720e+1, 4.317e-3
3.730e+1, 4.326e-3
3.740e+1, 4.319e-3
3.750e+1, 4.299e-3
3.760e+1, 4.301e-3
3.770e+1, 4.308e-3
3.780e+1, 4.319e-3
3.790e+1, 4.326e-3
3.800e+1, 4.335e-3
3.810e+1, 4.334e-3
3.820e+1, 4.320e-3
3.830e+1, 4.297e-3
3.840e+1, 4.266e-3
3.850e+1, 4.256e-3
3.860e+1, 4.247e-3
3.870e+1, 4.246e-3
3.880e+1, 4.254e-3
3.890e+1, 4.266e-3
3.900e+1, 4.265e-3
3.910e+1, 4.266e-3
3.920e+1, 4.264e-3
3.930e+1, 4.268e-3
3.940e+1, 4.267e-3
3.950e+1, 4.277e-3
3.960e+1, 4.291e-3
3.970e+1, 4.292e-3
3.980e+1, 4.291e-3
3.990e+1, 4.279e-3
4.000e+1, 4.257e-3
4.010e+1, 4.270e-3
4.020e+1, 4.291e-3
4.030e+1, 4.294e-3
4.040e+1, 4.309e-3
4.050e+1, 4.338e-3
4.060e+1, 4.342e-3
4.070e+1, 4.339e-3
4.080e+1, 4.353e-3
4.090e+1, 4.371e-3
4.100e+1, 4.385e-3
4.110e+1, 4.400e-3
4.120e+1, 4.399e-3
4.130e+1, 4.387e-3
4.140e+1, 4.374e-3
4.150e+1, 4.350e-3
4.160e+1, 4.337e-3
4.170e+1, 4.323e-3
4.180e+1, 4.331e-3
4.190e+1, 4.344e-3
4.200e+1, 4.358e-3
4.210e+1, 4.387e-3
4.220e+1, 4.389e-3
4.230e+1, 4.408e-3
4.240e+1, 4.413e-3
4.250e+1, 4.398e-3
4.260e+1, 4.380e-3
4.270e+1, 4.364e-3
4.280e+1, 4.366e-3
4.290e+1, 4.379e-3
4.300e+1, 4.378e-3
4.310e+1, 4.380e-3
4.320e+1, 4.374e-3
4.330e+1, 4.369e-3
4.340e+1, 4.363e-3
4.350e+1, 4.362e-3
4.360e+1, 4.367e-3
4.370e+1, 4.379e-3
4.380e+1, 4.358e-3
4.390e+1, 4.328e-3
4.400e+1, 4.337e-3
4.410e+1, 4.344e-3
4.420e+1, 4.339e-3
4.430e+1, 4.335e-3
4.440e+1, 4.324e-3
4.450e+1, 4.306e-3
4.460e+1, 4.303e-3
4.470e+1, 4.301e-3
4.480e+1, 4.270e-3
4.490e+1, 4.247e-3
4.500e+1, 4.236e-3
4.510e+1, 4.229e-3
4.520e+1, 4.219e-3
4.530e+1, 4.233e-3
4.540e+1, 4.219e-3
4.550e+1, 4.211e-3
4.560e+1, 4.229e-3
4.570e+1, 4.225e-3
4.580e+1, 4.212e-3
4.590e+1, 4.222e-3
4.600e+1, 4.235e-3
4.610e+1, 4.244e-3
4.620e+1, 4.262e-3
4.630e+1, 4.279e-3
4.640e+1, 4.310e-3
4.650e+1, 4.336e-3
4.660e+1, 4.340e-3
4.670e+1, 4.332e-3
4.680e+1, 4.352e-3
4.690e+1, 4.374e-3
4.700e+1, 4.360e-3
4.710e+1, 4.334e-3
4.720e+1, 4.338e-3
4.730e+1, 4.334e-3
4.740e+1, 4.323e-3
4.750e+1, 4.318e-3
4.760e+1, 4.332e-3
4.770e+1, 4.350e-3
4.780e+1, 4.367e-3
4.790e+1, 4.371e-3
4.800e+1, 4.380e-3
4.810e+1, 4.411e-3
4.820e+1, 4.414e-3
4.830e+1, 4.394e-3
4.840e+1, 4.367e-3
4.850e+1, 4.345e-3
4.860e+1, 4.337e-3
4.870e+1, 4.319e-3
4.880e+1, 4.307e-3
4.890e+1, 4.304e-3
4.900e+1, 4.291e-3
4.910e+1, 4.302e-3
4.920e+1, 4.313e-3
4.930e+1, 4.311e-3
4.940e+1, 4.319e-3
4.950e+1, 4.316e-3
4.960e+1, 4.313e-3
4.970e+1, 4.299e-3
4.980e+1, 4.291e-3
4.990e+1, 4.276e-3
5.000e+1, 4.271e-3
5.010e+1, 4.274e-3
5.020e+1, 4.273e-3
5.030e+1, 4.261e-3
5.040e+1, 4.284e-3
5.050e+1, 4.336e-3
5.060e+1, 4.355e-3
5.070e+1, 4.357e-3
5.080e+1, 4.353e-3
5.090e+1, 4.348e-3
5.100e+1, 4.365e-3
5.110e+1, 4.366e-3
5.120e+1, 4.363e-3
5.130e+1, 4.352e-3
5.140e+1, 4.351e-3
5.150e+1, 4.344e-3
5.160e+1, 4.331e-3
5.170e+1, 4.321e-3
5.180e+1, 4.323e-3
5.190e+1, 4.321e-3
5.200e+1, 4.306e-3
5.210e+1, 4.292e-3
5.220e+1, 4.263e-3
5.230e+1, 4.237e-3
5.240e+1, 4.220e-3
5.250e+1, 4.213e-3
5.260e+1, 4.213e-3
5.270e+1, 4.223e-3
5.280e+1, 4.228e-3
5.290e+1, 4.239e-3
5.300e+1, 4.244e-3
5.310e+1, 4.238e-3
5.320e+1, 4.244e-3
5.330e+1, 4.265e-3
5.340e+1, 4.264e-3
5.350e+1, 4.256e-3
5.360e+1, 4.258e-3
5.370e+1, 4.261e-3
5.380e+1, 4.272e-3
5.390e+1, 4.253e-3
5.400e+1, 4.238e-3
5.410e+1, 4.240e-3
5.420e+1, 4.250e-3
5.430e+1, 4.266e-3
5.440e+1, 4.292e-3
5.450e+1, 4.313e-3
5.460e+1, 4.330e-3
5.470e+1, 4.341e-3
5.480e+1, 4.347e-3
5.490e+1, 4.365e-3
5.500e+1, 4.403e-3
5.510e+1, 4.418e-3
5.520e+1, 4.388e-3
5.530e+1, 4.379e-3
5.540e+1, 4.370e-3
5.550e+1, 4.378e-3
5.560e+1, 4.404e-3
5.570e+1, 4.426e-3
5.580e+1, 4.438e-3
5.590e+1, 4.429e-3
5.600e+1, 4.419e-3
5.610e+1, 4.404e-3
5.620e+1, 4.398e-3
5.630e+1, 4.375e-3
5.640e+1, 4.367e-3
5.650e+1, 4.361e-3
5.660e+1, 4.368e-3
5.670e+1, 4.353e-3
5.680e+1, 4.340e-3
5.690e+1, 4.346e-3
5.700e+1, 4.333e-3
5.710e+1, 4.320e-3
5.720e+1, 4.314e-3
5.730e+1, 4.296e-3
5.740e+1, 4.276e-3
5.750e+1, 4.284e-3
5.760e+1, 4.287e-3
5.770e+1, 4.278e-3
5.780e+1, 4.268e-3
5.790e+1, 4.262e-3
5.800e+1, 4.273e-3
5.810e+1, 4.276e-3
5.820e+1, 4.269e-3
5.830e+1, 4.274e-3
5.840e+1, 4.274e-3
5.850e+1, 4.278e-3
5.860e+1, 4.280e-3
5.870e+1, 4.263e-3
5.880e+1, 4.250e-3
5.890e+1, 4.264e-3
5.900e+1, 4.281e-3
5.910e+1, 4.290e-3
5.920e+1, 4.291e-3
5.930e+1, 4.297e-3
5.940e+1, 4.298e-3
5.950e+1, 4.298e-3
5.960e+1, 4.305e-3
5.970e+1, 4.284e-3
5.980e+1, 4.257e-3
5.990e+1, 4.255e-3
6.000e+1, 4.258e-3
6.010e+1, 4.254e-3
6.020e+1, 4.254e-3
6.030e+1, 4.279e-3
6.040e+1, 4.302e-3
6.050e+1, 4.313e-3
6.060e+1, 4.321e-3
6.070e+1, 4.335e-3
6.080e+1, 4.348e-3
6.090e+1, 4.343e-3
6.100e+1, 4.323e-3
6.110e+1, 4.319e-3
6.120e+1, 4.311e-3
6.130e+1, 4.303e-3
6.140e+1, 4.308e-3
6.150e+1, 4.310e-3
6.160e+1, 4.312e-3
6.170e+1, 4.319e-3
6.180e+1, 4.314e-3
6.190e+1, 4.310e-3
6.200e+1, 4.321e-3
6.210e+1, 4.340e-3
6.220e+1, 4.337e-3
6.230e+1, 4.342e-3
6.240e+1, 4.366e-3
6.250e+1, 4.383e-3
6.260e+1, 4.400e-3
6.270e+1, 4.407e-3
6.280e+1, 4.397e-3
6.290e+1, 4.392e-3
6.300e+1, 4.383e-3
6.310e+1, 4.370e-3
6.320e+1, 4.341e-3
6.330e+1, 4.312e-3
6.340e+1, 4.299e-3
6.350e+1, 4.295e-3
6.360e+1, 4.289e-3
6.370e+1, 4.279e-3
6.380e+1, 4.272e-3
6.390e+1, 4.253e-3
6.400e+1, 4.255e-3
6.410e+1, 4.265e-3
6.420e+1, 4.271e-3
6.430e+1, 4.270e-3
6.440e+1, 4.251e-3
6.450e+1, 4.221e-3
6.460e+1, 4.231e-3
6.470e+1, 4.240e-3
6.480e+1, 4.247e-3
6.490e+1, 4.255e-3
6.500e+1, 4.271e-3
6.510e+1, 4.276e-3
6.520e+1, 4.275e-3
6.530e+1, 4.271e-3
6.540e+1, 4.275e-3
6.550e+1, 4.280e-3
6.560e+1, 4.282e-3
6.570e+1, 4.281e-3
6.580e+1, 4.285e-3
6.590e+1, 4.293e-3
6.600e+1, 4.300e-3
6.610e+1, 4.297e-3
6.620e+1, 4.302e-3
6.630e+1, 4.316e-3
6.640e+1, 4.347e-3
6.650e+1, 4.343e-3
6.660e+1, 4.318e-3
6.670e+1, 4.310e-3
6.680e+1, 4.312e-3
6.690e+1, 4.296e-3
6.700e+1, 4.291e-3
6.710e+1, 4.296e-3
6.720e+1, 4.317e-3
6.730e+1, 4.317e-3
6.740e+1, 4.304e-3
6.750e+1, 4.322e-3
6.760e+1, 4.332e-3
6.770e+1, 4.324e-3
6.780e+1, 4.329e-3
6.790e+1, 4.310e-3
6.800e+1, 4.286e-3
6.810e+1, 4.287e-3
6.820e+1, 4.284e-3
6.830e+1, 4.276e-3
6.840e+1, 4.264e-3
6.850e+1, 4.270e-3
6.860e+1, 4.296e-3
6.870e+1, 4.323e-3
6.880e+1, 4.345e-3
6.890e+1, 4.339e-3
6.900e+1, 4.333e-3
6.910e+1, 4.349e-3
6.920e+1, 4.370e-3
6.930e+1, 4.377e-3
6.940e+1, 4.367e-3
6.950e+1, 4.358e-3
6.960e+1, 4.372e-3
6.970e+1, 4.387e-3
6.980e+1, 4.379e-3
6.990e+1, 4.362e-3
7.000e+1, 4.376e-3
7.010e+1, 4.380e-3
7.020e+1, 4.396e-3
7.030e+1, 4.392e-3
7.040e+1, 4.387e-3
7.050e+1, 4.384e-3
7.060e+1, 4.401e-3
7.070e+1, 4.434e-3
7.080e+1, 4.417e-3
7.090e+1, 4.415e-3
7.100e+1, 4.437e-3
7.110e+1, 4.455e-3
7.120e+1, 4.474e-3
7.130e+1, 4.484e-3
7.140e+1, 4.486e-3
7.150e+1, 4.497e-3
7.160e+1, 4.492e-3
7.170e+1, 4.487e-3
7.180e+1, 4.478e-3
7.190e+1, 4.472e-3
7.200e+1, 4.458e-3
7.210e+1, 4.424e-3
7.220e+1, 4.383e-3
7.230e+1, 4.339e-3
7.240e+1, 4.315e-3
7.250e+1, 4.310e-3
7.260e+1, 4.305e-3
7.270e+1, 4.307e-3
7.280e+1, 4.316e-3
7.290e+1, 4.291e-3
7.300e+1, 4.256e-3
7.310e+1, 4.231e-3
7.320e+1, 4.233e-3
7.330e+1, 4.256e-3
7.340e+1, 4.294e-3
7.350e+1, 4.331e-3
7.360e+1, 4.356e-3
7.370e+1, 4.380e-3
7.380e+1, 4.406e-3
7.390e+1, 4.423e-3
7.400e+1, 4.422e-3
7.410e+1, 4.400e-3
7.420e+1, 4.382e-3
7.430e+1, 4.387e-3
7.440e+1, 4.389e-3
7.450e+1, 4.394e-3
7.460e+1, 4.389e-3
7.470e+1, 4.395e-3
7.480e+1, 4.391e-3
7.490e+1, 4.384e-3
7.500e+1, 4.362e-3
7.510e+1, 4.339e-3
7.520e+1, 4.331e-3
7.530e+1, 4.332e-3
7.540e+1, 4.338e-3
7.550e+1, 4.335e-3
7.560e+1, 4.328e-3
7.570e+1, 4.327e-3
7.580e+1, 4.319e-3
7.590e+1, 4.321e-3
7.600e+1, 4.303e-3
7.610e+1, 4.292e-3
7.620e+1, 4.278e-3
7.630e+1, 4.285e-3
7.640e+1, 4.298e-3
7.650e+1, 4.295e-3
7.660e+1, 4.288e-3
7.670e+1, 4.284e-3
7.680e+1, 4.290e-3
7.690e+1, 4.286e-3
7.700e+1, 4.294e-3
7.710e+1, 4.312e-3
7.720e+1, 4.327e-3
7.730e+1, 4.345e-3
7.740e+1, 4.350e-3
7.750e+1, 4.351e-3
7.760e+1, 4.361e-3
7.770e+1, 4.365e-3
7.780e+1, 4.356e-3
7.790e+1, 4.365e-3
7.800e+1, 4.383e-3
