Aug. 6, 2024   11:44:08
Amperometric i-t Curve
File: c:/users/guazh/data/20240802_batch_500/2024-08-02-exp35\exp35deposition-2024-08-06t11_39_48-deposition\exp35deposition_it_edep_-130mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.3
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.1

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 6.329e-4
2.000e-1, 6.231e-4
3.000e-1, 6.172e-4
4.000e-1, 6.129e-4
5.000e-1, 6.074e-4
6.000e-1, 5.996e-4
7.000e-1, 5.904e-4
8.000e-1, 5.813e-4
9.000e-1, 5.752e-4
1.000e+0, 5.702e-4
1.100e+0, 5.670e-4
1.200e+0, 5.656e-4
1.300e+0, 5.650e-4
1.400e+0, 5.625e-4
1.500e+0, 5.590e-4
1.600e+0, 5.572e-4
1.700e+0, 5.564e-4
1.800e+0, 5.544e-4
1.900e+0, 5.514e-4
2.000e+0, 5.483e-4
2.100e+0, 5.451e-4
2.200e+0, 5.424e-4
2.300e+0, 5.392e-4
2.400e+0, 5.373e-4
2.500e+0, 5.365e-4
2.600e+0, 5.372e-4
2.700e+0, 5.394e-4
2.800e+0, 5.419e-4
2.900e+0, 5.466e-4
3.000e+0, 5.542e-4
3.100e+0, 5.616e-4
3.200e+0, 5.679e-4
3.300e+0, 5.708e-4
3.400e+0, 5.699e-4
3.500e+0, 5.672e-4
3.600e+0, 5.639e-4
3.700e+0, 5.616e-4
3.800e+0, 5.593e-4
3.900e+0, 5.588e-4
4.000e+0, 5.584e-4
4.100e+0, 5.578e-4
4.200e+0, 5.580e-4
4.300e+0, 5.583e-4
4.400e+0, 5.584e-4
4.500e+0, 5.629e-4
4.600e+0, 5.798e-4
4.700e+0, 5.951e-4
4.800e+0, 6.048e-4
4.900e+0, 6.074e-4
5.000e+0, 6.081e-4
5.100e+0, 6.075e-4
5.200e+0, 6.059e-4
