Apr. 22, 2025   18:58:01
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp590_r20/2025-04-16-exp1159\exp1159deposition-2025-04-22t18_54_27-deposition\exp1159deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 44
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 19.6

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.742e-4
2.000e-1, 1.759e-4
3.000e-1, 1.773e-4
4.000e-1, 1.800e-4
5.000e-1, 1.822e-4
6.000e-1, 1.808e-4
7.000e-1, 1.843e-4
8.000e-1, 1.894e-4
9.000e-1, 1.936e-4
1.000e+0, 1.981e-4
1.100e+0, 2.045e-4
1.200e+0, 2.049e-4
1.300e+0, 2.054e-4
1.400e+0, 2.056e-4
1.500e+0, 2.086e-4
1.600e+0, 2.115e-4
1.700e+0, 2.126e-4
1.800e+0, 2.202e-4
1.900e+0, 2.261e-4
2.000e+0, 2.474e-4
2.100e+0, 2.560e-4
2.200e+0, 2.578e-4
2.300e+0, 2.550e-4
2.400e+0, 2.544e-4
2.500e+0, 2.507e-4
2.600e+0, 2.428e-4
2.700e+0, 2.433e-4
2.800e+0, 2.470e-4
2.900e+0, 2.433e-4
3.000e+0, 2.358e-4
3.100e+0, 2.266e-4
3.200e+0, 2.205e-4
3.300e+0, 2.239e-4
3.400e+0, 2.220e-4
3.500e+0, 2.270e-4
3.600e+0, 2.263e-4
3.700e+0, 2.388e-4
3.800e+0, 2.655e-4
3.900e+0, 2.672e-4
4.000e+0, 2.633e-4
4.100e+0, 2.561e-4
4.200e+0, 2.551e-4
4.300e+0, 2.629e-4
4.400e+0, 2.592e-4
4.500e+0, 2.602e-4
4.600e+0, 2.631e-4
4.700e+0, 2.602e-4
4.800e+0, 2.562e-4
4.900e+0, 2.466e-4
5.000e+0, 2.562e-4
5.100e+0, 2.713e-4
5.200e+0, 2.720e-4
5.300e+0, 2.688e-4
5.400e+0, 2.536e-4
5.500e+0, 2.340e-4
5.600e+0, 2.167e-4
5.700e+0, 2.053e-4
5.800e+0, 2.239e-4
5.900e+0, 2.445e-4
6.000e+0, 2.543e-4
6.100e+0, 2.619e-4
6.200e+0, 2.626e-4
6.300e+0, 2.767e-4
6.400e+0, 2.693e-4
6.500e+0, 2.602e-4
6.600e+0, 2.597e-4
6.700e+0, 2.659e-4
6.800e+0, 2.832e-4
6.900e+0, 2.917e-4
7.000e+0, 2.903e-4
7.100e+0, 2.886e-4
7.200e+0, 2.856e-4
7.300e+0, 2.853e-4
7.400e+0, 2.801e-4
7.500e+0, 2.822e-4
7.600e+0, 2.742e-4
7.700e+0, 2.641e-4
7.800e+0, 2.665e-4
7.900e+0, 2.632e-4
8.000e+0, 2.563e-4
8.100e+0, 2.539e-4
8.200e+0, 2.524e-4
8.300e+0, 2.739e-4
8.400e+0, 3.070e-4
8.500e+0, 2.965e-4
8.600e+0, 2.802e-4
8.700e+0, 2.592e-4
8.800e+0, 2.634e-4
8.900e+0, 2.517e-4
9.000e+0, 2.404e-4
9.100e+0, 2.328e-4
9.200e+0, 2.239e-4
9.300e+0, 2.106e-4
9.400e+0, 2.078e-4
9.500e+0, 2.134e-4
9.600e+0, 2.083e-4
9.700e+0, 1.949e-4
9.800e+0, 1.901e-4
9.900e+0, 2.103e-4
1.000e+1, 2.995e-4
1.010e+1, 3.483e-4
1.020e+1, 3.459e-4
1.030e+1, 3.376e-4
1.040e+1, 3.217e-4
1.050e+1, 3.203e-4
1.060e+1, 3.012e-4
1.070e+1, 2.710e-4
1.080e+1, 2.457e-4
1.090e+1, 2.287e-4
1.100e+1, 2.508e-4
1.110e+1, 2.583e-4
1.120e+1, 2.714e-4
1.130e+1, 2.779e-4
1.140e+1, 2.736e-4
1.150e+1, 2.696e-4
1.160e+1, 2.666e-4
1.170e+1, 2.992e-4
1.180e+1, 3.059e-4
1.190e+1, 2.988e-4
1.200e+1, 2.877e-4
1.210e+1, 2.895e-4
1.220e+1, 3.066e-4
1.230e+1, 3.288e-4
1.240e+1, 3.191e-4
1.250e+1, 3.175e-4
1.260e+1, 3.033e-4
1.270e+1, 2.757e-4
1.280e+1, 2.515e-4
1.290e+1, 2.732e-4
1.300e+1, 2.898e-4
1.310e+1, 2.889e-4
1.320e+1, 2.721e-4
1.330e+1, 2.952e-4
1.340e+1, 3.191e-4
1.350e+1, 2.962e-4
1.360e+1, 2.653e-4
1.370e+1, 2.436e-4
1.380e+1, 2.295e-4
1.390e+1, 2.269e-4
1.400e+1, 2.169e-4
1.410e+1, 2.104e-4
1.420e+1, 2.033e-4
1.430e+1, 1.926e-4
1.440e+1, 1.823e-4
1.450e+1, 2.004e-4
1.460e+1, 2.308e-4
1.470e+1, 2.869e-4
1.480e+1, 3.074e-4
1.490e+1, 3.483e-4
1.500e+1, 3.446e-4
1.510e+1, 3.268e-4
1.520e+1, 3.130e-4
1.530e+1, 3.145e-4
1.540e+1, 2.996e-4
1.550e+1, 2.834e-4
1.560e+1, 2.964e-4
1.570e+1, 2.967e-4
1.580e+1, 3.008e-4
1.590e+1, 3.263e-4
1.600e+1, 3.351e-4
1.610e+1, 3.323e-4
1.620e+1, 3.042e-4
1.630e+1, 2.876e-4
1.640e+1, 2.814e-4
1.650e+1, 2.709e-4
1.660e+1, 2.706e-4
1.670e+1, 2.825e-4
1.680e+1, 3.226e-4
1.690e+1, 3.604e-4
1.700e+1, 3.377e-4
1.710e+1, 3.153e-4
1.720e+1, 3.119e-4
1.730e+1, 3.006e-4
1.740e+1, 2.856e-4
1.750e+1, 2.852e-4
1.760e+1, 2.783e-4
1.770e+1, 2.859e-4
1.780e+1, 3.128e-4
1.790e+1, 3.193e-4
1.800e+1, 2.982e-4
1.810e+1, 2.758e-4
1.820e+1, 2.606e-4
1.830e+1, 2.591e-4
1.840e+1, 2.696e-4
1.850e+1, 2.653e-4
1.860e+1, 2.427e-4
1.870e+1, 2.419e-4
1.880e+1, 2.346e-4
1.890e+1, 2.258e-4
1.900e+1, 2.239e-4
1.910e+1, 2.427e-4
1.920e+1, 2.535e-4
1.930e+1, 2.469e-4
1.940e+1, 2.410e-4
1.950e+1, 2.907e-4
1.960e+1, 2.972e-4
1.970e+1, 3.021e-4
1.980e+1, 3.081e-4
1.990e+1, 2.909e-4
2.000e+1, 2.653e-4
2.010e+1, 2.683e-4
2.020e+1, 2.840e-4
2.030e+1, 2.785e-4
2.040e+1, 2.768e-4
2.050e+1, 2.739e-4
2.060e+1, 2.685e-4
2.070e+1, 2.958e-4
2.080e+1, 3.234e-4
2.090e+1, 3.049e-4
2.100e+1, 2.990e-4
2.110e+1, 3.279e-4
2.120e+1, 3.417e-4
2.130e+1, 3.214e-4
2.140e+1, 2.896e-4
2.150e+1, 2.638e-4
2.160e+1, 2.480e-4
2.170e+1, 2.525e-4
2.180e+1, 2.620e-4
2.190e+1, 2.774e-4
2.200e+1, 2.781e-4
2.210e+1, 2.904e-4
2.220e+1, 2.896e-4
2.230e+1, 2.744e-4
2.240e+1, 2.757e-4
2.250e+1, 2.654e-4
2.260e+1, 2.685e-4
2.270e+1, 2.710e-4
2.280e+1, 3.118e-4
2.290e+1, 3.340e-4
