Dec. 19, 2024   17:31:26
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp667_r5/2024-12-16-exp703\exp703deposition-2024-12-19t17_28_03-deposition\exp703deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.4

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 5.097e-3
2.000e-1, 5.062e-3
3.000e-1, 5.037e-3
4.000e-1, 5.025e-3
5.000e-1, 5.030e-3
6.000e-1, 5.023e-3
7.000e-1, 5.007e-3
8.000e-1, 4.992e-3
9.000e-1, 4.976e-3
1.000e+0, 4.958e-3
1.100e+0, 4.938e-3
1.200e+0, 4.919e-3
1.300e+0, 4.899e-3
1.400e+0, 4.879e-3
1.500e+0, 4.865e-3
1.600e+0, 4.851e-3
1.700e+0, 4.834e-3
1.800e+0, 4.821e-3
1.900e+0, 4.805e-3
2.000e+0, 4.784e-3
2.100e+0, 4.754e-3
2.200e+0, 4.739e-3
2.300e+0, 4.726e-3
2.400e+0, 4.718e-3
2.500e+0, 4.741e-3
2.600e+0, 4.742e-3
2.700e+0, 4.737e-3
2.800e+0, 4.729e-3
2.900e+0, 4.718e-3
3.000e+0, 4.709e-3
3.100e+0, 4.689e-3
3.200e+0, 4.673e-3
3.300e+0, 4.658e-3
3.400e+0, 4.644e-3
3.500e+0, 4.631e-3
3.600e+0, 4.619e-3
3.700e+0, 4.615e-3
3.800e+0, 4.609e-3
3.900e+0, 4.600e-3
4.000e+0, 4.590e-3
4.100e+0, 4.592e-3
4.200e+0, 4.600e-3
4.300e+0, 4.603e-3
4.400e+0, 4.603e-3
4.500e+0, 4.590e-3
4.600e+0, 4.571e-3
4.700e+0, 4.561e-3
4.800e+0, 4.544e-3
4.900e+0, 4.524e-3
5.000e+0, 4.501e-3
5.100e+0, 4.475e-3
5.200e+0, 4.460e-3
5.300e+0, 4.441e-3
5.400e+0, 4.416e-3
5.500e+0, 4.395e-3
5.600e+0, 4.368e-3
5.700e+0, 4.357e-3
5.800e+0, 4.343e-3
5.900e+0, 4.327e-3
6.000e+0, 4.335e-3
6.100e+0, 4.342e-3
6.200e+0, 4.336e-3
6.300e+0, 4.319e-3
6.400e+0, 4.296e-3
6.500e+0, 4.261e-3
6.600e+0, 4.254e-3
6.700e+0, 4.236e-3
6.800e+0, 4.208e-3
6.900e+0, 4.197e-3
7.000e+0, 4.198e-3
7.100e+0, 4.187e-3
7.200e+0, 4.172e-3
7.300e+0, 4.134e-3
7.400e+0, 4.104e-3
7.500e+0, 4.083e-3
7.600e+0, 4.086e-3
7.700e+0, 4.096e-3
7.800e+0, 4.090e-3
7.900e+0, 4.083e-3
8.000e+0, 4.057e-3
8.100e+0, 4.026e-3
8.200e+0, 4.011e-3
8.300e+0, 4.017e-3
8.400e+0, 3.993e-3
8.500e+0, 3.966e-3
8.600e+0, 3.952e-3
8.700e+0, 3.957e-3
8.800e+0, 3.941e-3
8.900e+0, 3.913e-3
9.000e+0, 3.923e-3
9.100e+0, 3.893e-3
9.200e+0, 3.850e-3
9.300e+0, 3.822e-3
9.400e+0, 3.796e-3
9.500e+0, 3.779e-3
9.600e+0, 3.744e-3
9.700e+0, 3.719e-3
9.800e+0, 3.697e-3
9.900e+0, 3.672e-3
1.000e+1, 3.643e-3
1.010e+1, 3.628e-3
1.020e+1, 3.619e-3
1.030e+1, 3.599e-3
1.040e+1, 3.557e-3
1.050e+1, 3.521e-3
1.060e+1, 3.493e-3
1.070e+1, 3.495e-3
1.080e+1, 3.482e-3
1.090e+1, 3.464e-3
1.100e+1, 3.429e-3
1.110e+1, 3.411e-3
1.120e+1, 3.415e-3
1.130e+1, 3.427e-3
1.140e+1, 3.420e-3
1.150e+1, 3.421e-3
1.160e+1, 3.423e-3
1.170e+1, 3.414e-3
1.180e+1, 3.427e-3
1.190e+1, 3.402e-3
1.200e+1, 3.403e-3
1.210e+1, 3.402e-3
1.220e+1, 3.392e-3
1.230e+1, 3.370e-3
1.240e+1, 3.379e-3
1.250e+1, 3.383e-3
1.260e+1, 3.376e-3
1.270e+1, 3.348e-3
1.280e+1, 3.339e-3
1.290e+1, 3.352e-3
1.300e+1, 3.346e-3
1.310e+1, 3.330e-3
1.320e+1, 3.323e-3
1.330e+1, 3.322e-3
1.340e+1, 3.308e-3
1.350e+1, 3.286e-3
1.360e+1, 3.261e-3
1.370e+1, 3.254e-3
1.380e+1, 3.252e-3
1.390e+1, 3.231e-3
1.400e+1, 3.224e-3
1.410e+1, 3.218e-3
1.420e+1, 3.212e-3
1.430e+1, 3.216e-3
1.440e+1, 3.211e-3
1.450e+1, 3.190e-3
1.460e+1, 3.168e-3
1.470e+1, 3.159e-3
1.480e+1, 3.154e-3
1.490e+1, 3.153e-3
1.500e+1, 3.172e-3
1.510e+1, 3.164e-3
1.520e+1, 3.142e-3
1.530e+1, 3.142e-3
1.540e+1, 3.135e-3
1.550e+1, 3.142e-3
1.560e+1, 3.136e-3
1.570e+1, 3.147e-3
1.580e+1, 3.153e-3
1.590e+1, 3.145e-3
1.600e+1, 3.136e-3
1.610e+1, 3.133e-3
1.620e+1, 3.138e-3
1.630e+1, 3.144e-3
1.640e+1, 3.148e-3
1.650e+1, 3.152e-3
1.660e+1, 3.147e-3
1.670e+1, 3.143e-3
1.680e+1, 3.138e-3
1.690e+1, 3.137e-3
1.700e+1, 3.140e-3
1.710e+1, 3.138e-3
1.720e+1, 3.134e-3
1.730e+1, 3.136e-3
1.740e+1, 3.134e-3
1.750e+1, 3.130e-3
1.760e+1, 3.129e-3
1.770e+1, 3.121e-3
1.780e+1, 3.122e-3
1.790e+1, 3.113e-3
1.800e+1, 3.111e-3
1.810e+1, 3.129e-3
1.820e+1, 3.127e-3
1.830e+1, 3.122e-3
1.840e+1, 3.124e-3
1.850e+1, 3.121e-3
1.860e+1, 3.119e-3
1.870e+1, 3.110e-3
1.880e+1, 3.100e-3
1.890e+1, 3.090e-3
1.900e+1, 3.086e-3
1.910e+1, 3.077e-3
1.920e+1, 3.072e-3
1.930e+1, 3.061e-3
1.940e+1, 3.053e-3
1.950e+1, 3.040e-3
1.960e+1, 3.031e-3
1.970e+1, 3.025e-3
1.980e+1, 3.016e-3
1.990e+1, 3.009e-3
2.000e+1, 3.005e-3
2.010e+1, 3.000e-3
2.020e+1, 2.990e-3
2.030e+1, 2.984e-3
2.040e+1, 2.987e-3
2.050e+1, 2.973e-3
2.060e+1, 2.964e-3
2.070e+1, 2.965e-3
2.080e+1, 2.968e-3
2.090e+1, 2.978e-3
2.100e+1, 2.976e-3
2.110e+1, 2.984e-3
2.120e+1, 2.996e-3
2.130e+1, 2.995e-3
2.140e+1, 2.981e-3
2.150e+1, 2.989e-3
2.160e+1, 3.012e-3
2.170e+1, 3.023e-3
2.180e+1, 3.045e-3
2.190e+1, 3.052e-3
2.200e+1, 3.061e-3
2.210e+1, 3.067e-3
2.220e+1, 3.055e-3
2.230e+1, 3.045e-3
2.240e+1, 3.049e-3
2.250e+1, 3.057e-3
2.260e+1, 3.053e-3
2.270e+1, 3.052e-3
2.280e+1, 3.070e-3
2.290e+1, 3.068e-3
2.300e+1, 3.073e-3
2.310e+1, 3.073e-3
2.320e+1, 3.064e-3
2.330e+1, 3.057e-3
2.340e+1, 3.074e-3
2.350e+1, 3.077e-3
2.360e+1, 3.091e-3
2.370e+1, 3.109e-3
2.380e+1, 3.100e-3
2.390e+1, 3.088e-3
2.400e+1, 3.078e-3
2.410e+1, 3.089e-3
2.420e+1, 3.088e-3
2.430e+1, 3.090e-3
2.440e+1, 3.099e-3
2.450e+1, 3.108e-3
2.460e+1, 3.104e-3
2.470e+1, 3.096e-3
2.480e+1, 3.092e-3
2.490e+1, 3.084e-3
2.500e+1, 3.081e-3
2.510e+1, 3.076e-3
2.520e+1, 3.067e-3
2.530e+1, 3.064e-3
2.540e+1, 3.066e-3
2.550e+1, 3.067e-3
2.560e+1, 3.060e-3
2.570e+1, 3.068e-3
2.580e+1, 3.074e-3
2.590e+1, 3.070e-3
2.600e+1, 3.069e-3
2.610e+1, 3.072e-3
2.620e+1, 3.102e-3
2.630e+1, 3.109e-3
2.640e+1, 3.120e-3
2.650e+1, 3.114e-3
2.660e+1, 3.117e-3
2.670e+1, 3.135e-3
2.680e+1, 3.134e-3
2.690e+1, 3.138e-3
2.700e+1, 3.127e-3
2.710e+1, 3.120e-3
2.720e+1, 3.131e-3
2.730e+1, 3.132e-3
2.740e+1, 3.120e-3
2.750e+1, 3.108e-3
2.760e+1, 3.098e-3
2.770e+1, 3.099e-3
2.780e+1, 3.100e-3
2.790e+1, 3.095e-3
2.800e+1, 3.085e-3
2.810e+1, 3.080e-3
2.820e+1, 3.081e-3
2.830e+1, 3.078e-3
2.840e+1, 3.073e-3
2.850e+1, 3.065e-3
2.860e+1, 3.061e-3
2.870e+1, 3.055e-3
2.880e+1, 3.044e-3
2.890e+1, 3.038e-3
2.900e+1, 3.043e-3
2.910e+1, 3.056e-3
2.920e+1, 3.055e-3
2.930e+1, 3.051e-3
2.940e+1, 3.057e-3
2.950e+1, 3.066e-3
2.960e+1, 3.083e-3
2.970e+1, 3.077e-3
2.980e+1, 3.081e-3
2.990e+1, 3.083e-3
3.000e+1, 3.082e-3
