July 10, 2024   12:54:34
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp1\exp1deposition-2024-07-10t12_50_12-deposition\exp1deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 6.757e-4
2.000e-1, 6.648e-4
3.000e-1, 6.545e-4
4.000e-1, 6.441e-4
5.000e-1, 6.348e-4
6.000e-1, 6.265e-4
7.000e-1, 6.212e-4
8.000e-1, 6.161e-4
9.000e-1, 6.087e-4
1.000e+0, 6.012e-4
1.100e+0, 5.946e-4
1.200e+0, 5.890e-4
1.300e+0, 5.827e-4
1.400e+0, 5.772e-4
1.500e+0, 5.699e-4
1.600e+0, 5.633e-4
1.700e+0, 5.599e-4
1.800e+0, 5.548e-4
1.900e+0, 5.498e-4
2.000e+0, 5.451e-4
2.100e+0, 5.405e-4
2.200e+0, 5.376e-4
2.300e+0, 5.325e-4
2.400e+0, 5.284e-4
2.500e+0, 5.240e-4
2.600e+0, 5.207e-4
2.700e+0, 5.194e-4
2.800e+0, 5.185e-4
2.900e+0, 5.171e-4
3.000e+0, 5.143e-4
3.100e+0, 5.120e-4
3.200e+0, 5.094e-4
3.300e+0, 5.071e-4
3.400e+0, 5.042e-4
3.500e+0, 5.025e-4
3.600e+0, 5.015e-4
3.700e+0, 5.000e-4
3.800e+0, 4.983e-4
3.900e+0, 4.974e-4
4.000e+0, 4.967e-4
4.100e+0, 4.969e-4
4.200e+0, 4.982e-4
4.300e+0, 4.987e-4
4.400e+0, 4.986e-4
4.500e+0, 4.990e-4
4.600e+0, 5.002e-4
4.700e+0, 5.029e-4
4.800e+0, 5.060e-4
4.900e+0, 5.081e-4
5.000e+0, 5.103e-4
5.100e+0, 5.122e-4
5.200e+0, 5.136e-4
5.300e+0, 5.153e-4
5.400e+0, 5.176e-4
5.500e+0, 5.194e-4
5.600e+0, 5.219e-4
5.700e+0, 5.241e-4
5.800e+0, 5.258e-4
5.900e+0, 5.279e-4
6.000e+0, 5.306e-4
6.100e+0, 5.329e-4
6.200e+0, 5.355e-4
6.300e+0, 5.374e-4
6.400e+0, 5.401e-4
6.500e+0, 5.433e-4
6.600e+0, 5.462e-4
6.700e+0, 5.480e-4
6.800e+0, 5.506e-4
