Mar. 30, 2025   00:53:52
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp518_r20/2025-03-28-exp985\exp985deposition-2025-03-30t00_50_35-deposition\exp985deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.6

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.962e-3
2.000e-1, 3.969e-3
3.000e-1, 3.978e-3
4.000e-1, 3.982e-3
5.000e-1, 4.004e-3
6.000e-1, 4.041e-3
7.000e-1, 4.049e-3
8.000e-1, 4.082e-3
9.000e-1, 4.102e-3
1.000e+0, 4.126e-3
1.100e+0, 4.123e-3
1.200e+0, 4.122e-3
1.300e+0, 4.113e-3
1.400e+0, 4.099e-3
1.500e+0, 4.099e-3
1.600e+0, 4.116e-3
1.700e+0, 4.125e-3
1.800e+0, 4.170e-3
1.900e+0, 4.184e-3
2.000e+0, 4.177e-3
2.100e+0, 4.172e-3
2.200e+0, 4.158e-3
2.300e+0, 4.163e-3
2.400e+0, 4.155e-3
2.500e+0, 4.152e-3
2.600e+0, 4.156e-3
2.700e+0, 4.156e-3
2.800e+0, 4.158e-3
2.900e+0, 4.150e-3
3.000e+0, 4.153e-3
3.100e+0, 4.163e-3
3.200e+0, 4.166e-3
3.300e+0, 4.161e-3
3.400e+0, 4.212e-3
3.500e+0, 4.225e-3
3.600e+0, 4.244e-3
3.700e+0, 4.239e-3
3.800e+0, 4.221e-3
3.900e+0, 4.224e-3
4.000e+0, 4.224e-3
4.100e+0, 4.222e-3
4.200e+0, 4.219e-3
4.300e+0, 4.280e-3
4.400e+0, 4.285e-3
4.500e+0, 4.295e-3
4.600e+0, 4.291e-3
4.700e+0, 4.274e-3
4.800e+0, 4.265e-3
4.900e+0, 4.266e-3
5.000e+0, 4.278e-3
5.100e+0, 4.295e-3
5.200e+0, 4.319e-3
5.300e+0, 4.297e-3
5.400e+0, 4.354e-3
5.500e+0, 4.356e-3
5.600e+0, 4.355e-3
5.700e+0, 4.341e-3
5.800e+0, 4.363e-3
5.900e+0, 4.369e-3
6.000e+0, 4.327e-3
6.100e+0, 4.319e-3
6.200e+0, 4.325e-3
6.300e+0, 4.336e-3
6.400e+0, 4.336e-3
6.500e+0, 4.340e-3
6.600e+0, 4.342e-3
6.700e+0, 4.361e-3
6.800e+0, 4.391e-3
6.900e+0, 4.418e-3
7.000e+0, 4.410e-3
7.100e+0, 4.399e-3
7.200e+0, 4.394e-3
7.300e+0, 4.395e-3
7.400e+0, 4.389e-3
7.500e+0, 4.386e-3
7.600e+0, 4.380e-3
7.700e+0, 4.374e-3
7.800e+0, 4.368e-3
7.900e+0, 4.355e-3
8.000e+0, 4.351e-3
8.100e+0, 4.354e-3
8.200e+0, 4.370e-3
8.300e+0, 4.374e-3
8.400e+0, 4.374e-3
8.500e+0, 4.380e-3
8.600e+0, 4.389e-3
8.700e+0, 4.406e-3
8.800e+0, 4.455e-3
8.900e+0, 4.478e-3
9.000e+0, 4.474e-3
9.100e+0, 4.461e-3
9.200e+0, 4.444e-3
9.300e+0, 4.442e-3
9.400e+0, 4.440e-3
9.500e+0, 4.448e-3
9.600e+0, 4.445e-3
9.700e+0, 4.435e-3
9.800e+0, 4.427e-3
9.900e+0, 4.424e-3
1.000e+1, 4.427e-3
1.010e+1, 4.422e-3
1.020e+1, 4.419e-3
1.030e+1, 4.422e-3
1.040e+1, 4.408e-3
1.050e+1, 4.394e-3
1.060e+1, 4.381e-3
1.070e+1, 4.373e-3
1.080e+1, 4.392e-3
1.090e+1, 4.428e-3
1.100e+1, 4.423e-3
1.110e+1, 4.417e-3
1.120e+1, 4.413e-3
1.130e+1, 4.422e-3
1.140e+1, 4.406e-3
1.150e+1, 4.408e-3
1.160e+1, 4.431e-3
1.170e+1, 4.432e-3
1.180e+1, 4.447e-3
1.190e+1, 4.450e-3
1.200e+1, 4.454e-3
1.210e+1, 4.461e-3
1.220e+1, 4.467e-3
1.230e+1, 4.469e-3
1.240e+1, 4.468e-3
