Sept. 17, 2024   22:34:21
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp383\exp383deposition-2024-09-17t22_29_27-deposition\exp383deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 120
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 17.1

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.324e-3
2.000e-1, 3.421e-3
3.000e-1, 3.478e-3
4.000e-1, 3.476e-3
5.000e-1, 3.446e-3
6.000e-1, 3.406e-3
7.000e-1, 3.375e-3
8.000e-1, 3.349e-3
9.000e-1, 3.341e-3
1.000e+0, 3.328e-3
1.100e+0, 3.313e-3
1.200e+0, 3.309e-3
1.300e+0, 3.309e-3
1.400e+0, 3.319e-3
1.500e+0, 3.320e-3
1.600e+0, 3.307e-3
1.700e+0, 3.293e-3
1.800e+0, 3.302e-3
1.900e+0, 3.299e-3
2.000e+0, 3.290e-3
2.100e+0, 3.293e-3
2.200e+0, 3.302e-3
2.300e+0, 3.314e-3
2.400e+0, 3.319e-3
2.500e+0, 3.310e-3
2.600e+0, 3.301e-3
2.700e+0, 3.298e-3
2.800e+0, 3.287e-3
2.900e+0, 3.279e-3
3.000e+0, 3.288e-3
3.100e+0, 3.299e-3
3.200e+0, 3.293e-3
3.300e+0, 3.306e-3
3.400e+0, 3.312e-3
3.500e+0, 3.315e-3
3.600e+0, 3.324e-3
3.700e+0, 3.336e-3
3.800e+0, 3.347e-3
3.900e+0, 3.345e-3
4.000e+0, 3.354e-3
4.100e+0, 3.379e-3
4.200e+0, 3.399e-3
4.300e+0, 3.407e-3
4.400e+0, 3.409e-3
4.500e+0, 3.416e-3
4.600e+0, 3.409e-3
4.700e+0, 3.407e-3
4.800e+0, 3.394e-3
4.900e+0, 3.381e-3
5.000e+0, 3.371e-3
5.100e+0, 3.363e-3
5.200e+0, 3.366e-3
5.300e+0, 3.385e-3
5.400e+0, 3.392e-3
5.500e+0, 3.414e-3
5.600e+0, 3.447e-3
5.700e+0, 3.468e-3
5.800e+0, 3.465e-3
5.900e+0, 3.465e-3
6.000e+0, 3.475e-3
6.100e+0, 3.483e-3
6.200e+0, 3.495e-3
6.300e+0, 3.515e-3
6.400e+0, 3.512e-3
6.500e+0, 3.491e-3
6.600e+0, 3.487e-3
6.700e+0, 3.502e-3
6.800e+0, 3.515e-3
6.900e+0, 3.517e-3
7.000e+0, 3.521e-3
7.100e+0, 3.511e-3
7.200e+0, 3.480e-3
7.300e+0, 3.451e-3
7.400e+0, 3.436e-3
7.500e+0, 3.450e-3
7.600e+0, 3.469e-3
7.700e+0, 3.504e-3
7.800e+0, 3.538e-3
7.900e+0, 3.568e-3
8.000e+0, 3.594e-3
