Jan. 14, 2025   09:39:44
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp772_r5/2025-01-10-exp842\exp842deposition-2025-01-14t09_35_47-deposition\exp842deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 65
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.4

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.759e-3
2.000e-1, 3.693e-3
3.000e-1, 3.640e-3
4.000e-1, 3.612e-3
5.000e-1, 3.589e-3
6.000e-1, 3.585e-3
7.000e-1, 3.592e-3
8.000e-1, 3.617e-3
9.000e-1, 3.649e-3
1.000e+0, 3.701e-3
1.100e+0, 3.750e-3
1.200e+0, 3.744e-3
1.300e+0, 3.758e-3
1.400e+0, 3.774e-3
1.500e+0, 3.775e-3
1.600e+0, 3.752e-3
1.700e+0, 3.726e-3
1.800e+0, 3.702e-3
1.900e+0, 3.672e-3
2.000e+0, 3.645e-3
2.100e+0, 3.615e-3
2.200e+0, 3.606e-3
2.300e+0, 3.594e-3
2.400e+0, 3.604e-3
2.500e+0, 3.618e-3
2.600e+0, 3.614e-3
2.700e+0, 3.596e-3
2.800e+0, 3.585e-3
2.900e+0, 3.570e-3
3.000e+0, 3.562e-3
3.100e+0, 3.562e-3
3.200e+0, 3.574e-3
3.300e+0, 3.602e-3
3.400e+0, 3.642e-3
3.500e+0, 3.677e-3
3.600e+0, 3.678e-3
3.700e+0, 3.667e-3
3.800e+0, 3.642e-3
3.900e+0, 3.627e-3
4.000e+0, 3.619e-3
4.100e+0, 3.612e-3
4.200e+0, 3.610e-3
4.300e+0, 3.621e-3
4.400e+0, 3.652e-3
4.500e+0, 3.669e-3
4.600e+0, 3.680e-3
4.700e+0, 3.672e-3
4.800e+0, 3.679e-3
4.900e+0, 3.699e-3
5.000e+0, 3.724e-3
5.100e+0, 3.733e-3
5.200e+0, 3.741e-3
5.300e+0, 3.738e-3
5.400e+0, 3.728e-3
5.500e+0, 3.722e-3
5.600e+0, 3.717e-3
5.700e+0, 3.715e-3
5.800e+0, 3.719e-3
5.900e+0, 3.725e-3
6.000e+0, 3.723e-3
6.100e+0, 3.722e-3
6.200e+0, 3.717e-3
6.300e+0, 3.710e-3
6.400e+0, 3.703e-3
6.500e+0, 3.698e-3
6.600e+0, 3.694e-3
6.700e+0, 3.689e-3
6.800e+0, 3.682e-3
6.900e+0, 3.695e-3
7.000e+0, 3.712e-3
7.100e+0, 3.716e-3
7.200e+0, 3.720e-3
7.300e+0, 3.718e-3
7.400e+0, 3.718e-3
7.500e+0, 3.716e-3
7.600e+0, 3.717e-3
7.700e+0, 3.696e-3
7.800e+0, 3.666e-3
7.900e+0, 3.649e-3
8.000e+0, 3.633e-3
8.100e+0, 3.610e-3
8.200e+0, 3.592e-3
8.300e+0, 3.581e-3
8.400e+0, 3.562e-3
8.500e+0, 3.543e-3
8.600e+0, 3.534e-3
8.700e+0, 3.533e-3
8.800e+0, 3.525e-3
8.900e+0, 3.522e-3
9.000e+0, 3.539e-3
9.100e+0, 3.568e-3
9.200e+0, 3.587e-3
9.300e+0, 3.602e-3
9.400e+0, 3.604e-3
9.500e+0, 3.601e-3
9.600e+0, 3.591e-3
9.700e+0, 3.594e-3
9.800e+0, 3.613e-3
9.900e+0, 3.645e-3
1.000e+1, 3.671e-3
1.010e+1, 3.675e-3
1.020e+1, 3.675e-3
1.030e+1, 3.675e-3
1.040e+1, 3.676e-3
1.050e+1, 3.684e-3
1.060e+1, 3.692e-3
1.070e+1, 3.704e-3
1.080e+1, 3.717e-3
1.090e+1, 3.740e-3
1.100e+1, 3.760e-3
1.110e+1, 3.750e-3
1.120e+1, 3.731e-3
1.130e+1, 3.716e-3
1.140e+1, 3.712e-3
1.150e+1, 3.714e-3
1.160e+1, 3.721e-3
1.170e+1, 3.722e-3
1.180e+1, 3.726e-3
1.190e+1, 3.733e-3
1.200e+1, 3.739e-3
1.210e+1, 3.737e-3
1.220e+1, 3.705e-3
1.230e+1, 3.691e-3
1.240e+1, 3.689e-3
1.250e+1, 3.690e-3
1.260e+1, 3.699e-3
1.270e+1, 3.695e-3
1.280e+1, 3.684e-3
1.290e+1, 3.665e-3
1.300e+1, 3.670e-3
1.310e+1, 3.664e-3
1.320e+1, 3.656e-3
1.330e+1, 3.648e-3
1.340e+1, 3.649e-3
1.350e+1, 3.672e-3
1.360e+1, 3.698e-3
1.370e+1, 3.714e-3
1.380e+1, 3.714e-3
1.390e+1, 3.710e-3
1.400e+1, 3.719e-3
1.410e+1, 3.740e-3
1.420e+1, 3.769e-3
1.430e+1, 3.795e-3
1.440e+1, 3.798e-3
1.450e+1, 3.799e-3
1.460e+1, 3.801e-3
1.470e+1, 3.798e-3
1.480e+1, 3.792e-3
1.490e+1, 3.777e-3
1.500e+1, 3.784e-3
1.510e+1, 3.795e-3
1.520e+1, 3.804e-3
1.530e+1, 3.794e-3
1.540e+1, 3.780e-3
1.550e+1, 3.767e-3
1.560e+1, 3.762e-3
1.570e+1, 3.758e-3
1.580e+1, 3.763e-3
1.590e+1, 3.762e-3
1.600e+1, 3.758e-3
1.610e+1, 3.766e-3
1.620e+1, 3.748e-3
1.630e+1, 3.747e-3
1.640e+1, 3.734e-3
1.650e+1, 3.736e-3
1.660e+1, 3.705e-3
1.670e+1, 3.690e-3
1.680e+1, 3.697e-3
1.690e+1, 3.735e-3
1.700e+1, 3.791e-3
1.710e+1, 3.826e-3
1.720e+1, 3.847e-3
1.730e+1, 3.863e-3
1.740e+1, 3.862e-3
1.750e+1, 3.861e-3
1.760e+1, 3.857e-3
1.770e+1, 3.847e-3
1.780e+1, 3.831e-3
1.790e+1, 3.823e-3
1.800e+1, 3.815e-3
1.810e+1, 3.795e-3
1.820e+1, 3.761e-3
1.830e+1, 3.724e-3
1.840e+1, 3.735e-3
1.850e+1, 3.683e-3
1.860e+1, 3.647e-3
1.870e+1, 3.637e-3
1.880e+1, 3.625e-3
1.890e+1, 3.618e-3
1.900e+1, 3.619e-3
1.910e+1, 3.622e-3
1.920e+1, 3.630e-3
1.930e+1, 3.617e-3
1.940e+1, 3.614e-3
1.950e+1, 3.617e-3
1.960e+1, 3.634e-3
1.970e+1, 3.649e-3
1.980e+1, 3.666e-3
1.990e+1, 3.680e-3
2.000e+1, 3.689e-3
2.010e+1, 3.694e-3
2.020e+1, 3.693e-3
2.030e+1, 3.693e-3
2.040e+1, 3.693e-3
2.050e+1, 3.685e-3
2.060e+1, 3.695e-3
2.070e+1, 3.698e-3
2.080e+1, 3.696e-3
2.090e+1, 3.694e-3
2.100e+1, 3.691e-3
2.110e+1, 3.705e-3
2.120e+1, 3.723e-3
2.130e+1, 3.740e-3
2.140e+1, 3.745e-3
2.150e+1, 3.739e-3
2.160e+1, 3.720e-3
2.170e+1, 3.723e-3
2.180e+1, 3.754e-3
2.190e+1, 3.767e-3
2.200e+1, 3.783e-3
2.210e+1, 3.782e-3
2.220e+1, 3.787e-3
2.230e+1, 3.811e-3
2.240e+1, 3.838e-3
2.250e+1, 3.859e-3
2.260e+1, 3.865e-3
2.270e+1, 3.857e-3
2.280e+1, 3.867e-3
2.290e+1, 3.878e-3
2.300e+1, 3.858e-3
2.310e+1, 3.844e-3
2.320e+1, 3.819e-3
2.330e+1, 3.780e-3
2.340e+1, 3.763e-3
2.350e+1, 3.761e-3
2.360e+1, 3.749e-3
2.370e+1, 3.732e-3
2.380e+1, 3.704e-3
2.390e+1, 3.708e-3
2.400e+1, 3.708e-3
2.410e+1, 3.700e-3
2.420e+1, 3.699e-3
2.430e+1, 3.667e-3
2.440e+1, 3.647e-3
2.450e+1, 3.649e-3
2.460e+1, 3.668e-3
2.470e+1, 3.693e-3
2.480e+1, 3.739e-3
2.490e+1, 3.761e-3
2.500e+1, 3.782e-3
2.510e+1, 3.793e-3
2.520e+1, 3.813e-3
2.530e+1, 3.828e-3
2.540e+1, 3.858e-3
2.550e+1, 3.877e-3
2.560e+1, 3.867e-3
2.570e+1, 3.851e-3
2.580e+1, 3.836e-3
2.590e+1, 3.835e-3
2.600e+1, 3.812e-3
2.610e+1, 3.792e-3
2.620e+1, 3.793e-3
2.630e+1, 3.796e-3
2.640e+1, 3.808e-3
2.650e+1, 3.796e-3
2.660e+1, 3.774e-3
2.670e+1, 3.768e-3
2.680e+1, 3.757e-3
2.690e+1, 3.743e-3
2.700e+1, 3.748e-3
2.710e+1, 3.772e-3
2.720e+1, 3.804e-3
2.730e+1, 3.805e-3
2.740e+1, 3.818e-3
2.750e+1, 3.838e-3
2.760e+1, 3.851e-3
2.770e+1, 3.869e-3
2.780e+1, 3.864e-3
2.790e+1, 3.815e-3
2.800e+1, 3.804e-3
2.810e+1, 3.812e-3
2.820e+1, 3.816e-3
2.830e+1, 3.809e-3
2.840e+1, 3.806e-3
2.850e+1, 3.787e-3
2.860e+1, 3.763e-3
2.870e+1, 3.738e-3
2.880e+1, 3.733e-3
2.890e+1, 3.750e-3
2.900e+1, 3.780e-3
2.910e+1, 3.841e-3
2.920e+1, 3.875e-3
2.930e+1, 3.878e-3
2.940e+1, 3.865e-3
2.950e+1, 3.871e-3
2.960e+1, 3.877e-3
2.970e+1, 3.872e-3
2.980e+1, 3.870e-3
2.990e+1, 3.868e-3
3.000e+1, 3.867e-3
3.010e+1, 3.885e-3
3.020e+1, 3.900e-3
3.030e+1, 3.902e-3
3.040e+1, 3.904e-3
3.050e+1, 3.922e-3
3.060e+1, 3.929e-3
3.070e+1, 3.936e-3
3.080e+1, 3.922e-3
3.090e+1, 3.891e-3
3.100e+1, 3.867e-3
3.110e+1, 3.873e-3
3.120e+1, 3.880e-3
3.130e+1, 3.864e-3
3.140e+1, 3.849e-3
3.150e+1, 3.837e-3
3.160e+1, 3.844e-3
3.170e+1, 3.831e-3
3.180e+1, 3.819e-3
3.190e+1, 3.801e-3
3.200e+1, 3.787e-3
3.210e+1, 3.775e-3
3.220e+1, 3.779e-3
3.230e+1, 3.802e-3
3.240e+1, 3.815e-3
3.250e+1, 3.850e-3
3.260e+1, 3.891e-3
3.270e+1, 3.936e-3
3.280e+1, 3.957e-3
3.290e+1, 3.960e-3
3.300e+1, 3.948e-3
3.310e+1, 3.938e-3
3.320e+1, 3.938e-3
3.330e+1, 3.942e-3
3.340e+1, 3.924e-3
3.350e+1, 3.913e-3
3.360e+1, 3.914e-3
3.370e+1, 3.909e-3
3.380e+1, 3.921e-3
3.390e+1, 3.947e-3
3.400e+1, 3.943e-3
3.410e+1, 3.958e-3
3.420e+1, 3.980e-3
3.430e+1, 3.969e-3
3.440e+1, 3.921e-3
3.450e+1, 3.879e-3
3.460e+1, 3.873e-3
3.470e+1, 3.862e-3
