Potential V vs RHE, Current mA cm-2
0.05339999999999995,-0.03973924041320888
0.05239999999999995,-0.04776065348344364
0.051399999999999946,-0.0501656626932142
0.050399999999999945,-0.05135402018510083
0.049399999999999944,-0.05227358253001311
0.04839999999999994,-0.05305167374493888
0.04739999999999994,-0.05391464763785655
0.04639999999999994,-0.05465029751378637
0.04539999999999994,-0.05532935893772159
0.04439999999999994,-0.05590939057066625
0.04339999999999994,-0.05650356931660957
0.04239999999999994,-0.05714018940154882
0.04139999999999994,-0.05776266237348945
0.040399999999999936,-0.05828610555443951
0.039399999999999935,-0.05888028430038283
0.038399999999999934,-0.05944616882032884
0.03739999999999993,-0.059955464888280255
0.03639999999999993,-0.06056379074722222
0.03539999999999993,-0.06101649836317903
0.03439999999999993,-0.06153994154412909
0.03339999999999993,-0.06207753183807782
0.03239999999999993,-0.06262926924502517
0.03139999999999993,-0.06326588932996444
0.030399999999999927,-0.06377518539791585
0.029399999999999926,-0.06428448146586727
0.028399999999999925,-0.06482207175981598
0.027399999999999924,-0.06537380916676334
0.026399999999999924,-0.06605287059069856
0.025399999999999923,-0.06656216665864997
0.024399999999999922,-0.06700072716160814
0.02339999999999992,-0.06759490590755145
0.02239999999999992,-0.06817493754049611
0.02139999999999992,-0.06875496917344079
0.020399999999999918,-0.06930670658038814
0.019399999999999917,-0.06977356130934362
0.018399999999999916,-0.07033944582928962
0.017399999999999916,-0.07101850725322485
0.016399999999999915,-0.07164098022516545
0.015399999999999914,-0.07219271763211282
0.014399999999999913,-0.07264542524806963
0.013399999999999912,-0.07329619244600755
0.012399999999999911,-0.07396110675694412
0.01139999999999991,-0.07455528550288744
0.01039999999999991,-0.0751353171358321
0.009399999999999908,-0.07567290742978082
0.008399999999999908,-0.07626708617572413
0.007399999999999907,-0.07700273605165395
0.006399999999999906,-0.07761106191059591
0.005399999999999905,-0.07819109354354058
0.004399999999999904,-0.07882771362847985
0.003399999999999903,-0.0793511568094299
0.002399999999999902,-0.08008680668535972
0.0013999999999999013,-0.08076586810929494
0.00039999999999990044,-0.08136004685523826
-0.0006000000000001005,-0.08203910827917348
-0.0016000000000001013,-0.08261913991211814
-0.0026000000000001022,-0.08338308401404526
-0.003600000000000103,-0.08401970409898453
-0.004600000000000104,-0.08461388284492784
-0.005600000000000105,-0.08527879715586441
-0.006600000000000106,-0.08597200569279828
-0.007600000000000107,-0.08669350845572944
-0.008600000000000108,-0.08742915833165928
-0.009600000000000108,-0.08799504285160528
-0.01060000000000011,-0.08865995716254185
-0.01160000000000011,-0.08936731281247437
-0.012600000000000111,-0.09025858093138935
-0.013600000000000112,-0.0909517894683232
-0.014600000000000113,-0.09160255666626112
-0.015600000000000114,-0.09225332386419903
-0.016600000000000115,-0.09304556219212347
-0.017600000000000116,-0.09382365340704923
-0.018600000000000116,-0.09461589173497365
-0.019600000000000117,-0.09533739449790483
-0.020600000000000118,-0.09600230880884139
-0.02160000000000012,-0.09680869424976446
-0.02260000000000012,-0.09757263835169158
-0.02360000000000012,-0.09840731801861195
-0.024600000000000122,-0.09917126212053906
-0.025600000000000123,-0.09989276488347024
-0.026600000000000124,-0.10068500321139465
-0.027600000000000124,-0.10160456555630692
-0.028600000000000125,-0.10239680388423136
-0.029600000000000126,-0.10314660087315983
-0.030600000000000127,-0.1039529863140829
-0.03160000000000013,-0.10473107752900866
-0.03260000000000013,-0.1057213754389142
-0.03360000000000013,-0.10652776087983726
-0.03460000000000002,-0.10733414632076034
-0.03560000000000002,-0.10818297310067936
-0.03660000000000002,-0.10904594699359701
-0.03760000000000002,-0.1100503920165012
-0.03860000000000002,-0.11092751302241752
-0.039600000000000024,-0.11174804557633926
-0.040600000000000025,-0.11266760792125154
-0.041600000000000026,-0.11351643470117054
-0.04260000000000003,-0.11450673261107608
-0.04360000000000003,-0.11549703052098159
-0.04460000000000003,-0.11638829863989655
-0.04560000000000003,-0.11736444943680345
-0.04660000000000003,-0.11826986466871706
-0.04760000000000003,-0.11931675103061717
-0.04860000000000003,-0.12037778450551596
-0.04960000000000003,-0.12119831705943768
-0.050600000000000034,-0.12220276208234186
-0.051600000000000035,-0.12320720710524605
-0.052600000000000036,-0.12419750501515157
-0.053600000000000037,-0.12534342116804223
-0.05460000000000004,-0.1262771306259532
-0.05560000000000004,-0.12725328142286002
-0.05660000000000004,-0.12835675623675477
-0.05760000000000004,-0.1294319368246522
-0.05860000000000004,-0.13054955875154559
-0.05960000000000004,-0.13158229800044707
-0.06060000000000004,-0.13257259591035261
-0.061600000000000044,-0.13376095340223923
-0.06260000000000004,-0.1349068695551299
-0.06360000000000005,-0.13602449148202328
-0.06460000000000005,-0.13717040763491395
-0.06560000000000005,-0.13820314688381544
-0.06660000000000005,-0.13936321014970476
-0.06760000000000005,-0.1406647445455806
-0.06860000000000005,-0.14175407224647668
-0.06960000000000005,-0.1428858412863687
-0.07060000000000005,-0.14401761032626076
