Aug. 5, 2024   05:40:44
Amperometric i-t Curve
File: c:/users/guazh/data/20240802_batch_500/2024-08-02-exp23\exp23deposition-2024-08-05t05_35_24-deposition\exp23deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 150
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 18.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 8.107e-4
2.000e-1, 8.205e-4
3.000e-1, 8.228e-4
4.000e-1, 8.257e-4
5.000e-1, 8.267e-4
6.000e-1, 8.239e-4
7.000e-1, 8.281e-4
8.000e-1, 8.384e-4
9.000e-1, 8.483e-4
1.000e+0, 8.582e-4
1.100e+0, 8.571e-4
1.200e+0, 8.507e-4
1.300e+0, 8.461e-4
1.400e+0, 8.413e-4
1.500e+0, 8.382e-4
1.600e+0, 8.387e-4
1.700e+0, 8.402e-4
1.800e+0, 8.385e-4
1.900e+0, 8.350e-4
2.000e+0, 8.275e-4
2.100e+0, 8.154e-4
2.200e+0, 8.043e-4
2.300e+0, 7.950e-4
2.400e+0, 7.900e-4
2.500e+0, 7.886e-4
2.600e+0, 7.849e-4
2.700e+0, 7.821e-4
2.800e+0, 7.841e-4
2.900e+0, 7.887e-4
3.000e+0, 7.935e-4
3.100e+0, 7.973e-4
3.200e+0, 7.990e-4
3.300e+0, 8.000e-4
3.400e+0, 7.978e-4
3.500e+0, 7.921e-4
3.600e+0, 7.899e-4
3.700e+0, 7.885e-4
3.800e+0, 7.947e-4
3.900e+0, 7.910e-4
4.000e+0, 7.860e-4
4.100e+0, 7.760e-4
4.200e+0, 7.674e-4
4.300e+0, 7.592e-4
4.400e+0, 7.511e-4
4.500e+0, 7.462e-4
4.600e+0, 7.391e-4
4.700e+0, 7.322e-4
4.800e+0, 7.283e-4
4.900e+0, 7.207e-4
5.000e+0, 7.131e-4
5.100e+0, 7.052e-4
