Aug. 28, 2024   20:40:36
Amperometric i-t Curve
File: c:/users/guazh/data/20240813_batch_181_500/2024-08-25-exp209\exp209deposition-2024-08-28t20_35_45-deposition\exp209deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 120
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 17.7

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.688e-3
2.000e-1, 2.683e-3
3.000e-1, 2.676e-3
4.000e-1, 2.670e-3
5.000e-1, 2.665e-3
6.000e-1, 2.659e-3
7.000e-1, 2.653e-3
8.000e-1, 2.647e-3
9.000e-1, 2.637e-3
1.000e+0, 2.628e-3
1.100e+0, 2.619e-3
1.200e+0, 2.608e-3
1.300e+0, 2.599e-3
1.400e+0, 2.591e-3
1.500e+0, 2.583e-3
1.600e+0, 2.576e-3
1.700e+0, 2.569e-3
1.800e+0, 2.561e-3
1.900e+0, 2.551e-3
2.000e+0, 2.546e-3
2.100e+0, 2.538e-3
2.200e+0, 2.533e-3
2.300e+0, 2.527e-3
2.400e+0, 2.523e-3
2.500e+0, 2.518e-3
2.600e+0, 2.513e-3
2.700e+0, 2.507e-3
2.800e+0, 2.501e-3
2.900e+0, 2.495e-3
3.000e+0, 2.489e-3
3.100e+0, 2.484e-3
3.200e+0, 2.479e-3
3.300e+0, 2.475e-3
3.400e+0, 2.469e-3
3.500e+0, 2.465e-3
3.600e+0, 2.460e-3
3.700e+0, 2.456e-3
3.800e+0, 2.454e-3
3.900e+0, 2.451e-3
4.000e+0, 2.444e-3
4.100e+0, 2.440e-3
4.200e+0, 2.436e-3
4.300e+0, 2.431e-3
4.400e+0, 2.427e-3
4.500e+0, 2.423e-3
4.600e+0, 2.418e-3
4.700e+0, 2.414e-3
4.800e+0, 2.408e-3
4.900e+0, 2.404e-3
5.000e+0, 2.399e-3
5.100e+0, 2.394e-3
5.200e+0, 2.390e-3
5.300e+0, 2.386e-3
5.400e+0, 2.382e-3
5.500e+0, 2.378e-3
5.600e+0, 2.374e-3
5.700e+0, 2.369e-3
5.800e+0, 2.362e-3
5.900e+0, 2.356e-3
6.000e+0, 2.352e-3
6.100e+0, 2.345e-3
6.200e+0, 2.339e-3
6.300e+0, 2.341e-3
6.400e+0, 2.346e-3
6.500e+0, 2.343e-3
6.600e+0, 2.339e-3
6.700e+0, 2.333e-3
6.800e+0, 2.327e-3
6.900e+0, 2.321e-3
7.000e+0, 2.316e-3
7.100e+0, 2.311e-3
7.200e+0, 2.312e-3
7.300e+0, 2.313e-3
7.400e+0, 2.310e-3
7.500e+0, 2.307e-3
7.600e+0, 2.303e-3
7.700e+0, 2.300e-3
7.800e+0, 2.296e-3
7.900e+0, 2.294e-3
8.000e+0, 2.290e-3
8.100e+0, 2.287e-3
8.200e+0, 2.285e-3
8.300e+0, 2.282e-3
8.400e+0, 2.279e-3
8.500e+0, 2.276e-3
8.600e+0, 2.274e-3
8.700e+0, 2.270e-3
8.800e+0, 2.267e-3
8.900e+0, 2.265e-3
9.000e+0, 2.261e-3
9.100e+0, 2.259e-3
9.200e+0, 2.260e-3
9.300e+0, 2.257e-3
9.400e+0, 2.254e-3
9.500e+0, 2.253e-3
9.600e+0, 2.253e-3
9.700e+0, 2.255e-3
9.800e+0, 2.253e-3
9.900e+0, 2.250e-3
1.000e+1, 2.250e-3
1.010e+1, 2.266e-3
1.020e+1, 2.272e-3
1.030e+1, 2.272e-3
1.040e+1, 2.267e-3
1.050e+1, 2.262e-3
1.060e+1, 2.258e-3
1.070e+1, 2.255e-3
1.080e+1, 2.252e-3
1.090e+1, 2.248e-3
1.100e+1, 2.245e-3
1.110e+1, 2.241e-3
1.120e+1, 2.238e-3
1.130e+1, 2.235e-3
1.140e+1, 2.232e-3
1.150e+1, 2.230e-3
1.160e+1, 2.227e-3
1.170e+1, 2.236e-3
1.180e+1, 2.255e-3
1.190e+1, 2.264e-3
1.200e+1, 2.269e-3
1.210e+1, 2.270e-3
1.220e+1, 2.274e-3
1.230e+1, 2.274e-3
1.240e+1, 2.273e-3
1.250e+1, 2.273e-3
1.260e+1, 2.275e-3
1.270e+1, 2.272e-3
1.280e+1, 2.269e-3
1.290e+1, 2.265e-3
1.300e+1, 2.262e-3
1.310e+1, 2.258e-3
1.320e+1, 2.254e-3
1.330e+1, 2.250e-3
1.340e+1, 2.246e-3
1.350e+1, 2.241e-3
1.360e+1, 2.236e-3
1.370e+1, 2.232e-3
1.380e+1, 2.215e-3
1.390e+1, 2.219e-3
1.400e+1, 2.221e-3
1.410e+1, 2.220e-3
1.420e+1, 2.217e-3
1.430e+1, 2.213e-3
1.440e+1, 2.209e-3
1.450e+1, 2.205e-3
1.460e+1, 2.201e-3
1.470e+1, 2.196e-3
1.480e+1, 2.192e-3
1.490e+1, 2.195e-3
1.500e+1, 2.192e-3
1.510e+1, 2.188e-3
1.520e+1, 2.194e-3
1.530e+1, 2.195e-3
1.540e+1, 2.193e-3
1.550e+1, 2.190e-3
1.560e+1, 2.187e-3
1.570e+1, 2.185e-3
1.580e+1, 2.183e-3
1.590e+1, 2.179e-3
1.600e+1, 2.175e-3
1.610e+1, 2.173e-3
1.620e+1, 2.176e-3
1.630e+1, 2.173e-3
1.640e+1, 2.169e-3
1.650e+1, 2.170e-3
1.660e+1, 2.176e-3
1.670e+1, 2.176e-3
1.680e+1, 2.186e-3
1.690e+1, 2.188e-3
1.700e+1, 2.183e-3
1.710e+1, 2.179e-3
1.720e+1, 2.175e-3
1.730e+1, 2.173e-3
1.740e+1, 2.204e-3
1.750e+1, 2.212e-3
1.760e+1, 2.276e-3
1.770e+1, 2.278e-3
1.780e+1, 2.280e-3
1.790e+1, 2.283e-3
1.800e+1, 2.278e-3
1.810e+1, 2.274e-3
1.820e+1, 2.268e-3
1.830e+1, 2.263e-3
1.840e+1, 2.258e-3
1.850e+1, 2.253e-3
1.860e+1, 2.248e-3
1.870e+1, 2.243e-3
1.880e+1, 2.238e-3
1.890e+1, 2.246e-3
1.900e+1, 2.248e-3
1.910e+1, 2.243e-3
1.920e+1, 2.238e-3
1.930e+1, 2.234e-3
1.940e+1, 2.233e-3
1.950e+1, 2.229e-3
1.960e+1, 2.254e-3
1.970e+1, 2.294e-3
