Apr. 17, 2025   02:23:19
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp590_r20/2025-04-16-exp1104\exp1104deposition-2025-04-17t02_20_02-deposition\exp1104deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 12.6

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.851e-3
2.000e-1, 4.899e-3
3.000e-1, 4.940e-3
4.000e-1, 4.980e-3
5.000e-1, 5.028e-3
6.000e-1, 5.075e-3
7.000e-1, 5.117e-3
8.000e-1, 5.150e-3
9.000e-1, 5.176e-3
1.000e+0, 5.207e-3
1.100e+0, 5.241e-3
1.200e+0, 5.277e-3
1.300e+0, 5.315e-3
1.400e+0, 5.351e-3
1.500e+0, 5.386e-3
1.600e+0, 5.426e-3
1.700e+0, 5.453e-3
1.800e+0, 5.486e-3
1.900e+0, 5.495e-3
2.000e+0, 5.516e-3
2.100e+0, 5.525e-3
2.200e+0, 5.525e-3
2.300e+0, 5.522e-3
2.400e+0, 5.531e-3
2.500e+0, 5.563e-3
2.600e+0, 5.613e-3
2.700e+0, 5.650e-3
2.800e+0, 5.694e-3
2.900e+0, 5.714e-3
3.000e+0, 5.724e-3
3.100e+0, 5.745e-3
3.200e+0, 5.755e-3
3.300e+0, 5.777e-3
3.400e+0, 5.805e-3
3.500e+0, 5.831e-3
3.600e+0, 5.857e-3
3.700e+0, 5.865e-3
3.800e+0, 5.863e-3
3.900e+0, 5.864e-3
4.000e+0, 5.872e-3
4.100e+0, 5.882e-3
4.200e+0, 5.892e-3
4.300e+0, 5.896e-3
4.400e+0, 5.920e-3
4.500e+0, 5.919e-3
4.600e+0, 5.956e-3
4.700e+0, 5.984e-3
4.800e+0, 6.043e-3
4.900e+0, 6.296e-3
5.000e+0, 6.352e-3
5.100e+0, 6.353e-3
5.200e+0, 6.340e-3
5.300e+0, 6.344e-3
5.400e+0, 6.339e-3
5.500e+0, 6.320e-3
5.600e+0, 6.274e-3
5.700e+0, 6.272e-3
5.800e+0, 6.250e-3
5.900e+0, 6.217e-3
6.000e+0, 6.193e-3
6.100e+0, 6.169e-3
6.200e+0, 6.165e-3
6.300e+0, 6.148e-3
6.400e+0, 6.123e-3
6.500e+0, 6.131e-3
6.600e+0, 6.145e-3
6.700e+0, 6.177e-3
6.800e+0, 6.212e-3
6.900e+0, 6.232e-3
7.000e+0, 6.250e-3
7.100e+0, 6.271e-3
7.200e+0, 6.291e-3
7.300e+0, 6.308e-3
7.400e+0, 6.330e-3
7.500e+0, 6.352e-3
7.600e+0, 6.370e-3
7.700e+0, 6.397e-3
7.800e+0, 6.416e-3
7.900e+0, 6.439e-3
8.000e+0, 6.458e-3
8.100e+0, 6.481e-3
8.200e+0, 6.513e-3
8.300e+0, 6.550e-3
8.400e+0, 6.583e-3
8.500e+0, 6.614e-3
8.600e+0, 6.648e-3
8.700e+0, 6.654e-3
8.800e+0, 6.673e-3
8.900e+0, 6.688e-3
9.000e+0, 6.701e-3
9.100e+0, 6.702e-3
9.200e+0, 6.770e-3
9.300e+0, 6.836e-3
9.400e+0, 6.832e-3
9.500e+0, 6.829e-3
9.600e+0, 6.839e-3
9.700e+0, 6.831e-3
9.800e+0, 6.846e-3
9.900e+0, 6.885e-3
1.000e+1, 6.875e-3
1.010e+1, 6.865e-3
1.020e+1, 6.868e-3
1.030e+1, 6.855e-3
1.040e+1, 6.831e-3
1.050e+1, 6.823e-3
1.060e+1, 6.834e-3
1.070e+1, 6.843e-3
1.080e+1, 6.862e-3
1.090e+1, 6.876e-3
1.100e+1, 6.900e-3
1.110e+1, 6.903e-3
1.120e+1, 6.937e-3
1.130e+1, 6.957e-3
1.140e+1, 6.992e-3
1.150e+1, 7.003e-3
1.160e+1, 7.020e-3
1.170e+1, 7.065e-3
1.180e+1, 7.082e-3
1.190e+1, 7.080e-3
1.200e+1, 7.087e-3
1.210e+1, 7.084e-3
1.220e+1, 7.101e-3
1.230e+1, 7.099e-3
1.240e+1, 7.107e-3
1.250e+1, 7.108e-3
1.260e+1, 7.116e-3
1.270e+1, 7.133e-3
1.280e+1, 7.176e-3
1.290e+1, 7.199e-3
1.300e+1, 7.233e-3
1.310e+1, 7.250e-3
1.320e+1, 7.268e-3
1.330e+1, 7.292e-3
1.340e+1, 7.306e-3
1.350e+1, 7.324e-3
1.360e+1, 7.327e-3
1.370e+1, 7.347e-3
1.380e+1, 7.362e-3
1.390e+1, 7.482e-3
1.400e+1, 7.515e-3
1.410e+1, 7.516e-3
1.420e+1, 7.521e-3
1.430e+1, 7.508e-3
1.440e+1, 7.481e-3
1.450e+1, 7.481e-3
1.460e+1, 7.486e-3
1.470e+1, 7.549e-3
1.480e+1, 7.600e-3
1.490e+1, 7.602e-3
1.500e+1, 7.578e-3
1.510e+1, 7.574e-3
1.520e+1, 7.582e-3
1.530e+1, 7.580e-3
1.540e+1, 7.586e-3
1.550e+1, 7.603e-3
1.560e+1, 7.596e-3
1.570e+1, 7.584e-3
1.580e+1, 7.585e-3
1.590e+1, 7.612e-3
1.600e+1, 7.635e-3
1.610e+1, 7.643e-3
1.620e+1, 7.640e-3
1.630e+1, 7.660e-3
1.640e+1, 7.677e-3
1.650e+1, 7.697e-3
1.660e+1, 7.725e-3
1.670e+1, 7.739e-3
1.680e+1, 7.772e-3
1.690e+1, 7.796e-3
1.700e+1, 7.780e-3
1.710e+1, 7.767e-3
1.720e+1, 7.791e-3
1.730e+1, 7.787e-3
1.740e+1, 7.832e-3
1.750e+1, 7.871e-3
1.760e+1, 7.900e-3
1.770e+1, 7.901e-3
1.780e+1, 7.923e-3
1.790e+1, 7.931e-3
1.800e+1, 7.931e-3
1.810e+1, 7.943e-3
1.820e+1, 7.922e-3
1.830e+1, 7.894e-3
1.840e+1, 7.907e-3
1.850e+1, 7.908e-3
1.860e+1, 7.933e-3
1.870e+1, 7.945e-3
1.880e+1, 7.955e-3
1.890e+1, 7.975e-3
1.900e+1, 8.005e-3
1.910e+1, 8.008e-3
1.920e+1, 8.029e-3
1.930e+1, 8.013e-3
1.940e+1, 8.013e-3
1.950e+1, 8.032e-3
1.960e+1, 8.052e-3
1.970e+1, 8.088e-3
1.980e+1, 8.114e-3
1.990e+1, 8.194e-3
2.000e+1, 8.334e-3
2.010e+1, 8.417e-3
2.020e+1, 8.372e-3
2.030e+1, 8.446e-3
2.040e+1, 8.477e-3
2.050e+1, 8.475e-3
