Jan. 12, 2025   04:33:43
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp772_r5/2025-01-10-exp820\exp820deposition-2025-01-12t04_30_21-deposition\exp820deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 10.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.472e-4
2.000e-1, 3.568e-4
3.000e-1, 3.665e-4
4.000e-1, 3.765e-4
5.000e-1, 3.860e-4
6.000e-1, 3.955e-4
7.000e-1, 4.089e-4
8.000e-1, 4.241e-4
9.000e-1, 4.383e-4
1.000e+0, 4.495e-4
1.100e+0, 4.610e-4
1.200e+0, 4.727e-4
1.300e+0, 4.841e-4
1.400e+0, 4.936e-4
1.500e+0, 5.033e-4
1.600e+0, 5.123e-4
1.700e+0, 5.214e-4
1.800e+0, 5.310e-4
1.900e+0, 5.414e-4
2.000e+0, 5.506e-4
2.100e+0, 5.592e-4
2.200e+0, 5.678e-4
2.300e+0, 5.757e-4
2.400e+0, 5.831e-4
2.500e+0, 5.895e-4
2.600e+0, 5.964e-4
2.700e+0, 6.026e-4
2.800e+0, 6.075e-4
2.900e+0, 6.123e-4
3.000e+0, 6.176e-4
3.100e+0, 6.226e-4
3.200e+0, 6.272e-4
3.300e+0, 6.320e-4
3.400e+0, 6.364e-4
3.500e+0, 6.403e-4
3.600e+0, 6.446e-4
3.700e+0, 6.489e-4
3.800e+0, 6.536e-4
3.900e+0, 6.579e-4
4.000e+0, 6.619e-4
4.100e+0, 6.663e-4
4.200e+0, 6.704e-4
4.300e+0, 6.749e-4
4.400e+0, 6.790e-4
4.500e+0, 6.840e-4
4.600e+0, 6.897e-4
4.700e+0, 6.936e-4
4.800e+0, 6.957e-4
4.900e+0, 6.994e-4
5.000e+0, 7.029e-4
5.100e+0, 7.061e-4
5.200e+0, 7.090e-4
5.300e+0, 7.102e-4
5.400e+0, 7.116e-4
5.500e+0, 7.143e-4
5.600e+0, 7.173e-4
5.700e+0, 7.199e-4
5.800e+0, 7.213e-4
5.900e+0, 7.230e-4
6.000e+0, 7.242e-4
6.100e+0, 7.254e-4
6.200e+0, 7.272e-4
6.300e+0, 7.294e-4
6.400e+0, 7.302e-4
6.500e+0, 7.305e-4
6.600e+0, 7.310e-4
6.700e+0, 7.334e-4
6.800e+0, 7.337e-4
6.900e+0, 7.338e-4
7.000e+0, 7.335e-4
7.100e+0, 7.344e-4
7.200e+0, 7.337e-4
7.300e+0, 7.339e-4
7.400e+0, 7.356e-4
7.500e+0, 7.369e-4
7.600e+0, 7.372e-4
7.700e+0, 7.366e-4
7.800e+0, 7.369e-4
7.900e+0, 7.374e-4
8.000e+0, 7.373e-4
8.100e+0, 7.365e-4
8.200e+0, 7.362e-4
8.300e+0, 7.356e-4
8.400e+0, 7.358e-4
8.500e+0, 7.368e-4
8.600e+0, 7.355e-4
8.700e+0, 7.344e-4
8.800e+0, 7.378e-4
8.900e+0, 7.374e-4
9.000e+0, 7.349e-4
9.100e+0, 7.474e-4
9.200e+0, 7.531e-4
9.300e+0, 7.494e-4
9.400e+0, 7.457e-4
9.500e+0, 7.413e-4
9.600e+0, 7.361e-4
9.700e+0, 7.314e-4
9.800e+0, 7.281e-4
9.900e+0, 7.253e-4
1.000e+1, 7.243e-4
1.010e+1, 7.225e-4
1.020e+1, 7.204e-4
1.030e+1, 7.212e-4
1.040e+1, 7.213e-4
1.050e+1, 7.223e-4
1.060e+1, 7.233e-4
1.070e+1, 7.236e-4
1.080e+1, 7.220e-4
1.090e+1, 7.201e-4
1.100e+1, 7.188e-4
1.110e+1, 7.178e-4
1.120e+1, 7.169e-4
1.130e+1, 7.156e-4
1.140e+1, 7.146e-4
1.150e+1, 7.127e-4
1.160e+1, 7.121e-4
1.170e+1, 7.114e-4
1.180e+1, 7.117e-4
1.190e+1, 7.111e-4
1.200e+1, 7.107e-4
1.210e+1, 7.112e-4
1.220e+1, 7.111e-4
1.230e+1, 7.102e-4
1.240e+1, 7.102e-4
1.250e+1, 7.097e-4
1.260e+1, 7.087e-4
1.270e+1, 7.080e-4
1.280e+1, 7.068e-4
1.290e+1, 7.051e-4
1.300e+1, 7.042e-4
1.310e+1, 7.026e-4
1.320e+1, 7.022e-4
1.330e+1, 7.013e-4
1.340e+1, 6.999e-4
1.350e+1, 6.993e-4
1.360e+1, 6.994e-4
1.370e+1, 6.996e-4
1.380e+1, 6.990e-4
1.390e+1, 6.985e-4
1.400e+1, 6.977e-4
1.410e+1, 6.960e-4
1.420e+1, 6.928e-4
1.430e+1, 6.906e-4
