Dec. 13, 2024   12:28:01
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp59_r20/2024-12-09-exp648\exp648deposition-2024-12-13t12_23_44-deposition\exp648deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 84
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.268e-3
2.000e-1, 3.278e-3
3.000e-1, 3.286e-3
4.000e-1, 3.295e-3
5.000e-1, 3.311e-3
6.000e-1, 3.327e-3
7.000e-1, 3.338e-3
8.000e-1, 3.348e-3
9.000e-1, 3.355e-3
1.000e+0, 3.367e-3
1.100e+0, 3.380e-3
1.200e+0, 3.392e-3
1.300e+0, 3.403e-3
1.400e+0, 3.407e-3
1.500e+0, 3.425e-3
1.600e+0, 3.436e-3
1.700e+0, 3.439e-3
1.800e+0, 3.451e-3
1.900e+0, 3.459e-3
2.000e+0, 3.465e-3
2.100e+0, 3.472e-3
2.200e+0, 3.484e-3
2.300e+0, 3.488e-3
2.400e+0, 3.494e-3
2.500e+0, 3.510e-3
2.600e+0, 3.508e-3
2.700e+0, 3.494e-3
2.800e+0, 3.473e-3
2.900e+0, 3.469e-3
3.000e+0, 3.502e-3
3.100e+0, 3.521e-3
3.200e+0, 3.528e-3
3.300e+0, 3.556e-3
3.400e+0, 3.564e-3
3.500e+0, 3.567e-3
3.600e+0, 3.570e-3
3.700e+0, 3.572e-3
3.800e+0, 3.575e-3
3.900e+0, 3.573e-3
4.000e+0, 3.581e-3
4.100e+0, 3.575e-3
4.200e+0, 3.574e-3
4.300e+0, 3.574e-3
4.400e+0, 3.584e-3
4.500e+0, 3.584e-3
4.600e+0, 3.588e-3
4.700e+0, 3.586e-3
4.800e+0, 3.579e-3
4.900e+0, 3.574e-3
5.000e+0, 3.575e-3
5.100e+0, 3.580e-3
5.200e+0, 3.589e-3
5.300e+0, 3.600e-3
5.400e+0, 3.610e-3
5.500e+0, 3.604e-3
5.600e+0, 3.599e-3
5.700e+0, 3.596e-3
5.800e+0, 3.592e-3
5.900e+0, 3.579e-3
6.000e+0, 3.591e-3
6.100e+0, 3.593e-3
6.200e+0, 3.598e-3
6.300e+0, 3.597e-3
6.400e+0, 3.597e-3
6.500e+0, 3.592e-3
6.600e+0, 3.593e-3
6.700e+0, 3.598e-3
6.800e+0, 3.599e-3
6.900e+0, 3.604e-3
7.000e+0, 3.610e-3
7.100e+0, 3.632e-3
7.200e+0, 3.638e-3
7.300e+0, 3.649e-3
7.400e+0, 3.641e-3
7.500e+0, 3.697e-3
7.600e+0, 3.726e-3
7.700e+0, 3.713e-3
7.800e+0, 3.697e-3
7.900e+0, 3.692e-3
8.000e+0, 3.675e-3
8.100e+0, 3.659e-3
8.200e+0, 3.645e-3
8.300e+0, 3.643e-3
8.400e+0, 3.636e-3
8.500e+0, 3.642e-3
8.600e+0, 3.651e-3
8.700e+0, 3.648e-3
8.800e+0, 3.652e-3
8.900e+0, 3.657e-3
9.000e+0, 3.667e-3
9.100e+0, 3.676e-3
9.200e+0, 3.682e-3
9.300e+0, 3.684e-3
9.400e+0, 3.704e-3
9.500e+0, 3.709e-3
9.600e+0, 3.697e-3
9.700e+0, 3.704e-3
9.800e+0, 3.694e-3
9.900e+0, 3.703e-3
1.000e+1, 3.697e-3
1.010e+1, 3.695e-3
1.020e+1, 3.682e-3
1.030e+1, 3.677e-3
1.040e+1, 3.664e-3
1.050e+1, 3.658e-3
1.060e+1, 3.662e-3
1.070e+1, 3.680e-3
1.080e+1, 3.672e-3
1.090e+1, 3.660e-3
1.100e+1, 3.719e-3
1.110e+1, 3.837e-3
1.120e+1, 3.818e-3
1.130e+1, 3.796e-3
1.140e+1, 3.776e-3
1.150e+1, 3.752e-3
1.160e+1, 3.748e-3
1.170e+1, 3.746e-3
1.180e+1, 3.727e-3
1.190e+1, 3.719e-3
1.200e+1, 3.715e-3
1.210e+1, 3.708e-3
1.220e+1, 3.705e-3
1.230e+1, 3.700e-3
1.240e+1, 3.718e-3
1.250e+1, 3.703e-3
1.260e+1, 3.687e-3
1.270e+1, 3.664e-3
1.280e+1, 3.635e-3
1.290e+1, 3.616e-3
1.300e+1, 3.614e-3
1.310e+1, 3.631e-3
1.320e+1, 3.631e-3
1.330e+1, 3.629e-3
1.340e+1, 3.649e-3
1.350e+1, 3.642e-3
1.360e+1, 3.645e-3
1.370e+1, 3.646e-3
1.380e+1, 3.625e-3
1.390e+1, 3.612e-3
1.400e+1, 3.631e-3
1.410e+1, 3.680e-3
1.420e+1, 3.701e-3
1.430e+1, 3.709e-3
1.440e+1, 3.726e-3
1.450e+1, 3.745e-3
1.460e+1, 3.739e-3
1.470e+1, 3.726e-3
1.480e+1, 3.722e-3
1.490e+1, 3.747e-3
1.500e+1, 3.735e-3
1.510e+1, 3.722e-3
1.520e+1, 3.711e-3
1.530e+1, 3.702e-3
1.540e+1, 3.702e-3
