Sept. 10, 2024   16:49:15
Amperometric i-t Curve
File: c:/users/guazh/data/20240903_batch_252_500/2024-09-03-exp317\exp317deposition-2024-09-10t16_45_22-deposition\exp317deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.7

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.617e-3
2.000e-1, 2.585e-3
3.000e-1, 2.552e-3
4.000e-1, 2.522e-3
5.000e-1, 2.492e-3
6.000e-1, 2.480e-3
7.000e-1, 2.471e-3
8.000e-1, 2.454e-3
9.000e-1, 2.429e-3
1.000e+0, 2.408e-3
1.100e+0, 2.390e-3
1.200e+0, 2.370e-3
1.300e+0, 2.353e-3
1.400e+0, 2.338e-3
1.500e+0, 2.322e-3
1.600e+0, 2.310e-3
1.700e+0, 2.309e-3
1.800e+0, 2.342e-3
1.900e+0, 2.398e-3
2.000e+0, 2.490e-3
2.100e+0, 2.533e-3
2.200e+0, 2.534e-3
2.300e+0, 2.529e-3
2.400e+0, 2.510e-3
2.500e+0, 2.489e-3
2.600e+0, 2.469e-3
2.700e+0, 2.448e-3
2.800e+0, 2.423e-3
2.900e+0, 2.397e-3
3.000e+0, 2.375e-3
3.100e+0, 2.369e-3
3.200e+0, 2.363e-3
3.300e+0, 2.364e-3
3.400e+0, 2.356e-3
3.500e+0, 2.345e-3
3.600e+0, 2.335e-3
3.700e+0, 2.331e-3
3.800e+0, 2.325e-3
3.900e+0, 2.327e-3
4.000e+0, 2.320e-3
4.100e+0, 2.318e-3
4.200e+0, 2.321e-3
4.300e+0, 2.325e-3
4.400e+0, 2.329e-3
4.500e+0, 2.327e-3
4.600e+0, 2.328e-3
4.700e+0, 2.331e-3
4.800e+0, 2.329e-3
4.900e+0, 2.341e-3
5.000e+0, 2.345e-3
5.100e+0, 2.342e-3
5.200e+0, 2.334e-3
5.300e+0, 2.336e-3
5.400e+0, 2.344e-3
5.500e+0, 2.356e-3
5.600e+0, 2.386e-3
5.700e+0, 2.416e-3
5.800e+0, 2.420e-3
5.900e+0, 2.413e-3
6.000e+0, 2.401e-3
6.100e+0, 2.385e-3
6.200e+0, 2.373e-3
6.300e+0, 2.371e-3
6.400e+0, 2.376e-3
6.500e+0, 2.382e-3
6.600e+0, 2.387e-3
6.700e+0, 2.385e-3
6.800e+0, 2.374e-3
6.900e+0, 2.367e-3
7.000e+0, 2.369e-3
7.100e+0, 2.391e-3
7.200e+0, 2.434e-3
7.300e+0, 2.527e-3
7.400e+0, 2.633e-3
7.500e+0, 2.688e-3
7.600e+0, 2.691e-3
7.700e+0, 2.670e-3
7.800e+0, 2.641e-3
7.900e+0, 2.612e-3
8.000e+0, 2.580e-3
8.100e+0, 2.551e-3
8.200e+0, 2.527e-3
8.300e+0, 2.506e-3
8.400e+0, 2.489e-3
8.500e+0, 2.489e-3
8.600e+0, 2.508e-3
8.700e+0, 2.506e-3
8.800e+0, 2.505e-3
8.900e+0, 2.495e-3
9.000e+0, 2.480e-3
9.100e+0, 2.460e-3
9.200e+0, 2.440e-3
9.300e+0, 2.426e-3
9.400e+0, 2.419e-3
9.500e+0, 2.410e-3
9.600e+0, 2.411e-3
9.700e+0, 2.411e-3
9.800e+0, 2.420e-3
9.900e+0, 2.440e-3
1.000e+1, 2.458e-3
1.010e+1, 2.467e-3
1.020e+1, 2.460e-3
1.030e+1, 2.450e-3
1.040e+1, 2.438e-3
1.050e+1, 2.435e-3
1.060e+1, 2.435e-3
1.070e+1, 2.431e-3
1.080e+1, 2.418e-3
1.090e+1, 2.402e-3
1.100e+1, 2.395e-3
1.110e+1, 2.382e-3
1.120e+1, 2.371e-3
1.130e+1, 2.358e-3
1.140e+1, 2.350e-3
1.150e+1, 2.344e-3
1.160e+1, 2.331e-3
1.170e+1, 2.321e-3
1.180e+1, 2.316e-3
1.190e+1, 2.309e-3
